year,des_DET heures_NOUN,des_DET coeurs_NOUN
1800,2.3549791023924627e-06,2.609656477581268e-07
1801,2.2525988185861934e-06,2.7859835860510884e-07
1802,2.4728134633278387e-06,1.8126505096915935e-07
1803,2.6310076215452227e-06,1.3847409152667467e-07
1804,2.6597115940774074e-06,1.9033252907085796e-07
1805,2.623976036453257e-06,1.393010042871623e-07
1806,1.982588401006069e-06,1.6425514104412287e-07
1807,2.4284527051499083e-06,1.1672516109229036e-07
1808,1.8219235426997216e-06,1.1783585085467507e-07
1809,2.32228342866847e-06,1.3780086760561971e-07
1810,2.5086159176623823e-06,2.3401268123279806e-07
1811,1.9881119452946905e-06,2.1310152709119734e-07
1812,1.9950717073946578e-06,1.120227479667335e-07
1813,2.1136700425472554e-06,1.207811497483391e-07
1814,2.0799535551674353e-06,2.04534016390312e-07
1815,1.8071397676067136e-06,1.4565006600797403e-07
1816,2.3894497065413134e-06,1.4600903774919516e-07
1817,2.397584971447486e-06,2.0395042277243647e-07
1818,2.3437034504247833e-06,1.2755659373198114e-07
1819,2.0774556901415053e-06,7.038713967233434e-08
1820,2.045781245740841e-06,1.3765118378472607e-07
1821,1.944685505073096e-06,1.045317724601702e-07
1822,1.9429644169122184e-06,9.825103575167304e-08
1823,2.2848772847083865e-06,1.0179167730939298e-07
1824,1.8913819666011022e-06,6.231623395080987e-08
1825,2.2718042700375918e-06,8.453225319726698e-08
1826,2.128009109370055e-06,8.807984430703186e-08
1827,1.8849323497605042e-06,6.544263564389752e-08
1828,2.1664974845236884e-06,7.704732962743321e-08
1829,2.183587898052508e-06,6.687076981037876e-08
1830,2.654087417397477e-06,8.036363396968227e-08
1831,2.6084088347033685e-06,6.080570447153377e-08
1832,3.0442431562249794e-06,5.68258712307923e-08
1833,2.8623144956441138e-06,7.876867214040573e-08
1834,2.7200823495832083e-06,5.694064020289602e-08
1835,2.9957392371215974e-06,6.958040899007756e-08
1836,2.4927262263219063e-06,4.032450151569833e-08
1837,2.7539332023707175e-06,5.6358918310017714e-08
1838,2.414401979677905e-06,4.797243180476585e-08
1839,2.7050017266105897e-06,4.684288346101795e-08
1840,2.5784500454761883e-06,4.6498725925214757e-08
1841,2.5258439055875215e-06,3.9165346521485844e-08
1842,2.699405934336596e-06,3.152884486823382e-08
1843,2.875484394593286e-06,3.485077471054865e-08
1844,2.625727660188204e-06,2.854051950329506e-08
1845,2.6595366673376475e-06,3.348136701220028e-08
1846,2.6064239122547406e-06,2.7516155798323894e-08
1847,2.4382764065578044e-06,3.128069803182143e-08
1848,2.588952249027443e-06,2.333114323960217e-08
1849,3.0442415095421893e-06,2.5976186535103807e-08
1850,2.5214331245138055e-06,2.987158254086353e-08
1851,2.484968650406927e-06,1.2253933201478162e-08
1852,2.832738427827053e-06,2.6693236288011235e-08
1853,3.0474769117105893e-06,2.4484920535527976e-08
1854,2.976076665106575e-06,2.1302223984775992e-08
1855,3.109334354434168e-06,2.4411910715116392e-08
1856,2.9442674023272275e-06,2.381507024917795e-08
1857,3.2130092968429835e-06,2.489569661534574e-08
1858,3.044355846526514e-06,3.034079204544682e-08
1859,3.415320758648477e-06,3.3608344329749684e-08
1860,3.455773875060686e-06,2.3801355719665906e-08
1861,3.1691275950151976e-06,2.5937800796071997e-08
1862,2.979160109717327e-06,2.5752521948252394e-08
1863,3.0921697469210585e-06,2.147686883890998e-08
1864,3.0556801693393254e-06,3.548098703731739e-08
1865,3.1088706595738813e-06,2.2122168596983016e-08
1866,3.1047475790302315e-06,2.968023871119385e-08
1867,2.914598486114528e-06,2.9602150064533816e-08
1868,3.055312191690973e-06,2.3217408773312798e-08
1869,3.3876972995727783e-06,3.22312263545399e-08
1870,3.2770088651545848e-06,2.121597963977706e-08
1871,3.3350496453365963e-06,2.1242353653860846e-08
1872,3.233512231304303e-06,2.4189357850090687e-08
1873,3.1689908084331364e-06,3.531742737150623e-08
1874,3.3230775962067582e-06,2.0313670745508716e-08
1875,3.2189312584307572e-06,2.288610784217937e-08
1876,2.9486413737345174e-06,2.418406008786178e-08
1877,3.1777585363101934e-06,2.72131899237138e-08
1878,2.9821019609244104e-06,2.838371648827831e-08
1879,3.0345019546018648e-06,2.2604503935319542e-08
1880,2.9515674633273647e-06,2.759673956020947e-08
1881,3.4625471769800242e-06,2.370652524286143e-08
1882,3.6564686780593547e-06,3.527354008880934e-08
1883,3.285424282850613e-06,2.5277355875097385e-08
1884,3.7378807924426383e-06,3.762967182296961e-08
1885,3.435523783679173e-06,2.2559724865978126e-08
1886,3.5332713714808506e-06,3.1621972096385065e-08
1887,3.699941471424495e-06,3.133883869077536e-08
1888,3.6521939819067484e-06,2.028996659575455e-08
1889,3.5065970003245184e-06,3.445825258463486e-08
1890,3.7799147882822126e-06,2.752842276354528e-08
1891,3.425505781251559e-06,2.7409146952095398e-08
1892,3.7786592699262656e-06,2.820830635741345e-08
1893,4.073176580021709e-06,3.325545000487651e-08
1894,3.7456349843978387e-06,2.9617234886814003e-08
1895,4.044509104517147e-06,2.5880042775483503e-08
1896,4.268269385931944e-06,3.007484827843854e-08
1897,4.092683738576852e-06,2.9716238358901137e-08
1898,4.201328568598228e-06,3.734514397724098e-08
1899,4.42593216476439e-06,2.432134493801641e-08
1900,4.090030834902336e-06,2.0245106924221545e-08
1901,4.435782168243918e-06,2.4031576839611546e-08
1902,4.214496627241715e-06,3.4371987700509976e-08
1903,4.368777979379956e-06,2.5921057966726835e-08
1904,4.37924476415219e-06,2.418581335206227e-08
1905,4.335553477119447e-06,4.2834300773009204e-08
1906,4.750140192300023e-06,2.7264178470431943e-08
1907,4.5154166521399475e-06,2.8285638165037597e-08
1908,4.506199438480962e-06,2.8486056180554442e-08
1909,4.822162161133292e-06,4.7308457595818254e-08
1910,5.071064457240482e-06,2.8858413991805776e-08
1911,4.7670551452938525e-06,5.001151570649398e-08
1912,4.8744554632662584e-06,4.9489502940147645e-08
1913,5.0659459560620235e-06,4.2954215795365513e-08
1914,4.794868349478065e-06,4.754688132102558e-08
1915,5.749011760869394e-06,6.008188790929125e-08
1916,6.325481916036324e-06,5.383856249707719e-08
1917,6.6675859429210504e-06,1.3598365811162694e-07
1918,6.55068026844674e-06,5.743188058460191e-08
1919,6.531126732767234e-06,5.156395094241262e-08
1920,5.645855850389125e-06,5.3762844398619336e-08
1921,5.474338976796389e-06,4.240738527006016e-08
1922,5.71642426194785e-06,4.5743200949299734e-08
1923,5.690148363157732e-06,4.883336179872799e-08
1924,5.695519533333027e-06,6.57472827292338e-08
1925,5.689357326588151e-06,6.488925086145514e-08
1926,5.4203669392904885e-06,5.4616079880887014e-08
1927,6.861232847654719e-06,8.027442099933779e-08
1928,5.83185140001774e-06,5.255979118601317e-08
1929,5.362991522872562e-06,5.013182757807044e-08
1930,4.933542548712921e-06,6.302162347537887e-08
1931,4.688742041736305e-06,5.1324104077821175e-08
1932,4.71150480052529e-06,5.918149881267709e-08
1933,5.14573912013816e-06,4.7029714789204036e-08
1934,4.888484532727944e-06,6.11060571031885e-08
1935,5.1643147997992855e-06,4.0692164304800826e-08
1936,5.006294795606436e-06,6.911087213623546e-08
1937,6.11802430228181e-06,5.791914503561202e-08
1938,5.716362942109754e-06,7.779128574636474e-08
1939,5.599151677415648e-06,6.882322534096375e-08
1940,4.531443998700979e-06,8.1145051344933e-08
1941,5.7141090721302135e-06,6.493305448884712e-08
1942,5.670941959579068e-06,8.49579322448335e-08
1943,6.558408493617662e-06,1.0451646748066423e-07
1944,6.43922496834648e-06,7.390327994016843e-08
1945,7.404735441696175e-06,8.714016086486254e-08
1946,6.555447928491276e-06,5.8468638819419994e-08
1947,6.290643685957775e-06,6.675687580504075e-08
1948,5.540313846807976e-06,9.023666880381143e-08
1949,5.039070581247529e-06,5.497524646624896e-08
1950,5.537832883817373e-06,4.892266369793674e-08
1951,5.388272445117082e-06,7.356367448529966e-08
1952,5.220732273159001e-06,6.221434034614504e-08
1953,5.284562291762995e-06,6.141081698718409e-08
1954,5.487278823324004e-06,4.9839933069506515e-08
1955,5.0503956856573495e-06,3.848099217051981e-08
1956,5.512633585169624e-06,7.151336189892277e-08
1957,4.9485046051955806e-06,4.0641173648658935e-08
1958,5.075848697799756e-06,5.625125576447232e-08
1959,4.988381185455637e-06,5.5805385201779245e-08
1960,5.442543432820912e-06,4.844583201268904e-08
1961,5.399414371609623e-06,4.307858603169734e-08
1962,5.385589581408112e-06,4.883306425895739e-08
1963,5.284705430597114e-06,5.819448078980827e-08
1964,4.959651061398063e-06,6.509845806856873e-08
1965,4.688993893608995e-06,8.04390379305353e-08
1966,5.513594825146129e-06,4.7636043332133227e-08
1967,5.266091338995693e-06,8.529480588492788e-08
1968,5.445392559977336e-06,5.793926338704125e-08
1969,4.899194170349119e-06,5.3592740356656066e-08
1970,4.508130274416544e-06,4.966623023960892e-08
1971,4.9477628039085175e-06,7.0396041884635e-08
1972,4.5335107436983435e-06,7.233507370862924e-08
1973,4.469554127695119e-06,5.67859979039298e-08
1974,4.519021651105959e-06,7.707032900761135e-08
1975,4.238489438534998e-06,8.053187317003108e-08
1976,4.464550016791691e-06,5.88493270781143e-08
