year,leurs_DET âges_NOUN,leurs_DET ages_NOUN,leurs_DET cages_NOUN
1856,5.90199555894344e-08,3.6240323519898254e-09,4.141751475117417e-08
1857,6.19951672220509e-08,1.464452725752352e-09,4.6862489000432106e-08
1858,8.5149962414377e-08,2.4468380099840203e-09,7.683071601150004e-08
1859,6.314294864750991e-08,1.9350258062544867e-08,4.8884864156661934e-08
1860,8.05584373375634e-08,1.876645328025006e-08,3.158256944857385e-08
1861,1.0752397283653181e-07,2.3579819208308095e-09,6.272231445336729e-08
1862,3.56920929478477e-08,4.066187719864445e-09,4.427626620895353e-08
1863,5.6439216855608265e-08,0.0,4.9446747141246306e-08
1864,9.877139317548966e-08,1.4384183844029508e-09,7.000302559845295e-08
1865,6.495444893062086e-08,1.8827377989971694e-09,4.094954419997521e-08
1866,6.568577193277747e-08,2.432806400776144e-09,6.568577504140194e-08
1867,6.163070587206221e-08,4.85281148598915e-10,6.308654576514527e-08
1868,7.607405905218911e-08,1.975949626142892e-09,4.989272639477349e-08
1869,8.008971619233307e-08,1.4650557433881772e-09,3.564969119906891e-08
1870,4.9312818273250514e-08,1.7202146374017957e-09,5.2753250656678574e-08
1871,2.973929724703339e-08,0.0,5.629224020253787e-08
1872,5.865918950576088e-08,1.2094678591978436e-09,4.4145576083565174e-08
1873,4.0704829895599204e-08,1.7958012854535355e-09,8.61984617017697e-08
1874,6.094101401288299e-08,0.0,4.361464789326419e-08
1875,6.522540996201087e-08,5.721527140956084e-10,6.465325697035951e-08
1876,4.5949712923487596e-08,6.04601479992084e-10,4.0508300713781864e-08
1877,3.587193120324628e-08,6.184815992682502e-10,7.421779457672528e-08
1878,4.891661964379068e-08,1.8117266020745149e-09,5.857916107743222e-08
1879,5.070739872437002e-08,1.832797580370027e-09,3.1157558311178946e-08
1880,2.88803083670075e-08,0.0,9.434234016225673e-08
1881,6.484431935849244e-08,0.0,5.2293806618308736e-08
1882,3.7935693475432686e-08,1.3310770263785798e-09,6.322616030729478e-08
1883,7.267239965358385e-08,2.5277355764075082e-09,4.549924170760278e-08
1884,4.7532218161450146e-08,3.300848483434038e-09,5.413391335196138e-08
1885,5.801071989441908e-08,4.511945039809007e-09,5.220964993668531e-08
1886,7.744156760303156e-08,2.5813854942491332e-09,5.420909587883216e-08
1887,4.6355363991779086e-08,0.0,8.487602087825508e-08
1888,6.911270267195846e-08,6.340614699951175e-10,5.199304098368884e-08
1889,4.197641673142627e-08,1.2530273485467092e-09,6.828999232766364e-08
1890,5.046877760150892e-08,6.554386478008212e-10,8.192983358412675e-08
1891,3.952016314201501e-08,6.374220040683554e-10,6.820415165975646e-08
1892,4.952124688095694e-08,1.2537024751679837e-09,3.384996816180319e-08
1893,5.357822285834146e-08,1.8475249663474358e-09,6.589505829879272e-08
1894,3.465846476480294e-08,1.2603078580752936e-09,6.679631781025819e-08
1895,4.935263930860856e-08,0.0,6.500103921780465e-08
1896,8.373781112958056e-08,2.3588115349859606e-09,6.309821287686646e-08
1897,5.826713622703039e-08,5.826713556089658e-10,5.010973680441566e-08
1898,5.035935757291554e-08,1.6975064687230201e-09,5.375436984422777e-08
1899,4.69844163575317e-08,5.527578395003729e-10,7.020024384019052e-08
1900,5.8139793979172794e-08,0.0,5.2429637520390315e-08
1901,5.085752274869293e-08,2.794369402536745e-09,5.085752263767063e-08
1902,6.334266233753993e-08,1.9641135384773634e-09,6.579780631454923e-08
1903,7.182292938168189e-08,0.0,2.8621167658116065e-08
1904,5.5896101969210576e-08,1.0749250378694342e-09,3.815983973254333e-08
1905,3.2512783243454635e-08,5.160759042333041e-10,6.296126286997605e-08
1906,6.018695763998494e-08,5.144184522798412e-10,6.533114316198407e-08
1907,4.011417686911045e-08,1.5428530120153994e-09,5.451413898072133e-08
1908,3.388858615949175e-08,9.822778146428846e-10,5.79543915080194e-08
1909,6.601180313481336e-08,5.500983557560346e-10,4.8958753495753626e-08
1910,5.557916771259386e-08,1.068830135508847e-09,7.749018493541371e-08
1911,4.8415405906609976e-08,5.320374141248863e-10,7.235708920916295e-08
1912,5.938740299527012e-08,5.209421227725386e-10,6.459682566628544e-08
1913,4.1363321268139686e-08,2.6514948014977335e-09,4.9848104310967756e-08
1914,3.3483718020477227e-08,0.0,4.68772043404897e-08
1915,5.890381116202548e-08,4.712304657594757e-09,5.301343009023185e-08
1916,4.285110111190704e-08,1.0987462051303964e-09,5.493730981243061e-08
1917,4.8252267070836297e-08,0.0,6.68951898319392e-08
1918,3.79050408838566e-08,1.1486376294556067e-09,9.648556442698464e-08
1919,3.867296216597538e-08,0.0,7.734592344377234e-08
1920,5.906340572181534e-08,0.0,8.026565723184831e-08
1921,8.178567334482523e-08,7.572747429129834e-10,6.058198209757393e-08
1922,1.0033992303704053e-07,1.4755870969551665e-09,8.115728888924423e-08
1923,7.855801920086947e-08,4.246379248229459e-09,5.732611896291928e-08
1924,5.9301473509520974e-08,0.0,7.09039369439779e-08
1925,5.169143690864075e-08,1.0998177923937646e-09,8.028669640225417e-08
1926,6.910605687693305e-08,0.0,6.910605776511147e-08
1927,6.243565864316736e-08,2.2298449753321847e-09,3.9022285847067906e-08
1928,5.0274582719112004e-08,5.713020612141406e-09,9.826395341860916e-08
1929,5.7930112706827686e-08,0.0,7.57547624630206e-08
1930,5.3568378732826716e-08,1.0503603542488804e-09,9.138135226294253e-08
1931,4.676196141417677e-08,3.4216069977333063e-09,9.124285327288817e-08
1932,5.04138677470678e-08,2.1919073223131136e-09,6.24693612394367e-08
1933,5.1617980556528664e-08,0.0,8.947116469926186e-08
1934,4.7926322466196325e-08,0.0,1.066360653112497e-07
1935,4.188899360713094e-08,0.0,1.1489552775856282e-07
1936,5.4561213769233063e-08,1.2124714565686645e-09,8.972288867425959e-08
1937,5.162358451826776e-08,0.0,8.058315614789535e-08
1938,4.148868537612316e-08,1.2965214457594243e-09,5.575042294481136e-08
1939,5.199977071157491e-08,1.5294050470515685e-09,8.411727492330101e-08
1940,4.057252667166722e-08,0.0,5.832300686847702e-08
1941,5.017554371988808e-08,0.0,7.083606590185809e-08
1942,6.37184480734021e-08,0.0,6.371844563091145e-08
1943,5.2258233740332116e-08,0.0,8.129058670647282e-08
1944,3.534504600111177e-08,3.2131861615880553e-09,2.5705489292704442e-08
1945,3.0499057057653545e-08,0.0,6.099811145077183e-08
1946,4.733175362758857e-08,2.7842208538686464e-09,6.40370814153357e-08
1947,5.245183132274178e-08,3.5762612871081956e-09,5.722018059373113e-08
1948,5.544662773360187e-08,1.0871887834440486e-09,6.19697573256417e-08
1949,5.301184358152966e-08,0.0,5.988375306742455e-08
1950,5.104973377356714e-08,2.1270722960764488e-09,7.657460088239532e-08
1951,5.330700902916874e-08,1.0661401761424827e-09,4.477788806411809e-08
1952,1.0861147714535946e-07,1.0544803918932644e-09,5.061505703451985e-08
1953,6.572034605412114e-08,1.0773827385790469e-09,4.632745742583211e-08
1954,8.11120495214368e-08,8.795282502305213e-09,5.374894840315392e-08
1955,7.414630287527757e-08,1.8771215692936494e-09,7.320774386698758e-08
1956,5.2326847965744605e-08,1.744228317335228e-09,6.802490304380626e-08
1957,8.393285799712658e-08,3.5340151360863103e-09,5.3893728590992396e-08
1958,8.272243556817216e-08,2.4816730892496253e-09,4.7979010986409776e-08
1959,6.82065834922696e-08,7.750747821333448e-10,5.968075811324525e-08
1960,7.682124891772446e-08,2.076250060767393e-09,6.159541499073384e-08
1961,7.156603754054913e-08,0.0,4.168895628708924e-08
1962,6.595634705064413e-08,2.5367825617905737e-09,5.010145542883038e-08
1963,5.948769032926293e-08,6.466053248388448e-10,5.496145405459174e-08
1964,6.32732706229433e-08,1.2167936658258327e-09,6.205647906654121e-08
1965,5.855086371298057e-08,5.472043373977442e-10,4.377634610364112e-08
1966,7.477750862960875e-08,5.539074754423723e-10,5.428293192721867e-08
1967,6.21222300267732e-08,5.423369309198733e-09,5.2261558636246264e-08
1968,6.826952070326797e-08,2.6948494546985557e-09,6.871866276014771e-08
1969,6.085955606138782e-08,1.8167030935156703e-09,5.495526878007695e-08
1970,6.300253263535893e-08,9.197450023812337e-10,6.208279046404641e-08
1971,7.142372804302966e-08,5.138397485282553e-10,6.320228607137324e-08
1972,6.976999866736833e-08,1.0260293725750103e-09,4.873639625202486e-08
1973,5.623467869142473e-08,5.513203782392395e-10,5.182411655368924e-08
1974,7.144476388276644e-08,1.6876715580593782e-09,4.950502940914703e-08
1975,6.282628106646371e-08,1.1422960355389478e-09,4.683413834527528e-08
1976,6.399149921065828e-08,1.142705374768127e-09,4.342280490732264e-08
1977,9.402850631445858e-08,5.876781838942691e-10,5.171568062678489e-08
1978,8.792075245622755e-08,0.0,4.217819693508318e-08
1979,8.134242968083072e-08,2.925986564150662e-09,5.734933949952392e-08
1980,8.243468130331166e-08,1.1370301367108482e-09,4.77552646316326e-08
1981,7.653914746441615e-08,6.325549528618524e-10,7.40089305395486e-08
1982,6.952402564763815e-08,2.483000915987077e-09,4.6556266397601576e-08
1983,7.767838550165607e-08,6.315316047889041e-10,4.736487113632393e-08
1984,8.118611827256927e-08,1.739702604197646e-09,6.088959025873919e-08
1985,7.038202709530594e-08,2.4062232206745193e-09,4.1507352221969995e-08
1986,6.953603337578329e-08,1.1988970927134801e-09,5.454981888419752e-08
1987,5.7441677192571206e-08,0.0,7.210763897091965e-08
1988,4.8572085908915597e-08,0.0,4.3774843305754985e-08
1989,5.6527657221749905e-08,1.0976244357863152e-09,4.170972900396919e-08
1990,5.394164626082443e-08,5.44865097484859e-10,3.9775152060883556e-08
1991,5.0994747979871136e-08,1.1722930404189924e-09,5.2167038688821776e-08
1992,7.05272884538033e-08,1.1019888335184191e-09,4.4079552452558346e-08
1993,5.649991452472136e-08,5.539207426075166e-10,4.874502579355067e-08
1994,7.332147955452228e-08,1.0549853213248639e-09,4.114442830882581e-08
1995,5.2055527888228426e-08,1.0844901643380922e-09,3.958389171998533e-08
1996,6.192186763342988e-08,5.338092190498855e-10,3.896807143632941e-08
1997,5.5141286203763684e-08,9.58978896292706e-10,5.130537061859286e-08
1998,5.387985924087957e-08,2.3840645013706308e-09,4.1959538066294044e-08
1999,6.261175444777223e-08,4.570201106446348e-09,3.6104587763929885e-08
2000,5.522539359148482e-08,0.0,4.8156543641653116e-08
2001,5.520326862296088e-08,8.762423564512289e-10,4.1183390919741214e-08
2002,5.651775825121774e-08,1.752488598683044e-09,6.133710428457562e-08
2003,6.708745914352221e-08,1.6667691671301554e-09,5.375330403012413e-08
2004,7.840528759572862e-08,8.809582507929292e-10,4.8893184612097684e-08
2005,7.746449259826704e-08,3.6029997874109654e-09,3.512924706683407e-08
2006,5.6826879868410174e-08,8.235779835885637e-10,6.753339221177157e-08
2007,8.068848655895522e-08,3.994479469415779e-10,4.234148320847453e-08
2008,8.046560662222646e-08,1.7029758714315335e-09,6.641605665436146e-08
2009,8.392018813196955e-08,2.384096253749135e-09,5.769512867459525e-08
2010,8.927969119554291e-08,4.723793023408973e-10,9.778251808256755e-08
2011,7.342025876155844e-08,1.529588788962144e-09,1.0362963820398363e-07
2012,9.123397548549406e-08,6.808505426114664e-10,1.1268076605119859e-07
2013,9.566698944141194e-08,0.0,1.252317076705367e-07
2014,8.661780714902534e-08,0.0,1.2429654816514812e-07
2015,9.642103071527686e-08,4.433150790905671e-10,1.3343783678010368e-07
2016,9.279603618850274e-08,4.1426800878596737e-10,1.4975788076299068e-07
2017,8.024800202122151e-08,1.2578056374223934e-09,1.1747904693493183e-07
2018,9.396538480643812e-08,1.0325866828253538e-09,1.458528657849456e-07
2019,9.311104953724225e-08,7.65296326310505e-10,1.3341666260657803e-07
