year,plusieurs_DET arts_NOUN,plusieurs_DET quarts_NOUN
1800,7.766086334015654e-07,0.0
1801,5.357660786131646e-07,7.143547975374531e-09
1802,5.661735258399858e-07,3.3567602031325805e-08
1803,5.577970290104872e-07,3.900678446910888e-09
1804,4.7212353271319785e-07,0.0
1805,4.093743901645297e-07,5.685755422035754e-09
1806,2.9681191904273874e-07,0.0
1807,3.871858860193811e-07,0.0
1808,4.1922368332336646e-07,2.2660739951163578e-09
1809,7.635523013860279e-07,2.259030518203531e-09
1810,3.112368620605821e-07,7.020380277111826e-09
1811,4.512738200901367e-07,3.760615285841595e-08
1812,2.853912830502736e-07,0.0
1813,2.990771328370556e-07,0.0
1814,2.6746754855366817e-07,0.0
1815,1.6722785467493395e-07,5.394447111228828e-09
1816,1.4832664518849015e-07,1.8540831092650478e-08
1817,4.1568520714463375e-07,9.341240336802059e-09
1818,3.016057954496887e-07,1.1921177378582115e-09
1819,4.357792082743117e-07,1.6561680027393777e-08
1820,3.4650124192125986e-07,7.119888678630559e-09
1821,3.471243843478078e-07,4.930744257336528e-09
1822,3.8498363608141517e-07,1.7043547018147365e-08
1823,3.9333094969951077e-07,1.9765373782121287e-09
1824,2.4758071415220684e-07,0.0
1825,3.099516074911435e-07,1.6730341556581152e-08
1826,2.5366994194087056e-07,0.0
1827,2.1752764922666756e-07,0.0
1828,3.21947770887121e-07,6.420610709767516e-09
1829,3.0263310835110246e-07,5.143905745796928e-09
1830,2.6092088400986313e-07,1.5655253093882493e-08
1831,2.728461083734146e-07,2.0268567268999504e-08
1832,2.638344049898933e-07,4.058990921151917e-09
1833,2.050302256861869e-07,1.9692167896323554e-08
1834,2.0535968037194152e-07,1.4001796166951408e-08
1835,3.494146625371286e-07,8.31939672707449e-09
1836,2.2447305703110487e-07,6.72075017860152e-09
1837,1.405494008954733e-07,4.87052354003481e-09
1838,2.0451403881516228e-07,3.787297142565649e-09
1839,2.1323999810363148e-07,2.7965901816529026e-09
1840,1.5350949489345567e-07,3.821813088222825e-09
1841,1.5794548735570402e-07,2.5682194149112547e-09
1842,1.0599058430926789e-07,1.7441490030023488e-08
1843,1.4058448238873922e-07,7.088293507706567e-09
1844,1.7673167462817219e-07,9.330554107123135e-09
1845,8.258737693722651e-08,8.928364714222425e-09
1846,8.898842129845264e-08,3.5127007969038004e-09
1847,9.707802473002403e-08,1.6179670936367074e-09
1848,7.884317199113866e-08,2.252662056889676e-08
1849,4.1897074254393374e-08,4.1897072478036534e-09
1850,9.436704129228701e-08,7.467895635215882e-09
1851,1.5220675564364683e-07,1.1608989325395669e-08
1852,9.765818420603978e-08,6.510545436100301e-10
1853,1.0868916211492774e-07,1.7915795513800958e-09
1854,9.923718924387259e-08,1.1950028522278444e-08
1855,7.960405667972736e-08,1.1144567935161831e-08
1856,7.040977090255751e-08,1.1907535402144731e-08
1857,6.297146915024143e-08,1.9526036343364694e-09
1858,9.444794857316197e-08,4.893676130990343e-09
1859,7.179964311987419e-08,3.055304009791371e-09
1860,5.263761626572716e-08,3.661747127736703e-09
1861,8.488734826173072e-08,3.3011746669586728e-09
1862,1.1566044877397985e-07,4.066187830886747e-09
1863,7.09236124274426e-08,8.990317823531768e-09
1864,5.801620939216434e-08,1.9178911792039344e-09
1865,6.966129806329491e-08,7.0602665935837194e-09
1866,5.6927672575923793e-08,9.731225825149181e-10
1867,3.882249011155636e-08,6.308654931785895e-09
1868,4.5940827586576916e-08,3.951899252285784e-09
1869,3.662639258550371e-08,5.860222973552709e-09
1870,4.7019200977160835e-08,1.6628741938973235e-08
1871,3.611200227737754e-08,1.2745412947268164e-08
1872,5.684499060354398e-08,1.3908880269752899e-08
1873,6.524744566860363e-08,5.387403856360606e-09
1874,4.002988296392118e-08,1.5533982988813477e-08
1875,5.549881265665135e-08,4.577221712764867e-09
1876,9.613163598487517e-08,5.441413541973361e-09
1877,3.154256233983688e-08,6.184816214727107e-09
1878,6.884561010167545e-08,6.039088784604019e-09
1879,5.864952212775165e-08,1.221865097988939e-08
1880,6.546203334956147e-08,9.626769603698904e-09
1881,2.3009274485730202e-08,4.183504653809678e-09
1882,2.7952617998039386e-08,6.655385131892899e-10
1883,5.308244865886991e-08,1.0110942305630033e-08
1884,6.60169714450376e-08,6.601696966868076e-09
1885,1.933690718658454e-08,3.86738152613475e-09
1886,4.1947515683204983e-08,1.2906927748801422e-09
1887,2.285123557044244e-08,5.876032105334161e-09
1888,3.297119732792453e-08,7.608737417896805e-09
1889,4.197641673142627e-08,4.38559560889118e-09
1890,1.7696843102044113e-08,3.2771931834929546e-09
1891,2.932141229816665e-08,8.92390783491237e-09
1892,2.1312942521944933e-08,9.402768341715273e-09
1893,3.1407925149551374e-08,8.005941687372342e-09
1894,1.7014155417882648e-08,5.041231432301174e-09
1895,9.629783193076946e-09,1.2037228991346183e-08
1896,1.6511680689390573e-08,8.845543408853018e-09
1897,2.7385553380554484e-08,6.409385022720926e-09
1898,2.8857610523402855e-08,5.092519295146758e-09
1899,3.592925956752424e-08,1.6582735185011188e-09
1900,3.9452002220663474e-08,7.786579381274805e-09
1901,2.6267072517072165e-08,1.0618603774048552e-08
1902,2.160524809058373e-08,1.3748794991386148e-08
1903,2.214090244478939e-08,7.020286352243943e-09
1904,2.2573424907079698e-08,5.912087708281888e-09
1905,1.9610883583709438e-08,3.6125313851442797e-09
1906,1.0802787109298606e-08,4.115347618238729e-09
1907,2.674278576364486e-08,5.142843484406967e-09
1908,2.2592389292697135e-08,6.875944702500192e-09
1909,1.705304847332556e-08,1.2102163715610459e-08
1910,2.778958352323002e-08,6.412980813053082e-09
1911,1.9685384544665396e-08,1.0108711090417444e-08
1912,1.8753915753677575e-08,4.167536982180309e-09
1913,3.7651225748280837e-08,6.893886572711949e-09
1914,2.0090231700464756e-08,4.687720711604726e-09
1915,2.2383447872975637e-08,3.534228465440492e-09
1916,1.4283700888739759e-08,1.3184954461564757e-08
1917,5.483212106582869e-09,2.3029491202919417e-08
1918,1.378365155346728e-08,1.72295644418341e-08
1919,5.524709190130039e-09,2.301962176431971e-08
1920,3.7861159984942105e-08,1.514446346106979e-08
1921,2.574734203619755e-08,2.2718241510233383e-08
1922,2.8773949167781865e-08,1.549366501762961e-08
1923,2.5478274601198336e-08,2.1231896241147297e-09
1924,3.480738497430025e-08,6.445812328337297e-09
1925,2.859526304632709e-08,1.429763130111894e-08
1926,3.6782257240020044e-08,8.916910765321973e-09
1927,3.7907366134959375e-08,7.804457524684949e-09
1928,6.8556245125250825e-09,6.8556245125250825e-09
1929,1.2254447234738564e-08,5.570202965543558e-09
1930,2.4158287814657342e-08,4.201441416995522e-09
1931,2.2810713318222042e-08,4.5621426636444085e-09
1932,2.191907289006423e-08,5.4797681947604815e-09
1933,2.982372038218273e-08,5.735331098932761e-09
1934,2.875579241390369e-08,1.1981580172459871e-09
1935,3.590485242455088e-08,4.787313656606784e-09
1936,2.5461901032031165e-08,2.424942913137329e-09
1937,1.510934133364117e-08,2.5182236296217297e-09
1938,1.8151300906765755e-08,1.2965214457594243e-09
1939,1.6823456405745674e-08,9.176430282309411e-09
1940,2.5357829613881222e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,5.9030051957620344e-09
1942,3.3376331032286544e-08,0.0
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,6.535512131478072e-09,8.714016175304096e-09
1946,2.7842208538686464e-08,6.960552134671616e-09
1947,4.172304723937259e-08,8.344609447874518e-09
1948,3.1528474497832804e-08,6.523132700664291e-09
1949,1.1780409536754632e-08,0.0
1950,1.9143649998554224e-08,2.1270722960764488e-09
1951,2.7719644801749155e-08,1.3859822622919182e-08
1952,2.319856839960721e-08,2.1089607837865287e-09
1953,2.8011951869189033e-08,4.3095309543161875e-09
1954,1.6613311615287785e-08,9.772536113672459e-10
1955,1.6894095011821264e-08,7.508486277174597e-09
1956,1.3081712602058815e-08,2.616342476002842e-09
1957,2.8272120311534366e-08,7.951533653738352e-09
1958,2.0680608614487284e-08,2.4816730892496253e-09
1959,1.3951345856355601e-08,6.975672928177801e-09
1960,1.5917916873497973e-08,2.0762500052562416e-09
1961,2.6403005282116254e-08,2.08444772553662e-09
1962,2.2196847748734427e-08,1.2683912808952869e-09
1963,2.4571002010809195e-08,7.759263453976928e-09
1964,2.8594651979574337e-08,4.258777774879263e-09
1965,3.337946569148542e-08,9.849678073159396e-09
1966,3.545007687399959e-08,2.215629901769489e-09
1967,3.9935719176042994e-08,5.423369309198733e-09
1968,3.8626174897471444e-08,2.6948494546985557e-09
1969,4.7234279820784764e-08,1.3625273131978588e-09
1970,2.667260581845632e-08,1.3796175313274261e-09
1971,4.419021681911772e-08,5.138397485282553e-10
1972,3.231992540264628e-08,5.130146862875051e-10
1973,2.3155456441159572e-08,4.410563025913916e-09
1974,1.6876715414060328e-08,1.1251143350321513e-09
1975,2.2845921154868165e-08,5.140332159925265e-09
1976,2.9138986334942274e-08,2.856763492431469e-09
1977,2.7033195959536016e-08,3.526069214387917e-09
1978,2.673266097374949e-08,5.346532105932056e-09
1979,2.3407894067517532e-08,8.192762912528906e-09
1980,3.52479344600809e-08,1.7055452605774235e-09
1981,1.8976649196478235e-08,2.5302198114474095e-09
1982,1.8622506203769262e-08,1.2415004579935385e-09
1983,2.2735137661378246e-08,5.052252838311233e-09
1984,3.537395221187012e-08,1.1598016991243298e-09
1985,1.9851341237497877e-08,3.0077789148208467e-09
1986,2.5176838613916175e-08,2.3977942409381114e-09
1987,2.0165694891716157e-08,2.4443267410134695e-09
1988,2.398621568033832e-08,2.3986214681137596e-09
1989,2.7440611005680182e-08,5.488122178931576e-10
1990,3.705082662897041e-08,3.269190529398003e-09
1991,1.3481369798284959e-08,1.1722930404189924e-09
1992,2.4243753726782558e-08,3.856960972825618e-09
1993,2.7696036852820072e-08,3.323524566667402e-09
1994,3.2704544739026176e-08,4.2199412852994556e-09
