year,moins_ADV ouverts_ADJ,moins_ADV couverts_ADJ
1800,3.144164395507687e-08,1.2891074163690064e-07
1801,7.143547975374531e-09,4.524246932646747e-08
1802,8.951360541686881e-09,4.4756802708434407e-08
1803,2.9255089017965474e-08,1.2092102963379148e-07
1804,2.4718509905596875e-08,2.7190360185613827e-08
1805,1.1371510844071508e-08,5.685755510853596e-08
1806,3.7461699520235925e-08,3.7461699520235925e-08
1807,5.693910232196231e-09,2.8469550272802735e-08
1808,4.5321479902327155e-09,2.945896149242344e-08
1809,3.840352036377226e-08,4.0662548883574345e-08
1810,1.4040760554223652e-08,1.6380887757350138e-08
1811,1.0028307073639553e-08,4.011322829455821e-08
1812,8.00162425207418e-09,1.0668832928217853e-08
1813,2.8757416448144113e-09,2.8757416004054903e-08
1814,0.0,3.1466771410748606e-09
1815,1.0788894222457657e-08,4.5852800667489646e-08
1816,1.8540831092650478e-08,0.0
1817,0.0,4.0478710161551135e-08
1818,1.3113295338484932e-08,3.9339884239097955e-08
1819,1.035105001712111e-09,3.726378139390363e-08
1820,8.306536791735653e-09,7.001224133773576e-08
1821,1.97229765852569e-09,9.861488514673056e-09
1822,7.017931125119503e-09,2.90742860897808e-08
1823,1.680056804787e-08,2.668325471688604e-08
1824,8.421112696055388e-10,4.968456579490521e-08
1825,8.805443041381977e-10,2.289415235168235e-08
1826,3.5231937367541377e-09,2.1139161532346407e-08
1827,9.217273166939322e-09,2.2121454890111636e-08
1828,8.255071293206129e-09,4.953042775923677e-08
1829,1.2859763920403111e-08,2.3147574523818548e-08
1830,1.5655253093882493e-08,5.844628248041772e-08
1831,1.091384405071949e-08,1.4032085715598441e-08
1832,1.488296597074168e-08,3.111892965534935e-08
1833,9.266902800675325e-09,3.1275796175123105e-08
1834,3.733812370398937e-09,2.0535967593104942e-08
1835,7.563087933704082e-09,3.100866052818674e-08
1836,1.008112526790228e-08,2.2850549896702432e-08
1837,5.5663127440652715e-09,3.061472142462662e-08
1838,3.1560809521380406e-09,2.840472923537618e-08
1839,1.2584655095793096e-08,1.4682098203877558e-08
1840,1.0828470564661075e-08,2.229391071750797e-08
1841,1.4125206782011901e-08,2.43980835534785e-08
1842,2.0124795163667386e-09,3.085801836277824e-08
1843,1.1813821920725331e-08,2.3627643841450663e-08
1844,9.879410178825765e-09,2.085653250105679e-08
1845,3.348136878855712e-09,2.5669049108500985e-08
1846,5.269050973311096e-09,4.507965911670908e-08
1847,6.47186837454683e-09,2.2112217834546755e-08
1848,5.63165514222419e-09,2.494018680465615e-08
1849,1.3407063903514427e-08,3.016589289472904e-08
1850,2.1724787302446202e-08,8.82569484161877e-09
1851,1.2898877521649865e-09,1.6123596680017727e-08
1852,3.906327261660181e-09,2.0833745395520964e-08
1853,1.7915795513800958e-09,1.851298847554972e-08
1854,9.871762074453727e-09,2.286092382064453e-08
1855,1.3798036491152743e-08,2.2819829581521844e-08
1856,1.2942972915652717e-08,3.986435714864456e-08
1857,2.9289055625270066e-09,1.757343248698362e-08
1858,9.297984604472731e-09,2.0064071293290908e-08
1859,8.656694916453489e-09,3.106225676674512e-08
1860,2.746310290291376e-09,2.6089947979812678e-08
1861,1.650587222457034e-08,2.4051415081771665e-08
1862,5.421583626485926e-09,3.4336697041226216e-08
1863,9.989241656072068e-10,1.0988165932701577e-08
1864,4.794728170054441e-09,3.643993196078554e-08
1865,1.4120533187167439e-08,1.1296426905005319e-08
1866,6.3252967308358166e-09,6.3252967308358166e-09
1867,8.73506067478047e-09,2.7661025470138156e-08
1868,1.0867722721741302e-08,1.333765986544222e-08
1869,4.395167341186834e-09,1.904572499711321e-08
1870,8.601073631098188e-09,2.9243649279919737e-08
1871,2.442870794538976e-08,1.1683295220166201e-08
1872,1.0885210954825197e-08,4.112190765681589e-08
1873,8.380406590902112e-09,2.0352414864532875e-08
1874,4.779687312606029e-09,2.8678122987457755e-08
1875,8.010138330405425e-09,2.460256709468922e-08
1876,3.083467703390852e-08,2.7811667635546655e-08
1877,1.1751150275074451e-08,2.6594708657512456e-08
1878,7.2469061862534545e-09,9.662541877730746e-09
1879,1.221865097988939e-08,1.9549840857280287e-08
1880,1.2193908105473383e-08,1.3477476912271413e-08
1881,5.5780060570498335e-09,2.649552932609822e-08
1882,1.0648616211028639e-08,3.527354053289855e-08
1883,7.58320695126713e-09,3.09647596452578e-08
1884,6.601696966868076e-09,3.234831424947515e-08
1885,1.2891271161663553e-08,3.609556031847205e-08
1886,8.38950331427668e-09,2.19417763958063e-08
1887,1.9586774424595887e-09,2.8727267675776602e-08
1888,2.3460273723685532e-08,1.5851536971922542e-08
1889,1.566284169030041e-08,1.566284169030041e-08
1890,1.2453334363726754e-08,2.5562107097698572e-08
1891,3.1871101313640793e-09,1.211101796627645e-08
1892,2.5074049503359674e-09,1.6924984080901595e-08
1893,1.1085149687062312e-08,2.9560400349737392e-08
1894,6.301539290376468e-09,1.9534772022211655e-08
1895,7.22233739480771e-09,2.166701307260155e-08
1896,1.2383760683576384e-08,3.951009475144929e-08
1897,1.2236098356765979e-08,3.729096675897381e-08
1898,9.05336783318944e-09,3.451596342074481e-08
1899,7.738609753005221e-09,4.753717419703207e-08
1900,8.30568502863116e-09,2.595526638060619e-08
1901,1.1736351446245408e-08,3.24146860464225e-08
1902,1.276673788908056e-08,1.718599307309887e-08
1903,1.7820726228023887e-08,1.8900770726304472e-08
1904,3.7622376325430196e-09,2.203596238814498e-08
1905,8.773290538499623e-09,1.2901897328276846e-08
1906,1.2860461140462576e-08,1.18316245689698e-08
1907,3.0857059130084963e-09,1.491424583832668e-08
1908,6.875944702500192e-09,1.7189861978295085e-08
1909,1.1552065082298668e-08,1.7053048750881317e-08
1910,3.740905363258662e-09,3.099607326362275e-08
1911,5.852411444351446e-09,2.2345570727111408e-08
1912,3.646594803896619e-09,2.3963337980603683e-08
1913,2.0151361468379037e-08,1.0075680734189518e-08
1914,2.276892807628883e-08,3.147469485043075e-08
1915,1.1780762143587253e-08,3.416420923940677e-08
1916,6.592477230782379e-09,1.0987461607214755e-08
1917,5.483212106582869e-09,1.0966424435210342e-09
1918,6.89182577673364e-09,1.378365155346728e-08
1919,7.366278698128781e-09,4.603924352863942e-09
1920,9.843901693784574e-09,9.843901693784574e-09
1921,3.0290989716519334e-09,7.572747762196741e-09
1922,2.2133805899215986e-09,3.024953443286904e-08
1923,1.0615948120573648e-09,2.3355084977083607e-08
1924,1.0313299547703991e-08,1.4180787211159895e-08
1925,9.898360353588487e-09,3.299453510408057e-08
1926,1.3375366592072169e-08,1.3375366592072169e-08
1927,8.919379901328739e-09,1.2264147031260109e-08
1928,1.0283437212876834e-08,1.2568645679778001e-08
1929,8.912325100141061e-09,3.4535258208734376e-08
1930,6.302162347537887e-09,1.470504518152893e-08
1931,1.1405356659111021e-08,1.3686427990933225e-08
1932,1.0959536611565568e-09,1.3151444377967891e-08
1933,1.1470662197865522e-09,1.605892663292252e-08
1934,9.585264137967897e-09,2.875579241390369e-08
1935,1.4361940969820353e-08,1.555876849579363e-08
1936,8.487299751891442e-09,2.424942913137329e-09
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,5.186085783037697e-09,2.074434313215079e-08
1939,0.0,2.4470480752825097e-08
1940,2.028626333583361e-08,1.7750480196809804e-08
1941,2.9515025978810172e-09,2.066051862925633e-08
1942,0.0,9.102635090130207e-09
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,1.4305045148432782e-08,2.3841742802233057e-08
1948,7.610321262063735e-09,5.435944139264848e-09
1949,1.0798709482173763e-08,1.3743811422273211e-08
1950,1.701657836861159e-08,8.508289184305795e-09
1951,9.595261474260042e-09,8.529121409139861e-09
1952,9.490323193972472e-09,2.4253049346611988e-08
1953,3.232148326759443e-09,2.0470272588113403e-08
1954,4.886268278880834e-09,1.3681550115052232e-08
1955,6.569925492527773e-09,2.0648336374051723e-08
1956,6.976913269340912e-09,1.2209598665435806e-08
1957,4.417518795207798e-09,2.3854601849393475e-08
1958,1.4890038535497752e-08,2.3989505493204888e-08
1959,1.3176271629333769e-08,1.5501495198577686e-08
1960,9.689166802218097e-09,2.2838749558218296e-08
1961,4.86371165564492e-09,1.389631876236308e-08
1962,5.7077609305622445e-09,2.473363025501385e-08
1963,1.681173777967615e-08,1.4225316924409981e-08
1964,1.034274621503073e-08,1.3993127545575135e-08
1965,1.0396882466068291e-08,1.094408652591028e-08
1966,9.416426749453422e-09,1.606331601067268e-08
1967,7.888536934785861e-09,1.2818872185960117e-08
1968,8.533690198930799e-09,1.257596426995633e-08
1969,5.450109252791435e-09,8.629339909305145e-09
1970,8.7375777724219e-09,9.197449912790034e-09
1971,1.0790635052160269e-08,5.138397263237948e-09
1972,1.1799337507056862e-08,1.539044092169206e-08
1973,7.1671650836435674e-09,1.3231689521830958e-08
1974,7.875800456247362e-09,1.1813700240281833e-08
1975,2.8557400888473694e-09,1.8276736568623164e-08
1976,7.998937512354587e-09,1.656922776760439e-08
1977,1.1753563455840776e-08,1.23412418062685e-08
1978,1.7821774278559133e-08,1.841583241457556e-08
1979,7.022368020415115e-09,1.2289143924704149e-08
1980,1.2507331170752423e-08,7.390696055153967e-09
1981,1.3283654176632353e-08,1.5181319312773667e-08
1982,9.932003663948308e-09,8.690503427999374e-09
1983,1.326216381158929e-08,1.3893695083311286e-08
1984,1.5657322549600394e-08,1.275781880138993e-08
1985,7.218669662023558e-09,1.6843562988810845e-08
1986,5.395036861699509e-09,1.9182353483415682e-08
1987,1.0388388815840699e-08,8.555143260480236e-09
1988,1.4991384134077634e-08,1.4991384134077634e-08
1989,6.585746614717891e-09,9.329808037250586e-09
1990,1.1442167213715493e-08,2.397406362319998e-08
1991,8.7921980806982e-09,1.992898113201136e-08
1992,1.3774860363469088e-08,1.652983172562017e-08
1993,8.308811416668505e-09,1.772546376344053e-08
1994,1.6879765141197822e-08,1.793475057354499e-08
1995,7.591431483433553e-09,1.3013881527967897e-08
1996,1.4412848692302305e-08,1.3879040139386234e-08
1997,1.054876808126437e-08,2.3974472185273044e-08
1998,1.3350762273489636e-08,1.5734826774860267e-08
1999,7.769341614505265e-09,1.4624643718263997e-08
2000,1.0603275590881367e-08,1.5463109903635086e-08
2001,1.796296800193886e-08,2.190605918883648e-08
2002,7.886198361006791e-09,1.2267419968736704e-08
2003,1.4584229823810801e-08,1.7084383685528337e-08
