year,moins_ADV ouverts_ADJ,moins_ADV couverts_ADJ
2004,1.8940601975714344e-08,1.5857247959161214e-08
2005,1.5763124139311913e-08,1.5763124139311913e-08
2006,1.317724773741702e-08,1.523619275189958e-08
2007,1.8774054311165855e-08,1.5179022483380322e-08
2008,1.7455501932772677e-08,1.7881246705542253e-08
2009,7.1522885392028e-09,1.5735034608610476e-08
2010,1.4643758206034363e-08,1.9367551118421034e-08
2011,9.942326961720482e-09,1.3766299211681599e-08
2012,6.808505315092361e-09,1.0212757750593937e-08
2013,1.4503449996539075e-08,1.0877587719448911e-08
2014,7.57905826986871e-09,9.744502982300673e-09
2015,7.75801378694041e-09,1.5959342292148904e-08
2016,7.45682449121432e-09,1.491364898242864e-08
2017,1.0062445099379147e-08,1.3835862233690932e-08
2018,5.421080029321956e-09,9.29327992338358e-09
2019,6.12237061048404e-09,1.0969247732361964e-08
