year,longs_ADJ anneaux_NOUN,longs_ADJ canots_NOUN
1958,1.8198935691771112e-08,8.272243445794913e-10
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,7.612916519406099e-09,0.0
1961,1.250668635321972e-08,1.3896318540318475e-09
1962,6.976152100435229e-09,1.2683912808952869e-09
1963,1.0345685197421517e-08,3.2330267352165265e-09
1964,7.300761772910391e-09,2.4335873316516654e-09
1965,1.0396882466068291e-08,0.0
1966,9.970334780007306e-09,0.0
1967,8.874604162656397e-09,4.930335584241163e-10
1968,1.4372530721118437e-08,2.245707841908029e-09
1969,1.2716921737876419e-08,9.083515606356229e-10
1970,9.657322941336588e-09,1.8394900047624674e-09
1971,1.1304474689666222e-08,5.138397485282553e-10
1972,1.0260293947794707e-08,2.0520587451500205e-09
1973,1.1026407342740185e-08,5.513203782392395e-10
1974,4.500457340128605e-09,5.625571675160757e-10
1975,6.282628195464213e-09,1.1422960355389478e-09
1976,3.9994687561772935e-09,2.856763492431469e-09
1977,4.11374712072643e-09,5.876781838942691e-10
1978,7.72276909088987e-09,2.970295565063452e-09
1979,4.681578680276743e-09,1.1703946700691858e-09
1980,5.6851505725319385e-09,5.685150683554241e-10
1981,6.325549417596221e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,6.315316047889041e-10,0.0
1984,5.219107812592938e-09,2.8995041922996734e-09
1985,4.210890747202711e-09,6.015558051686298e-10
1986,2.997242676272549e-09,5.994485463567401e-10
1987,4.888653482026939e-09,1.8332451112712533e-09
1988,4.797243047249822e-09,2.99827696004229e-09
1989,7.683371272548811e-09,3.841685636274406e-09
1990,3.814055737905164e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,5.2753188484189195e-09
1992,7.162927584403178e-09,1.65298330578878e-09
1993,5.539207315052863e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,1.626735190995987e-09,0.0
1996,3.2028553142993132e-09,0.0
1997,7.192341833217597e-09,0.0
1998,7.629006759657386e-09,4.768129224785866e-10
1999,2.7421207526856506e-09,2.7421207526856506e-09
2000,2.6508188977203417e-09,8.836062992401139e-10
2001,2.190605918883648e-09,8.762423564512289e-10
2002,4.81934359086722e-09,2.1906108038649563e-09
2003,2.083461403401543e-09,1.2500769308587678e-09
2004,2.642874807889939e-09,0.0
2005,3.602999676388663e-09,1.8014998381943315e-09
2006,1.4824403926638752e-08,2.0589450144825605e-09
2007,7.190063211481856e-09,3.994479469415779e-10
2008,5.960415716543821e-09,1.2772318758180745e-09
2009,4.291373478793048e-09,1.907277002999308e-09
2010,6.613310343794865e-09,4.723793023408973e-10
2011,4.206369030868018e-09,1.1471915639660324e-09
2012,1.0893608681783462e-08,1.0212758416727752e-09
2013,9.483025031897796e-09,5.578250084070646e-10
2014,8.012147389990787e-09,2.165445156521173e-09
2015,1.219116452233493e-08,2.659890530054554e-09
2016,1.677785377296459e-08,1.6570720351438695e-09
2017,6.037467414898856e-09,1.0062445321423752e-09
2018,1.4972506789945328e-08,1.290733298020541e-09
2019,9.94885240857002e-09,1.7856913725466939e-09
