year,longs_ADJ anneaux_NOUN,longs_ADJ canots_NOUN
1800,1.2576657582030748e-07,0.0
1801,2.3811825844433088e-09,0.0
1802,6.265952379180817e-08,6.713520406265161e-09
1803,2.5354410126965377e-08,0.0
1804,5.9324420931261557e-08,0.0
1805,1.194008660831969e-07,0.0
1806,7.492339904047185e-08,0.0
1807,3.4163463169534225e-08,1.1387820464392462e-08
1808,6.571614363792833e-08,0.0
1809,2.25903047379461e-08,0.0
1810,3.978215445954447e-08,0.0
1811,5.515568801683912e-08,0.0
1812,5.601137331723294e-08,0.0
1813,4.026038169513413e-08,0.0
1814,0.0,0.0
1815,1.8880564667256294e-08,2.1577788444915313e-08
1816,2.7811246638975717e-08,0.0
1817,6.85024303948012e-08,3.113746815941454e-09
1818,1.9073883805731384e-08,0.0
1819,2.6912729822470283e-08,0.0
1820,3.322614716694261e-08,0.0
1821,2.5639868894700157e-08,0.0
1822,4.3110148340019805e-08,0.0
1823,1.680056804787e-08,0.0
1824,9.347434826167955e-08,0.0
1825,4.3146670236637874e-08,0.0
1826,4.668231667892542e-08,6.1655889282974385e-09
1827,4.3321183085254233e-08,5.530363722527909e-09
1828,3.5771975603893225e-08,1.834460228167245e-08
1829,4.9724420136953995e-08,9.430493719264632e-09
1830,5.322786122974321e-08,6.262101504006523e-09
1831,8.886987501455224e-08,0.0
1832,7.441482807735156e-08,9.470978667991403e-09
1833,4.9809603552830595e-08,3.4750886612755494e-09
1834,5.694063887062839e-08,9.334530925997342e-10
1835,5.596685070941021e-08,3.781543966852041e-09
1836,5.5782226837663984e-08,6.720750067579218e-10
1837,6.401259611266141e-08,9.74104708006962e-09
1838,3.5348108440302894e-08,4.418513555037862e-09
1839,3.0063343814390464e-08,2.0974426639952526e-09
1840,2.7389662093924017e-08,9.554533164646273e-09
1841,4.6227949468402585e-08,1.926164561183441e-09
1842,4.762868144325694e-08,0.0
1843,3.2488010504039266e-08,8.860366662588604e-09
1844,4.226192018563779e-08,1.2074834465636286e-08
1845,6.194053270291988e-08,2.7901139176833567e-09
1846,4.625055893825447e-08,1.7563503984519002e-09
1847,2.2112217834546755e-08,6.47186837454683e-09
1848,2.413566591030758e-08,8.045221711050488e-10
1849,1.3407063903514427e-08,0.0
1850,4.6844071732721204e-08,6.788996032014438e-10
1851,3.676180071465751e-08,0.0
1852,2.929745512858517e-08,1.9531636308300904e-09
1853,5.6136158832487126e-08,0.0
1854,2.961528799971802e-08,0.0
1855,4.4578271740647324e-08,1.1675261646360013e-08
1856,4.0899795550330964e-08,0.0
1857,3.3194261561675376e-08,4.881509085841174e-10
1858,1.8106600663259087e-08,0.0
1859,2.7497735644033128e-08,1.018434669930457e-09
1860,2.0597328287408345e-08,0.0
1861,4.715963797252698e-08,4.715963730639317e-10
1862,2.801151488540654e-08,4.9697850279528666e-09
1863,1.8480097452311384e-08,5.494082966350788e-09
1864,3.9796240969280916e-08,0.0
1865,3.718406915709238e-08,3.765475486972036e-09
1866,1.702964524952222e-08,4.865612912574591e-10
1867,2.8631587767335986e-08,2.426405742994575e-09
1868,2.5687345583946808e-08,2.4699371437009177e-09
1869,2.0999133099053324e-08,2.9301114867763545e-09
1870,4.472558146062511e-08,0.0
1871,4.248470730772169e-08,9.559059321873065e-09
1872,1.5118347462816928e-08,1.2094678591978436e-09
1873,3.5317427204972773e-08,5.986004469882289e-10
1874,1.9716210886144836e-08,7.766991494406739e-09
1875,2.4030413214859436e-08,2.2886108563824337e-09
1876,1.6324239737741664e-08,5.441413541973361e-09
1877,2.2265338017746217e-08,6.184815992682502e-10
1878,7.2469061862534545e-09,1.8117265465633636e-09
1879,1.4051448005147904e-08,6.109325489944695e-09
1880,1.3477476912271413e-08,2.5671385017744797e-09
1881,1.4642266066289267e-08,6.2752567586699115e-09
1882,2.728707926280549e-08,2.6621540527571597e-09
1883,2.0853818227806187e-08,3.159669414998234e-09
1884,2.9047466654219534e-08,0.0
1885,1.8047780159236027e-08,6.445635691854079e-10
1886,1.097088819790315e-08,7.098810428374236e-09
1887,1.3057849024278312e-08,5.876032105334161e-09
1888,1.521747527988282e-08,6.340614699951175e-10
1889,2.255449160770695e-08,3.132568426877924e-09
1890,1.8352281472289178e-08,2.6217545912032847e-09
1891,8.92390783491237e-09,1.9122659011827636e-09
1892,1.2537024751679837e-08,1.2537024751679837e-09
1893,8.621783287310336e-09,4.926733243593162e-09
1894,1.0082462864602348e-08,1.2603078580752936e-09
1895,7.22233739480771e-09,2.4074457982692365e-09
1896,1.4152869098893461e-08,0.0
1897,1.2236098356765979e-08,0.0
1898,3.3950129374460403e-09,0.0
1899,1.5477219506010442e-08,4.9748205555033564e-09
1900,1.038210584169974e-08,0.0
1901,1.3412973842719111e-08,2.235495566438317e-09
1902,1.4730851205513318e-08,1.4730852093691738e-09
1903,5.940242076007962e-09,1.6200660812870638e-09
1904,4.299700151477737e-09,1.0749250378694342e-09
1905,1.5482276793932215e-08,4.1286072338664326e-09
1906,1.7490227932626112e-08,1.0288369045596824e-09
1907,2.4171363577352167e-08,1.028568674676933e-09
1908,9.331639461152008e-09,6.384805573134145e-09
1909,8.251475058784763e-09,2.7504918342913243e-09
1910,1.60324518105881e-08,0.0
1911,4.25629931299909e-09,2.128149656499545e-09
1912,4.167536982180309e-09,4.167536982180309e-09
1913,9.545381374209683e-09,0.0
1914,1.0714789944188396e-08,1.3393487430235496e-09
1915,1.1780761921542648e-09,0.0
1916,1.9777431248257926e-08,0.0
1917,1.2063066989753679e-08,1.0966424435210342e-09
1918,3.44591288836682e-09,4.594550517822427e-09
1919,1.5653341733923298e-08,3.6831393490643904e-09
1920,1.2115570768855832e-08,3.028892692213958e-09
1921,1.2873671018098776e-08,4.543648568500203e-09
1922,6.640141769764796e-09,0.0
1923,2.1231896241147297e-08,3.1847844361720945e-09
1924,2.4494086758863887e-08,2.578324886925998e-09
1925,5.499089184013428e-09,3.299453377181294e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,2.1183527820767267e-08,6.689535148041159e-09
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,2.520693342944469e-08,3.287861094491973e-09
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,0.0,0.0
1935,5.98414207075848e-09,0.0
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,6.295559185076627e-09,0.0
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,0.0
1940,0.0,2.5357829169792012e-09
1941,1.7709016475464523e-08,2.9515025090631752e-08
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,5.806470415592457e-09,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,1.3921104269343232e-08,4.1763312808029696e-09
1947,5.960435700558264e-09,0.0
1948,1.3046265401328583e-08,0.0
1949,8.835307596655184e-09,0.0
1950,7.444753258312176e-09,2.1270722960764488e-09
1951,7.462981344019681e-09,0.0
1952,1.4762725264461096e-08,4.2179215675730575e-09
1953,5.386913581872932e-09,2.1547654771580937e-09
1954,4.886268278880834e-09,0.0
1955,1.407841132561316e-08,0.0
1956,8.72114114258693e-09,0.0
1957,7.068030161150318e-09,1.7670075402875796e-09
