year,chantiers_NOUN ouverts_ADJ,chantiers_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,2.2378401354217203e-09
1803,0.0,3.900678446910888e-09
1804,0.0,7.4155526164076946e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,8.421112696055388e-10
1825,0.0,1.7610886082763955e-09
1826,0.0,0.0
1827,0.0,1.1060727445055818e-08
1828,0.0,1.8344602503717056e-09
1829,0.0,0.0
1830,0.0,1.461157062010443e-08
1831,0.0,3.1182412207897414e-09
1832,2.3000948701223933e-08,9.470978667991403e-09
1833,0.0,2.3167256557599103e-08
1834,0.0,1.120143711119681e-08
1835,0.0,7.563087933704082e-10
1836,0.0,4.032449929525228e-09
1837,0.0,3.478945576063097e-09
1838,6.312161904276081e-10,1.0730675015224733e-08
1839,1.3982950353153e-09,6.292327547896548e-09
1840,1.0191501864653674e-08,3.821813088222825e-09
1841,2.5682194149112547e-09,2.5682194149112547e-09
1842,0.0,0.0
1843,0.0,3.5441467538532834e-09
1844,0.0,7.1351298203126134e-09
1845,0.0,1.3392547515422848e-08
1846,0.0,5.854501328173001e-09
1847,1.0786447290911383e-09,2.6966118227278457e-09
1848,1.448139919091318e-08,1.6090443422100975e-09
1849,0.0,1.6758829879393033e-09
1850,1.2220192857625989e-08,1.2220192857625989e-08
1851,0.0,9.674158363282004e-09
1852,0.0,1.1067927019325907e-08
1853,5.3747388761848924e-09,7.763511611358354e-09
1854,5.195664454227256e-10,5.195664343204953e-09
1855,0.0,8.491099379170919e-09
1856,0.0,2.0708756931497874e-09
1857,4.881509085841174e-10,3.905207268672939e-09
1858,1.9574704079872163e-09,1.9574704079872163e-09
1859,7.638259802433822e-09,5.092173349652285e-09
1860,9.154367819341758e-10,1.8308735638683515e-09
1861,0.0,0.0
1862,2.2589932147099034e-09,8.132375661773494e-09
1863,1.4983863039219614e-09,9.989241434027463e-09
1864,4.315255264231155e-09,6.233146443435089e-09
1865,9.41368871743009e-10,4.706844247692743e-09
1866,0.0,4.865612801552288e-09
1867,0.0,1.0190904120577216e-08
1868,9.87974813071446e-10,1.4819622196071691e-09
1869,4.395167341186834e-09,9.767038289254515e-10
1870,6.880858549607183e-09,2.2936195165357276e-09
1871,2.1242353653860846e-08,0.0
1872,6.047339295989218e-10,1.2094678591978436e-09
1873,0.0,7.781805422268917e-09
1874,5.974609140757536e-10,1.1351757756017378e-08
1875,0.0,1.716458086775674e-09
1876,0.0,2.418405919968336e-09
1877,6.184815992682502e-10,1.8554447978047506e-09
1878,4.22736201599605e-09,1.8117265465633636e-09
1879,9.774920428640144e-09,2.443730107160036e-09
1880,2.5671385017744797e-09,3.8507077526617195e-09
1881,1.3945015142624584e-09,0.0
1882,2.6621540527571597e-09,0.0
1883,8.847074184359371e-09,6.319338941018771e-10
1884,9.902545450302114e-09,1.9805090900604227e-09
1885,7.734762830224895e-09,3.2228177904158883e-09
1886,3.872078213618124e-09,0.0
1887,3.9173548849191775e-09,1.3057849246322917e-09
1888,1.2047167707862627e-08,1.268122939990235e-09
1889,6.265136853755848e-09,1.8795409673089125e-09
1890,1.1142456735058204e-08,3.2771931834929546e-09
1891,6.374220040683554e-10,1.9122659011827636e-09
1892,2.5074049503359674e-09,2.5074049503359674e-09
1893,9.23762488724833e-09,0.0
1894,3.150769645188234e-09,6.301539290376468e-10
1895,4.814891596538473e-09,0.0
1896,5.307326134129653e-09,0.0
1897,6.409385022720926e-09,5.2440420894583895e-09
1898,1.0185038590293516e-08,0.0
1899,2.7637891975018647e-09,0.0
1900,4.6719478286050276e-09,4.671947717582725e-09
1901,4.470991132876634e-09,1.676621730339889e-09
1902,3.928227076954727e-09,9.820567692386817e-10
1903,1.0260418292773466e-08,0.0
1904,4.837162670412454e-09,2.1498500757388683e-09
1905,1.5998352864698973e-08,5.160759042333041e-10
1906,6.173021205313489e-09,3.600929110447737e-09
1907,1.439996183405512e-08,2.5714217422034835e-09
1908,1.276961114626829e-08,4.911389073214423e-10
1909,9.351672325408344e-09,4.400786846048277e-09
1910,3.740905363258662e-09,0.0
1911,9.044636151145369e-09,4.25629931299909e-09
1912,8.335073964360618e-09,1.0418842455450772e-09
1913,2.121195885607108e-09,3.181793939432964e-09
1914,3.3483718020477227e-09,2.0090231700464756e-09
1915,4.712304768617059e-09,0.0
1916,2.6369908923129515e-08,0.0
1917,8.773139548168274e-09,0.0
1918,1.1486376294556067e-08,0.0
1919,4.603924352863942e-09,9.207848372660976e-10
1920,7.572231730534895e-09,0.0
1921,1.741731914250977e-08,7.572747429129834e-10
1922,1.549366501762961e-08,0.0
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,1.289162443462999e-09
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,3.3447675740205796e-09,2.2298449753321847e-09
1928,4.570416489713125e-09,0.0
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,2.100720708497761e-09,0.0
1931,1.1405356659111021e-09,0.0
1932,1.753525857850491e-08,0.0
1933,1.3764794637438627e-08,0.0
1934,8.38710612072191e-09,0.0
1935,1.0771455727365264e-08,0.0
1936,1.2124714565686645e-08,3.6374143697059935e-09
1937,1.2591118370153254e-08,0.0
1938,9.075650453382877e-09,0.0
1939,1.5294050470515685e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,2.730790527039062e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.178504043826024e-09,0.0
1946,5.568441707737293e-09,0.0
1947,5.960435700558264e-09,0.0
1948,1.522064296821668e-08,0.0
1949,3.141442661558358e-08,0.0
1950,1.701657836861159e-08,1.0635361480382244e-09
1951,1.9190522948520083e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,9.69644453618912e-09,0.0
1954,8.795282502305213e-09,9.772536557761669e-09
1955,1.407841221379158e-08,0.0
1956,1.3081712602058815e-08,0.0
1957,1.767007518083119e-08,0.0
1958,1.985338454746355e-08,8.272243445794913e-10
1959,6.200598257066758e-09,0.0
1960,1.038124963770315e-08,1.3841666701708277e-09
1961,1.667558224838217e-08,2.08444772553662e-09
1962,1.3318108227355907e-08,1.2683912808952869e-09
1963,8.405868778815773e-09,0.0
1964,1.520992043424485e-08,0.0
1965,9.302473458205895e-09,2.188817349590977e-09
1966,9.970334224895794e-09,5.539074754423723e-10
1967,5.423369309198733e-09,4.930335584241163e-10
1968,4.491415683816058e-09,0.0
1969,7.2668124850849836e-09,9.083515606356229e-10
1970,1.1956685419534097e-08,0.0
1971,1.130447413455471e-08,0.0
1972,6.156176013405457e-09,1.0260293725750103e-09
1973,1.4885650045926013e-08,1.102640756478479e-09
1974,2.2502286700643026e-09,5.625571675160757e-10
1975,7.996072248772634e-09,5.711480177694739e-10
1976,1.2569759400005154e-08,0.0
1977,1.469195431980097e-08,2.3507127355770763e-09
1978,2.970295565063452e-09,3.5643548113029055e-09
1979,7.607565244427406e-09,5.851973350345929e-10
1980,7.390695833109362e-09,2.2740602734216964e-09
1981,6.325549417596221e-09,0.0
1982,1.3035754697909852e-08,1.8622506869903077e-09
1983,5.68378455412244e-09,1.2630632095778083e-09
1984,1.3917620833581168e-08,2.3196033982486597e-09
1985,1.0828004270990732e-08,6.015558051686298e-10
1986,9.591176797218992e-09,5.994485463567401e-10
1987,1.8943532964499354e-08,6.110816852533674e-10
1988,1.3792074149421296e-08,1.798966087207532e-09
1989,1.4817930216182162e-08,0.0
1990,1.743568273093743e-08,0.0
1991,2.4618153127153874e-08,0.0
1992,2.0937788391961476e-08,1.1019888335184191e-09
1993,1.7725464318552042e-08,2.2156829704300662e-09
1994,1.2659823411809157e-08,5.274926606624319e-10
1995,1.138714633697191e-08,0.0
1996,1.7081895009596337e-08,5.338092190498855e-10
1997,1.6302641014931396e-08,1.917957792585412e-09
1998,2.0979768700080115e-08,0.0
1999,2.1936965050040058e-08,0.0
2000,2.2090157258958243e-08,0.0
2001,2.102981588869568e-08,8.762423564512289e-10
2002,2.584920633097454e-08,4.38122149670761e-10
2003,1.5834307920403745e-08,8.333845835650777e-10
2004,1.5857247959161214e-08,0.0
2005,2.2068372240724443e-08,1.8014998381943315e-09
2006,1.8942293067425453e-08,2.8825228870488218e-09
2007,1.477957436990529e-08,3.994479469415779e-10
2008,1.8732734474724566e-08,0.0
2009,2.7178697958873954e-08,1.430457752249481e-09
2010,2.0784689525044087e-08,0.0
2011,1.2236710311697152e-08,1.529588788962144e-09
2012,6.1276548835031974e-09,3.404252713057332e-10
2013,7.80955033974351e-09,0.0
2014,1.8622827724357194e-08,2.1654451842767486e-10
2015,8.422986752520956e-09,4.433150790905671e-10
2016,1.86420612280358e-09,1.0356699942093428e-09
2017,5.282783988036499e-09,0.0
2018,3.872199894061623e-09,0.0
2019,2.5764975930542278e-08,1.02039510174734e-09
