year,mes_DET ans_NOUN,mes_DET camps_NOUN
1864,6.13725177345259e-08,3.3563094525845827e-09
1865,5.2245974213604995e-08,4.330296921040144e-08
1866,7.347075592356589e-08,2.919367858567057e-09
1867,4.124889763090778e-08,2.91168689159349e-09
1868,4.643481643640257e-08,2.0747471296544973e-08
1869,6.690421416877257e-08,2.9301114867763545e-09
1870,6.135432029097387e-08,5.734048791339319e-10
1871,3.9298356568906456e-08,2.1242354542039266e-09
1872,4.535504372071841e-08,6.652073114565837e-09
1873,5.6268441461782004e-08,1.0176207432266438e-08
1874,4.600448944014346e-08,1.1949218281515073e-09
1875,7.037478400029329e-08,2.8607636259891933e-09
1876,5.985554496490408e-08,2.418405919968336e-09
1877,1.1441909597564859e-07,0.0
1878,6.642997307793053e-08,6.64299765196219e-09
1879,5.315112849846315e-08,2.0160773717137204e-08
1880,6.802917074111292e-08,1.2835692508872398e-09
1881,2.998178288970976e-08,2.091752326904839e-09
1882,4.392554342480537e-08,1.0648616211028639e-08
1883,5.940178687824371e-08,2.5277355764075082e-09
1884,4.8192386969958534e-08,9.902545450302114e-09
1885,3.8673812818856845e-08,1.3535834730848961e-08
1886,4.646494078386354e-08,1.936039106809062e-09
1887,4.047933110928881e-08,1.9586774424595887e-09
1888,3.614150267949867e-08,1.268122939990235e-08
1889,4.63620102308937e-08,8.771191772893872e-09
1890,2.6217545023854427e-08,1.3108772956016423e-09
1891,3.6970476458009216e-08,2.677172439291553e-08
1892,4.638699313552763e-08,1.2537024751679837e-09
1893,2.8328715429015716e-08,6.774258265451749e-09
1894,4.852185342407722e-08,3.780923574225881e-09
1895,2.768562623600701e-08,1.3842813118003505e-08
1896,4.540712200684638e-08,2.948514543632541e-09
1897,2.6802883135168543e-08,6.992056267307589e-09
1898,3.225262235062587e-08,5.6583546736987955e-09
1899,5.085372123403431e-08,8.291367592505594e-09
1900,4.360484651133589e-08,2.595526460424935e-09
1901,2.51493244007861e-08,1.2854099118442264e-08
1902,3.093478850857423e-08,1.3257766440233354e-08
1903,2.106085861264262e-08,2.3220946943069976e-08
1904,2.042357571951925e-08,1.6123875568041512e-09
1905,4.02539197530416e-08,5.676835002077496e-09
1906,3.5494874317532066e-08,5.144184522798412e-10
1907,6.274269059858284e-08,7.199980611716228e-09
1908,5.206072462016209e-08,1.964555629285769e-09
1909,3.740668841345496e-08,1.6502950117569526e-09
1910,5.557916771259386e-08,0.0
1911,3.77746552926439e-08,9.044636151145369e-09
1912,5.365703970028335e-08,6.772247651554153e-09
1913,4.0302722548180014e-08,1.0075680734189518e-08
1914,4.2859158888575166e-08,1.473283595121444e-08
1915,1.5314990164938536e-08,1.1780761921542648e-09
1916,1.9777431248257926e-08,8.789969641043172e-09
1917,2.5222776423028392e-08,9.869782324756216e-09
1918,5.972915850804839e-08,0.0
1919,6.997964874244644e-08,4.603924352863942e-09
1920,4.0890050456710014e-08,1.514446346106979e-08
1921,6.285380305115496e-08,4.543648568500203e-09
1922,8.779743332354428e-08,2.951174193910333e-09
1923,1.252681860464122e-07,5.307974060286824e-09
1924,6.832561139091808e-08,0.0
1925,4.5092530598367375e-08,0.0
1926,5.907453304310195e-08,0.0
1927,5.797596847045838e-08,2.2298449753321847e-09
1928,3.9991142619655307e-08,2.2852082448565625e-09
1929,5.570203187588163e-08,2.2280812750352652e-09
1930,3.571225359877417e-08,3.1510811737689437e-09
1931,5.47457119637329e-08,0.0
1932,6.466126656334836e-08,2.1919073223131136e-09
1933,3.555905236929391e-08,4.588264879146209e-09
1934,3.9539216345474415e-08,5.990790086229936e-09
1935,3.351119648442591e-08,3.590485242455088e-09
1936,4.849885826274658e-08,2.424942913137329e-09
1937,3.399601800069263e-08,1.2591118148108649e-09
1938,7.779128363694099e-08,7.779128452511941e-09
1939,5.6587986740908036e-08,0.0
1940,2.2822046474857416e-08,0.0
1941,7.083605924051994e-08,1.1806010391524069e-08
1942,5.158160121254696e-08,3.034211770724937e-09
1943,6.967764676346633e-08,8.709705845433291e-09
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,3.921307367704685e-08,0.0
1946,5.0115975369635635e-08,5.568441707737293e-09
1947,6.556479115182867e-08,1.1920870957027319e-09
1948,7.392884038281977e-08,4.348755133776194e-09
1949,3.926803215925645e-08,1.2762110479513922e-08
1950,8.295581910289229e-08,6.381216888229346e-09
1951,5.117472801074996e-08,3.1984206394497505e-09
1952,4.5342655408120436e-08,2.1089607837865287e-09
1953,2.9089333830611963e-08,0.0
1954,4.104465189946893e-08,2.9317608341017376e-09
1955,2.3464019616170617e-08,7.508486277174597e-09
1956,6.45364459650466e-08,5.232684952005684e-09
1957,2.2971097746182778e-08,8.835037701437898e-10
1958,6.700517385382909e-08,3.3088973783179654e-09
1959,4.417926346977907e-08,3.100299128533379e-09
1960,6.021124887567453e-08,2.076250060767393e-09
1961,7.156603948343943e-08,6.948159103625784e-09
1962,5.2638239544933185e-08,1.2683912808952869e-09
1963,5.496145316641332e-08,3.879631726988464e-09
1964,5.779770062552814e-08,1.8251904432275978e-09
1965,8.043903410026587e-08,1.6416130677043839e-09
1966,6.536108188015533e-08,2.769537488234164e-09
1967,7.148986402860658e-08,2.465167847631733e-09
1968,9.027746100676026e-08,2.245707841908029e-09
1969,4.859680741153838e-08,2.2708788183223305e-09
1970,6.990062084710758e-08,5.518470125309705e-09
1971,5.6522371449929665e-08,0.0
1972,4.052815893995643e-08,1.5390440033513642e-09
1973,3.804110765281976e-08,5.513203782392395e-10
1974,4.5004571680440364e-08,2.812785782069227e-09
1975,4.283610222088896e-08,3.998036124386317e-09
1976,3.4852513541849817e-08,2.856763492431469e-09
1977,3.0559267116814226e-08,5.876781838942691e-10
1978,4.8712848088605654e-08,2.3762365408686037e-09
1979,3.101546042216796e-08,1.1703946700691858e-09
1980,4.2070113837056056e-08,0.0
1981,2.84649726012276e-08,1.8976649140967083e-09
1982,2.545075850068912e-08,2.483000915987077e-09
1983,2.5261265079734585e-08,6.315316047889041e-10
1984,2.5515636714601442e-08,1.739702604197646e-09
1985,2.7070011343610645e-08,1.2031116103372597e-09
1986,4.2560845514572065e-08,0.0
1987,3.910922785621551e-08,2.4443267410134695e-09
1988,2.3986215624827167e-08,2.99827696004229e-09
1989,3.2379922076941625e-08,1.0976244357863152e-09
1990,2.8877850832831342e-08,1.6345953479657283e-09
1991,3.458264485889373e-08,1.2895223555631219e-08
1992,3.4712649255030925e-08,4.958949695321735e-09
1993,3.3789166409281535e-08,1.1078414852150331e-09
1994,3.164955936219016e-08,3.164955852952289e-09
1995,3.904164591617132e-08,0.0
1996,3.5765218342476146e-08,2.4021414635200244e-08
1997,2.8289877107567918e-08,3.3564261370244708e-09
1998,2.5271084558298185e-08,9.536258449571733e-10
1999,4.067479020264386e-08,5.0272213059088244e-09
2000,4.0204088058715115e-08,3.092622158362701e-09
2001,2.5411029003219454e-08,3.5049694258049158e-09
2002,4.600282615951912e-08,1.8839251936242363e-08
2003,2.7918383604941255e-08,1.1667384391955693e-08
2004,2.7309704941913537e-08,7.928623979580607e-09
2005,2.38698731891418e-08,5.404499514582994e-09
2006,2.5942706427528606e-08,3.294311934354255e-09
2007,2.876025217979361e-08,1.5977917877663117e-09
2008,1.660401513503551e-08,7.663391698997657e-09
2009,2.5271420511785436e-08,3.337734755248789e-09
2010,2.3146586702882388e-08,1.4171379625338432e-09
2011,1.797266777070483e-08,2.6767803529281764e-09
2012,2.7234022259570168e-08,1.3617010852229328e-09
2013,3.0122549399269616e-08,5.29933741333366e-09
2014,2.988314290464089e-08,4.980523951592097e-09
2015,3.635183642991535e-08,3.3248630099125265e-09
2016,3.728412201198239e-08,3.314144070287739e-09
2017,2.6917040429896844e-08,1.7609279590047322e-09
2018,2.71054010347882e-08,7.228106779777477e-09
2019,2.4234384055077385e-08,5.101975453225549e-09
