year,leurs_DET arts_NOUN,leurs_DET quarts_NOUN
1934,1.114286956038768e-07,5.990790086229936e-09
1935,9.335261808018913e-08,7.180970484910176e-09
1936,9.093535879856063e-08,7.274828739411987e-09
1937,8.561960340713881e-08,3.777335333410292e-09
1938,6.482606929036905e-08,5.186085783037697e-09
1939,1.0399954142314982e-07,1.070583532936098e-08
1940,1.343965010391912e-07,5.0715658339584024e-09
1941,7.083606590185809e-08,8.854508237732261e-09
1942,9.406056733496371e-08,0.0
1943,6.387117701400769e-08,0.0
1944,1.2210107591670294e-07,1.2852744646352221e-08
1945,1.1328221205531008e-07,1.9606536838523425e-08
1946,1.1415305412043608e-07,1.5313215584455975e-08
1947,6.914105465938292e-08,7.152522574216391e-09
1948,7.610321572926182e-08,4.348755133776194e-09
1949,8.4426268642801e-08,4.908504269707237e-09
1950,1.0422653962116613e-07,7.444753258312176e-09
1951,7.889437370067753e-08,9.595261474260042e-09
1952,7.27591498161928e-08,6.326882129314981e-09
1953,7.43394120705787e-08,4.3095309543161875e-09
1954,7.818028846529046e-08,1.07497895029951e-08
1955,8.25933454962069e-08,4.6928039232341234e-09
1956,9.069987516596711e-08,1.0465369904011368e-08
1957,7.156380599226964e-08,8.835037701437898e-10
1958,7.279574276708445e-08,6.617794756635931e-09
1959,7.130687862400009e-08,2.325224457422337e-09
1960,7.958958292419993e-08,6.2287499602575735e-09
1961,7.78193811612482e-08,1.320150300188061e-08
1962,8.815319607613503e-08,5.0735651235811474e-09
1963,7.112658551022832e-08,2.5864212993553792e-09
1964,8.821754166055129e-08,1.2776333768727e-08
1965,8.153344310812827e-08,7.660860390501512e-09
1966,7.920876576861247e-08,6.6468897053084675e-09
1967,1.1536984922955185e-07,6.902469706915326e-09
1968,1.167768121090873e-07,9.88111459321317e-09
1969,8.538504903121691e-08,6.8126366770115965e-09
1970,7.771845106363529e-08,4.1388523719376735e-09
1971,1.1150322665187673e-07,2.0553589941130213e-09
1972,9.798580569153614e-08,5.643161493651405e-09
1973,7.112032562872628e-08,8.269805285010534e-09
1974,5.62557183059198e-08,4.500457340128605e-09
1975,6.682431896720686e-08,5.711480177694739e-09
1976,6.056338519577764e-08,2.285410749536254e-09
1977,5.5829427136888654e-08,1.7630346071939584e-09
1978,6.891085702065425e-08,6.534650598410963e-09
1979,6.378650851956991e-08,4.096381456264453e-09
1980,5.5145962907232615e-08,2.8425752862659692e-09
1981,6.009272213169936e-08,4.427884725544118e-09
1982,8.007677954058323e-08,6.2075020679230875e-09
1983,5.999550367619122e-08,1.89459470334441e-09
1984,6.26292886996005e-08,3.479405208395292e-09
1985,6.316336120804067e-08,4.210890747202711e-09
1986,6.773768662649005e-08,2.3977941854269602e-09
1987,5.988600415562928e-08,3.6664902225425067e-09
1988,5.75669182323324e-08,4.797243047249822e-09
1989,6.421102871634332e-08,3.841685636274406e-09
1990,7.628111675650473e-08,3.2691906959314565e-09
1991,4.747786724879077e-08,4.10302547493302e-09
1992,6.777231020826946e-08,1.1019888335184191e-09
1993,5.982344042365639e-08,2.7696036575264316e-09
1994,7.80689148327518e-08,8.439882570598911e-09
1995,6.886512282644475e-08,1.626735190995987e-09
1996,5.65837787736001e-08,5.3380921904988554e-09
1997,6.185414025416947e-08,1.917957792585412e-09
1998,6.72306215143692e-08,3.337690568372409e-09
1999,7.358023684789217e-08,2.285100553223174e-09
2000,7.289751802197486e-08,2.2090156370779823e-09
2001,9.419605467853032e-08,7.0099388516098315e-09
2002,6.30895898856565e-08,4.81934359086722e-09
2003,6.25038470980499e-08,1.6667691671301554e-09
2004,7.796480350208412e-08,6.166707589017051e-09
2005,7.656374578779435e-08,7.205999352777326e-09
2006,8.688748032170679e-08,5.7650457740976435e-09
2007,8.668020123892006e-08,3.994479413904628e-09
2008,7.961412284984704e-08,5.108927503272298e-09
2009,7.343016772409783e-08,9.53638501499654e-09
2010,5.5268379206552254e-08,5.668551850135373e-09
2011,4.8564443078102926e-08,7.647943611743813e-09
2012,6.70637801958307e-08,6.468080293586809e-09
2013,5.0204252033392294e-08,7.2517249982695375e-09
2014,6.734534219177135e-08,9.527958866328845e-09
2015,6.9600469054798e-08,1.329945220618356e-08
2016,8.88604909654589e-08,7.871092222444531e-09
2017,6.263872442957563e-08,7.54683426862357e-09
2018,6.995774493034901e-08,8.776987137082415e-09
2019,5.637682898296248e-08,6.377469219387422e-09
