year,pays_NOUN ouverts_ADJ,pays_NOUN couverts_ADJ
1800,2.2009151834367913e-08,1.1004575384276905e-07
1801,1.6668277424969347e-08,1.2144030847593967e-07
1802,8.951360541686881e-09,6.489736392722989e-08
1803,6.241085515057421e-08,1.540767999852477e-07
1804,3.9549615138412264e-08,9.39303346214615e-08
1805,2.842877755426798e-08,3.695740957709859e-08
1806,2.5935023018064385e-08,3.7461699520235925e-08
1807,1.4234775136401367e-08,5.693910054560547e-08
1808,2.945896149242344e-08,2.945896149242344e-08
1809,2.25903047379461e-08,1.1069249694628525e-07
1810,1.1700633351097167e-08,5.3822915901946544e-08
1811,0.0,9.025476543911282e-08
1812,1.600324850414836e-08,1.1735716043403954e-07
1813,3.163315653864629e-08,8.052076339026826e-08
1814,0.0,4.090680150170556e-08
1815,0.0,5.1247248222807684e-08
1816,1.8540831092650478e-08,1.4600904307826568e-07
1817,5.4490570278176165e-08,1.120948880384276e-07
1818,9.536941902865692e-09,9.06009489654025e-08
1819,2.6912729822470283e-08,4.34744116262209e-08
1820,1.779972080839798e-08,5.933240565525466e-09
1821,8.875339574387908e-09,2.3667571014129862e-08
1822,6.416394171537831e-08,4.411270992932259e-08
1823,2.3718449426723964e-08,6.324919610278812e-08
1824,2.7789671008804362e-08,7.326367779114662e-08
1825,1.7610886970942374e-08,7.836844417852262e-08
1826,4.403992281964975e-09,5.460950447400137e-08
1827,8.295545583791863e-09,1.8434546333878643e-08
1828,4.035812395386529e-08,3.944089499441361e-08
1829,3.5150023336427694e-08,5.915491385621863e-08
1830,1.0436835395921662e-08,7.201416707403041e-08
1831,1.870944643656003e-08,7.951515357262906e-08
1832,4.058990921151917e-09,1.7588959622116818e-08
1833,6.950177322551099e-09,7.761030929032131e-08
1834,8.401078055442213e-09,2.8937046536725575e-08
1835,2.2689263801112247e-09,5.445423312266939e-08
1836,6.72075017860152e-09,2.8899226123257904e-08
1837,3.061472142462662e-08,4.800944708449606e-08
1838,3.28232410140572e-08,4.3553917805638775e-08
1839,1.677954131196202e-08,1.3982949909063791e-08
1840,2.4841785517537573e-08,4.8409635411417185e-08
1841,1.733548060656176e-08,2.3113974734201292e-08
1842,8.720745015011744e-09,2.3478927246856074e-08
1843,7.088293507706567e-09,2.4218335781256428e-08
1844,1.2623690537338916e-08,4.281077892187568e-08
1845,2.0646844234306627e-08,2.2320911341466854e-08
1846,2.517435504501009e-08,5.2690513285824636e-08
1847,7.011190739092399e-09,3.289866512545814e-08
1848,3.218088551193432e-08,3.378993085334514e-08
1849,0.0,9.217356655710773e-09
1850,4.752297400045791e-08,2.851378333446064e-08
1851,2.3217978650791338e-08,2.7087642351375507e-08
1852,2.6042181744401205e-09,2.6042181744401205e-08
1853,1.3138249599364826e-08,2.7470886010405593e-08
1854,1.558699302961486e-08,2.338049043260071e-08
1855,3.714855978387277e-09,2.2289135870323662e-08
1856,1.863788057221427e-08,3.054541508618058e-08
1857,1.4644527368545823e-08,3.514686497396724e-08
1858,4.893676130990343e-09,1.468102794888182e-08
1859,8.656694916453489e-09,2.2405561850291633e-08
1860,5.950338888283113e-09,1.4646988510946812e-08
1861,1.0375120318428799e-08,1.0375120318428799e-08
1862,1.0391368654438793e-08,1.626475132354699e-08
1863,2.4973103585068657e-09,2.2475793670651e-08
1864,4.794727948009836e-10,1.821996598039277e-08
1865,1.2237795665726026e-08,1.694463946932956e-08
1866,5.838735717134114e-09,1.5083399418358567e-08
1867,1.067618526917613e-08,3.494024269912188e-08
1868,3.457911734727759e-09,3.210918109175509e-08
1869,1.2208797528501236e-08,1.5627261262807224e-08
1870,1.1468097582678638e-09,1.8922360567330543e-08
1871,0.0,2.1242353653860846e-08
1872,1.2094678591978436e-09,1.69325495846806e-08
1873,7.183205141814142e-09,2.1549615425442425e-08
1874,0.0,1.6131444624534197e-08
1875,1.716458086775674e-09,4.005068987567029e-08
1876,3.02300739996042e-09,1.3905833817773328e-08
1877,4.9478527941460015e-09,1.9172929910382663e-08
1878,6.039088784604019e-09,2.2344627481629686e-08
1879,3.665595160740054e-09,1.649517855639715e-08
1880,7.059631101924424e-09,1.2835692508872398e-08
1881,3.4862537301449947e-09,2.7890029841159958e-08
1882,6.655385131892899e-09,2.0631693686823382e-08
1883,5.687405213450347e-09,1.9589950994713945e-08
1884,6.601696966868076e-09,1.3203393933736152e-08
1885,7.090199094506033e-09,2.5782542767416317e-09
1886,1.1616235084943582e-08,7.744156427236248e-09
1887,6.528924623161458e-10,7.1818169189441505e-09
1888,0.0,6.340614699951175e-09
1889,1.6915869593958632e-08,2.1301465480405568e-08
1890,5.243509182406569e-09,9.176140736144589e-09
1891,3.824531802365527e-09,1.211101796627645e-08
1892,2.5074049503359674e-09,4.387958441043338e-09
1893,4.310891643655168e-09,1.1085149687062312e-08
1894,6.9316934414587195e-09,2.520615716150587e-08
1895,2.4074457982692365e-09,6.018614717717696e-09
1896,4.1279202278587945e-09,9.435246361988447e-09
1897,8.157399200570126e-09,7.574727622916555e-09
1898,1.6975064687230201e-09,1.0750873968845553e-08
1899,4.9748205555033564e-09,9.39688327150634e-09
1900,2.595526460424935e-09,1.038210584169974e-08
1901,3.353243460679778e-09,2.179608138419553e-08
1902,4.910283846193408e-10,1.7185993794743837e-08
1903,3.7801539676252105e-09,8.100330184390714e-09
1904,1.0749250378694342e-08,1.5048950530172078e-08
1905,8.773290538499623e-09,1.6514428602398823e-08
1906,2.0576738091193647e-09,5.658602919567102e-09
1907,2.5714217422034835e-09,2.0571373937627868e-08
1908,1.964555629285769e-09,1.080505640516094e-08
1909,2.7504918342913243e-09,1.6502950117569526e-08
1910,2.137660271017694e-09,1.4429207162436342e-08
1911,1.5961122423746588e-09,9.044636151145369e-09
1912,5.2094213387476884e-09,1.0939784189645252e-08
1913,1.590896969716482e-09,1.0075680734189518e-08
1914,2.0090231700464756e-09,9.37544086809794e-09
1915,4.712304768617059e-09,1.4136913861761968e-08
1916,0.0,2.197492410260793e-09
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,5.743188147278033e-09,5.743188147278033e-09
1919,0.0,4.603924352863942e-09
1920,0.0,8.329454459499175e-09
1921,0.0,1.2116395886607734e-08
1922,0.0,6.640141769764796e-09
1923,0.0,3.1847844361720945e-09
1924,0.0,1.5469948877466777e-08
1925,0.0,9.898360353588487e-09
1926,0.0,2.229227691330493e-09
1927,0.0,7.804457524684949e-09
1928,0.0,5.713020723163709e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,7.352522590764465e-09,4.201441416995522e-09
1931,2.5091784650044247e-08,1.710803587684495e-08
1932,1.0959536389520963e-08,2.1919073223131136e-09
1933,1.1470662197865522e-09,1.3764794637438627e-08
1934,3.5944740517379614e-09,9.585264137967897e-09
1935,5.98414207075848e-09,1.196828414151696e-09
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,0.0,1.3850230295986421e-08
1938,5.186085783037697e-09,1.4261735792331365e-08
1939,3.058810094103137e-09,2.7529290846928234e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,3.034211815133858e-08
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,0.0,0.0
1945,8.714016175304096e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,7.152522574216391e-09,3.5762612871081956e-09
1948,6.523132700664291e-09,5.435944139264848e-09
1949,4.908504269707237e-09,3.435952855568303e-08
1950,3.190608444114673e-09,6.381216888229346e-09
1951,5.330700769690111e-09,2.1322803078760444e-08
1952,1.5817205323287453e-08,1.7926167217297007e-08
1953,1.0773827385790469e-09,2.2625037843226892e-08
1954,2.9317608341017376e-09,2.14995790059902e-08
1955,2.815682353940474e-09,3.191106756617046e-08
1956,4.360570571293465e-09,1.0465369904011368e-08
1957,1.7670075402875796e-09,2.7388616929968634e-08
1958,4.9633461784992505e-09,2.4816730004317833e-08
1959,7.750747821333448e-10,2.9452841943111707e-08
1960,1.3841666479663672e-08,1.6609999209382664e-08
1961,4.16889545107324e-09,2.7792637857793068e-08
1962,3.170978146727066e-09,1.5854890955679934e-08
1963,2.5864212993553792e-09,5.819448034571906e-09
1964,4.867174663303331e-09,1.3993127490063983e-08
1965,7.1136563306595235e-09,3.3379464525751246e-08
1966,4.431259803538978e-09,9.970334780007306e-09
1967,7.888536934785861e-09,1.6270107261462385e-08
1968,7.635406973349745e-09,2.4702787121411163e-08
1969,6.358460868938209e-09,1.498780075048778e-08
1970,6.438214850135182e-09,2.0694263080933695e-08
1971,5.652237344833111e-09,1.6442872285971077e-08
1972,1.5390440033513642e-09,2.2572646307672528e-08
1973,2.205281512956958e-09,2.866866033457427e-08
1974,3.937900228123681e-09,2.3064843424069892e-08
1975,5.140332159925265e-09,2.2845919822600536e-08
1976,6.2848797277581525e-09,2.28541078839406e-08
1977,1.7630346071939584e-09,2.409480548415388e-08
1978,1.1881182704343018e-09,2.8514837935311732e-08
1979,3.5111840102075575e-09,2.867466974976196e-08
1980,2.8425752862659692e-09,2.95627833879486e-08
1981,3.795329828193417e-09,3.542307680515222e-08
1982,4.966001831974154e-09,3.7245013295716944e-08
1983,5.052252838311233e-09,2.462973203165575e-08
1984,8.118611560803402e-09,3.015484439927718e-08
1985,4.812446441349039e-09,3.7898015947668284e-08
1986,6.593933843390687e-09,4.795588387507266e-08
1987,3.6664902225425067e-09,3.177624707806359e-08
1988,7.195864348830128e-09,3.6578978013235286e-08
1989,5.488121956886971e-09,3.731923181593544e-08
1990,3.814055737905164e-09,3.0512445514663256e-08
1991,7.033758464558559e-09,4.39609906255356e-08
1992,8.264915862810085e-09,2.5896738198305513e-08
1993,2.2156829704300662e-09,4.209797777043889e-08
1994,6.329911705904578e-09,3.0067080991624806e-08
1995,7.0491861237087505e-09,5.368226307922441e-08
1996,4.804283193493575e-09,3.683283655853131e-08
1997,7.671831170341648e-09,5.226435051408629e-08
1998,4.291316191284977e-09,6.341611802351821e-08
1999,9.140402212892695e-09,7.220917891404e-08
2000,4.418031274155965e-09,1.095671802175957e-07
2001,7.448059946568719e-09,1.406369015688469e-07
2002,7.009954394732176e-09,1.0777804604344965e-07
2003,1.6250998768896352e-08,1.1750722528347524e-07
2004,6.607186797680242e-09,8.457199118794279e-08
2005,6.305249655724765e-09,9.457874217133622e-08
2006,4.117890028965121e-09,8.112243055080626e-08
2007,6.391167151065247e-09,1.1903548902125749e-07
2008,7.2376473703172906e-09,1.0515875814576248e-07
2009,7.629108011997232e-09,1.9168134435254558e-07
2010,9.447585824773341e-09,1.7572509691810012e-07
2011,2.6767803529281764e-09,2.1834879326831924e-07
2012,2.382976926895708e-09,2.1412749751092974e-07
2013,2.5102124823206395e-09,9.064656425472606e-08
2014,1.5158115873603606e-09,7.167623472525975e-08
2015,2.659890530054554e-09,7.270367100020714e-08
2016,1.86420612280358e-09,5.116209877975564e-08
2017,2.0124890642847504e-09,4.4274760441220806e-08
2018,1.290733298020541e-09,5.4210801680998344e-08
2019,1.7856913725466939e-09,7.040725857887509e-08
