year,nos_DET âges_NOUN,nos_DET ages_NOUN,nos_DET cages_NOUN
1839,7.900366805202452e-08,2.0974426639952526e-09,4.194885327990505e-09
1840,6.369688487772862e-08,0.0,3.1848443882154243e-09
1841,7.704657889462396e-08,6.420548537278137e-10,1.4767261191650505e-08
1842,1.1202802596699257e-07,0.0,2.5491406319133603e-08
1843,9.864541761217538e-08,0.0,5.1390126876160735e-08
1844,7.848642269436823e-08,5.488561272137815e-10,1.0428266250528395e-08
1845,8.035527931937736e-08,1.1160455892778032e-09,2.2320911785556063e-09
1846,6.615586300995346e-08,1.1709002656346001e-09,6.439951683034906e-09
1847,5.3392914090011345e-08,0.0,8.089835468183537e-09
1848,8.367030396305708e-08,8.045221711050488e-10,1.6090443422100975e-09
1849,5.865590413378641e-08,0.0,2.513824481908955e-09
1850,5.906426459034719e-08,2.7155984128057753e-09,1.1541293254424545e-08
1851,1.0899551483589676e-07,2.579775504329973e-09,1.2898877521649865e-09
1852,8.919447225252952e-08,1.9531636308300904e-09,2.6042181744401205e-09
1853,1.0212003687115612e-07,0.0,7.166318205520383e-09
1854,9.352196173040284e-08,3.6369650624479277e-09,1.454786069388092e-08
1855,1.0136250239156652e-07,1.0613874223963649e-09,4.0332722051061864e-08
1856,1.076855342674321e-07,3.106313539724681e-09,3.6240324075009767e-09
1857,9.958278690547218e-08,4.881509085841174e-10,2.7336451324799782e-08
1858,9.44479436326695e-08,4.893676019968041e-10,2.936205500958522e-09
1859,1.0897250679597903e-07,0.0,1.018434669930457e-09
1860,1.0161348296122696e-07,1.373155145145688e-09,7.323494255473406e-09
1861,7.734180340612795e-08,9.431927461278633e-10,1.4147890858851042e-08
1862,1.5903311423315358e-07,9.035972525772706e-10,0.0
1863,1.0189026156126602e-07,1.4983862484108101e-09,3.995696662428827e-09
1864,1.0020981733305234e-07,2.397363974004918e-09,7.671564716815737e-09
1865,1.219072696678758e-07,4.706844303203894e-09,1.2237795665726026e-08
1866,1.2115376080146234e-07,1.4596838737723772e-09,2.919367858567057e-09
1867,7.521857625647499e-08,1.94112459439566e-09,1.3102591012170706e-08
1868,7.706203386526056e-08,4.939873954334928e-09,1.3831647383000245e-08
1869,1.3771524098871168e-07,1.4650557433881772e-09,6.836926913500463e-09
1870,1.3245652041860012e-07,2.2936195165357276e-09,8.027667863785837e-09
1871,6.585129597169725e-08,0.0,2.1242354542039266e-09
1872,7.498701015684617e-08,6.652073114565837e-09,1.5723081503438152e-08
1873,1.0355788082616613e-07,5.986004469882289e-10,1.4366410283628284e-08
1874,7.886483954777646e-08,0.0,2.3898436007918633e-09
1875,9.440519477266207e-08,0.0,3.718992758194872e-08
1876,7.315678196562203e-08,0.0,4.232210137899983e-09
1877,7.298082882467583e-08,6.184815992682502e-10,1.8554447978047506e-09
1878,7.126124756950958e-08,1.2078177347163432e-09,6.039088784604019e-09
1879,7.331190365889029e-08,0.0,0.0
1880,7.123809209197418e-08,6.417846254436199e-10,5.134277225593564e-09
1881,1.0807386985334233e-07,0.0,1.5339516323820135e-08
1882,1.044895456825401e-07,1.3310770263785798e-09,1.3976308999019693e-08
1883,8.594300737740923e-08,1.895801682305631e-09,1.0110942305630033e-08
1884,7.393900602892245e-08,6.601696966868076e-10,5.281357573494461e-09
1885,5.478790227053665e-08,6.445635691854079e-10,6.445635580831777e-09
1886,6.776136884933948e-08,0.0,8.38950331427668e-09
1887,3.982643864697266e-08,6.528924623161458e-10,2.0892558794116667e-08
1888,4.438430378783664e-08,1.268122939990235e-09,3.804368819970705e-09
1889,6.45309095048674e-08,6.265136742733546e-10,1.0650732740202784e-08
1890,6.095579418996522e-08,1.3108772956016423e-09,5.243509182406569e-09
1891,5.163118199646988e-08,0.0,3.1871099093194744e-09
1892,9.089342789536659e-08,6.268512375839919e-10,3.761107425503951e-09
1893,8.806535678473892e-08,0.0,1.847525021858587e-09
1894,7.75089308291399e-08,0.0,2.0164925729204697e-08
1895,9.027921521465032e-08,6.018614495673091e-10,1.9861428057765806e-08
1896,8.255840810988957e-08,0.0,2.240870994318911e-08
1897,7.691261894038348e-08,0.0,2.9133566670225264e-09
1898,6.620275028179634e-08,1.6975064687230201e-09,9.619203211741478e-09
1899,6.522542150833033e-08,0.0,2.1557555740514545e-08
1900,7.942311097686172e-08,0.0,1.349673794948103e-08
1901,5.253414420147706e-08,0.0,1.1177477832191585e-09
1902,5.401312180852713e-08,1.9641135939885146e-09,3.928227076954727e-09
1903,8.748356594701079e-08,5.400220270956879e-09,5.400220270956879e-09
1904,5.535864033845428e-08,0.0,5.374625189347171e-09
1905,6.192911039537563e-08,1.0321518084666081e-09,8.773290538499623e-09
1906,8.693672093329496e-08,5.144184522798412e-10,2.572092316910357e-09
1907,7.662836826183295e-08,5.142843373384665e-10,8.228549286393161e-09
1908,6.532147267535038e-08,1.4734167219643268e-09,3.929111258571538e-09
1909,5.611003189853747e-08,1.1001967115120692e-09,8.801573692096554e-09
1910,8.336875367831453e-08,0.0,8.550641084070776e-09
1911,9.417062329930559e-08,1.5961122423746588e-09,1.4897047151407605e-08
1912,7.293189818735613e-08,0.0,1.562826379419846e-08
1913,5.356019472380069e-08,0.0,7.42418571064718e-09
1914,7.165515736318184e-08,3.348371913070025e-09,2.0090231700464756e-08
1915,7.539687973956433e-08,1.1780761921542648e-09,1.6493066468115103e-08
1916,6.372727856529536e-08,0.0,2.197492410260793e-09
1917,5.3735478289240746e-08,1.0966424435210342e-09,1.4256352209862655e-08
1918,7.581008532042688e-08,0.0,8.040463406189247e-09
1919,1.0957339613426598e-07,9.207848372660976e-10,4.603924352863942e-09
1920,8.178010180159845e-08,3.028892692213958e-09,9.843901693784574e-09
1921,7.345565183891622e-08,7.572747429129834e-10,8.330022005509363e-09
1922,9.6650952130517e-08,0.0,2.1396012073182646e-08
1923,9.235874642854469e-08,0.0,1.5923921736771263e-08
1924,1.353620575628156e-07,1.289162443462999e-09,2.8361574311297488e-08
1925,9.018505831015489e-08,0.0,1.2097995494286806e-08
1926,1.0923215365554739e-07,0.0,2.229227646921572e-08
1927,1.3602054282912945e-07,1.1149224876660924e-09,1.0034302277972529e-08
1928,1.0054916321777796e-07,1.1426041224282812e-09,2.2852082448565625e-09
1929,9.692153701834627e-08,0.0,8.912325100141061e-09
1930,7.457558304224676e-08,2.100720708497761e-09,1.7856126022230967e-08
1931,6.501053295693282e-08,1.1405356659111021e-09,1.710803587684495e-08
1932,6.356531490059325e-08,0.0,1.8631212350683768e-08
1933,5.964744076436546e-08,0.0,1.3764794637438627e-08
1934,7.788027112098916e-08,0.0,4.7926320689839486e-09
1935,8.138433305049375e-08,0.0,2.8723881939640705e-08
1936,6.183604739362636e-08,1.2124714565686645e-09,2.9099314957647948e-08
1937,8.310137644684801e-08,0.0,1.0072894518486919e-08
1938,5.4453899167583586e-08,0.0,2.2040865133021725e-08
1939,5.505858258203489e-08,0.0,2.7529290846928234e-08
1940,3.803674530900025e-08,0.0,2.5357829169792012e-09
1941,7.969057280732272e-08,0.0,3.5418032950929046e-08
1942,7.888950648293758e-08,3.034211770724937e-09,1.8205270846394228e-08
1943,9.00002916637277e-08,0.0,1.4516175816936538e-08
1944,4.819779064746399e-08,0.0,6.4263723231761105e-09
1945,5.446259976338297e-08,0.0,4.1391576388605245e-08
1946,1.1693727408612631e-07,0.0,1.1136883415474585e-08
1947,7.867775075887096e-08,0.0,4.7683483828109274e-09
1948,7.17544597073072e-08,0.0,1.848220954059343e-08
1949,8.148117158768287e-08,2.945102384188658e-09,1.9634016856784342e-08
1950,1.1167129376765672e-07,1.0635361480382244e-09,7.444753258312176e-09
1951,9.382033372418164e-08,1.0661401761424827e-09,3.1984206394497505e-09
1952,8.014050933979888e-08,0.0,9.49032352703938e-09
1953,8.61906213067698e-08,0.0,2.1547654771580937e-09
1954,5.5703454071576175e-08,0.0,4.886268278880834e-09
1955,7.508486055129993e-08,0.0,1.220129064449793e-08
1956,7.1513363453235e-08,0.0,1.5698054411927842e-08
1957,9.18843952035786e-08,8.835037701437898e-10,1.236905244894615e-08
1958,6.204182634306221e-08,1.6544486891589827e-09,8.272243612328367e-09
1959,8.9133602276803e-08,7.750747821333448e-10,2.1702094343822864e-08
1960,1.0727291921419635e-07,0.0,8.997083578154985e-09
1961,9.796904398839956e-08,0.0,5.55852741612739e-09
1962,8.815319391120013e-08,6.341956404476434e-10,2.219684702708946e-08
1963,8.7291721406757e-08,6.466053248388448e-10,1.6811738556832267e-08
1964,9.125952604716048e-08,0.0,1.0951143103454797e-08
1965,8.481667279625071e-08,2.188817349590977e-09,2.188817349590977e-09
1966,7.699313964160126e-08,0.0,2.7695373772118614e-09
1967,8.430874154363721e-08,0.0,1.1339771788243524e-08
1968,7.545578939449626e-08,4.4914158503495116e-10,8.982831367632116e-09
1969,6.994306767094116e-08,2.2708788183223305e-09,6.8126366770115965e-09
1970,8.507641591215531e-08,0.0,9.657322941336588e-09
1971,8.375588000930634e-08,4.6245578477766e-09,4.110718099248345e-09
1972,6.463984758564578e-08,1.5390440033513642e-09,3.9502129567381417e-08
1973,6.781240968756208e-08,1.102640756478479e-09,3.3079223804577396e-09
1974,6.525663398537773e-08,2.8127858930915295e-09,1.012602890426706e-08
1975,6.511087491389844e-08,2.2845920710778955e-09,5.140332159925265e-09
1976,6.05633834194208e-08,5.713526873840635e-10,5.142174241967723e-09
1977,6.053085394031044e-08,1.1753563677885381e-09,8.815172591880582e-09
1978,5.524750124052957e-08,2.9702956760857546e-09,6.534650598410963e-09
1979,6.495690174634916e-08,0.0,5.851973128301324e-09
1980,1.000586504762424e-07,0.0,3.97960553399912e-09
1981,6.452060419270822e-08,2.5302198114474095e-09,5.060439622894819e-09
1982,6.331652335767046e-08,0.0,3.1037510339615437e-09
1983,7.452073225167055e-08,0.0,9.472973849788957e-09
1984,5.277097780975737e-08,1.1598016991243298e-09,4.639206796497319e-09
1985,6.617113579299172e-08,0.0,9.624892882698077e-09
1986,7.373217170147939e-08,0.0,4.7955883708539204e-09
1987,7.027439680173941e-08,1.8332451112712533e-09,6.110816741511371e-09
1988,5.996553631426593e-08,1.798966087207532e-09,4.197587610832443e-09
1989,7.628489773203739e-08,5.488122178931576e-10,5.488121956886971e-09
1990,6.919786588177601e-08,5.44865097484859e-10,5.993515905799995e-09
1991,6.330382673613855e-08,0.0,2.9307325455363298e-09
1992,6.997628887450702e-08,0.0,6.61193322315512e-09
1993,7.865674733764649e-08,5.539207426075166e-10,4.985286850001103e-09
1994,7.96513928147391e-08,0.0,8.967375286772494e-09
1995,7.157635240062632e-08,2.1689803286761844e-09,3.795715741716776e-09
1996,6.9929007695535e-08,1.067618438099771e-09,5.871901187504136e-09
1997,6.185413881087953e-08,0.0,2.876936688878118e-09
1998,6.818424802546019e-08,4.768129224785866e-10,7.1521940592234046e-09
1999,7.540831925556546e-08,4.570201161957499e-10,5.027221222642098e-09
2000,6.8479491188711e-08,4.4180314962005696e-10,8.394259509714175e-09
2001,6.528005669359516e-08,0.0,1.0514908582726079e-08
2002,6.61564415471716e-08,4.38122149670761e-10,7.448076377869484e-09
2003,8.000492068838128e-08,0.0,6.250384210204629e-09
2004,7.796480350208412e-08,4.404791253964646e-10,7.04766583980998e-09
2005,7.746449171008862e-08,4.5037495954858286e-10,4.954124666056714e-09
2006,8.771105508564858e-08,0.0,5.7650457740976435e-09
2007,8.468296508468143e-08,3.994479469415779e-10,8.38840730210677e-09
2008,9.536664533071892e-08,0.0,1.0643598891135753e-08
2009,9.154929880850204e-08,0.0,5.245011980292702e-09
2010,1.2659764703215615e-07,0.0,8.502827775203059e-09
2011,1.6710758177218565e-07,1.1471915639660324e-09,1.3383901986685487e-08
2012,1.3378712515610403e-07,1.0212758416727752e-09,1.327658585847935e-08
2013,1.6344272957269368e-07,0.0,1.5061275393524198e-08
2014,1.9034263232242665e-07,0.0,1.4725027336348617e-08
2015,1.5183541779428822e-07,2.2165753954528356e-10,1.6180999831694187e-08
2016,1.8766341325360258e-07,8.285360175719347e-10,1.2842308688698623e-08
2017,1.5672258912857728e-07,2.515611330355938e-10,2.5407674741906305e-08
2018,1.8844706506371267e-07,0.0,1.4714360341283594e-08
2019,1.535694682530675e-07,0.0,2.2703791957567887e-08
