year,ses_DET ados_NOUN,ses_DET cadeaux_NOUN
1979,0.0,7.197927387458947e-08
1980,0.0,7.447547123451415e-08
1981,0.0,7.337637697446553e-08
1982,6.207502289967692e-10,7.759377718130622e-08
1983,0.0,5.620631204905635e-08
1984,5.799008495621649e-10,5.799008384599347e-08
1985,1.2031116103372597e-09,7.158514392369142e-08
1986,0.0,6.054430390367571e-08
1987,0.0,8.494035413919576e-08
1988,0.0,7.075933416977875e-08
1989,1.0976244357863152e-09,7.518727196398345e-08
1990,0.0,8.281949548383238e-08
1991,0.0,7.912978183810537e-08
1992,5.509944167592096e-10,9.642402432064046e-08
1993,0.0,7.644106025939124e-08
1994,1.0549853213248639e-09,8.017888553091268e-08
1995,5.422450821690461e-10,9.272391032766336e-08
1996,5.338092190498855e-10,1.0355898760749938e-07
1997,2.876936688878118e-09,8.391065620116933e-08
1998,2.3840645013706308e-09,8.201182177813848e-08
1999,1.8280804647829996e-09,8.911892346308292e-08
2000,1.7672125984802278e-09,1.0205652634098783e-07
2001,3.5049694258049158e-09,9.463417638411187e-08
2002,1.0076809608960957e-08,9.419626056939023e-08
2003,5.416999737661854e-09,9.833938174885759e-08
2004,7.488145215006625e-09,1.1408409195112768e-07
2005,2.702249757291497e-09,1.148456130195541e-07
2006,4.529678854225949e-09,1.0459440202836845e-07
2007,4.7933754743212376e-09,1.5818138765499867e-07
2008,1.1495087548496485e-08,1.7881245994999517e-07
2009,6.198650481792356e-09,1.8643633215020827e-07
2010,3.3066551718974324e-09,2.654771820154167e-07
2011,4.5887662558641296e-09,2.7838515670453035e-07
2012,4.765953853791416e-09,3.281699516577419e-07
2013,3.0680376017500066e-09,3.073615935100804e-07
2014,1.1260315346817151e-08,3.6509405720863697e-07
2015,7.536356427806368e-09,3.2273338534949403e-07
2016,5.799752234025846e-09,3.336928768860048e-07
2017,5.7859059765519305e-09,3.5520432017932535e-07
2018,1.0325866384164328e-08,3.7534524821580817e-07
2019,8.673358031785483e-09,3.8137267566185074e-07
