year,ses_DET ados_NOUN,ses_DET cadeaux_NOUN
1800,0.0,1.8864987794131594e-08
1801,0.0,1.6668277424969347e-08
1802,0.0,1.1189200677108602e-08
1803,1.950339223455444e-09,3.315576790896557e-08
1804,2.4718509461507665e-09,2.4718509461507665e-09
1805,0.0,2.842877711017877e-09
1806,0.0,1.4408345627714425e-08
1807,0.0,5.693910232196231e-09
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,1.4040760554223652e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,1.0668832928217853e-08
1813,0.0,2.5881675469463516e-08
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,6.952811659743929e-09
1817,0.0,1.8682481339737933e-08
1818,0.0,1.3113295338484932e-08
1819,1.035105001712111e-09,1.449147024601416e-08
1820,0.0,9.493184904840746e-09
1821,0.0,1.676452932031225e-08
1822,0.0,1.604098542884458e-08
1823,9.882686891060644e-10,2.2730180404550993e-08
1824,0.0,3.115811608722652e-08
1825,0.0,1.4088708866211164e-08
1826,0.0,1.5854372037438225e-08
1827,0.0,1.474763688946723e-08
1828,0.0,8.255071293206129e-09
1829,1.714635211591542e-09,2.6576844947001632e-08
1830,0.0,3.026682460216534e-08
1831,0.0,2.3386808933878456e-08
1832,0.0,2.3000948701223933e-08
1833,0.0,4.054269808762001e-08
1834,0.0,1.866906162995008e-08
1835,0.0,4.5378527602224494e-08
1836,0.0,1.4113575197427508e-08
1837,6.957890930081589e-10,1.530736071231331e-08
1838,0.0,1.1361890983607736e-08
1839,6.9914751765765e-10,2.936419651877742e-08
1840,0.0,1.3376346252869098e-08
1841,6.420548537278137e-10,4.044945711711989e-08
1842,0.0,2.2137275124123335e-08
1843,5.906911071384968e-10,3.662284808747529e-08
1844,0.0,2.25031016043431e-08
1845,1.674068439427856e-09,1.9530798145428463e-08
1846,2.3418005312692003e-09,3.33706573485415e-08
1847,1.6179670936367074e-09,2.7505439703645607e-08
1848,1.6090443422100975e-09,2.172209917494783e-08
1849,3.3517659758786067e-09,2.513824526317876e-08
1850,1.1541293254424545e-08,4.0055077477063605e-08
1851,6.449438760824933e-10,3.0957306051959677e-08
1852,0.0,2.4740073101270355e-08
1853,0.0,4.717826040945283e-08
1854,0.0,2.753702138535985e-08
1855,0.0,4.086341576226005e-08
1856,0.0,2.0708757375587084e-08
1857,4.881509085841174e-10,2.147863931156735e-08
1858,4.893676019968041e-10,3.2787628612140907e-08
1859,0.0,6.161529597648041e-08
1860,1.373155145145688e-09,6.179197953315452e-08
1861,0.0,4.385846352761291e-08
1862,0.0,4.4276266236709105e-08
1863,9.989241656072068e-10,5.943598679891693e-08
1864,4.794727948009836e-10,3.931677028390368e-08
1865,0.0,4.471502279557171e-08
1866,4.865612912574591e-10,2.6274308950746672e-08
1867,4.85281148598915e-10,4.464586567110018e-08
1868,0.0,2.4205382809228126e-08
1869,0.0,3.613804011592947e-08
1870,0.0,4.4152174805134337e-08
1871,0.0,5.52301222533913e-08
1872,6.047339295989218e-10,2.237515595027162e-08
1873,1.7958012854535355e-09,5.5071240456783244e-08
1874,0.0,4.002988163165355e-08
1875,5.721527140956084e-10,1.6020275495076675e-08
1876,0.0,3.083467703390852e-08
1877,0.0,3.3398006138440905e-08
1878,0.0,2.7779808675632012e-08
1879,0.0,2.6270098985037293e-08
1880,6.417846254436199e-10,2.8238524407697696e-08
1881,0.0,2.8587281875047665e-08
1882,0.0,6.389169637799341e-08
1883,6.319338941018771e-10,3.8547968650437525e-08
1884,1.9805090900604227e-09,4.885255577846692e-08
1885,6.445635691854079e-10,3.0294487030069206e-08
1886,6.453463874400711e-10,4.5174246565693466e-08
1887,6.528924623161458e-10,3.656197677948114e-08
1888,6.340614699951175e-10,5.643147105161006e-08
1889,0.0,5.5759715955616684e-08
1890,6.554386478008212e-10,6.29221089676335e-08
1891,0.0,3.505821055682645e-08
1892,0.0,4.638699024894777e-08
1893,0.0,7.205347452021726e-08
1894,0.0,6.301539601238915e-08
1895,0.0,7.46308184140787e-08
1896,0.0,6.722613221654683e-08
1897,0.0,3.3212266714599536e-08
1898,5.6583548957434e-10,5.6583550400723936e-08
1899,0.0,4.311511148102909e-08
1900,0.0,6.644547723144711e-08
1901,2.235495566438317e-09,6.538824237622975e-08
1902,0.0,4.468358216769275e-08
1903,5.400220270956879e-10,4.968202804711552e-08
1904,0.0,4.1384613069794796e-08
1905,0.0,4.076999682300908e-08
1906,0.0,6.018695886123027e-08
1907,0.0,4.782844342798853e-08
1908,0.0,3.879997234612631e-08
1909,0.0,3.190570596611764e-08
1910,0.0,5.183825990684454e-08
1911,0.0,7.767746579290247e-08
1912,0.0,5.626174787165539e-08
1913,0.0,6.257528106790033e-08
1914,6.696743715117748e-10,3.4823067096567684e-08
1915,0.0,4.005459075528961e-08
1916,0.0,5.16410700868164e-08
1917,1.0966424435210342e-09,3.838248474608008e-08
1918,0.0,4.709414369585829e-08
1919,0.0,3.775217738422043e-08
1920,2.2716695191604686e-09,4.543338860685253e-08
1921,0.0,4.0892835784234194e-08
1922,7.377935484775833e-10,4.648099327653199e-08
1923,0.0,3.1847843473542525e-08
1924,0.0,6.316896139502148e-08
1925,0.0,9.348450902280092e-08
1926,2.229227691330493e-09,4.5699169337609646e-08
1927,2.2298449753321847e-09,7.246996025500607e-08
1928,0.0,6.512843575556815e-08
1929,0.0,5.347394949062334e-08
1930,0.0,8.192811051799254e-08
1931,0.0,6.957267828511249e-08
1932,0.0,5.4797684612140074e-08
1933,0.0,5.620624476954106e-08
1934,0.0,6.589869272488613e-08
1935,0.0,6.941605068533363e-08
1936,0.0,7.032334492507175e-08
1937,0.0,6.295558729885187e-08
1938,0.0,3.3709557811789637e-08
1939,0.0,8.870549006445572e-08
1940,0.0,5.832300686847702e-08
1941,0.0,5.9030050181263505e-08
1942,0.0,7.58552971547033e-08
1943,0.0,1.1032293745216748e-07
1944,0.0,8.996921252446555e-08
1945,0.0,9.585417748425584e-08
1946,0.0,1.0440827935553898e-07
1947,0.0,7.510148947176276e-08
1948,0.0,6.740570213104036e-08
1949,0.0,6.675565566993669e-08
1950,0.0,4.2541444145172136e-08
1951,0.0,6.823297127311889e-08
1952,0.0,6.11598659494561e-08
1953,0.0,7.326202533519677e-08
1954,0.0,8.013479413371272e-08
1955,0.0,7.883910368988722e-08
1956,0.0,6.192010637562362e-08
1957,0.0,6.891329534797208e-08
1958,0.0,8.354966124501928e-08
1959,0.0,6.898165860746985e-08
1960,0.0,8.235791582045238e-08
1961,0.0,5.8364539146094074e-08
1962,0.0,6.659054108126838e-08
1963,0.0,8.40586911188268e-08
1964,0.0,7.361601439548338e-08
1965,0.0,7.004215385464363e-08
1966,0.0,7.699314097386889e-08
1967,0.0,7.494110021433187e-08
1968,0.0,6.737123925404376e-08
1969,4.5417578031781147e-10,5.404691846844223e-08
1970,0.0,6.852100115084525e-08
1971,0.0,4.778709739028386e-08
1972,0.0,6.925698270432434e-08
1973,0.0,6.615844316826269e-08
1974,0.0,6.300640281731162e-08
1975,0.0,5.42590607999216e-08
1976,0.0,6.684826714398184e-08
1977,0.0,7.345977204309406e-08
1978,0.0,6.237620753246631e-08
