year,six_DET arts_NOUN,six_DET quarts_NOUN
1800,0.0,1.5720821977538435e-08
1801,0.0,2.1430643926123594e-08
1802,0.0,1.0070280609397742e-07
1803,0.0,1.1702035340732664e-08
1804,2.4718509461507665e-09,1.4831105232815389e-08
1805,0.0,5.685755422035754e-09
1806,5.76333825108577e-09,2.0171682990621775e-08
1807,2.8469551160981155e-09,1.9928686256776018e-08
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,4.512738271955641e-08
1812,0.0,3.7340914360584065e-08
1813,2.8757416448144113e-09,8.627225156487839e-09
1814,9.440030979135372e-09,1.5733386149463513e-08
1815,0.0,8.091670444798638e-09
1816,0.0,1.1588019432906549e-08
1817,1.556873407970727e-09,6.227493631882908e-09
1818,1.1921177378582115e-09,2.6226589344702234e-08
1819,2.070210003424222e-09,8.280840013696888e-09
1820,1.1866481131050932e-09,2.254631326081835e-08
1821,3.94459531705138e-09,0.0
1822,0.0,1.303330066093622e-08
1823,9.882686891060644e-10,7.906149512848515e-09
1824,0.0,1.2631669044083083e-08
1825,2.641632912414593e-09,5.459374818883589e-08
1826,0.0,1.3211976401805714e-08
1827,7.373818444733615e-09,1.7512819638909605e-08
1828,0.0,1.834460228167245e-08
1829,0.0,1.3717081692732336e-08
1830,2.0873671680021744e-09,1.0436835395921662e-08
1831,1.4032085715598441e-08,1.1693404444734767e-07
1832,0.0,1.8941957335982806e-08
1833,0.0,3.70676112027013e-08
1834,0.0,3.547121618652227e-08
1835,7.563087933704082e-10,2.3445572594482655e-08
1836,2.016224964762614e-09,3.427582484505365e-08
1837,0.0,3.965997663613052e-08
1838,0.0,1.830527018853445e-08
1839,0.0,6.432156851587933e-08
1840,5.732719632334238e-09,3.758116307039927e-08
1841,6.420548537278137e-10,5.393260948949319e-08
1842,4.695785538189057e-09,2.1466448174578545e-08
1843,0.0,1.7130041385371442e-08
1844,5.488561272137815e-10,2.6893950177964143e-08
1845,1.674068439427856e-09,3.459741293454499e-08
1846,1.7563503984519002e-09,2.2832555401919308e-08
1847,0.0,1.77976389181822e-08
1848,0.0,1.126331028444838e-08
1849,0.0,1.3407063903514427e-08
1850,1.3577992064028876e-09,2.3761487000228954e-08
1851,0.0,1.096404567135778e-08
1852,6.510545436100301e-10,3.971432604998881e-08
1853,1.1943863675867306e-09,1.791579506971175e-08
1854,0.0,8.313063126763609e-09
1855,0.0,1.2736649068756378e-08
1856,0.0,2.0708757375587084e-08
1857,2.9289055625270066e-09,3.221796163188628e-08
1858,4.893676019968041e-10,1.7127865348243176e-08
1859,5.092173349652285e-10,2.7497735644033128e-08
1860,2.746310290291376e-09,1.9681891672007623e-08
1861,1.4147891747029462e-09,1.744906619194353e-08
1862,1.3553959066214816e-09,1.9427341513278407e-08
1863,0.0,8.990317823531768e-09
1864,0.0,2.0137857603685916e-08
1865,4.23615986733239e-09,1.3649848362717876e-08
1866,9.731225603104576e-09,9.24466486695863e-09
1867,4.85281148598915e-10,6.308654931785895e-09
1868,0.0,1.3337660198509127e-08
1869,4.883519144627257e-10,9.767038733343725e-09
1870,1.1468097582678638e-09,2.408300447953593e-08
1871,1.0621177271019633e-09,7.434824311758348e-09
1872,0.0,1.814201722183384e-08
1873,0.0,2.2746817762708815e-08
1874,5.974609140757536e-10,2.987304481560926e-08
1875,5.721527140956084e-10,6.293679799540541e-09
1876,1.209202959984168e-09,2.4184059865817176e-08
1877,0.0,2.10283740420536e-08
1878,0.0,1.6305540029293297e-08
1879,0.0,1.588424503040642e-08
1880,3.2089231272180996e-09,2.759673911612026e-08
1881,1.3945015142624584e-09,2.2312024228199334e-08
1882,3.3276925659464496e-09,1.0648616211028639e-08
1883,6.319338941018771e-10,1.2638677659992936e-08
1884,1.9805090900604227e-09,1.7164412113856997e-08
1885,0.0,1.8692343728421434e-08
1886,0.0,1.1616235084943582e-08
1887,0.0,2.9380160526670807e-08
1888,1.9021844099853524e-09,2.3460274833908557e-08
1889,8.14467782106476e-09,1.1903759755682586e-08
1890,1.3108772956016423e-09,2.7528423984790606e-08
1891,0.0,3.250852387282066e-08
1892,0.0,2.4447198043731078e-08
1893,0.0,2.894455697344256e-08
1894,0.0,1.5753848003896564e-08
1895,2.4074457982692365e-09,7.22233739480771e-09
1896,0.0,7.076434549446731e-09
1897,5.826713556089658e-10,3.6708296846654775e-08
1898,5.6583548957434e-10,1.1882544836971931e-08
1899,5.527578395003729e-10,1.3818945987509323e-08
1900,0.0,1.4015843596837385e-08
1901,0.0,8.383108207610235e-09
1902,2.455141867585553e-09,1.865907894860186e-08
1903,0.0,1.7820726228023887e-08
1904,0.0,3.9234764770412767e-08
1905,2.580379465655369e-09,1.23858218126216e-08
1906,5.144184522798412e-10,2.9321852501595913e-08
1907,5.142843373384665e-10,9.771402076363955e-09
1908,4.911389073214423e-10,1.276961114626829e-08
1909,0.0,1.4852655716435237e-08
1910,1.068830135508847e-09,3.3133735422019583e-08
1911,5.320374141248863e-10,2.2345571504267525e-08
1912,2.0837684910901544e-09,1.0939784800267915e-08
1913,0.0,1.5378670781274195e-08
1914,1.3393487430235496e-09,3.3483718020477227e-09
1915,0.0,2.3561523843085297e-09
1916,1.0987462051303964e-09,2.307367097387214e-08
1917,0.0,1.5352993543160665e-08
1918,2.2972752589112133e-09,5.743188147278033e-09
1919,0.0,9.207848372660976e-10
1920,0.0,1.665890936308756e-08
1921,7.572747429129834e-10,1.060184651180407e-08
1922,0.0,2.1396012073182646e-08
1923,1.0615948120573648e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,1.2891624656674594e-08
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,3.3438415369957397e-09,3.6782256351841625e-08
1927,0.0,6.689535148041159e-09
1928,3.4278122562625413e-09,1.1426041335305115e-08
1929,0.0,1.1140405931087116e-08
1930,3.1510811737689437e-09,1.7856125467119455e-08
1931,0.0,7.983749661377715e-09
1932,1.0959536611565568e-09,8.767629289252454e-09
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,0.0,4.7926320689839486e-09
1935,1.196828414151696e-09,1.0771455727365264e-08
1936,3.6374143697059935e-09,1.4549657478823974e-08
1937,0.0,6.295559185076627e-09
1938,2.5930428915188486e-09,1.1668692678767911e-08
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,1.0143131667916805e-08,1.2678914806940611e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,3.034211704111556e-08
1943,0.0,0.0
1944,0.0,1.2852744646352221e-08
1945,4.357008087652048e-09,4.357008087652048e-09
1946,0.0,1.5313214696277555e-08
1947,0.0,3.5762612871081956e-09
1948,1.0871887834440486e-09,1.3046265179283978e-08
1949,2.945102384188658e-09,7.853606653895895e-09
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,2.1322803522849654e-09,9.595261474260042e-09
1952,1.0544803918932644e-09,8.435843135146115e-09
1953,0.0,1.5083358673173564e-08
1954,0.0,5.863521668203475e-09
1955,9.385607846468247e-10,2.815682353940474e-09
1956,1.744228317335228e-09,4.360570571293465e-09
1957,8.835037701437898e-10,8.835037701437898e-10
1958,0.0,9.926692023931594e-09
1959,7.750747821333448e-10,7.750747599288843e-09
1960,1.3841666701708277e-09,9.689166802218097e-09
1961,6.948159270159238e-10,2.779263708063695e-09
1962,0.0,8.244543714397423e-09
1963,4.526237051827309e-09,7.759263453976928e-09
1964,0.0,0.0
1965,1.6416130677043839e-09,1.094408652591028e-08
1966,1.6617224263271169e-09,2.7695373772118614e-09
1967,3.944268467392931e-09,2.4651677921205817e-09
1968,1.7965663401398047e-09,8.982831367632116e-09
1969,0.0,4.995933444718048e-09
1970,1.8394900047624674e-09,4.1388523719376735e-09
1971,1.0276794970565106e-09,4.624557625731995e-09
1972,1.0260293725750103e-09,5.643161382629103e-09
1973,0.0,1.2129048487796723e-08
1974,0.0,6.750686232237513e-09
1975,0.0,4.569184142155791e-09
1976,1.142705374768127e-09,1.085570122683066e-08
1977,5.876781838942691e-10,1.4104276857551667e-08
1978,0.0,6.534650265344055e-09
1979,2.9259866751729646e-09,4.681578680276743e-09
1980,5.685150683554241e-10,4.548120546843393e-09
1981,1.2651099057237047e-09,6.958104370458074e-09
1982,1.8622506869903077e-09,1.1794254461960918e-08
1983,1.2630632095778083e-09,8.209910418166544e-09
1984,1.7397025486864948e-09,5.799008384599347e-09
1985,2.4062232206745193e-09,4.210890747202711e-09
1986,1.7983456390702202e-09,3.5966913891627428e-09
