year,six_DET arts_NOUN,six_DET quarts_NOUN
1987,1.8332451112712533e-09,1.8332451112712533e-09
1988,5.996553809062277e-10,4.197587610832443e-09
1989,3.2928733073589456e-09,5.488121956886971e-09
1990,1.089730194969718e-09,1.089730194969718e-09
1991,5.8614650910726596e-09,6.4476117778156095e-09
1992,1.65298330578878e-09,7.162927584403178e-09
1993,1.1078414852150331e-09,4.985286850001103e-09
1994,1.0549853213248639e-09,2.637463358823311e-09
1995,1.0844901643380922e-09,3.253470381991974e-09
1996,2.6690460952494277e-09,4.804283193493575e-09
1997,4.794894592485832e-09,2.876936688878118e-09
1998,1.9072516899143466e-09,1.239713631751016e-08
1999,2.7421207526856506e-09,2.285100553223174e-09
2000,2.2090157481002848e-09,3.092622158362701e-09
2001,1.3143635346768434e-09,3.5049694258049158e-09
2002,1.3143663935011318e-09,8.76244299341522e-10
2003,1.6667692226413067e-09,2.0834614589126943e-09
2004,8.809582507929292e-10,5.285749615779878e-09
2005,1.8014998381943315e-09,4.053374746959548e-09
2006,3.294311934354255e-09,3.294311934354255e-09
2007,7.988958938831558e-10,1.5977917877663117e-09
2008,2.5544638071473003e-09,2.9802078582719105e-09
2009,1.430457752249481e-09,1.430457752249481e-09
2010,9.447586046817946e-10,7.558068670920903e-09
2011,0.0,4.206369030868018e-09
2012,3.404252713057332e-10,2.7234021704458655e-09
2013,1.1156500168141292e-09,3.346950105953539e-09
2014,2.1654451148878096e-09,3.0316233551319627e-09
2015,1.551602762939197e-09,3.3248630099125265e-09
2016,1.6570720351438695e-09,5.59261792432153e-09
2017,1.2578056929335446e-09,1.509366853724714e-09
2018,5.162933414126769e-10,2.581466596041082e-09
2019,2.55098775436835e-10,3.5713827450933877e-09
