year,autres_ADJ arrières_NOUN,autres_ADJ carrières_NOUN
1938,0.0,7.130867873961222e-08
1939,0.0,7.341144225847529e-08
1940,0.0,6.339457314652464e-08
1941,0.0,3.836953510472085e-08
1942,0.0,7.282108072104165e-08
1943,0.0,9.290352664947932e-08
1944,0.0,7.711646787811333e-08
1945,0.0,6.099811145077183e-08
1946,0.0,5.986074569364064e-08
1947,0.0,6.07964452115084e-08
1948,7.610321262063735e-09,6.631851490190854e-08
1949,0.0,3.5341230386620737e-08
1950,0.0,5.3176808068045034e-08
1951,0.0,6.929911400277433e-08
1952,0.0,4.5342655852209646e-08
1953,1.0773827385790469e-09,5.817866921553616e-08
1954,0.0,7.231676679708698e-08
1955,0.0,7.414630465163441e-08
1956,0.0,8.110661520177587e-08
1957,0.0,6.096175875214271e-08
1958,0.0,7.775908583695923e-08
1959,1.5501495642666896e-09,5.658045942880108e-08
1960,0.0,4.2909165220983425e-08
1961,6.948159270159238e-10,6.531269458598388e-08
1962,0.0,5.961439075719e-08
1963,3.879631726988464e-09,4.849539791962343e-08
1964,0.0,4.988854085397065e-08
1965,1.0944086747954884e-09,5.855086238071294e-08
1966,5.539074754423723e-10,6.591498724617395e-08
1967,0.0,5.42336915376751e-08
1968,1.3474247273492779e-09,4.8956432463498345e-08
1969,0.0,5.7680324933029326e-08
1970,0.0,5.058597407625598e-08
1971,1.0276794970565106e-09,5.395317270728839e-08
1972,0.0,4.5145291227566275e-08
1973,1.102640756478479e-09,3.748978688600246e-08
1974,5.625571675160757e-10,6.300640187362205e-08
1975,0.0,5.31167669848287e-08
1976,1.142705374768127e-09,5.199309416337172e-08
1977,1.7630346071939584e-09,3.878676013702176e-08
1978,1.1881182704343018e-09,4.039602075067705e-08
1979,5.851973350345929e-10,6.905328575612657e-08
1980,0.0,5.855705254020904e-08
1981,0.0,3.1627749308427155e-08
1982,0.0,6.145427156045713e-08
1983,6.315316047889041e-10,5.4943251170946894e-08
1984,5.799008495621649e-10,5.219107485077146e-08
1985,1.2031116103372597e-09,4.631979744207371e-08
1986,0.0,4.316029711404212e-08
1987,1.8332451112712533e-09,5.377518741411791e-08
1988,5.996553809062277e-10,4.4374498742172364e-08
1989,5.488122178931576e-10,5.049072560048273e-08
1990,5.44865097484859e-10,5.448650913786324e-08
1991,0.0,5.9200797153380336e-08
1992,0.0,5.509944034365333e-08
1993,0.0,4.763718308709031e-08
1994,5.274926606624319e-10,4.008944282096749e-08
1995,0.0,4.446409818115171e-08
1996,0.0,6.459091372867931e-08
1997,4.79489448146353e-10,4.2674561773203834e-08
1998,9.536258449571733e-10,4.148272447768164e-08
1999,3.1991407301035224e-09,4.25028723327614e-08
2000,4.4180314962005696e-10,4.5947526672307504e-08
2001,4.3812117822561447e-10,4.863145064426533e-08
2002,4.38122149670761e-10,4.8631559224077137e-08
2003,1.2500769308587678e-09,5.083645826520211e-08
2004,4.404791253964646e-10,4.492887129003975e-08
2005,0.0,3.5129246511722556e-08
2006,8.235779835885637e-10,3.582564395143706e-08
2007,2.3966877371606188e-09,3.9545348329284025e-08
2008,1.2772318758180745e-09,3.4911003865545354e-08
2009,1.907277002999308e-09,4.100645512039591e-08
2010,2.3618964561933353e-09,2.3618964561933353e-08
2011,7.64794394481072e-10,2.638540580468529e-08
2012,1.0212758416727752e-09,1.838296448397614e-08
2013,0.0,1.7013663367038134e-08
2014,1.2992671383216248e-09,2.2304085689484054e-08
2015,2.2165753954528356e-10,2.127912424043643e-08
2016,2.0713400439298368e-10,3.5627049754793916e-08
2017,1.2578056374223934e-09,1.5596790803318328e-08
2018,2.323319980845895e-09,2.4007640320178325e-08
2019,1.02039510174734e-09,2.1683395856619825e-08
