year,certains_DET ans_NOUN,certains_DET camps_NOUN
1998,0.0,5.96016138665334e-08
1999,0.0,6.992407630690423e-08
2000,0.0,1.0779996628684785e-07
2001,1.3143635069212678e-09,6.834690235990593e-08
2002,0.0,7.798574230832855e-08
2003,1.6667691671301554e-09,5.000307634617229e-08
2004,0.0,8.325055134150716e-08
2005,1.8014998381943315e-09,7.791487011132858e-08
2006,8.235779835885637e-10,5.723866891571561e-08
2007,7.988958938831558e-10,4.993099267380785e-08
2008,1.7029758714315335e-09,4.9386299494358354e-08
2009,4.76819250749827e-10,6.103286231962102e-08
2010,4.723793023408973e-10,5.5268377430195414e-08
2011,0.0,3.709252860417678e-08
2012,0.0,4.255316099488482e-08
2013,0.0,5.550358661565724e-08
2014,0.0,5.370304112517488e-08
2015,0.0,3.280531646332463e-08
2016,2.0713400439298368e-10,3.0034430942293966e-08
2017,0.0,2.9181091321106578e-08
2018,0.0,2.5556520455438658e-08
2019,0.0,2.2958890788515873e-08
