year,certains_DET ans_NOUN,certains_DET camps_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,1.7610886082763955e-09,0.0
1826,0.0,0.0
1827,1.566936447261469e-08,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,1.5591206103948707e-09,6.236482441579483e-09
1832,0.0,0.0
1833,0.0,0.0
1834,3.733812370398937e-09,9.334530925997342e-10
1835,6.050470346963266e-09,0.0
1836,6.720750067579218e-10,1.3441500135158435e-09
1837,6.957890930081589e-10,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,3.1848443882154243e-09,6.369688665408546e-10
1841,0.0,6.420548537278137e-10
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,1.1160455892778032e-09
1846,5.854501328173001e-10,1.4050803187615202e-08
1847,0.0,1.0247124926365814e-08
1848,0.0,0.0
1849,8.379414939696517e-10,0.0
1850,0.0,2.0366988096043315e-09
1851,0.0,1.2898877521649865e-09
1852,0.0,0.0
1853,0.0,5.971931837933653e-10
1854,2.5978321716024766e-09,1.558699391779328e-09
1855,5.306937111981824e-10,2.1227748447927297e-09
1856,4.141751386299575e-09,1.5531567143511893e-09
1857,4.393358121745905e-09,1.4644527812635033e-09
1858,0.0,6.8511463169329545e-09
1859,1.5276520048956854e-09,3.5645213447565993e-09
1860,9.154367819341758e-10,8.238931037407582e-09
1861,6.13075279431996e-09,1.8863854922557266e-09
1862,4.517986262886353e-10,2.2589932147099034e-09
1863,9.989241656072068e-10,7.991393324857654e-09
1864,4.794727948009836e-10,1.4384183844029508e-09
1865,5.6482134525026595e-09,1.882737743486018e-09
1866,1.4596839292835284e-09,9.731225825149181e-10
1867,0.0,4.85281148598915e-09
1868,0.0,1.4819622196071691e-09
1869,0.0,1.2208797528501236e-08
1870,2.2936195165357276e-09,2.8670243956696595e-09
1871,0.0,1.1683295220166201e-08
1872,6.047339295989218e-10,1.148994488442412e-08
1873,0.0,3.292302608315367e-08
1874,0.0,1.6131444624534197e-08
1875,0.0,1.0870901512305409e-08
1876,3.627608879952504e-09,7.255217759905008e-09
1877,0.0,1.8554447978047506e-09
1878,3.6234530931267273e-09,6.6429977074733415e-09
1879,0.0,2.443730107160036e-09
1880,0.0,1.9253538763308597e-09
1881,2.091752326904839e-09,5.5780060570498335e-09
1882,0.0,0.0
1883,0.0,1.8958017378167824e-09
1884,6.601696966868076e-10,6.601696966868076e-10
1885,0.0,5.80107206715752e-09
1886,1.2906927748801422e-09,6.4534639854230136e-09
1887,0.0,8.48760173255414e-09
1888,5.706553452000662e-09,6.974676169946292e-09
1889,6.265136742733546e-10,1.1903759755682586e-08
1890,2.6217545912032847e-09,6.554386478008212e-10
1891,2.5496880162734215e-09,2.677172394882632e-08
1892,0.0,1.2537024751679837e-08
1893,6.158416554491453e-10,1.847525021858587e-09
1894,0.0,1.2603078580752936e-09
1895,6.018614495673091e-10,1.2037228991346183e-09
1896,0.0,3.538217385745668e-09
1897,0.0,0.0
1898,5.6583548957434e-10,1.1316709791486801e-08
1899,0.0,7.185851913504848e-09
1900,5.191053142894475e-10,1.142031713641245e-08
1901,0.0,7.265360812969135e-09
1902,0.0,1.4730851927158284e-08
1903,0.0,3.7801541896698154e-09
1904,5.374625189347171e-10,1.1286712897629059e-08
1905,0.0,1.4450125540577119e-08
1906,0.0,9.773950537805831e-09
1907,0.0,1.0799970695529737e-08
1908,2.4556945366072114e-09,4.4202499438483756e-09
1909,0.0,1.2102163715610459e-08
1910,5.344150677544235e-10,4.2753204310130855e-09
1911,6.384448969498635e-09,7.448523575703803e-09
1912,5.209421227725386e-10,3.125652625612929e-09
1913,1.060597942803554e-09,9.545381873810044e-09
1914,0.0,2.075990512828696e-08
1915,0.0,3.239709434055271e-07
1916,0.0,1.7909563432283448e-07
1917,0.0,8.005489604556715e-08
1918,1.1486376294556067e-09,9.64855582097357e-08
1919,0.0,7.642513821792818e-08
1920,0.0,3.9375606775138294e-08
1921,0.0,2.8019165876358443e-08
1922,1.4755870969551665e-09,3.6151885041135756e-08
1923,1.0615948120573648e-09,2.866305948145964e-08
1924,0.0,1.1602462102189293e-08
1925,0.0,4.399271169575059e-09
1926,0.0,1.4489980437737415e-08
1927,0.0,2.3413372574054847e-08
1928,0.0,2.170947865920425e-08
1929,2.2280812750352652e-09,2.0052731031228177e-08
1930,0.0,9.453243188239924e-09
1931,2.2810713318222042e-09,2.2810713318222042e-08
1932,3.287861094491973e-09,1.8631212128639163e-08
1933,1.1470662197865522e-09,2.1794258175944492e-08
1934,0.0,8.38710612072191e-09
1935,8.377798899061872e-09,4.787313656606784e-09
1936,0.0,1.333718602225531e-08
1937,1.2591118148108649e-09,1.3850230073941816e-08
1938,3.8895642262559704e-09,1.5558256905023882e-08
1939,0.0,2.2941076593951948e-08
1940,0.0,1.2678914629304927e-07
1941,0.0,5.312704587367989e-08
1942,0.0,7.282108560602296e-08
1943,2.9032352077962287e-09,5.516146917017295e-08
1944,0.0,9.960877456194339e-08
1945,0.0,8.931866801731303e-08
1946,0.0,1.113688314902106e-07
1947,0.0,1.2040079888642197e-07
1948,0.0,6.958008036406227e-08
1949,0.0,4.810334131022387e-08
1950,0.0,7.338399576894972e-08
1951,1.0661401761424827e-09,3.731490694214301e-08
1952,0.0,3.268889103846817e-08
1953,0.0,6.033343469269425e-08
1954,9.772536113672459e-10,5.4726202014521164e-08
1955,1.8771215692936494e-09,3.566531026066855e-08
1956,0.0,3.575668117150599e-08
1957,0.0,3.7990662393738717e-08
1958,0.0,1.4890038535497752e-08
1959,0.0,3.4878363752710584e-08
1960,1.3841666701708277e-09,2.1454582610491713e-08
1961,1.3896318540318475e-09,2.2234110330643375e-08
1962,0.0,2.9172999349569295e-08
1963,0.0,2.2631186258337266e-08
1964,6.083968329129164e-10,3.528701586485994e-08
1965,1.0944086747954884e-09,1.9699355924274187e-08
1966,5.539074754423723e-10,2.4371929474575893e-08
1967,1.4791006197611978e-09,3.69775179365206e-08
1968,4.4914158503495116e-10,2.5151928428890358e-08
1969,9.083515606356229e-10,4.132999761874423e-08
1970,9.197450023812337e-10,2.8052222600383203e-08
1971,0.0,3.80241416131355e-08
1972,1.0260293725750103e-09,4.001514408713547e-08
1973,2.205281512956958e-09,5.84399606484709e-08
1974,5.625571675160757e-10,3.712877250094948e-08
1975,1.7134440533084216e-09,4.3407250238658435e-08
1976,1.142705374768127e-09,3.142439708447853e-08
1977,0.0,3.8199080898415616e-08
1978,3.5643548113029055e-09,2.8514837602244825e-08
1979,0.0,3.21858529828134e-08
1980,0.0,4.263862996012335e-08
1981,0.0,4.3013736572561356e-08
1982,6.207502289967692e-10,3.848651397575509e-08
1983,0.0,3.410270643655622e-08
1984,5.799008495621649e-10,5.2191077459795565e-08
1985,6.015558051686298e-10,3.0679345730533214e-08
1986,2.3977941854269602e-09,4.85553324214294e-08
1987,6.110816852533674e-10,5.071977859927301e-08
1988,0.0,4.017691057622841e-08
1989,5.488122178931576e-10,3.8416855918654846e-08
1990,1.089730194969718e-09,3.541623061487087e-08
1991,1.1722930404189924e-09,4.5133282000620056e-08
1992,1.1019888335184191e-09,4.297756284188381e-08
1993,1.1078414852150331e-09,4.6529342156986786e-08
1994,0.0,4.8529325891166764e-08
1995,0.0,9.27239121040202e-08
1996,5.338092190498855e-10,5.604996733410417e-08
1997,4.79489448146353e-10,5.753873288938394e-08
