year,mots_NOUN ouverts_ADJ,mots_NOUN couverts_ADJ
1800,0.0,4.087413785214267e-08
1801,0.0,9.762848662830947e-08
1802,0.0,5.370816325012129e-08
1803,0.0,4.4857802805609026e-08
1804,0.0,1.408955085935304e-07
1805,0.0,9.950071699904584e-08
1806,0.0,5.187004603612877e-08
1807,0.0,3.9857372513552036e-08
1808,0.0,7.251436784372345e-08
1809,0.0,2.0331274441787173e-08
1810,0.0,2.3401266702194334e-08
1811,0.0,8.022645658911642e-08
1812,0.0,2.9339290108509886e-08
1813,0.0,1.2940837734731758e-07
1814,0.0,5.034683425719777e-08
1815,0.0,2.1577788444915313e-08
1816,0.0,6.952811304472561e-08
1817,0.0,1.2454987086130132e-07
1818,0.0,1.096748292184202e-07
1819,0.0,9.522965882524659e-08
1820,0.0,8.42520151422832e-08
1821,0.0,1.272131981977509e-07
1822,0.0,1.1228689800191205e-07
1823,0.0,6.324919610278812e-08
1824,0.0,1.1452713266635328e-07
1825,0.0,4.6668848341369085e-08
1826,0.0,7.04638765114396e-08
1827,0.0,7.18947319455765e-08
1828,0.0,8.988855171310206e-08
1829,0.0,4.2865881511033876e-08
1830,0.0,8.140732177253085e-08
1831,0.0,6.080570358335535e-08
1832,0.0,1.6641862998767465e-07
1833,0.0,1.1004446776041732e-07
1834,0.0,7.841006066655609e-08
1835,0.0,1.0512692227848675e-07
1836,0.0,9.610672435655943e-08
1837,0.0,9.184415716845251e-08
1838,0.0,9.72072911054056e-08
1839,0.0,8.87917366299007e-08
1840,0.0,7.643626531717018e-08
1841,0.0,1.001605554051821e-07
1842,0.0,1.0196562527653441e-07
1843,0.0,1.222730645622505e-07
1844,0.0,1.2678576410962705e-07
1845,0.0,1.3057733383448067e-07
1846,0.0,1.1299187718805115e-07
1847,0.0,1.2296550266910344e-07
1848,0.0,6.114368744647436e-08
1849,0.0,1.248532868203256e-07
1850,0.0,1.0319273968661946e-07
1851,0.0,1.2189438791665452e-07
1852,0.0,1.6536785096832318e-07
1853,0.0,1.0749477041827049e-07
1854,0.0,1.3145030663963553e-07
1855,0.0,1.576160286731465e-07
1856,0.0,1.4289042837845045e-07
1857,1.9526036343364694e-09,1.698765146329606e-07
1858,4.893676019968041e-10,1.2723558029392734e-07
1859,0.0,2.0826989555189357e-07
1860,0.0,1.922417283140021e-07
1861,0.0,2.018432496697642e-07
1862,0.0,1.9698420317126875e-07
1863,0.0,2.2425847134854848e-07
1864,0.0,2.248727355436131e-07
1865,0.0,2.18397573803486e-07
1866,0.0,2.8171899657536414e-07
1867,4.85281148598915e-10,2.149795506056762e-07
1868,0.0,1.8870318285735266e-07
1869,0.0,2.700586207993183e-07
1870,0.0,2.2649493303106283e-07
1871,0.0,2.0074024575933436e-07
1872,1.2094678591978436e-09,2.2012315525898885e-07
1873,0.0,2.532079861339298e-07
1874,0.0,2.2046307890377648e-07
1875,0.0,1.7908379845721356e-07
1876,0.0,1.650562069244188e-07
1877,0.0,1.8925537403902126e-07
1878,0.0,2.518299879739061e-07
1879,0.0,2.6942123554363206e-07
1880,0.0,2.1756498824743176e-07
1881,0.0,2.6704702804636327e-07
1882,0.0,3.0681326279591303e-07
1883,0.0,2.4329455072802375e-07
1884,0.0,2.7595092433330137e-07
1885,0.0,2.5266891157116333e-07
1886,0.0,2.529757807678834e-07
1887,0.0,2.494049340384663e-07
1888,0.0,2.8469361268435023e-07
1889,0.0,2.938349155101605e-07
1890,0.0,3.074007395298395e-07
1891,1.2748440081367107e-09,2.536939689434803e-07
1892,0.0,2.3883032440608076e-07
1893,8.621783287310336e-09,2.8513468919300067e-07
1894,6.301539290376468e-10,3.112960484941141e-07
1895,1.8055843487019274e-09,2.575966959739162e-07
1896,0.0,2.812882939906558e-07
1897,1.1653427112179315e-09,2.499660070043319e-07
1898,1.13167097914868e-09,1.9408157925226988e-07
1899,1.6582735185011188e-09,2.758261530289019e-07
1900,0.0,2.3515470104484848e-07
1901,1.1177477832191585e-09,2.5764086331037106e-07
1902,0.0,2.096691247288618e-07
1903,0.0,2.732511461545073e-07
1904,0.0,2.6281918508175295e-07
1905,5.160759042333041e-10,2.7145591730004526e-07
1906,1.0288369045596824e-09,2.6801200192494434e-07
1907,0.0,2.5405645942555566e-07
1908,0.0,2.868251272047928e-07
1909,0.0,2.915521406521293e-07
1910,0.0,2.778958219096239e-07
1911,0.0,2.500575817521167e-07
1912,3.125652625612929e-09,2.8860193879154394e-07
1913,0.0,2.646191887833993e-07
1914,2.0090231700464756e-09,3.09389548647232e-07
1915,0.0,2.462179224949068e-07
1916,0.0,3.592899986415432e-07
1917,3.289927441585405e-09,2.522277497973846e-07
1918,0.0,3.055376112115482e-07
1919,0.0,2.9465115858329227e-07
1920,0.0,2.885020364828961e-07
1921,3.0290989716519334e-09,3.059389825921244e-07
1922,0.0,2.929040476828959e-07
1923,0.0,2.6964508492710593e-07
1924,0.0,3.2229061730504327e-07
1925,0.0,3.057493529468047e-07
1926,1.1146138456652466e-09,3.176649556735356e-07
1927,0.0,3.378215183147404e-07
1928,0.0,2.7308237804390956e-07
1929,1.1140406375176326e-09,2.941067407391529e-07
1930,0.0,2.9515126698242966e-07
1931,0.0,1.984532076448886e-07
1932,1.0959536611565568e-09,3.123467990917561e-07
1933,1.1470662197865522e-09,2.2597204463181697e-07
1934,3.5944740517379614e-09,2.7437818062026054e-07
1935,7.180970484910176e-09,2.8604199542314745e-07
1936,0.0,2.133949692506576e-07
1937,0.0,2.46785901936164e-07
1938,0.0,2.1781559667033434e-07
1939,3.058810094103137e-09,2.3552837546958472e-07
1940,0.0,3.62616958682338e-07
1941,2.9515025978810172e-09,2.243141921098868e-07
1942,3.034211770724937e-09,2.639764318246307e-07
1943,0.0,2.4967823719634907e-07
1944,0.0,2.731208326167689e-07
1945,2.178504043826024e-09,3.6381018730935466e-07
1946,0.0,3.2714595477045805e-07
1947,0.0,4.0292545122611045e-07
1948,0.0,2.7071001795775373e-07
1949,0.0,2.4051669811342435e-07
1950,0.0,2.5418515292585653e-07
1951,1.0661401761424827e-09,2.569397850038513e-07
1952,0.0,2.456939398598479e-07
1953,0.0,2.4456588221255515e-07
1954,9.772536113672459e-10,2.4333616011062986e-07
1955,9.385607846468247e-10,2.703055201891402e-07
1956,1.744228317335228e-09,2.747159726368409e-07
1957,0.0,2.341284925932996e-07
1958,0.0,2.4320397074006905e-07
1959,0.0,2.8522751449600037e-07
1960,6.920833350854139e-10,2.636837450609164e-07
1961,0.0,2.654196862295066e-07
1962,4.43936931660005e-09,3.456366357568186e-07
1963,3.879631726988464e-09,3.09077336169139e-07
1964,3.041984220075733e-09,2.451839122841193e-07
1965,1.0944086747954884e-09,2.9275432211761654e-07
1966,1.1078149508847446e-09,3.5006951293325983e-07
1967,2.9582012395223956e-09,3.372349510755157e-07
1968,2.6948494546985557e-09,3.1439910230801615e-07
1969,4.5417578031781147e-10,3.0747699497624126e-07
1970,3.219107425067591e-09,2.8971967935831344e-07
1971,1.0276794970565106e-09,3.2012215456234117e-07
1972,2.565073486948677e-09,3.1499101282861375e-07
1973,2.205281512956958e-09,3.159065897762048e-07
1974,1.1251143350321513e-09,2.9703019777116424e-07
1975,0.0,2.5130512426585483e-07
1976,0.0,2.9881746854698576e-07
1977,0.0,2.703319523789105e-07
1978,2.3762365408686037e-09,3.166335318383062e-07
1979,1.7555920051037788e-09,3.013766161075182e-07
1980,2.2740602734216964e-09,3.0301853826131264e-07
1981,6.325549417596221e-09,3.3525412845847313e-07
1982,1.8622506869903077e-09,3.7989914858371776e-07
1983,1.2630632095778083e-09,3.4229012157993566e-07
1984,1.739702604197646e-09,3.688169272209052e-07
1985,0.0,3.9341750834864797e-07
1986,5.994485463567401e-10,3.410862348118826e-07
1987,1.2221633705067347e-09,3.5626061389848473e-07
1988,5.996553809062277e-10,3.6159218552711536e-07
1989,1.3171493229435782e-08,3.375195092303329e-07
1990,2.1249737969242233e-08,3.7813637732142524e-07
1991,4.10302547493302e-09,3.8040909089431807e-07
1992,2.2039776670368383e-09,3.9561399489684845e-07
1993,1.661762283333701e-09,4.1322488186779083e-07
1994,5.274926717646622e-09,4.1355423263667035e-07
1995,3.253470381991974e-09,4.430142439559859e-07
1996,2.6690460952494277e-09,4.115669014481682e-07
1997,5.274384040632185e-09,3.893454447734257e-07
1998,1.9072516010965046e-08,4.12443171171617e-07
1999,2.559312584082818e-08,4.1040405562853266e-07
2000,1.0603275590881367e-08,4.39152330500292e-07
2001,7.448059946568719e-09,4.652846996577864e-07
2002,1.0076809608960957e-08,4.1358731550644734e-07
2003,3.333538334260311e-09,4.6669535436194565e-07
2004,3.9643119897903034e-09,4.4356247030918894e-07
2005,1.0358624180639708e-08,4.4767270424017624e-07
2006,5.353256948836815e-09,4.7438092565244006e-07
2007,5.991719120856942e-09,4.889242859462684e-07
2008,5.960415716543821e-09,4.853480959354783e-07
2009,2.860915504498962e-09,4.6680605692017707e-07
2010,6.613310343794865e-09,4.974153853254393e-07
2011,2.6767803529281764e-09,4.7111333856264537e-07
2012,2.7234021704458655e-09,4.742124133372272e-07
2013,2.5102124823206395e-09,4.853077371080872e-07
2014,4.114345752981308e-09,5.825047537655337e-07
2015,1.7732603163622684e-09,4.5705783691118995e-07
2016,1.2428040818690533e-09,4.283531325199874e-07
2017,1.509366853724714e-09,4.2413208234393096e-07
2018,2.323319980845895e-09,4.2800718347280053e-07
2019,2.04079020349468e-09,4.2040278458443936e-07
