year,anciens_ADJ anneaux_NOUN,anciens_ADJ canaux_NOUN
1882,0.0,3.9266770945900475e-08
1883,1.2638677882037541e-09,5.3714381609282214e-08
1884,1.1222884843675729e-08,3.1027976632458376e-08
1885,1.4180398189012067e-08,6.89682995713703e-08
1886,4.5174246565693466e-09,5.485444276587259e-08
1887,0.0,4.570247114088488e-08
1888,2.53624587998047e-09,3.93118118058311e-08
1889,6.265136853755848e-09,5.6386230795624215e-08
1890,1.3108772956016423e-09,4.1948073459252555e-08
1891,0.0,4.398211927991724e-08
1892,1.8805537127519756e-09,6.14314210611866e-08
1893,0.0,5.1114856347567184e-08
1894,2.520615716150587e-09,7.309785843290229e-08
1895,0.0,2.347259631108045e-08
1896,2.358811590497112e-09,3.06645503989067e-08
1897,1.7480140668268973e-09,2.680288169187861e-08
1898,5.6583548957434e-10,3.621347133275776e-08
1899,5.527578395003729e-10,3.7034777022881826e-08
1900,3.114631885736685e-09,5.398695179792412e-08
1901,2.794369402536745e-09,3.5209055337936945e-08
1902,9.820567692386817e-10,5.9414435593652115e-08
1903,0.0,3.726151831529023e-08
1904,0.0,4.1384613069794796e-08
1905,1.5482277682110634e-09,5.057543805975229e-08
1906,5.144184522798412e-10,4.166789580040131e-08
1907,5.142843373384665e-10,3.5485619775954547e-08
1908,0.0,2.4556944921982904e-08
1909,1.1001967115120692e-09,3.245580459942943e-08
1910,0.0,5.6647998292191915e-08
1911,0.0,3.990280461607654e-08
1912,0.0,3.334029585744247e-08
1913,5.30298971401777e-10,3.2878535449754054e-08
1914,0.0,3.549274296688054e-08
1915,0.0,5.301343009023185e-08
1916,0.0,3.4061130804730055e-08
1917,0.0,2.0836205649743533e-08
1918,0.0,2.2972752589112133e-08
1919,9.207848372660976e-10,5.7088658744763876e-08
1920,3.028892692213958e-09,1.2872793941909322e-08
1921,0.0,3.180554092319099e-08
1922,1.4755870969551665e-09,4.0578644444622114e-08
1923,3.1847844361720945e-09,3.503262746562541e-08
1924,1.289162443462999e-09,1.5469948877466777e-08
1925,0.0,5.829034321891413e-08
1926,5.57306911730393e-09,3.009457438807317e-08
1927,0.0,4.236705486437842e-08
1928,1.1426041224282812e-09,4.4561561107769876e-08
1929,0.0,3.0079097435020685e-08
1930,1.0503603542488804e-09,2.8359729342675166e-08
1931,0.0,1.7108034988666532e-08
1932,0.0,2.7398840973802407e-08
1933,0.0,2.7529588830788043e-08
1934,3.5944740517379614e-09,3.714289675826876e-08
1935,0.0,3.2314367182095793e-08
1936,0.0,4.1224028635156174e-08
1937,0.0,6.169647881471008e-08
1938,0.0,2.3337385357535823e-08
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,0.0,2.789361186472661e-08
1941,0.0,1.7709015143196893e-08
1942,0.0,2.4273694165799498e-08
1943,2.9032352077962287e-09,4.935499875458049e-08
1944,3.2131861615880553e-09,2.5705489292704442e-08
1945,0.0,1.9606536838523425e-08
1946,0.0,4.037120326927379e-08
1947,0.0,2.5033828343623554e-08
1948,2.174377566888097e-09,3.044128504825494e-08
1949,2.945102384188658e-09,3.043272656100271e-08
1950,5.317680518146517e-09,4.6795588737325033e-08
1951,1.0661401761424827e-09,3.0918064997109695e-08
1952,1.0544803918932644e-09,2.1089607171731473e-08
1953,2.1547654771580937e-09,2.5857186614075545e-08
1954,0.0,2.149958033825783e-08
1955,0.0,4.03581155161703e-08
1956,0.0,1.1337483840634377e-08
1957,1.7670075402875796e-09,1.236905244894615e-08
1958,5.790570245522986e-09,1.9026160036350603e-08
1959,7.750747599288843e-09,4.960478516835565e-08
1960,4.152500121534786e-09,1.4533750203327145e-08
1961,1.3896318540318475e-09,2.1539294070560544e-08
1962,6.341956404476434e-10,2.2196847748734427e-08
1963,0.0,1.8104948651398445e-08
1964,1.8251904432275978e-09,1.8251904876365188e-08
1965,0.0,1.2038495533772675e-08
1966,1.1078149508847446e-09,2.76953731059848e-08
1967,0.0,1.6763140597841897e-08
1968,0.0,2.2906220920049236e-08
1969,0.0,1.952955883122165e-08
1970,2.2993624781975086e-09,1.839490026966928e-08
1971,0.0,1.4387513402880359e-08
1972,5.130146862875051e-10,1.641647029426707e-08
1973,1.6539611902288698e-09,1.8193572870472963e-08
1974,5.625571675160757e-10,3.150320015965491e-08
1975,5.711480177694739e-10,1.4849848462006321e-08
1976,0.0,2.5139518688988005e-08
1977,0.0,2.52701610747863e-08
1978,5.940591352171509e-10,2.0792070287711795e-08
1979,0.0,1.6970723160092405e-08
1980,0.0,1.819248218737357e-08
1981,0.0,2.150686878588104e-08
1982,6.207502289967692e-10,3.041676022164097e-08
1983,6.315316047889041e-10,1.2630632317822688e-08
1984,1.1598016991243298e-09,9.278413592994639e-09
1985,2.4062232206745193e-09,1.864822929409371e-08
1986,1.1988970927134801e-09,1.618511025203162e-08
1987,0.0,2.199894133525504e-08
1988,0.0,9.594486094499644e-09
1989,0.0,2.030605161795762e-08
1990,5.44865097484859e-10,1.471135746555774e-08
1991,5.861465202094962e-10,8.7921980806982e-09
1992,5.509944167592096e-10,1.3774860363469088e-08
1993,5.539207426075166e-10,7.754890063438324e-09
1994,0.0,1.4769794165481187e-08
1995,5.422450821690461e-10,1.6809597269684673e-08
1996,5.338092190498855e-10,1.4412849136391515e-08
1997,0.0,1.006927874414032e-08
1998,9.536258449571733e-10,2.0502956221690738e-08
1999,1.8280804647829996e-09,1.3253583119876566e-08
2000,0.0,1.3254094266557104e-08
2001,0.0,3.023036096450049e-08
2002,0.0,8.762443215459825e-09
2003,0.0,1.2084076850271686e-08
2004,1.3214374039449694e-09,6.6071867144135155e-09
2005,0.0,1.4862373776125537e-08
2006,1.2353669198716943e-09,1.6883348052942893e-08
2007,1.1983438685803094e-09,1.7975157362570826e-08
2008,0.0,2.3415918981584127e-08
2009,4.76819250749827e-10,1.668867399828855e-08
2010,9.447586046817946e-10,9.919965293647692e-09
2011,1.1471915639660324e-09,1.9884653867929813e-08
2012,6.808505426114664e-10,1.2595735121578855e-08
2013,5.578250084070646e-10,1.2272150407000026e-08
2014,0.0,1.429193821622654e-08
2015,0.0,1.219116452233493e-08
2016,8.285360175719347e-10,1.304944241553585e-08
2017,5.031222660711876e-10,1.5596789637584152e-08
2018,5.162933414126769e-10,1.1358453733123497e-08
2019,5.1019755087367e-10,1.2499840273960672e-08
