year,ces_DET ados_NOUN,ces_DET cadeaux_NOUN
1873,5.986004469882289e-10,8.081105917767673e-08
1874,6.572069888299836e-09,7.408515401152727e-08
1875,6.865832347102696e-09,6.236464500375405e-08
1876,3.02300739996042e-09,6.952917086522348e-08
1877,6.184815992682502e-10,9.091679409323206e-08
1878,1.2078177347163432e-09,4.227362060404971e-08
1879,1.832797580370027e-09,5.5594860270957724e-08
1880,2.5671385017744797e-09,9.62676942606322e-08
1881,1.3945015142624584e-09,1.1365187368994611e-07
1882,1.9966155395678697e-09,9.916523779907038e-08
1883,6.319338941018771e-10,9.289428071213024e-08
1884,1.9805090900604227e-09,1.3269411169858358e-07
1885,4.511945039809007e-09,1.1215406381381854e-07
1886,6.453463763378409e-09,1.1035423241878561e-07
1887,6.528924623161458e-10,7.508263344391253e-08
1888,8.242799331981132e-09,1.2047167707862627e-07
1889,8.144677599020156e-09,1.00868700059209e-07
1890,7.209825181320184e-09,1.3764211459488251e-07
1891,6.374220040683554e-10,9.75255680657483e-08
1892,0.0,9.026657821209483e-08
1893,0.0,9.05287231844909e-08
1894,2.520615716150587e-09,9.893416574868752e-08
1895,4.213030146971164e-09,1.251871815100003e-07
1896,2.948514543632541e-09,1.197096892724403e-07
1897,0.0,1.0954221352221793e-07
1898,5.6583548957434e-10,1.1712794822926753e-07
1899,4.4220627160029835e-09,9.396883449142024e-08
1900,0.0,9.395806088718928e-08
1901,1.676621730339889e-09,1.061860412931992e-07
1902,3.928227076954727e-09,9.722362293018705e-08
1903,2.1600881083827517e-09,7.830319104229488e-08
1904,4.837162670412454e-09,1.096423503099686e-07
1905,0.0,1.125045479000164e-07
1906,2.0576737536082135e-09,1.0031159636270104e-07
1907,0.0,9.92568782720582e-08
1908,0.0,1.090328378694494e-07
1909,3.85068837926994e-09,1.0396859018158011e-07
1910,2.67207544979442e-09,1.0688301266270628e-07
1911,1.5961122423746588e-09,9.044635973509685e-08
1912,1.0418842455450772e-09,7.501566479106714e-08
1913,5.833288518886093e-09,9.015082458319057e-08
1914,2.678697486047099e-09,1.1317496628748813e-07
1915,0.0,1.0367070313321847e-07
1916,3.2962386153911893e-09,1.1317085579776176e-07
1917,4.3865698851064394e-09,9.102132203508972e-08
1918,0.0,8.844509657990329e-08
1919,9.207848372660976e-10,7.55043565447977e-08
1920,3.028892692213958e-09,8.253732808327641e-08
1921,0.0,8.784386906768304e-08
1922,0.0,8.705963949751094e-08
1923,0.0,1.1783702369427829e-07
1924,0.0,1.0313299547703991e-07
1925,7.698724546756353e-09,1.0008342066214482e-07
1926,1.1146138456652466e-09,1.0477369905004252e-07
1927,1.1149224876660924e-09,1.0591763910383634e-07
1928,0.0,1.0968999930582868e-07
1929,0.0,9.914962006973838e-08
1930,0.0,9.978423154421989e-08
1931,1.1405356659111021e-09,9.580499771288942e-08
1932,4.383814644626227e-09,1.1288322632196923e-07
1933,0.0,1.2847142016880753e-07
1934,0.0,1.2341027755269351e-07
1935,3.590485242455088e-09,1.32847951306303e-07
1936,1.2124714565686645e-09,1.0306007069971201e-07
1937,0.0,1.3724318748131736e-07
1938,0.0,9.983215321085481e-08
1939,0.0,1.2235240376412548e-07
1940,0.0,1.0903866431988263e-07
1941,0.0,1.3872061899178334e-07
1942,3.034211770724937e-09,1.4260795033749218e-07
1943,8.709705623388686e-09,2.0322646676618206e-07
1944,0.0,1.4138019288623127e-07
1945,0.0,1.241747273894589e-07
1946,0.0,1.0440828290825266e-07
1947,0.0,1.215928815412326e-07
1948,0.0,1.0545731043976048e-07
1949,1.9634016634739737e-09,1.2762110479513922e-07
1950,0.0,1.0954422080544646e-07
1951,0.0,1.2900296475493178e-07
1952,0.0,8.963083608648503e-08
1953,8.619062019654677e-09,9.69644453618912e-08
1954,9.772536113672459e-10,8.502106130237053e-08
1955,0.0,1.3890700145680057e-07
1956,8.72114158667614e-10,1.3692192446512763e-07
1957,0.0,1.0955446771987454e-07
1958,0.0,9.430357739148576e-08
1959,0.0,1.2633719137511434e-07
1960,6.920833350854139e-10,1.0450458010069497e-07
1961,0.0,1.1117054565801254e-07
1962,0.0,1.1415521328217437e-07
1963,6.466053248388448e-10,1.351405138905193e-07
1964,1.2167936658258327e-09,8.395876616162923e-08
1965,0.0,1.1053527515514361e-07
1966,2.215629901769489e-09,1.0302679243068269e-07
1967,0.0,1.291747935283638e-07
1968,0.0,1.0060771771236432e-07
1969,1.3625273409534344e-09,9.991867244707464e-08
1970,1.3796175313274261e-09,1.057706739970854e-07
1971,1.0276794970565106e-09,9.660186961468753e-08
1972,1.5390440588625154e-09,1.0824610008342006e-07
1973,0.0,8.655730088236169e-08
1974,0.0,1.0801097261037285e-07
1975,0.0,1.3022174982779688e-07
1976,0.0,1.1312783065875465e-07
1977,1.7630346071939584e-09,9.579154180983096e-08
1978,1.1881182704343018e-09,9.386134180999761e-08
1979,0.0,9.714275872596545e-08
1980,5.685150683554241e-10,1.0744934719753019e-07
1981,6.325549528618524e-10,1.6003640368467131e-07
1982,6.207502289967692e-10,1.1545954059499763e-07
1983,0.0,1.199910055760256e-07
1984,0.0,1.223590775367711e-07
1985,2.4062232206745193e-09,1.7384962802680093e-07
1986,5.994485463567401e-10,1.252847496857612e-07
1987,1.8332451112712533e-09,1.252717432009831e-07
1988,2.398621523624911e-09,1.3252384256645655e-07
1989,2.7440609784434855e-09,1.026278813043291e-07
1990,6.538381169818308e-09,1.2204978006025158e-07
1991,3.5168792322792797e-09,1.4301975070907247e-07
1992,1.5427844002324775e-08,1.344426365790241e-07
1993,8.862731881720265e-09,1.473429218634692e-07
1994,7.912389798914177e-09,1.0866349064997394e-07
1995,9.218166396873784e-09,1.3718800850881507e-07
1996,4.804282749404365e-09,1.0622803436888262e-07
1997,6.233362714880286e-09,1.1363899865557414e-07
1998,1.4304387563335297e-08,1.1109741393511285e-07
1999,6.8553016596695215e-09,1.1928225163160278e-07
2000,2.4299173340125435e-08,1.347499569703814e-07
2001,1.4019877259130453e-08,1.331888377364976e-07
2002,1.445803077260166e-08,1.4501842748870786e-07
2003,1.8334460616387105e-08,1.7334398982882249e-07
2004,2.2464435645019876e-08,1.2861990406065615e-07
2005,1.7114248684890754e-08,1.333109871382021e-07
2006,3.3766697882242624e-08,1.3877289184449637e-07
2007,2.995859649246313e-08,1.725615099701372e-07
2008,3.2356540557998414e-08,1.6305993888465764e-07
2009,3.147007010539937e-08,1.9215815783013568e-07
2010,5.29064818621805e-08,2.1020878904209894e-07
2011,5.2770813496749724e-08,2.107008576501812e-07
2012,5.61701698487127e-08,2.413615227681021e-07
2013,7.22383379780922e-08,2.437695236778836e-07
2014,4.7856337559437634e-08,2.566052508257144e-07
2015,5.962587668051356e-08,2.5446285079055997e-07
2016,5.033356398342903e-08,2.2101197671986483e-07
2017,7.169492644010234e-08,2.2665658505616193e-07
2018,5.266192193431607e-08,2.5582335538842926e-07
2019,5.688702842121529e-08,2.382622561469816e-07
