year,mauvais_ADJ arts_NOUN,mauvais_ADJ quarts_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,1.5664880947952042e-08
1803,0.0,1.950339223455444e-09
1804,0.0,1.2359254952798437e-08
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,4.5321479902327155e-09
1809,0.0,2.710836710662079e-08
1810,0.0,1.8721014072298203e-08
1811,0.0,7.521229861140455e-09
1812,0.0,1.3336041604361526e-08
1813,0.0,0.0
1814,1.2586708564299443e-08,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.71256075987003e-08
1818,0.0,1.5497530370112145e-08
1819,0.0,3.1053151161586356e-09
1820,0.0,1.1866481131050932e-08
1821,2.9584463767662328e-09,5.1279737789400315e-08
1822,3.0076847679083585e-09,2.8071724500478012e-08
1823,0.0,9.882686669016039e-09
1824,8.421112696055388e-10,1.1789557774477544e-08
1825,6.163809906922779e-09,8.805443485471187e-09
1826,0.0,1.7615968683770689e-09
1827,1.3825909306319772e-08,7.373818444733615e-09
1828,0.0,3.66892045633449e-08
1829,0.0,1.5431716349212365e-08
1830,0.0,1.0436835395921662e-08
1831,1.5591206103948707e-09,2.6505050598757407e-08
1832,0.0,4.6001897402447867e-08
1833,1.1583628500844156e-09,3.359252431778259e-08
1834,0.0,1.3068342852307069e-08
1835,0.0,2.0420337421001022e-08
1836,0.0,1.4785650037651976e-08
1837,1.2524203896191466e-08,9.045257876039159e-09
1838,0.0,6.943378316748294e-09
1839,0.0,9.788065469251706e-09
1840,6.369688665408546e-10,1.7835128929277744e-08
1841,5.778493683550323e-09,4.494383976094696e-09
1842,4.695785538189057e-09,8.049918065466954e-09
1843,1.7720733769266417e-09,8.269675610961258e-09
1844,0.0,2.7442805805577564e-09
1845,0.0,1.2276501593078137e-08
1846,0.0,9.952652035849496e-09
1847,0.0,7.550513103637968e-09
1848,0.0,4.02261068899179e-09
1849,0.0,1.75967720394965e-08
1850,0.0,1.2220192857625989e-08
1851,0.0,5.159551008659946e-09
1852,0.0,3.906327261660181e-09
1853,0.0,9.555090940693844e-09
1854,2.0782657816909023e-09,4.676098175337984e-09
1855,0.0,2.865746040470185e-08
1856,0.0,1.501384794266869e-08
1857,0.0,1.0251168802710708e-08
1858,0.0,2.2510910469009104e-08
1859,5.092173349652285e-10,2.189634606963864e-08
1860,1.1900677776566226e-08,1.1900677776566226e-08
1861,7.545541969022906e-09,2.4051415081771665e-08
1862,0.0,2.3945327498609004e-08
1863,9.989241656072068e-10,7.991393324857654e-09
1864,1.2945765348604255e-08,1.2945765348604255e-08
1865,3.765475486972036e-09,1.8827376990770972e-08
1866,1.4110277390955162e-08,6.3252967308358166e-09
1867,9.7056229719783e-10,2.9602150064533816e-08
1868,2.9639244392143382e-09,1.5807597009143137e-08
1869,0.0,3.320792885119772e-08
1870,4.587239033071455e-09,1.4335121534259088e-08
1871,0.0,2.442870794538976e-08
1872,1.2094678591978436e-09,1.9351485747165498e-08
1873,0.0,1.7359413462259e-08
1874,4.182226565063729e-09,2.5093358502203955e-08
1875,6.865832347102696e-09,2.345826111138649e-08
1876,2.418405919968336e-09,1.874264654588842e-08
1877,6.80329748092845e-09,1.6699003069220453e-08
1878,3.6234530931267273e-09,1.509772218355465e-08
1879,0.0,2.077170613290491e-08
1880,1.9253538763308597e-09,2.0537108014195837e-08
1881,6.972507571312292e-10,1.3945014920579979e-08
1882,1.9966155395678697e-09,3.128031167420886e-08
1883,6.319338941018771e-10,1.0110942305630033e-08
1884,0.0,2.0465261485469455e-08
1885,0.0,1.6758653131887513e-08
1886,0.0,1.4842966855610484e-08
1887,0.0,2.154545164501087e-08
1888,0.0,1.1413106904001324e-08
1889,3.132568426877924e-09,2.0048437576747347e-08
1890,1.9663159989136147e-09,3.2771932723107966e-08
1891,0.0,1.529812720946211e-08
1892,0.0,7.522214851007902e-09
1893,6.158416554491453e-10,3.94138659487453e-08
1894,1.2603078580752936e-09,2.7096618282484997e-08
1895,1.2037228991346183e-09,7.22233739480771e-09
1896,0.0,1.6511680911435178e-08
1897,0.0,2.505486840220783e-08
1898,0.0,2.6594268121016285e-08
1899,4.4220627160029835e-09,8.291367592505594e-09
1900,0.0,2.180242297811219e-08
1901,1.676621730339889e-09,2.5708198236884527e-08
1902,0.0,1.4239823542538943e-08
1903,5.400220270956879e-10,1.5120615870500842e-08
1904,4.837162670412454e-09,2.8485512615361586e-08
1905,3.6125313851442797e-09,1.909480928929952e-08
1906,5.144184522798412e-10,1.0802787109298606e-08
1907,0.0,1.337139288182243e-08
1908,4.911389073214423e-10,2.553922229253658e-08
1909,0.0,1.5952851484257735e-08
1910,0.0,2.4583092894658876e-08
1911,1.0640748282497725e-09,2.8730021028877673e-08
1912,1.0418842455450772e-09,2.7088990606216612e-08
1913,0.0,2.0151361468379037e-08
1914,0.0,1.6741859454327823e-08
1915,2.3561523843085297e-09,3.416420923940677e-08
1916,0.0,2.7468654906215306e-08
1917,4.386569774084137e-09,5.15421945124217e-08
1918,4.594550517822427e-09,1.722956355365568e-08
1919,0.0,2.2098836538475553e-08
1920,0.0,1.590168707821249e-08
1921,5.300923255902035e-09,2.4232791773215467e-08
1922,1.4755870969551665e-09,1.1066902949607993e-08
1923,1.0615948120573648e-09,1.4862327368803108e-08
1924,0.0,1.1602462102189293e-08
1925,1.0998177923937646e-09,1.5397448649423495e-08
1926,0.0,1.0031524944054127e-08
1927,0.0,2.0068604555945058e-08
1928,0.0,2.2852082892654835e-08
1929,0.0,1.0026365515614089e-08
1930,0.0,3.2561171536826805e-08
1931,0.0,1.9389105432310316e-08
1932,0.0,1.4247397928102146e-08
1933,0.0,1.9500125958415992e-08
1934,0.0,1.7972370258689807e-08
1935,1.196828414151696e-09,2.752705441366743e-08
1936,0.0,8.487299751891442e-09
1937,0.0,6.295559185076627e-09
1938,0.0,1.5558256905023882e-08
1939,0.0,3.6705721129237645e-08
1940,0.0,1.2678914806940611e-08
1941,5.9030051957620344e-09,0.0
1942,0.0,1.517105907566929e-08
1943,0.0,8.709705845433291e-09
1944,0.0,0.0
1945,0.0,6.535512131478072e-09
1946,0.0,9.744772988540262e-09
1947,4.7683483828109274e-09,9.536696765621855e-09
1948,0.0,9.784699273041042e-09
1949,0.0,1.2762110479513922e-08
1950,0.0,5.317680518146517e-09
1951,0.0,8.529121409139861e-09
1952,0.0,1.1599284199803606e-08
1953,0.0,9.69644453618912e-09
1954,0.0,7.818028890937967e-09
1955,9.385607846468247e-10,1.407841132561316e-08
1956,0.0,5.232684952005684e-09
1957,2.6505113659425206e-09,7.068030161150318e-09
1958,1.6544486891589827e-09,1.2408365002158916e-08
1959,0.0,1.007597205671118e-08
1960,0.0,4.844583401109048e-09
1961,2.08444772553662e-09,3.47407969059077e-09
1962,1.2683912808952869e-09,1.585489073363533e-08
1963,0.0,4.526237162849611e-09
1964,6.083968329129164e-10,1.4601523545820783e-08
1965,5.472043373977442e-10,1.5321720781003023e-08
1966,0.0,6.6468897053084675e-09
1967,9.860671168482327e-10,8.874604162656397e-09
1968,2.6948494546985557e-09,2.6948494546985557e-09
1969,1.3625273131978588e-09,3.1792304344691047e-09
1970,9.197450023812337e-10,9.197449912790034e-09
1971,4.624557625731995e-09,1.6956711590410123e-08
1972,5.130146862875051e-10,1.2312352026810913e-08
1973,1.6539611902288698e-09,1.2129047988196362e-08
1974,0.0,3.937900228123681e-09
1975,0.0,7.4249242310031605e-09
1976,0.0,7.998937512354587e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,2.3762365408686037e-09,1.0099005187669263e-08
1979,1.1703946700691858e-09,4.096381456264453e-09
1980,6.253665585376211e-09,7.390696055153967e-09
1981,0.0,3.1627747087981106e-09
1982,0.0,3.7245013739806154e-09
1983,0.0,1.515675762675528e-08
1984,0.0,8.69851302098823e-09
1985,1.2031116103372597e-09,7.820225356169885e-09
1986,1.1988970927134801e-09,7.1933827783254856e-09
1987,0.0,3.6664902225425067e-09
1988,5.996553809062277e-10,1.798966087207532e-09
1989,5.488122178931576e-10,5.488121956886971e-09
1990,5.44865097484859e-10,7.628111475810329e-09
1991,5.861465202094962e-10,2.344586080837985e-09
1992,5.509944167592096e-10,4.4079553340736766e-09
1993,1.661762283333701e-09,7.200969598386564e-09
1994,1.5824779264761446e-09,8.967375286772494e-09
1995,0.0,3.795715741716776e-09
1996,4.270473752399084e-09,4.804283193493575e-09
1997,3.835915585170824e-09,8.151320507465698e-09
1998,2.3840645013706308e-09,5.2449422582867555e-09
1999,4.570201106446348e-09,5.0272213059088244e-09
2000,8.836062992401139e-10,7.510653432518666e-09
2001,4.3812117822561447e-10,4.8193329327261836e-09
2002,1.752488598683044e-09,5.257465574004527e-09
2003,8.333845835650777e-10,9.58392298855415e-09
2004,4.404791253964646e-10,8.809582507929292e-10
2005,1.8014998381943315e-09,1.0358624180639708e-08
2006,2.4707338397433887e-09,7.000412693969338e-09
2007,1.997239706952314e-09,6.391167151065247e-09
2008,0.0,8.089135583588813e-09
2009,1.430457752249481e-09,6.675469510497578e-09
2010,0.0,8.97520635589899e-09
2011,1.1471915639660324e-09,4.971163480860241e-09
2012,0.0,6.127654827992046e-09
2013,5.578250084070646e-10,7.80955033974351e-09
2014,1.0827225782605865e-09,9.094869746206768e-09
2015,8.866301581811342e-10,1.0861219479352258e-08
2016,6.214020409345267e-10,1.677785377296459e-08
2017,1.509366853724714e-09,5.7859059765519305e-09
2018,7.744400121190154e-10,5.937373259712331e-09
2019,1.2754939326953263e-09,7.1427654901867754e-09
