year,crédits_NOUN ouverts_ADJ,crédits_NOUN couverts_ADJ
1982,8.752577862480848e-08,1.2415004579935385e-09
1983,4.9890995335033494e-08,0.0
1984,4.349256466085194e-08,5.219107812592938e-09
1985,6.015557918459535e-08,1.2031116103372597e-09
1986,5.994485618998624e-08,0.0
1987,3.727598141267663e-08,5.49973533381376e-09
1988,4.9771396781750354e-08,0.0
1989,4.555141408513208e-08,2.7440609784434855e-09
1990,5.775570133259578e-08,3.814055737905164e-09
1991,5.509777373235991e-08,2.344586080837985e-09
1992,4.24265707010818e-08,5.509944167592096e-10
1993,3.82205316284967e-08,5.539207426075166e-10
1994,2.584714020592571e-08,5.274926606624319e-10
1995,7.699880322231678e-08,0.0
1996,2.989331626679359e-08,1.067618438099771e-09
1997,2.6371918870893296e-08,0.0
1998,3.1469653105631323e-08,1.9072516899143466e-09
1999,2.0108884779546088e-08,9.140402323914998e-10
2000,2.739179605359965e-08,4.4180314962005696e-10
2001,5.739387337611035e-08,1.3143635069212678e-09
2002,3.636413725693899e-08,2.6287327870022636e-09
2003,2.7501691590714472e-08,0.0
2004,6.827426446420759e-08,1.7619165015858584e-09
2005,2.8373622673605325e-08,0.0
2006,3.953174321225106e-08,7.000412693969338e-09
2007,4.034424297416628e-08,1.1983438685803094e-09
2008,1.575252639440805e-08,0.0
2009,1.8595951001287858e-08,0.0
2010,1.7950414321621366e-08,4.723793023408973e-10
2011,1.5295887223487625e-08,1.529588788962144e-09
2012,1.702126331548648e-08,0.0
2013,3.988448643577058e-08,1.1156500168141292e-09
2014,3.681256866006066e-08,2.165445156521173e-09
2015,3.879006982288047e-08,8.866301581811342e-10
2016,2.4648945995409122e-08,0.0
2017,2.6413918718937168e-08,1.2578056374223934e-09
2018,4.9822308056945985e-08,7.744400121190154e-10
2019,1.3010037214211678e-08,1.02039510174734e-09
