year,crédits_NOUN ouverts_ADJ,crédits_NOUN couverts_ADJ
1800,2.5153315874604232e-08,0.0
1801,1.1905912700171939e-08,0.0
1802,6.713520406265161e-09,0.0
1803,3.900678446910888e-09,0.0
1804,2.4718509461507665e-08,0.0
1805,1.421438877713399e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,2.562259560079383e-08,0.0
1808,1.5862518409903714e-08,0.0
1809,1.581321384946932e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,2.757784534068719e-08,0.0
1812,3.200649834056435e-08,0.0
1813,2.8757416448144113e-09,0.0
1814,2.2026739543434815e-08,0.0
1815,0.0,0.0
1816,9.270415546325239e-09,0.0
1817,1.2454986930698908e-08,0.0
1818,2.741870730460505e-08,0.0
1819,2.5877625819958894e-08,0.0
1820,7.35721794598021e-08,0.0
1821,5.719663187520041e-08,0.0
1822,2.4061478143266868e-08,0.0
1823,3.8542477320824275e-08,0.0
1824,2.4421225930382207e-08,0.0
1825,2.377469665582055e-08,0.0
1826,8.279505436803447e-08,0.0
1827,4.424290978022327e-08,0.0
1828,8.163348041989593e-08,0.0
1829,8.658907546532646e-08,0.0
1830,3.757260769177151e-08,0.0
1831,5.4569221363820475e-08,0.0
1832,3.788391467196561e-08,0.0
1833,4.170106215894975e-08,0.0
1834,2.5203233278148218e-08,0.0
1835,5.3697924329298985e-08,0.0
1836,3.5619975857770214e-08,0.0
1837,3.826840000442644e-08,0.0
1838,1.2182472408639455e-07,0.0
1839,7.341048868791944e-08,0.0
1840,1.0255198917841213e-07,1.2739377330817092e-09
1841,1.3868384929338617e-07,0.0
1842,1.0397810878970404e-07,0.0
1843,2.037884297978465e-07,0.0
1844,1.1306435881985877e-07,0.0
1845,2.667348972806849e-07,0.0
1846,2.1251839110725257e-07,0.0
1847,2.680432036328284e-07,0.0
1848,2.5905614053911563e-07,8.045221711050488e-10
1849,2.036197805921347e-07,0.0
1850,1.9823868147028634e-07,0.0
1851,1.5285169618906025e-07,0.0
1852,1.7969106025361725e-07,0.0
1853,1.0570319375347026e-07,0.0
1854,3.917530881913933e-07,0.0
1855,2.1599234045766025e-07,0.0
1856,1.8275478014251334e-07,0.0
1857,1.4839787804143967e-07,4.881509085841174e-10
1858,1.3310798618881847e-07,4.404308473482388e-09
1859,1.0286190166297615e-07,0.0
1860,1.0710610326425396e-07,0.0
1861,1.5043924134205966e-07,0.0
1862,2.787597462861058e-07,0.0
1863,3.161594861467165e-07,0.0
1864,2.2966746904273805e-07,0.0
1865,1.8686172220672148e-07,0.0
1866,2.1457352838982757e-07,0.0
1867,2.3633192469674213e-07,4.85281148598915e-10
1868,2.326680701436601e-07,0.0
1869,2.075495613151901e-07,0.0
1870,2.0757256669057256e-07,0.0
1871,3.9192142775590355e-07,0.0
1872,1.850485831234039e-07,0.0
1873,1.5743192044448406e-07,5.986004469882289e-10
1874,1.8103066046215588e-07,0.0
1875,2.0139775835925633e-07,0.0
1876,1.795666366710691e-07,0.0
1877,1.3173657398279914e-07,1.8554447978047506e-09
1878,3.7502741168093934e-07,0.0
1879,2.963022787128011e-07,0.0
1880,3.632501084371853e-07,0.0
1881,5.180572955065799e-07,0.0
1882,3.094754044141723e-07,2.6621540527571597e-09
1883,2.7236350774728635e-07,2.5277355764075082e-09
1884,3.254636489202767e-07,0.0
1885,2.391330825024518e-07,0.0
1886,3.046035017550963e-07,0.0
1887,2.3961153261531365e-07,0.0
1888,2.815232889030739e-07,0.0
1889,2.806781383979384e-07,5.012109394186837e-09
1890,2.628309027641329e-07,0.0
1891,2.715417645182683e-07,0.0
1892,2.0686090529409284e-07,6.268512375839919e-10
1893,2.7158616755507126e-07,0.0
1894,1.7833355658858352e-07,0.0
1895,3.4185731023761434e-07,1.2037228991346183e-09
1896,2.5946927978415246e-07,2.358811590497112e-09
1897,2.4763532668892196e-07,5.826713556089658e-10
1898,2.18978330579489e-07,2.8291773368493978e-09
1899,1.92912487761987e-07,5.527578395003729e-10
1900,1.8064864493183563e-07,5.19105292084987e-09
1901,1.9951798135853238e-07,1.676621730339889e-09
1902,1.9592033073667636e-07,4.910283846193408e-10
1903,2.046683478251765e-07,0.0
1904,2.3540858595794134e-07,0.0
1905,1.9198024325817187e-07,4.64468330463319e-09
1906,2.073106299960159e-07,0.0
1907,1.784566689977396e-07,5.142843373384665e-10
1908,1.6600494934237986e-07,0.0
1909,1.4687626287424038e-07,2.2003934230241384e-09
1910,1.3948232990834697e-07,1.6032452032632705e-09
1911,1.6067529973184946e-07,0.0
1912,2.0733496541858187e-07,0.0
1913,1.9939241574506994e-07,0.0
1914,1.4933738406996966e-07,0.0
1915,3.463544111514949e-07,1.4136913861761968e-08
1916,3.42808804010275e-07,3.2962386153911893e-09
1917,5.187118787830514e-07,3.289927441585405e-09
1918,2.906053220286253e-07,8.040463406189247e-09
1919,3.0293820812987704e-07,5.524709134618888e-09
1920,2.8698758436362937e-07,6.057785384427916e-09
1921,3.566764057993943e-07,2.2718242842501013e-09
1922,2.3609393345891405e-07,7.377935484775833e-10
1923,3.375871493460636e-07,1.0615948120573648e-09
1924,2.7845908245893725e-07,1.289162443462999e-09
1925,2.6725572555008625e-07,4.399271169575059e-09
1926,2.0508894227333485e-07,1.1146138456652466e-09
1927,2.062606565544911e-07,6.689535148041159e-09
1928,3.3135520816074404e-07,0.0
1929,2.0609751083533467e-07,0.0
1930,3.7182756007503315e-07,3.1510811737689437e-09
1931,3.809389212960923e-07,0.0
1932,4.1755835100687477e-07,2.1919073223131136e-09
1933,2.0188365801310226e-07,1.1470662197865522e-09
1934,3.139174040711623e-07,0.0
1935,5.972173768853395e-07,0.0
1936,7.347577026806107e-07,0.0
1937,3.726970936313023e-07,1.2591118148108649e-09
1938,6.002894437084905e-07,1.0372171566075394e-08
1939,6.255266526977721e-07,0.0
1940,3.955821403778259e-07,0.0
1941,3.6008331427694884e-07,5.9030051957620344e-09
1942,1.5777900830293845e-07,3.034211770724937e-09
1943,2.1193617172343693e-07,2.9032352077962287e-09
1944,1.4780656343305054e-07,0.0
1945,2.1785039816535345e-07,0.0
1946,3.647329327449711e-07,0.0
1947,5.626651313761499e-07,2.3841741914054637e-09
1948,4.2400362998407104e-07,8.697510267552389e-09
1949,1.1633154892720654e-06,3.9268033269479474e-09
1950,5.285774555829903e-07,4.2541445921528975e-09
1951,5.053504433805145e-07,0.0
1952,4.608079393619846e-07,0.0
1953,2.855064376028338e-07,0.0
1954,3.9871948831482484e-07,0.0
1955,4.749117450408846e-07,0.0
1956,3.296591577495178e-07,8.72114158667614e-10
1957,2.5356558819300545e-07,4.417518795207798e-09
1958,4.5249171343186845e-07,1.6544486891589827e-09
1959,5.107742806487181e-07,2.325224457422337e-09
1960,2.948275055203453e-07,2.076250060767393e-09
1961,1.91074375877065e-07,1.3896318540318475e-09
1962,1.48401785526886e-07,1.2683912808952869e-09
1963,2.1014672391128641e-07,1.939815863494232e-09
1964,1.5392439633998833e-07,6.083968329129164e-10
1965,1.6853894158064264e-07,2.73602163147757e-09
1966,1.4623157762461148e-07,3.8773522170743036e-09
1967,1.4741703607823453e-07,0.0
1968,1.3788646119339276e-07,8.982831700699023e-10
1969,1.1853987699761426e-07,4.541757636644661e-09
1970,1.0944965200820889e-07,4.598724956395017e-09
1971,1.3462601122782303e-07,1.541519245584766e-09
1972,8.362139530815327e-08,0.0
1973,1.1577727981881836e-07,5.513203782392395e-10
1974,1.0857353305304684e-07,3.3753431161187564e-09
1975,1.26794859500734e-07,1.1422960355389478e-09
1976,1.371246475256882e-07,1.142705374768127e-09
1977,1.2517545577850342e-07,1.7630346071939584e-09
1978,1.532672593285156e-07,5.940591352171509e-10
1979,6.14457219549891e-08,2.925986564150662e-09
1980,6.083111286914189e-08,1.1370301367108482e-09
1981,7.653915168326364e-08,2.5302198114474095e-09
