year,vous_PRON osez_VERB,vous_PRON causez_VERB
1800,6.476979024228058e-07,7.231578269539796e-08
1801,6.833993921873116e-07,1.0000967165524344e-07
1802,7.340115644183243e-07,5.370816325012129e-08
1803,6.436119619479541e-07,8.386458461018265e-08
1804,1.1469388283558146e-06,7.909922850046769e-08
1805,6.680762822952602e-07,7.391482248486625e-08
1806,6.483755612407549e-07,4.8988376022407465e-08
1807,5.864727725679586e-07,4.555128185756985e-08
1808,5.347934646238173e-07,7.024829473678551e-08
1809,6.709320388154083e-07,4.51806094758922e-08
1810,8.447857595683672e-07,6.552355102940055e-08
1811,8.373636433134379e-07,3.5099073869560016e-08
1812,6.53466003086578e-07,7.468183227388181e-08
1813,9.087343642022461e-07,6.039057431905803e-08
1814,6.8912227391138e-07,2.5173416240420465e-08
1815,6.850948111036814e-07,4.5852800667489646e-08
1816,5.840361723130627e-07,6.025769927475721e-08
1817,1.0057402306529184e-06,6.227493631882908e-08
1818,1.0764823343833996e-06,7.510341859529035e-08
1819,1.0206135101498148e-06,6.107119432385844e-08
1820,9.327054470986695e-07,8.543866414356671e-08
1821,1.1863370730225142e-06,6.804426611051184e-08
1822,1.0556973535358338e-06,8.020492714422289e-08
1823,9.764094386355282e-07,7.412015357033397e-08
1824,8.65690395812635e-07,8.926379724272238e-08
1825,8.012953287561686e-07,4.490775884491427e-08
1826,7.654138514112674e-07,3.3470339833030494e-08
1827,6.406004757764094e-07,5.8990548168491586e-08
1828,7.493769942357176e-07,6.512333783348367e-08
1829,6.549906217401258e-07,3.343538745870234e-08
1830,8.589516227175409e-07,9.497520636614354e-08
1831,7.733238334139969e-07,5.456922025359745e-08
1832,7.793262142286039e-07,9.065079353831607e-08
1833,5.965568590227122e-07,3.4750885280487864e-08
1834,6.384819286608945e-07,4.853955992700776e-08
1835,7.321069190879825e-07,7.487457054367042e-08
1836,5.383320882401676e-07,4.502902450909119e-08
1837,5.802881091199197e-07,4.1747346912757166e-08
1838,5.718818698596806e-07,5.302216044000829e-08
1839,4.5164929218799443e-07,2.9364195519576697e-08
1840,5.165817498209435e-07,5.22314480555508e-08
1841,4.892458065341998e-07,6.356343007496434e-08
1842,6.1783123328496e-07,7.915753030829364e-08
1843,6.733878592513065e-07,6.556671117152746e-08
1844,7.288809484862213e-07,6.586273482156457e-08
1845,6.082448464894696e-07,7.700714377278928e-08
1846,5.479813154352087e-07,3.1614307172134204e-08
1847,3.9532330475822164e-07,5.123562463182907e-08
1848,4.3363744595126263e-07,4.827133082141444e-08
1849,4.642195818860273e-07,2.5976185646925387e-08
1850,4.535049313858508e-07,5.838536409896733e-08
1851,4.759685836575045e-07,6.578427758086036e-08
1852,4.1862807975689975e-07,5.59906911945518e-08
1853,4.729770068934158e-07,3.1651239407182175e-08
1854,7.107669119932325e-07,8.00132351486127e-08
1855,4.654183989316607e-07,9.552486801567284e-08
1856,4.757837004376597e-07,5.746680020735084e-08
1857,5.418475055307681e-07,7.419893943705347e-08
1858,5.383043557571909e-07,4.355371752140513e-08
1859,4.7408133241333417e-07,5.855999507531351e-08
1860,5.698594023328951e-07,7.9643002859342e-08
1861,4.5320412311866676e-07,3.914249857572827e-08
1862,3.984863923278681e-07,6.7317995622318e-08
1863,6.028507542055195e-07,5.544029146875573e-08
1864,5.605036861311419e-07,6.472882674302127e-08
1865,5.728229410806307e-07,7.766293341759933e-08
1866,4.461766991425975e-07,6.957826315101556e-08
1867,3.2756478418605184e-07,6.988048895095744e-08
1868,3.9222600278776554e-07,5.1374689835625986e-08
1869,5.469541406455392e-07,9.034510739525103e-08
1870,4.982888341942271e-07,7.454263606376799e-08
1871,4.853878010635526e-07,4.460894587055009e-08
1872,4.825776827033224e-07,7.619647846013322e-08
1873,4.788803522615126e-07,5.5071241344961663e-08
1874,3.7221813897758693e-07,5.795370761063623e-08
1875,4.1709933640277086e-07,6.179249112392426e-08
1876,4.3833608742716024e-07,1.0399145189410319e-07
1877,5.646736909170613e-07,9.7101612084316e-08
1878,3.9495639470032984e-07,5.193616114951283e-08
1879,4.2581996240187436e-07,9.408360934770599e-08
1880,3.3244445063473904e-07,5.776061584583658e-08
1881,4.0858895999917877e-07,6.135806662754817e-08
1882,3.880089423091704e-07,7.653692923881295e-08
1883,4.1518055837741485e-07,7.393626866303293e-08
1884,3.1424076496477937e-07,5.743476449993068e-08
1885,2.4622327998713445e-07,5.1565084757676516e-08
1886,3.162197188544269e-07,4.840097922453879e-08
1887,2.239421199590197e-07,4.309090217979872e-08
1888,2.1875120026493278e-07,5.960177951180867e-08
1889,2.4371381357468636e-07,7.455512829324107e-08
1890,1.9794246952642425e-07,2.8839300059146922e-08
1891,2.0716214876870254e-07,6.374219996274633e-08
1892,1.9683128371639214e-07,6.143141995096357e-08
1893,2.2047131054137026e-07,3.69504986608149e-08
1894,2.073206388786275e-07,4.91520086853825e-08
1895,2.064384716504719e-07,3.791727110069587e-08
1896,2.004989845261207e-07,4.5996824349359144e-08
1897,1.6314797690597516e-07,4.42830230262814e-08
1898,2.0143743739708952e-07,5.262269908712369e-08
1899,2.07284188036283e-07,3.2612712530522003e-08
1900,1.8947343960462604e-07,6.021621778984354e-08
1901,1.9225261738142763e-07,5.476963993444883e-08
1902,2.096691247288618e-07,4.370152462129795e-08
1903,2.127686720143629e-07,4.5361850276037785e-08
1904,2.0531068045670509e-07,4.7296700778076683e-08
1905,2.2191263582271858e-07,3.509316037764165e-08
1906,1.7901762561223222e-07,5.247068290969992e-08
1907,1.7742809887977273e-07,4.011417997773492e-08
1908,1.8712393057285226e-07,4.7640472011778456e-08
1909,1.8208254815021974e-07,4.620826032919467e-08
1910,2.4102119766666874e-07,4.649411255996938e-08
1911,1.6014326220670227e-07,4.362706995664212e-08
1912,2.1462814814299236e-07,5.2094211611120045e-08
1913,1.840137500153105e-07,5.992378504515727e-08
1914,1.6607923569722516e-07,4.6877207893203376e-08
1915,1.8967026704785894e-07,2.4739600146261864e-08
1916,2.109592749377498e-07,2.7468655350304516e-08
1917,2.2261841081672173e-07,5.4832122842185527e-08
1918,1.8837657833614685e-07,2.067547733020092e-08
1919,2.1546365758240427e-07,4.9722381767480783e-08
1920,1.643174272203396e-07,4.0890051344888434e-08
1921,2.044641718157436e-07,4.4679209221243354e-08
1922,1.800216296032886e-07,4.279202769907897e-08
1923,2.0488779739480378e-07,4.4586981218230903e-08
1924,1.6888028042671976e-07,2.7072411645789884e-08
1925,2.3096173862313663e-07,5.0591618006023964e-08
1926,1.8836974291502884e-07,6.576221611709343e-08
1927,2.6423663257446606e-07,8.473410773035539e-08
1928,2.148095674670003e-07,5.255978852147791e-08
1929,2.3506257207372983e-07,5.3473950600846365e-08
1930,2.363310755981729e-07,5.041729700394626e-08
1931,1.9275052309808416e-07,3.649714130915527e-08
1932,1.863121248391053e-07,2.9590748074070916e-08
1933,1.835306022712757e-07,3.0970787268103095e-08
1934,1.6654396617354905e-07,4.7926320689839486e-08
1935,1.4481624077689048e-07,4.906996409204112e-08
1936,1.5155893251517227e-07,2.7886843056990074e-08
1937,1.0828361141079768e-07,4.155068999978084e-08
1938,1.1279736256142314e-07,4.2785207821083304e-08
1939,1.575287171817763e-07,4.435274458813865e-08
1940,5.325143970225099e-08,2.5357828725702802e-08
1941,1.4757512900587244e-07,3.8369533328364014e-08
1942,1.8508691823626577e-07,2.7307905936524435e-08
1943,1.8871028828471026e-07,2.3225881884414434e-08
1944,1.6065931163211644e-07,3.534504600111177e-08
1945,1.5249528573235693e-07,2.3963545370264683e-08
1946,1.6705325833754614e-07,3.7586982415405146e-08
1947,2.193440273856595e-07,2.5033829231801974e-08
1948,2.413559059277759e-07,2.6092531246746375e-08
1949,1.9241335991182495e-07,4.810334086613466e-08
1950,2.5312160545354345e-07,3.509669310730601e-08
1951,2.0363277997148543e-07,4.691016686209082e-08
1952,1.834795924082755e-07,3.690681271706353e-08
1953,1.7561338339078247e-07,3.986316077231322e-08
1954,1.6906487587675656e-07,3.224936939716372e-08
1955,1.5955533427813862e-07,2.4402580400817442e-08
1956,1.831439710997529e-07,4.447782053773608e-08
1957,1.8818630564965133e-07,1.5019564481022485e-08
1958,1.910888300926672e-07,3.3088974227268864e-08
1959,1.8601794238293223e-07,2.402731924533441e-08
1960,2.491500055157303e-07,3.3220000972278285e-08
1961,2.2720480785665131e-07,3.474079601772928e-08
1962,2.2450525705153268e-07,2.727041303884903e-08
1963,1.8557572900590458e-07,3.0390449268224984e-08
1964,2.171976696274669e-07,2.6161064203833462e-08
1965,1.8604947982225895e-07,4.049312174458919e-08
1966,1.8001993495886381e-07,4.265087749644181e-08
1967,2.0263679800791579e-07,3.944268289757247e-08
1968,2.2771478214167473e-07,4.221930804959584e-08
1969,1.7349514891407125e-07,3.0429776476381676e-08
1970,1.8762797537874576e-07,3.035158502306956e-08
1971,1.7830239684712978e-07,4.367637806979019e-08
1972,1.374879374793636e-07,3.8989116823984205e-08
1973,1.3948405452879342e-07,2.3706776208776148e-08
1974,1.1926212017954185e-07,1.4063928910346135e-08
1975,1.2679485905664478e-07,2.056132819561185e-08
1976,1.2626894374534459e-07,1.8283286440379243e-08
1977,1.1577260039530302e-07,1.7630345183761165e-08
1978,1.3247518637626854e-07,2.4950484345254154e-08
1979,1.773147992878421e-07,1.8726314721106974e-08
1980,1.1199746907664121e-07,1.7055452272707328e-08
1981,1.1196222438059067e-07,1.771153845808726e-08
1982,1.2166704799199124e-07,2.483000871578156e-08
1983,1.3072704163619164e-07,1.5788289786655696e-08
1984,1.2119927461640145e-07,2.667543919088189e-08
1985,1.0948315321002156e-07,1.8648230071249827e-08
1986,1.552571724516838e-07,2.7574632799343135e-08
1987,1.3138256349520816e-07,1.8332451334757138e-08
1988,1.043400352784829e-07,1.139345195966257e-08
1989,1.2567799601015395e-07,2.085486427993999e-08
1990,1.0406923500738685e-07,2.0160009439607052e-08
1991,1.1898774587848493e-07,1.992898113201136e-08
1992,9.8077006072117e-08,1.157088314052146e-08
1993,1.395880282473172e-07,1.3294098266669607e-08
1994,1.1024596702213785e-07,1.9517228277976528e-08
1995,1.214628966295095e-07,1.1929392140785922e-08
1996,1.2651278780140274e-07,1.814951255951769e-08
1997,8.103371484935451e-08,1.678213146227847e-08
1998,1.0585246812411242e-07,2.288701939079374e-08
1999,1.2933669069070675e-07,1.82808048698746e-08
2000,1.0426554197806581e-07,2.2531960963689812e-08
2001,1.0953029416782556e-07,2.365854356867203e-08
2002,1.2617917732882233e-07,2.4534840825651827e-08
2003,1.2000738180972803e-07,2.6251614215766494e-08
2004,1.1760792695270084e-07,2.2023956436356684e-08
2005,1.3466211257195937e-07,1.8014998381943315e-08
2006,1.190070229029061e-07,2.058945036687021e-08
2007,1.6137697400608886e-07,2.676301313897511e-08
2008,1.741292798840277e-07,2.1287197782271505e-08
2009,2.2648914210776638e-07,2.098004658890318e-08
2010,2.616981333858348e-07,5.1016964874861515e-08
2011,2.565885210970009e-07,3.976930740279272e-08
2012,3.2987208697932147e-07,5.3787193365906205e-08
2013,3.8768837384850485e-07,5.299337679787186e-08
2014,4.0082390739826224e-07,8.012146945901577e-08
2015,4.48191556756683e-07,1.1880844041911587e-07
2016,4.989857984583068e-07,7.24969044796353e-08
2017,3.0061555378324556e-07,5.307939954235508e-08
2018,4.176813206413499e-07,6.711813504978181e-08
2019,4.104539215177283e-07,1.1862092819114878e-07
