year,devons_VERB analyser_VERB,devons_VERB canaliser_VERB
1800,9.432493897065797e-09,0.0
1801,4.7623651688866175e-09,0.0
1802,6.713520406265161e-09,0.0
1803,1.950339267864365e-08,0.0
1804,2.2246657849223084e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,4.5321479902327155e-09,0.0
1809,1.8072244145628247e-08,0.0
1810,2.106114038724627e-08,0.0
1811,2.0056614147279106e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,1.4378708002027452e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,1.1866481131050932e-09,0.0
1821,9.86148829262845e-10,0.0
1822,4.010246357211145e-09,0.0
1823,4.941343334508019e-09,0.0
1824,8.421112696055388e-10,0.0
1825,1.584979791857677e-08,0.0
1826,4.403992281964975e-09,0.0
1827,0.0,0.0
1828,1.8344602503717056e-09,0.0
1829,1.2859763920403111e-08,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,8.117981842303834e-09,0.0
1833,2.3167257001688313e-09,0.0
1834,1.8669061851994684e-09,0.0
1835,1.5126175867408165e-09,0.0
1836,1.1425274948351216e-08,0.0
1837,1.1828414692161004e-08,0.0
1838,6.312161904276081e-10,0.0
1839,7.690622361167243e-09,0.0
1840,2.5478754661634184e-09,0.0
1841,3.2102743574569104e-08,0.0
1842,4.695785538189057e-09,0.0
1843,7.088293507706567e-09,0.0
1844,8.781698035420504e-09,0.0
1845,2.0646844234306627e-08,0.0
1846,9.952652035849496e-09,0.0
1847,1.77976389181822e-08,0.0
1848,1.045878850192139e-08,0.0
1849,1.256912263158938e-08,0.0
1850,0.0,0.0
1851,1.1608989325395669e-08,0.0
1852,4.557382027314816e-09,0.0
1853,1.7915795513800958e-09,0.0
1854,1.558699302961486e-08,0.0
1855,3.714855978387277e-09,0.0
1856,2.329735160344626e-08,0.0
1857,1.1715622250108026e-08,0.0
1858,1.4191660291373864e-08,0.0
1859,7.129042689513199e-09,0.0
1860,1.2816115280145368e-08,0.0
1861,1.5091083938045813e-08,0.0
1862,1.7620147119146168e-08,0.0
1863,1.39849385405455e-08,0.0
1864,1.2466292886870178e-08,0.0
1865,1.8827376990770972e-08,0.0
1866,6.811858188626729e-09,0.0
1867,2.91168689159349e-09,0.0
1868,2.1241458370013788e-08,0.0
1869,1.5627261262807224e-08,0.0
1870,1.4335121534259088e-08,0.0
1871,1.0621177271019633e-09,0.0
1872,1.269941218851045e-08,0.0
1873,2.3944017879529156e-09,5.986004469882289e-10
1874,2.9873046258899194e-09,0.0
1875,5.149374260327022e-09,0.0
1876,1.3301232115736639e-08,0.0
1877,1.6699003069220453e-08,0.0
1878,1.7513357875031943e-08,0.0
1879,4.887460214320072e-09,0.0
1880,2.2462462112571302e-08,0.0
1881,9.761510710859511e-09,0.0
1882,1.3310770263785798e-08,0.0
1883,6.319338829996468e-09,0.0
1884,8.582206056928499e-09,0.0
1885,7.7347630522695e-09,0.0
1886,5.808117542471791e-09,0.0
1887,1.2404957061562527e-08,0.0
1888,7.60873763994141e-09,0.0
1889,1.8795409673089125e-09,6.265136742733546e-10
1890,1.9007721618891082e-08,0.0
1891,2.932141285327816e-08,0.0
1892,1.0656471260972467e-08,0.0
1893,8.005941687372342e-09,0.0
1894,9.452309157609307e-09,0.0
1895,1.3240951446391591e-08,0.0
1896,4.717623180994224e-09,0.0
1897,8.157399200570126e-09,0.0
1898,4.52668391659472e-09,0.0
1899,8.844125432005967e-09,5.527578395003729e-10
1900,2.28406342728249e-08,0.0
1901,1.7325090695408107e-08,0.0
1902,3.437198747846537e-09,0.0
1903,5.400220270956879e-09,0.0
1904,1.4511488011237361e-08,0.0
1905,1.5998352864698973e-08,5.160759042333041e-10
1906,1.2860461140462576e-08,0.0
1907,1.6457098794830927e-08,0.0
1908,6.875944702500192e-09,0.0
1909,1.2102163715610459e-08,5.500983557560346e-10
1910,3.2599320576309765e-08,5.344150677544235e-10
1911,1.1704822888702893e-08,0.0
1912,1.40654377034366e-08,0.0
1913,9.545381374209683e-09,0.0
1914,1.2054139020278853e-08,0.0
1915,4.712304768617059e-09,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,1.315970976634162e-08,0.0
1918,2.2972752589112133e-09,0.0
1919,1.3811772170413406e-08,0.0
1920,1.9687803387569147e-08,0.0
1921,9.087297137000405e-09,0.0
1922,8.115729421831475e-09,0.0
1923,9.554353752605493e-09,0.0
1924,1.0313299547703991e-08,0.0
1925,7.698724324711748e-09,0.0
1926,2.3406890647947876e-08,5.57306911730393e-09
1927,6.689535148041159e-09,1.1149224876660924e-09
1928,6.8556245125250825e-09,1.1426041224282812e-09
1929,1.2254447234738564e-08,3.342121912552898e-09
1930,1.2604324695075775e-08,0.0
1931,2.3951248095954725e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,6.882397318719313e-09,2.2941324395731044e-09
1934,9.585264137967897e-09,0.0
1935,8.377798899061872e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,2.5930428915188486e-09,0.0
1939,1.5294050470515685e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,2.8918675454292497e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,1.5313215584455975e-08,0.0
1947,2.3841742802233057e-08,1.1920870957027319e-09
1948,2.0656587551570738e-08,0.0
1949,8.835307596655184e-09,9.817008317369869e-10
1950,2.1270722072586068e-08,0.0
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,2.003512733494972e-08,0.0
1953,1.6160740301529586e-08,0.0
1954,1.9545073115523337e-08,0.0
1955,1.5016972554349195e-08,0.0
1956,1.4825940475304833e-08,0.0
1957,2.5621609722747962e-08,8.835037701437898e-10
1958,1.4062814024384807e-08,0.0
1959,1.4726420971555854e-08,0.0
1960,1.9378333604436193e-08,0.0
1961,2.223410966450956e-08,0.0
1962,2.5367825173816527e-08,0.0
1963,1.2932106940866106e-08,0.0
1964,2.5552667537454e-08,0.0
1965,1.9699356812452606e-08,0.0
1966,3.489617128593636e-08,0.0
1967,4.881032111825334e-08,0.0
1968,2.4253646202510026e-08,4.4914158503495116e-10
1969,2.4071315607443466e-08,1.8167031212712459e-09
1970,3.2650948611490094e-08,4.5987250119061684e-10
1971,3.083038535578453e-08,0.0
1972,2.7702792948502974e-08,5.130146862875051e-10
1973,2.4258095976392724e-08,1.102640756478479e-09
1974,2.5315072704756858e-08,0.0
1975,2.627280792921738e-08,0.0
1976,2.9138986334942274e-08,5.713526873840635e-10
1977,2.056873604772136e-08,1.1753563677885381e-09
1978,2.198018833610149e-08,5.940591352171509e-10
1979,2.1067103617156135e-08,0.0
1980,2.5014662341504845e-08,0.0
1981,2.5934753011824796e-08,0.0
1982,2.7313010519947056e-08,0.0
1983,1.705135410645653e-08,1.89459470334441e-09
1984,1.5657322549600394e-08,0.0
1985,1.4437339324047116e-08,0.0
1986,2.1580147446798037e-08,0.0
1987,1.5277041853778428e-08,0.0
1988,2.338656024392094e-08,0.0
1989,1.5915555096057687e-08,1.6464366536794728e-09
1990,1.5801088437683575e-08,5.44865097484859e-10
1991,2.3445860364290638e-08,0.0
1992,2.0386792698445788e-08,1.65298330578878e-09
1993,2.4926434250005514e-08,2.2156829704300662e-09
1994,1.8462243289718572e-08,3.164955852952289e-09
1995,2.0063067651676647e-08,5.422450821690461e-10
1996,1.92171327739743e-08,1.067618438099771e-09
1997,2.061804593722627e-08,0.0
1998,2.0502955777601528e-08,4.768129224785866e-10
1999,1.9194844824710344e-08,0.0
2000,2.6508189421292627e-08,0.0
2001,2.716351232834313e-08,4.3812117822561447e-10
2002,2.541108479192644e-08,4.38122149670761e-10
2003,2.9585152105937595e-08,0.0
2004,2.114299846311951e-08,0.0
2005,1.5312748402607212e-08,1.8014998381943315e-09
2006,2.3060183096390574e-08,8.235779835885637e-10
2007,2.5564668604260987e-08,0.0
2008,2.3415918093405708e-08,0.0
2009,1.668867355419934e-08,1.907277002999308e-09
2010,2.172944846279279e-08,2.3618964561933353e-09
2011,1.6825476123472072e-08,1.529588788962144e-09
2012,1.5659562535574878e-08,3.404252713057332e-10
2013,1.8687137171014e-08,2.789125042035323e-10
2014,1.4291938299493268e-08,0.0
2015,1.6402658786773827e-08,1.10828768384863e-09
2016,1.905632807108759e-08,2.0713400439298368e-10
2017,1.7106156491308866e-08,2.264050280587071e-09
2018,2.220061290358899e-08,2.5814667070633845e-10
2019,2.015280387013263e-08,1.2754939326953263e-09
