year,rochers_NOUN ouverts_ADJ,rochers_NOUN couverts_ADJ
1800,0.0,1.8550569791386806e-07
1801,0.0,1.381085894536227e-07
1802,0.0,1.4545960880241182e-07
1803,0.0,9.361627917314763e-08
1804,0.0,1.507829097135982e-07
1805,0.0,3.01345039588341e-07
1806,0.0,1.0662176119780042e-07
1807,0.0,7.68677872464707e-08
1808,6.798221985349073e-09,1.0423940466353088e-07
1809,0.0,1.3328279835356227e-07
1810,0.0,1.5678849596412192e-07
1811,0.0,1.0780429970935757e-07
1812,0.0,9.601949813031752e-08
1813,0.0,1.380355929558874e-07
1814,0.0,1.1642705111114537e-07
1815,0.0,7.282503466932155e-08
1816,0.0,1.2515060632267705e-07
1817,0.0,9.029865566390072e-08
1818,0.0,1.0490636270787945e-07
1819,0.0,9.315944993204539e-08
1820,0.0,1.1273156985680544e-07
1821,0.0,1.203101618330038e-07
1822,0.0,6.115625694746996e-08
1823,0.0,6.226093063332883e-08
1824,0.0,1.0105335235266466e-07
1825,0.0,7.660735157344334e-08
1826,0.0,1.5502052708171732e-07
1827,0.0,8.295545939063231e-08
1828,9.172301251858528e-10,1.0915038473058303e-07
1829,0.0,1.225964176843064e-07
1830,0.0,8.453837097022188e-08
1831,0.0,5.3010101197514814e-08
1832,0.0,6.900284432731496e-08
1833,0.0,1.610124371609345e-07
1834,0.0,1.6428774074483954e-07
1835,0.0,1.3235403173439408e-07
1836,0.0,1.0618784784810487e-07
1837,6.957890930081589e-10,3.75726116885744e-08
1838,0.0,9.657608046609312e-08
1839,0.0,1.0487212875887053e-07
1840,0.0,1.2166105989308562e-07
1841,0.0,1.194221965761244e-07
1842,0.0,8.318248490013502e-08
1843,0.0,8.269675350058847e-08
1844,0.0,6.53138769735051e-08
1845,2.7901139176833567e-09,8.928364980675951e-08
1846,5.854501328173001e-10,4.976326195560432e-08
1847,0.0,6.310071398729633e-08
1848,0.0,6.999342616609283e-08
1849,0.0,8.63079729906957e-08
1850,0.0,6.85688590351674e-08
1851,0.0,1.0577079478935048e-07
1852,1.9531636308300904e-09,5.989701890030119e-08
1853,0.0,8.36070483956064e-08
1854,0.0,9.300239023346535e-08
1855,0.0,7.111296085327012e-08
1856,0.0,6.21262718492055e-08
1857,9.763018171682347e-10,5.857810947418329e-08
1858,5.3830437884982985e-09,3.866004050223637e-08
1859,0.0,6.670747110248954e-08
1860,0.0,5.813023662426531e-08
1861,0.0,5.8006353498285534e-08
1862,0.0,6.099281790739042e-08
1863,0.0,5.494083082924206e-08
1864,0.0,6.424935294901957e-08
1865,0.0,5.7894187222018445e-08
1866,2.432806400776144e-09,4.962925004292629e-08
1867,0.0,6.308654576514527e-08
1868,0.0,4.742279102742941e-08
1869,0.0,7.422948899993287e-08
1870,0.0,5.9060703883062615e-08
1871,0.0,2.3366590440332402e-08
1872,0.0,5.382132073350476e-08
1873,0.0,7.24306516985962e-08
1874,0.0,5.317401985394099e-08
1875,5.721527140956084e-10,8.124568751100014e-08
1876,0.0,7.557518699741195e-08
1877,1.8554447978047506e-09,5.071549225021954e-08
1878,0.0,6.461824852976861e-08
1879,0.0,5.254019708189617e-08
1880,0.0,4.8133846464182284e-08
1881,6.972507571312292e-10,7.878933416805012e-08
1882,0.0,5.856738738430067e-08
1883,1.8958017378167824e-09,4.676310894069502e-08
1884,0.0,4.621188054443337e-08
1885,0.0,6.574548216953247e-08
1886,0.0,3.613939725255477e-08
1887,6.528924623161458e-10,3.525619263200497e-08
1888,0.0,4.8822731857356416e-08
1889,0.0,4.0096873821227064e-08
1890,1.3108772956016423e-09,6.161123122794265e-08
1891,6.3742202627281586e-09,3.059625441892422e-08
1892,0.0,5.7670312747504227e-08
1893,0.0,6.404753349897874e-08
1894,0.0,4.600123659770361e-08
1895,1.2037228991346183e-09,5.8982420725328666e-08
1896,0.0,7.725107953326926e-08
1897,0.0,4.428302347037061e-08
1898,0.0,2.093591255913907e-08
1899,0.0,5.085372123403431e-08
1900,0.0,3.529916270395006e-08
1901,0.0,4.750427962108006e-08
1902,4.910283846193408e-10,2.2096276808269977e-08
1903,0.0,4.536185138626081e-08
1904,0.0,3.439760121182189e-08
1905,0.0,5.109151307580717e-08
1906,0.0,6.430230570231288e-08
1907,5.142843373384665e-10,5.502842270743713e-08
1908,0.0,6.826830878381429e-08
1909,0.0,2.7504917454734823e-08
1910,0.0,6.145772935006732e-08
1911,0.0,3.671058235177327e-08
1912,0.0,4.219631222213138e-08
1913,0.0,2.5454351515463713e-08
1914,0.0,4.687720639440229e-08
1915,0.0,4.5944972271172446e-08
1916,0.0,1.3184954461564757e-08
1917,0.0,3.5092558192673096e-08
1918,0.0,2.5270027848023346e-08
1919,0.0,3.130668307926854e-08
1920,0.0,3.7861159540852896e-08
1921,0.0,2.9533714140939082e-08
1922,0.0,3.6889677090812256e-08
1923,0.0,3.290944050604594e-08
1924,0.0,4.1253198190815965e-08
1925,0.0,3.189471442510694e-08
1926,0.0,4.458455227229763e-08
1927,0.0,3.7907366134959375e-08
1928,0.0,3.999114284169991e-08
1929,0.0,3.8991423867429376e-08
1930,0.0,3.466189113510154e-08
1931,0.0,2.167017854048936e-08
1932,0.0,3.507051715700982e-08
1933,0.0,1.7205993074753678e-08
1934,0.0,3.834105477551475e-08
1935,0.0,3.7101681726881e-08
1936,0.0,4.243650186808168e-08
1937,0.0,4.7846249406902075e-08
1938,0.0,7.519824651858187e-08
1939,0.0,2.7529290846928234e-08
1940,0.0,6.085878823114399e-08
1941,0.0,2.3612021671226557e-08
1942,0.0,3.944475324146879e-08
1943,0.0,5.516146828199453e-08
1944,3.2131861615880553e-09,1.1888788975511488e-07
1945,0.0,5.664110513947662e-08
1946,0.0,3.480275978517966e-08
1947,0.0,4.649139739854036e-08
1948,0.0,2.174377655705939e-08
1949,0.0,1.8652315247891238e-08
1950,0.0,3.828729977506384e-08
1951,0.0,3.838104589704017e-08
1952,0.0,4.2179216563908994e-08
1953,0.0,1.8315506888910704e-08
1954,0.0,3.029486150829541e-08
1955,0.0,3.0972504561077585e-08
1956,0.0,3.662879421995058e-08
1957,0.0,2.03205861026845e-08
1958,0.0,3.9706767651637165e-08
1959,0.0,3.022791617013354e-08
1960,0.0,2.353083417006019e-08
1961,0.0,4.168895628708924e-08
1962,0.0,5.010145454065196e-08
1963,0.0,2.4571002787965313e-08
1964,6.083968329129164e-10,3.1636634645337836e-08
1965,0.0,2.5718604135249734e-08
1966,0.0,1.8278946356531378e-08
1967,0.0,2.070740912074598e-08
1968,1.3474247273492779e-09,2.6948494991074767e-08
1969,9.083515606356229e-10,3.042977822498294e-08
1970,0.0,3.541018217534386e-08
1971,0.0,2.003974941544584e-08
1972,5.130146862875051e-10,2.3085661382538092e-08
1973,0.0,3.142526239230392e-08
1974,0.0,2.8690416320475975e-08
1975,0.0,1.8276736568623164e-08
1976,0.0,9.712995741040231e-09
1977,0.0,1.9393379346865913e-08
1978,0.0,1.841583241457556e-08
1979,0.0,2.165230061912382e-08
1980,0.0,1.819248218737357e-08
1981,0.0,1.644642821929665e-08
1982,0.0,1.4277254933858785e-08
1983,0.0,2.462973291983417e-08
1984,0.0,2.203623239438457e-08
1985,0.0,2.045289804186723e-08
1986,0.0,2.3977941410180392e-08
1987,0.0,2.13878585952898e-08
1988,0.0,1.2592763276586538e-08
1989,0.0,1.481792966107065e-08
1990,0.0,1.6345952147389653e-08
1991,0.0,1.3481369798284959e-08
1992,0.0,1.7080827419135858e-08
1993,0.0,2.9357799746776436e-08
1994,0.0,2.1099706815075336e-08
1995,0.0,2.277429267394382e-08
1996,5.338092190498855e-10,1.3345230698291743e-08
1997,0.0,2.0138556711124522e-08
1998,0.0,2.43174582692518e-08
1999,0.0,1.553868322901053e-08
2000,0.0,2.1206551181762734e-08
2001,0.0,1.5772362249588667e-08
2002,0.0,2.0153619217921914e-08
2003,0.0,2.1251306492331423e-08
2004,0.0,1.7178685141061578e-08
2005,0.0,1.4862373554080932e-08
2006,0.0,1.7706926036531456e-08
2007,0.0,2.316798167201206e-08
2008,4.257439678578834e-10,2.1287198753716652e-08
2009,0.0,1.907277002999308e-08
2010,0.0,2.0312310056169736e-08
2011,0.0,3.6710130046913036e-08
2012,0.0,4.255315813606053e-08
2013,0.0,5.3830113699859794e-08
2014,0.0,3.7462200452864636e-08
2015,2.2165753954528356e-10,3.812509774547834e-08
2016,0.0,5.364770672144914e-08
2017,0.0,3.597324038651095e-08
2018,0.0,4.465937308850698e-08
2019,0.0,4.61728788536675e-08
