year,nos_DET arrières_NOUN,nos_DET carrières_NOUN
1800,4.7162467708972144e-08,4.7162465932615305e-08
1801,2.1430643926123594e-08,5.476719877606229e-08
1802,3.3567602031325805e-08,1.7902721083373763e-08
1803,7.801356893821776e-09,6.631153581793114e-08
1804,4.943701892301533e-09,6.105472092343689e-07
1805,2.2743021688143017e-08,1.194008660831969e-07
1806,2.881669125542885e-08,1.152667650217154e-07
1807,1.1387820464392462e-08,1.366538526781369e-07
1808,6.798221985349073e-09,3.3991110370834576e-08
1809,1.581321384946932e-08,8.132509776714869e-08
1810,9.360507036149102e-09,1.5678848797051614e-07
1811,2.0056614147279106e-08,6.518399686683551e-08
1812,0.0,5.681153538716899e-07
1813,0.0,8.339650747757332e-08
1814,1.2586708564299443e-08,1.321604372606089e-07
1815,2.4275012222574333e-08,1.4565007155908916e-07
1816,3.476405829871965e-08,9.270415546325239e-09
1817,2.8023721676539992e-08,4.514933005239641e-08
1818,1.0729059418679299e-08,1.49014715233875e-07
1819,1.8631890696951814e-08,8.073818946741085e-08
1820,9.493184904840746e-09,7.001223778502208e-08
1821,8.875339574387908e-09,2.3667571014129862e-08
1822,1.804610860745015e-08,3.32850447648525e-07
1823,1.581229902569703e-08,6.226092674754824e-08
1824,1.6842225392110777e-08,3.2842338626437595e-08
1825,1.7610886082763955e-09,1.9195866229893e-07
1826,2.9066348328221636e-08,5.2847904608022134e-08
1827,5.530363722527909e-09,6.083400216905233e-08
1828,2.7516903755575584e-09,5.595103846900429e-08
1829,5.143905745796928e-09,7.287199627059593e-08
1830,6.262101504006523e-09,4.800944308769317e-08
1831,3.1182412207897414e-09,5.768746369483324e-08
1832,2.4353944638733083e-08,5.411987658021644e-08
1833,9.266902800675325e-09,7.645194521899157e-08
1834,9.334530925997342e-09,6.907552951851414e-08
1835,1.285724948729694e-08,2.0193444072447164e-07
1836,9.409049983588602e-09,6.451920153693891e-08
1837,3.4789454650407947e-09,2.574419688539109e-08
1838,8.2058102535143e-09,3.850418739403949e-08
1839,7.690622472189546e-09,5.033862082726159e-08
1840,3.184844277193122e-09,3.2485411693983224e-08
1841,8.988768396278601e-09,3.5955071808757566e-08
1842,2.683306021822318e-09,3.890793731642361e-08
1843,5.906911182407271e-09,3.307870244384503e-08
1844,7.135129487245706e-09,1.756339607084101e-08
1845,3.3481367678334095e-09,1.618266037839433e-08
1846,1.1123552745573306e-08,2.575980517782739e-08
1847,5.3932236454556914e-09,2.2112216946368335e-08
1848,7.240699539945439e-09,5.4707508079232525e-08
1849,3.3517659758786067e-09,4.9438547478075634e-08
1850,4.752297222410107e-09,2.7834884619437616e-08
1851,6.4494389828695375e-09,3.4826967976187007e-08
1852,1.3021090872200602e-09,3.450588992315318e-08
1853,4.180352286553557e-09,2.7470886010405593e-08
1854,1.0391328908454511e-08,3.117398605922972e-08
1855,7.960405667972736e-09,3.449509122788186e-08
1856,6.730345780692204e-09,4.038207634948776e-08
1857,2.9289055625270066e-09,2.782460128969433e-08
1858,3.4255732694887797e-09,4.0128141642892245e-08
1859,7.1290429115578036e-09,4.430190947424251e-08
1860,8.238931398230065e-09,3.2040286201961976e-08
1861,8.48873471515077e-09,1.4147891136406798e-08
1862,4.066187719864445e-09,2.4397126541231273e-08
1863,6.493007298491449e-09,3.3963421852689635e-08
1864,9.589456118064277e-09,3.212467869495583e-08
1865,3.765475542483188e-09,2.4946274379544775e-08
1866,4.865612801552288e-09,4.038458750743601e-08
1867,2.426405742994575e-09,4.51311468196991e-08
1868,1.0373735648272486e-08,3.6555068971821925e-08
1869,9.767038733343725e-09,2.392924380867356e-08
1870,1.3188311775991224e-08,3.039045815000918e-08
1871,1.0621177271019633e-09,4.248470730772169e-08
1872,6.0473394070115205e-09,3.0236694925633856e-08
1873,7.1832053083475955e-09,3.471882759065181e-08
1874,4.182226565063729e-09,2.8080663461160782e-08
1875,1.3731664694205392e-08,3.20405533216217e-08
1876,4.232210137899983e-09,2.6602465119651697e-08
1877,8.040260901509555e-09,2.8450153788384114e-08
1878,3.6234532041490297e-09,2.657198971967034e-08
1879,4.887460214320072e-09,2.1993571408529533e-08
1880,1.7969970178555172e-08,8.728270728397547e-08
1881,1.2550513517339823e-08,4.5321300490286376e-08
1882,5.989846840748214e-09,3.5273541643121575e-08
1883,1.2006744043446815e-08,3.9811834939840196e-08
1884,9.242375753615306e-09,2.3105938495859846e-08
1885,1.9336907075562237e-09,3.8029249194160286e-08
1886,1.2261581083805595e-08,2.8395241713496944e-08
1887,1.0446279008480275e-08,4.243801177139517e-08
1888,7.60873763994141e-09,2.53624587998047e-08
1889,1.3783300722991498e-08,2.5060547137467637e-08
1890,2.6217545745499393e-08,4.260351360585446e-08
1891,7.649064048820264e-09,2.358461470564066e-08
1892,1.2537024529635232e-08,2.3193495124473884e-08
1893,1.7243566574620672e-08,4.557228239221445e-08
1894,1.449354058991048e-08,2.835692747282792e-08
1895,1.0833506536300774e-08,4.513960716323595e-08
1896,8.845543408853018e-09,5.89702899844724e-08
1897,1.1653427445246223e-08,4.1952337603845535e-08
1898,9.619203433786083e-09,2.7725938989142662e-08
1899,1.9346524382513053e-08,2.5979618456517528e-08
1900,8.30568502863116e-09,4.3604847066447405e-08
1901,1.956058603980182e-08,4.9180901628975704e-08
1902,7.856454153909453e-09,5.106695155632224e-08
1903,1.6740681951787906e-08,3.078125376809737e-08
1904,9.674325340824907e-09,2.2573424907079698e-08
1905,1.9610884249843252e-08,3.1996705729397945e-08
1906,1.4403716219746343e-08,3.343719789938859e-08
1907,1.4399961001387851e-08,2.0057088434555226e-08
1908,1.1787334219803824e-08,2.2592390624964764e-08
1909,1.8153245739949142e-08,3.30059024555851e-08
1910,9.619471441624228e-09,4.2218789020331826e-08
1911,1.8089272302290738e-08,3.192224518056008e-08
1912,1.4586379548653383e-08,3.6465949704300726e-08
1913,1.856046383252874e-08,4.136332054649472e-08
1914,1.2723812781167965e-08,2.7456648787893556e-08
1915,2.120537156979907e-08,5.890381071793627e-09
1916,2.8567400889301098e-08,3.8456116735474666e-08
1917,2.7416061421092763e-08,4.1672411299487067e-08
1918,1.1830967494574907e-07,3.9053680289669046e-08
1919,4.880159654163663e-08,6.169258526256272e-08
1920,3.7861157320406846e-08,2.6502811945050553e-08
1921,3.5591912306287554e-08,3.634918854800162e-08
1922,4.205423154157728e-08,3.246291591096906e-08
1923,4.2463792482294593e-08,1.6985516992917837e-08
1924,1.2891624212585384e-08,1.804827398643738e-08
1925,3.1894715091240755e-08,2.969508017258704e-08
1926,2.452150482668003e-08,1.89484357093761e-08
1927,1.2264147142282411e-08,3.0102906833917586e-08
1928,2.742249938236796e-08,2.170947865920425e-08
1929,4.0105462062456354e-08,2.562293377472713e-08
1930,3.3611531891075686e-08,2.3107928570631486e-08
1931,1.596749932275543e-08,2.167017676413252e-08
1932,1.1617109074713028e-07,2.3015026440198483e-08
1933,2.523545639121494e-08,2.408839128165141e-08
1934,1.581568582764703e-07,2.3963160344919743e-08
1935,7.659701850570855e-08,5.0266791618014395e-08
1936,3.152425698260686e-08,1.8187070960351548e-08
1937,6.67329245196413e-08,2.89595720737168e-08
1938,3.889564348380503e-08,3.5006078036303734e-08
1939,4.129393627039235e-08,6.423501197616588e-08
1940,2.2822046474857416e-08,4.3108311142958655e-08
1941,8.264207496111453e-08,3.836953510472085e-08
1942,5.158160010232393e-08,1.8205270846394228e-08
1943,9.00002921078169e-08,4.935499853253589e-08
1944,8.996921252446555e-08,5.46241629706401e-08
1945,9.80326828603495e-08,4.1391578164962084e-08
1946,9.327139860459965e-08,4.037120238109537e-08
1947,9.655905608418891e-08,3.5762611982903536e-08
1948,4.783630669358274e-08,3.587723140796584e-08
1949,4.810334175431308e-08,1.9634017078828947e-08
1950,3.5096692885261405e-08,3.296962081122956e-08
1951,6.503455241002598e-08,4.051332624932513e-08
1952,5.7996423108441775e-08,3.796129466326903e-08
1953,6.141081643207258e-08,1.6160741633797215e-08
1954,5.961246940522358e-08,2.2476832617357445e-08
1955,6.569925403709931e-08,5.7252207419367096e-08
1956,5.145473558343383e-08,2.7907652411229833e-08
1957,2.385460257103844e-08,2.8272120311534366e-08
1958,4.384289198355873e-08,2.5643954348897324e-08
1959,4.1854038457245224e-08,1.705164498488898e-08
1960,3.114374941270981e-08,1.6610000264094538e-08
1961,5.002674541287888e-08,1.3896318873385383e-08
1962,4.756467364419592e-08,1.52206956482992e-08
1963,4.978861012361335e-08,3.4270081772369565e-08
1964,7.422441683502257e-08,6.083968384640315e-09
1965,4.377634726937529e-08,2.517139940927393e-08
1966,5.81602854765606e-08,1.3847687219126215e-08
1967,6.360132903671101e-08,2.8102913107730387e-08
1968,5.838840699823322e-08,3.2338193789449576e-08
1969,5.4955270001322276e-08,6.358460633015817e-08
1970,5.8863678820131327e-08,3.2650948611490094e-08
1971,4.778709739028386e-08,1.5415192677892264e-08
1972,4.514529405863499e-08,2.8215808689502353e-08
1973,3.3630544682416996e-08,2.425809575434812e-08
1974,2.81278591529599e-08,2.9815529212218195e-08
1975,4.1693803964903964e-08,2.227477269300948e-08
1976,3.485251509616205e-08,1.8854638628162945e-08
1977,3.467301362691799e-08,1.4104276413462458e-08
1978,3.267325376921093e-08,5.4059380416582314e-08
1979,4.1549010676433795e-08,2.4578288293497508e-08
1980,6.481071596065036e-08,3.35423903097265e-08
1981,5.186950602364959e-08,3.6688187154965135e-08
1982,5.524676882640023e-08,1.4277255377947995e-08
1983,5.55747829977804e-08,2.3366669821278663e-08
1984,5.7410184384210083e-08,3.131464509920079e-08
1985,4.692135291417543e-08,2.105445351396895e-08
1986,3.77652594751865e-08,2.2779044872578424e-08
1987,4.216463767026113e-08,1.8332450668623324e-08
1988,3.4180356101032316e-08,2.338655979983173e-08
1989,4.280735277362169e-08,2.140367705294466e-08
1990,4.195461322797911e-08,2.2884334038852927e-08
1991,3.575493789931272e-08,1.6998248419941575e-08
1992,3.085568667238192e-08,1.487684975209902e-08
1993,3.212740340430287e-08,1.9387226601885743e-08
1994,3.850696472795789e-08,1.5297286770632468e-08
1995,3.416144056522796e-08,2.2232047758308227e-08
1996,3.683283655853131e-08,1.4412849136391515e-08
1997,5.466179864299647e-08,1.6302641014931396e-08
1998,4.815810616953797e-08,2.0502955111467713e-08
1999,2.924928726999454e-08,1.690974471557638e-08
2000,3.092622002931478e-08,2.915900787492376e-08
2001,3.242096580091669e-08,2.3220423139846957e-08
2002,3.154479644162933e-08,2.4534840603607222e-08
2003,3.208530685583355e-08,1.2917460712191797e-08
2004,4.360743377507248e-08,2.378587193874182e-08
2005,3.738112175355468e-08,2.567137347142534e-08
2006,3.994353359182412e-08,2.7178072681266485e-08
