year,nos_DET arrières_NOUN,nos_DET carrières_NOUN
2007,3.515141955290346e-08,3.115693991695423e-08
2008,5.619820409030751e-08,3.4485263089578666e-08
2009,6.007922492834439e-08,3.957599692405722e-08
2010,6.896737669848108e-08,4.2514137099658456e-08
2011,9.368731279657538e-08,4.703485556589726e-08
2012,1.1268076738346622e-07,5.9233996818619516e-08
2013,1.3304126555979678e-07,6.387096362914235e-08
2014,1.3317487468356148e-07,5.868356489635573e-08
2015,1.263447992894129e-07,6.07341652525406e-08
2016,1.1785924591833918e-07,6.793995677156772e-08
2017,1.4640858536640877e-07,7.345585295581714e-08
2018,1.6753719112028165e-07,8.054176436900207e-08
2019,1.6759989174275347e-07,8.341730328709218e-08
