year,plusieurs_DET arrières_NOUN,plusieurs_DET carrières_NOUN
1800,0.0,7.860410988769218e-08
1801,0.0,1.3334622650518213e-07
1802,0.0,1.0741632650024258e-07
1803,0.0,3.042529215235845e-07
1804,0.0,1.1123329102247226e-07
1805,0.0,5.1171799242411e-08
1806,0.0,4.610670600868616e-08
1807,5.693910232196231e-09,5.97860605466849e-08
1808,6.798221985349073e-09,1.4276265858370607e-07
1809,0.0,1.1069249694628525e-07
1810,0.0,8.658469141664682e-08
1811,0.0,8.774768645025688e-08
1812,8.00162425207418e-09,2.0270783096520972e-07
1813,2.8757416448144113e-09,7.764502640839055e-08
1814,0.0,1.0069366851439554e-07
1815,0.0,5.394447111228828e-09
1816,0.0,6.489290882427667e-08
1817,0.0,1.946091821025675e-07
1818,0.0,4.530047448270125e-08
1819,0.0,5.796588098405664e-08
1820,0.0,7.831877457675773e-08
1821,0.0,8.87533921911654e-08
1822,0.0,8.72228582693424e-08
1823,0.0,5.435477667958821e-08
1824,0.0,8.842168330858158e-08
1825,0.0,8.365170689472734e-08
1826,0.0,5.2847906051312066e-08
1827,0.0,7.189473016921966e-08
1828,0.0,6.604056557169002e-08
1829,0.0,7.372931581928199e-08
1830,0.0,1.0749940604348751e-07
1831,0.0,1.0602020239502963e-07
1832,0.0,2.2865648929837334e-07
1833,0.0,2.0155513225095234e-07
1834,0.0,8.027696907220161e-08
1835,0.0,1.3916082508558247e-07
1836,6.720750067579218e-10,7.460032547257356e-08
1837,0.0,7.375364052819577e-08
1838,0.0,1.1551256218211847e-07
1839,0.0,8.249940841587033e-08
1840,0.0,7.771020305025189e-08
1841,6.420548537278137e-10,1.1621193163335874e-07
1842,0.0,6.507016969692359e-08
1843,0.0,4.371114270540488e-08
1844,2.7442805805577564e-09,7.519328626415245e-08
1845,0.0,4.185170932036186e-08
1846,0.0,8.840297027745692e-08
1847,0.0,6.95725841382e-08
1848,0.0,1.697541804901448e-07
1849,1.6758829879393033e-09,1.0641857173254721e-07
1850,0.0,5.7706467160301145e-08
1851,6.449438760824933e-10,7.739326379763156e-08
1852,0.0,7.617338315668576e-08
1853,1.7915795513800958e-09,6.987160361404676e-08
1854,5.195664454227256e-10,5.663274260658824e-08
1855,0.0,5.625353338700734e-08
1856,1.0354378465748937e-09,6.937433627562939e-08
1857,0.0,8.981976673538838e-08
1858,3.9149408159744326e-09,9.787352350798528e-08
1859,0.0,4.175582124510413e-08
1860,0.0,6.636916793922865e-08
1861,0.0,3.678451543365213e-08
1862,4.517986262886353e-10,3.162590411776023e-08
1863,0.0,4.64499754215808e-08
1864,0.0,5.0824115582770446e-08
1865,0.0,4.706844203283822e-08
1866,0.0,5.7900794381282594e-08
1867,0.0,6.405710983869994e-08
1868,0.0,6.817026054761754e-08
1869,0.0,4.981189505315342e-08
1870,0.0,6.47947508980451e-08
1871,0.0,3.9298356568906456e-08
1872,0.0,2.9027228620748247e-08
1873,0.0,9.338166861994068e-08
1874,0.0,6.213593550796759e-08
1875,1.716458086775674e-09,8.353429836738258e-08
1876,0.0,9.855004368120035e-08
1877,0.0,6.246664208120478e-08
1878,0.0,9.119024024784039e-08
1879,0.0,8.064309486854881e-08
1880,0.0,8.214843294496177e-08
1881,0.0,9.761510422201525e-08
1882,0.0,5.52396981490233e-08
1883,0.0,7.962366876945737e-08
1884,0.0,8.978308230211951e-08
1885,0.0,9.346171880864063e-08
1886,0.0,8.712176224889845e-08
1887,0.0,6.920660222675679e-08
1888,0.0,8.623235903115756e-08
1889,1.2530273485467092e-09,8.645888716074523e-08
1890,0.0,9.241684839622621e-08
1891,0.0,8.095259573792646e-08
1892,0.0,1.1157952073403976e-07
1893,0.0,6.281584763456749e-08
1894,0.0,7.120739109467422e-08
1895,0.0,4.393588515227975e-08
1896,0.0,4.65865284127176e-08
1897,0.0,6.992056444943273e-08
1898,0.0,2.7160103610590625e-08
1899,0.0,6.798921248218903e-08
1900,0.0,6.852190193029628e-08
1901,0.0,4.470991088467713e-08
1902,0.0,4.5665641046355177e-08
1903,0.0,5.778235578901558e-08
1904,0.0,5.4283716188763265e-08
1905,0.0,5.470404573770793e-08
1906,0.0,6.790323592298364e-08
1907,1.028568674676933e-09,4.782844253981011e-08
1908,0.0,6.826830833972508e-08
1909,1.1001967115120692e-09,4.070727888105807e-08
1910,2.67207544979442e-09,7.107720101373616e-08
1911,0.0,4.36270692905083e-08
1912,0.0,4.428008093526614e-08
1913,0.0,4.560571253975354e-08
1914,0.0,3.214436983256519e-08
1915,0.0,2.2383447872975637e-08
1916,2.197492410260793e-09,5.273981784625903e-08
1917,0.0,2.6319419199616334e-08
1918,0.0,2.412139021856774e-08
1919,0.0,5.985101325656217e-08
1920,0.0,6.360674875693917e-08
1921,0.0,4.998013469759144e-08
1922,0.0,4.721878860136641e-08
1923,0.0,5.201814401445404e-08
1924,0.0,6.445812328337297e-08
1925,0.0,2.969508017258704e-08
1926,0.0,5.0157622055735374e-08
1927,0.0,6.578042821558938e-08
1928,0.0,5.0274580498665955e-08
1929,0.0,2.785101660407463e-08
1930,0.0,2.205756755024879e-08
1931,0.0,2.2810714206400462e-08
1932,0.0,2.1919073223131136e-08
1933,0.0,6.652984052557542e-08
1934,0.0,4.073737258636356e-08
1935,0.0,4.188899360713094e-08
1936,0.0,4.849886003910342e-08
1937,0.0,5.2882697110234744e-08
1938,0.0,4.797129227185337e-08
1939,0.0,7.799965473509474e-08
1940,0.0,6.085879000750083e-08
1941,2.9515025978810172e-09,5.31270463177691e-08
1942,0.0,4.247896612241675e-08
1943,0.0,2.3225881884414434e-08
1944,0.0,1.670856821789357e-07
1945,0.0,4.357008043243127e-08
1946,0.0,6.682130404556119e-08
1947,0.0,3.695470129905232e-08
1948,0.0,2.3918152569635254e-08
1949,0.0,2.4542520016268554e-08
1950,0.0,3.190608532932515e-08
1951,0.0,6.716683209617713e-08
1952,0.0,7.4868104604775e-08
1953,0.0,3.986316254867006e-08
1954,0.0,5.374895017951076e-08
1955,0.0,5.0682280594571694e-08
1956,0.0,2.8779767902165077e-08
1957,0.0,2.4738106008115324e-08
1958,0.0,3.557064731651849e-08
1959,0.0,4.5729412256889646e-08
1960,0.0,3.8756666764783176e-08
1961,0.0,4.029932387794588e-08
1962,0.0,3.6783348811297856e-08
1963,0.0,3.556329319920337e-08
1964,0.0,2.555266709336479e-08
1965,0.0,3.3379464525751246e-08
1966,0.0,2.7141467295876964e-08
1967,0.0,3.3526282638973726e-08
1968,0.0,3.054162744930977e-08
1969,0.0,3.860494190988106e-08
1970,9.197450023812337e-10,3.4030566808951335e-08
1971,0.0,2.363662776616593e-08
1972,0.0,4.2580220238619404e-08
1973,0.0,2.5912057166621594e-08
1974,0.0,2.812785870887069e-08
1975,0.0,3.48400286398487e-08
1976,0.0,2.8567633481024757e-08
1977,0.0,2.938390863960194e-08
1978,0.0,2.3762364964596827e-08
1979,0.0,2.925986652968504e-08
1980,0.0,4.150159904625639e-08
1981,0.0,3.479052246291303e-08
1982,0.0,3.600351394794643e-08
1983,0.0,2.1472075228956555e-08
1984,1.1598016991243298e-09,3.2474447131392026e-08
1985,3.0077789148208467e-09,1.6242006739553005e-08
1986,0.0,2.2779045372178786e-08
1987,0.0,2.9943002743948455e-08
1988,0.0,2.2187249371086182e-08
1989,0.0,2.798942233539492e-08
1990,0.0,2.4518928887218294e-08
1991,0.0,3.868566977871524e-08
1992,0.0,4.022259392222338e-08
1993,0.0,3.489700528547246e-08
1994,0.0,2.37371703404321e-08
1995,0.0,2.331653803366862e-08
1996,0.0,3.5231408013203236e-08
1997,0.0,2.8769367776959598e-08
1998,0.0,1.4304387563335297e-08
1999,0.0,3.199140929943667e-08
2000,0.0,3.092622047340399e-08
2001,0.0,2.4534785758589805e-08
2002,8.76244299341522e-10,3.68022594621209e-08
2003,0.0,2.500153750695233e-08
2004,0.0,3.215497645925325e-08
2005,0.0,2.2068372462769048e-08
2006,0.0,2.5530917102667416e-08
2007,0.0,2.077129268585054e-08
2008,0.0,2.0009967016676455e-08
2009,4.76819250749827e-10,2.0980047032992388e-08
2010,0.0,1.511613789695332e-08
2011,0.0,1.6443078870720385e-08
2012,0.0,2.042551583425478e-08
2013,5.578250084070646e-10,1.2272150184955422e-08
2014,1.0827225782605865e-09,1.602429461344812e-08
2015,0.0,9.30961691070209e-09
2016,0.0,1.5535050357229352e-08
2017,5.031222660711876e-10,1.3835861900624025e-08
2018,0.0,1.471436061883935e-08
2019,0.0,1.632632207204665e-08
