year,espaces_NOUN ouverts_ADJ,espaces_NOUN couverts_ADJ
1867,7.279217228983725e-09,5.095451882652924e-08
1868,2.4699369660652337e-08,3.655506830568811e-08
1869,9.278686263769487e-09,2.3440891894210836e-08
1870,2.2936195165357276e-09,5.504686839685746e-08
1871,2.1242354542039266e-09,6.160282595146782e-08
1872,7.256807155187062e-09,6.47065334646868e-08
1873,8.380406590902112e-09,7.003625057677709e-08
1874,1.6728906260254917e-08,8.185214284139875e-08
1875,1.1443054281912168e-09,6.751402281679475e-08
1876,1.813804395567331e-08,5.74371412653818e-08
1877,1.7317484335421796e-08,3.7727378554563984e-08
1878,1.872117572077059e-08,4.408534692856847e-08
1879,1.1607718342077078e-08,2.932476128592043e-08
1880,1.4761046607247863e-08,4.043243251317108e-08
1881,1.6036766581351003e-08,6.763332294212887e-08
1882,2.6621540527571597e-08,6.921600714804299e-08
1883,1.516641390253426e-08,6.508918914960304e-08
1884,8.582206056928499e-09,4.357119820497246e-08
1885,8.379326565943757e-09,5.4787903991382336e-08
1886,1.613365974151293e-08,4.904632433522238e-08
1887,1.9586773092328258e-08,3.590908548289917e-08
1888,2.599652049184442e-08,7.355112785489837e-08
1889,1.0650732740202784e-08,6.327788071303075e-08
1890,9.831579994568074e-09,5.440140782297931e-08
1891,1.466070642663908e-08,4.84440718651058e-08
1892,1.3163876211308434e-08,6.143142172732041e-08
1893,9.23762488724833e-09,6.220000869916475e-08
1894,6.9316934414587195e-09,4.852185142567578e-08
1895,4.814891596538473e-09,4.4537745935713247e-08
1896,6.486732040400511e-09,4.717623269812066e-08
1897,9.905413045352418e-09,3.554295346930303e-08
1898,1.6975064687230201e-09,4.9793523970720344e-08
1899,9.39688327150634e-09,4.09040801230276e-08
1900,1.8168686111152965e-08,3.010810800674335e-08
1901,1.900171220370339e-08,2.5708198236884527e-08
1902,1.2275709337927765e-08,4.7629754362787935e-08
1903,9.1803746826713e-09,5.2922157323109786e-08
1904,1.1286712897629059e-08,3.6009989656804464e-08
1905,6.192911072844254e-09,3.096455358786443e-08
1906,2.572092316910357e-09,4.6812079546043606e-08
1907,1.2342823652033985e-08,5.914269962659091e-08
1908,8.840499887696751e-09,3.437972395659017e-08
1909,1.0451868703853506e-08,4.1257376182102234e-08
1910,1.7635697346918278e-08,2.778958396731923e-08
1911,1.3832972989291648e-08,3.6178544604581475e-08
1912,8.335073964360618e-09,3.542406545875565e-08
1913,9.015082902408267e-09,3.181793672979438e-08
1914,1.808120764223986e-08,1.5402511266415786e-08
1915,9.424609537234119e-09,3.7698438148936475e-08
1916,2.197492410260793e-09,2.0876177231343718e-08
1917,9.869782324756216e-09,4.276905585243185e-08
1918,1.1486376294556067e-08,3.331049214239101e-08
1919,2.762354567309444e-09,3.038589824200244e-08
1920,4.543339038320937e-09,2.5745588771997063e-08
1921,8.330022005509363e-09,4.392193631019836e-08
1922,3.7627472693202435e-08,4.574319945049865e-08
1923,1.8047112249064412e-08,2.229349149729387e-08
1924,1.804827398643738e-08,2.0626599095407983e-08
1925,1.0998177923937646e-09,2.3096173862313663e-08
1926,3.343841648018042e-09,2.452150482668003e-08
1927,6.689535148041159e-09,2.6758140592164636e-08
1928,1.3711249025050165e-08,3.1992914983902665e-08
1929,1.5596568925246856e-08,2.785101571589621e-08
1930,1.7856125467119455e-08,2.3107928015519974e-08
1931,1.2545892325022123e-08,2.3951248095954725e-08
1932,5.4797681947604815e-09,1.9727165678773417e-08
1933,1.7205993074753678e-08,2.2941325283909464e-08
1934,1.5576054224197833e-08,1.9170528275935794e-08
1935,1.3165112555668657e-08,2.992070946561398e-08
1936,2.3036957230715416e-08,2.5461901032031165e-08
1937,2.3923124703451037e-08,4.406891207509034e-08
1938,2.2040865133021725e-08,2.9819993585533666e-08
1939,1.3764645423464117e-08,2.4470480752825097e-08
1940,2.2822046474857416e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,4.427253941230447e-08
1942,1.517105907566929e-08,3.3376331032286544e-08
1943,1.4516175816936538e-08,3.4838823381733164e-08
1944,1.2852744646352221e-08,3.855823393905666e-08
1945,2.3963545370264683e-08,1.3071024262956144e-08
1946,1.3921104269343232e-08,3.201854070766785e-08
1947,1.907339353124371e-08,1.907339353124371e-08
1948,2.609253058061256e-08,1.848220954059343e-08
1949,2.2579119018928395e-08,1.570721330779179e-08
1950,2.6588404367089424e-08,1.2762433776458693e-08
1951,1.1727541604500402e-08,2.8785784422780125e-08
1952,4.956057964022875e-08,2.5307528517259925e-08
1953,1.1851209791302608e-08,4.417269394707546e-08
1954,2.247683283940205e-08,1.2704297169818801e-08
1955,2.627970197011109e-08,1.595553378308523e-08
1956,3.314033847345854e-08,9.593255967388359e-09
1957,1.0602045463770082e-08,2.03205861026845e-08
1958,5.21151335419745e-08,2.3989505493204888e-08
1959,2.7902691712711203e-08,2.0927018340444192e-08
1960,3.2527915083679915e-08,1.6610000486139143e-08
1961,4.307858603169734e-08,2.014966149488373e-08
1962,2.029426049432459e-08,2.0928455413127267e-08
1963,3.8796319823397596e-08,1.8104948651398445e-08
1964,3.6503809752730376e-08,2.3727476872181796e-08
1965,2.7360216536820303e-08,1.6963333848707407e-08
1966,4.2096967245441874e-08,2.658755882123387e-08
1967,3.648448160253892e-08,1.9721342781053863e-08
1968,3.90753188694859e-08,1.5719955115400808e-08
1969,3.40631842732364e-08,1.9075383050903838e-08
1970,3.357069289222636e-08,2.2993624781975086e-08
1971,3.8024140613934776e-08,2.5178147566862208e-08
1972,5.027543820146363e-08,2.565073486948677e-08
1973,7.056900930280108e-08,1.3231689521830958e-08
1974,1.0857353638371592e-07,2.025205780853412e-08
1975,1.3878897320296346e-07,1.3707552426467373e-08
1976,8.170343424040993e-08,1.7711933253394818e-08
1977,8.345030055867397e-08,1.9393379346865913e-08
1978,1.1108905917378564e-07,2.3762364520507617e-08
1979,8.017203767529679e-08,2.4578287849408298e-08
1980,1.0858637994326514e-07,2.21720881654619e-08
1981,9.425068703272643e-08,2.9730083284107423e-08
1982,8.380128191376457e-08,2.4209258597807093e-08
1983,8.841442422635737e-08,3.0945049189767815e-08
1984,7.886651598454364e-08,2.8415142239168745e-08
1985,1.1369404773198255e-07,2.3460676956688076e-08
1986,9.771011155734755e-08,2.0980699844130868e-08
1987,1.1305010838569274e-07,2.0776777631681398e-08
1988,9.714417315009882e-08,2.338656024392094e-08
1989,1.0701838171200961e-07,2.250130037850795e-08
1990,1.1224220997085865e-07,3.7595690116631886e-08
1991,1.230907691329719e-07,2.4032006606944378e-08
1992,1.4160556105480282e-07,4.0773585396891576e-08
1993,1.5398996444648816e-07,2.2156829260211452e-08
1994,1.3292814982079904e-07,2.0572214154412904e-08
1995,1.7080719549866785e-07,2.8196744494835002e-08
1996,1.3985800939586568e-07,1.9430655129326624e-07
1997,1.7357517778648912e-07,3.4043750929413363e-08
1998,1.5687145227261112e-07,3.099284029417504e-08
1999,1.5310174461546922e-07,5.347135356714716e-08
2000,1.6832700278079926e-07,3.092621980727017e-08
2001,1.6560980764523947e-07,3.28590878950763e-08
2002,1.5553335835916116e-07,1.7086764003693133e-08
2003,2.37931296886984e-07,2.9168459647621603e-08
2004,1.634177484444166e-07,2.8631143678126136e-08
2005,1.7339435309793316e-07,2.7022498017004182e-08
2006,1.9148187702100472e-07,2.594270576139479e-08
2007,2.280847839486455e-07,1.917350189728495e-08
2008,1.8306990545724489e-07,2.554463840453991e-08
2009,1.7833039622772162e-07,2.098004614481397e-08
2010,1.813936585381981e-07,2.0784689525044087e-08
2011,1.9043380250494124e-07,1.9884653923440965e-08
2012,1.7123391815587752e-07,2.3148919225945974e-08
2013,1.6400055835585903e-07,1.5340187786705428e-08
2014,1.301432618339149e-07,2.03551842048455e-08
2015,1.1016379702910584e-07,1.8397575018980206e-08
2016,1.1537364230651548e-07,2.4856079861024227e-08
2017,1.6703659078132205e-07,1.5345229087415646e-08
2018,1.4611101895045664e-07,2.1684320117287825e-08
2019,1.3928393749473855e-07,1.7091618786935214e-08
