year,nos_DET anneaux_NOUN,nos_DET canaux_NOUN
1874,1.3741601412320392e-08,1.0754296386750184e-07
1875,1.1443054503956773e-08,1.3617235161689223e-07
1876,4.232210137899983e-09,1.1185127402058015e-07
1877,9.27722432209066e-09,1.7255636297619503e-07
1878,8.454723976480949e-09,1.2863258502804342e-07
1879,1.221865097988939e-08,1.4173634588221518e-07
1880,1.9253538763308597e-09,1.2964049211916517e-07
1881,1.324776466304911e-08,1.520006662758533e-07
1882,9.983077475794744e-09,1.3710093549335056e-07
1883,1.2638677659992936e-08,1.3270611687321576e-07
1884,2.5746617282607076e-08,1.445771609098756e-07
1885,5.156508553483263e-09,1.611408909085732e-07
1886,5.808117431449489e-09,8.77671055832252e-08
1887,2.3504127977247435e-08,9.793387079071181e-08
1888,1.521747483579361e-08,1.1413106504321036e-07
1889,5.012109394186837e-09,1.1841108715771043e-07
1890,1.3108772733971819e-08,1.3043228896947312e-07
1891,2.5496880162734215e-09,1.0262494620771889e-07
1892,1.7551835096440982e-08,1.6862298846120893e-07
1893,3.387129154930335e-08,6.158416721024906e-08
1894,3.780923574225881e-09,1.058658571917448e-07
1895,4.213029924926559e-09,8.907549364778333e-08
1896,4.1279202278587945e-09,7.84304847734063e-08
1897,2.330685422435863e-09,1.340144111239283e-07
1898,3.3950129374460403e-09,1.0354789248268048e-07
1899,4.9748205555033564e-09,1.0668226302357198e-07
1900,2.9069897822253665e-08,1.0901211533465016e-07
1901,5.588738916095792e-10,1.1121590448581742e-07
1902,5.892340837476695e-09,9.525950384059456e-08
1903,5.400220270956879e-09,1.2366504642535858e-07
1904,1.0211787859759625e-08,9.29810175520629e-08
1905,2.0643036169332163e-09,1.0992416998867327e-07
1906,1.0288369267641428e-08,9.20809017923574e-08
1907,1.028568674676933e-09,9.617117147087129e-08
1908,2.4556945366072114e-09,1.1885561690405666e-07
1909,4.400786846048277e-09,1.364243888968275e-07
1910,5.878565745298658e-09,8.497199721624327e-08
1911,1.0640748282497725e-09,8.24658002995804e-08
1912,5.730363294986773e-09,9.272769752044496e-08
1913,6.893886572711949e-09,1.0128710226098292e-07
1914,1.674185973188358e-08,9.643311216223083e-08
1915,2.3561523843085297e-09,1.060268601804637e-07
1916,2.197492410260793e-09,9.229468389548856e-08
1917,3.289927441585405e-09,1.4585344842998893e-07
1918,0.0,2.1020068885491128e-07
1919,4.603924352863942e-09,2.651860420144203e-07
1920,8.329454903588385e-09,2.0596470662326283e-07
1921,2.2718242842501013e-09,9.844571913220079e-08
1922,2.2133805899215986e-09,7.525494127857968e-08
1923,9.554353308516284e-09,4.989495749896378e-08
1924,9.024136882196387e-09,5.543398617913198e-08
1925,2.3096174084358267e-08,4.289289479153524e-08
1926,3.343841648018042e-09,4.4584552605364536e-08
1927,2.2298449753321847e-09,6.578042643923254e-08
1928,6.85562484559199e-09,6.741364610984846e-08
1929,2.2280812750352652e-09,6.572840050012019e-08
1930,8.402882833991043e-09,4.8316577849760733e-08
1931,2.2810713318222042e-09,5.360517452146496e-08
1932,0.0,8.548438590327834e-08
1933,8.02946331646126e-09,7.226517095837437e-08
1934,2.3963160344919743e-09,5.990790441501304e-08
1935,1.3165112555668657e-08,1.555876849579363e-08
1936,7.274828739411987e-09,3.273672799508631e-08
1937,2.5182236296217297e-09,3.399602022113868e-08
1938,1.2965214457594243e-08,2.852347158466273e-08
1939,4.588215141154706e-09,3.364691014695609e-08
1940,0.0,2.5357829613881222e-08
1941,0.0,3.836953510472085e-08
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,0.0,3.193558839598154e-08
1944,0.0,7.711646787811333e-08
1945,4.357008087652048e-09,5.8819608739213436e-08
1946,2.7842208538686464e-09,3.201854070766785e-08
1947,3.5762612871081956e-09,5.4836007734593295e-08
1948,1.0871887834440486e-09,2.717971980814582e-08
1949,2.945102384188658e-09,3.239612667016445e-08
1950,8.508289184305795e-09,5.104973510583477e-08
1951,0.0,2.5587364338441887e-08
1952,3.163441175679793e-09,6.221434034614504e-08
1953,7.54167928107563e-09,7.864894002729272e-08
1954,6.840775057526116e-09,5.179444184655324e-08
1955,9.385607846468247e-10,3.378818780319648e-08
1956,4.360570571293465e-09,3.226822542501395e-08
1957,5.301022731885041e-09,3.534015258210843e-08
1958,1.6544486891589827e-09,3.2261748661444045e-08
1959,3.8753737996444215e-09,1.3951345856355601e-08
1960,1.7994166157109248e-08,2.145458388724819e-08
1961,5.55852741612739e-09,2.9877084972707024e-08
1962,1.2683912586908264e-08,1.9025868880362395e-08
1963,4.526237162849611e-09,2.7157422977097667e-08
1964,6.083968218106861e-09,3.6503809641708074e-08
1965,7.1136563306595235e-09,3.556828187534222e-08
1966,2.769537488234164e-09,1.606331601067268e-08
1967,3.451234853457663e-09,1.577707425814978e-08
1968,2.6948494546985557e-09,2.6948494991074767e-08
1969,1.3625273131978588e-09,3.360900702187308e-08
1970,4.5987250119061684e-10,1.7935028046034418e-08
1971,6.166076760294459e-09,2.980270608077262e-08
1972,3.0780881177250308e-09,1.4364411160538992e-08
1973,4.9618833486420044e-09,2.205281468548037e-08
1974,3.3753431161187564e-09,2.5877628928583363e-08
1975,5.711480177694739e-09,1.6563292959403952e-08
1976,1.7140580066410394e-09,1.3712464053128315e-08
1977,7.639816446136649e-09,8.815172591880582e-09
1978,1.1881182704343018e-09,1.0099005187669263e-08
1979,4.0963813452421505e-09,2.2822696621460636e-08
1980,4.548120546843393e-09,2.615169236719339e-08
1981,7.590659656386833e-09,8.223214220670627e-09
1982,1.2415004579935385e-09,1.1173504455008754e-08
1983,3.789189628733425e-09,5.052252838311233e-09
1984,2.8995041922996734e-09,1.0438215014563212e-08
1985,3.6093347199894765e-09,1.4437339213024813e-08
1986,4.7955883708539204e-09,1.019062523255343e-08
1987,4.277571907795874e-09,1.5277041853778428e-08
1988,1.798966087207532e-09,7.195864348830128e-09
1989,3.2928733073589456e-09,1.0976244135818547e-08
1990,5.448650863826288e-09,5.993515905799995e-09
1991,7.6199047072123e-09,1.1722930737256831e-08
1992,4.958949695321735e-09,8.264915862810085e-09
1993,6.093128224193833e-09,9.416652346772025e-09
1994,2.637463358823311e-09,1.7407257857371405e-08
1995,3.253470381991974e-09,1.0302656505700725e-08
1996,8.007138063703678e-09,1.0142375161947825e-08
1997,1.438468344439059e-09,1.0069277966984203e-08
1998,3.814503379828693e-09,1.3350762273489636e-08
1999,3.656160929565999e-09,7.769341614505265e-09
2000,1.3254094488601709e-09,1.1045078740501424e-08
2001,3.066848330846028e-09,6.571817479095188e-09
2002,4.819343757400674e-09,1.4019908511908596e-08
2003,2.9168460979889232e-09,7.91715315529018e-09
2004,4.404791198453495e-09,5.726228824443069e-09
2005,2.702249757291497e-09,1.2610498645315715e-08
2006,4.529679020759403e-09,5.7650457740976435e-09
2007,5.592271090648637e-09,1.1983438241713884e-08
2008,6.386159323579221e-09,1.1920831433087642e-08
2009,5.245011536203492e-09,1.6211854969583328e-08
2010,6.140930874920514e-09,1.653327574846486e-08
2011,5.735957875341313e-09,2.5620612270627063e-08
2012,7.489355857703828e-09,1.702126362079781e-08
2013,8.367375237128272e-09,1.7571486987666418e-08
2014,8.228691908418462e-09,1.2992670855860311e-08
2015,9.974589335048911e-09,1.884089169401637e-08
2016,7.663958495607304e-09,2.8170223931311966e-08
2017,7.043711836018929e-09,2.3395185622110404e-08
2018,1.0325866384164328e-08,2.090988060476917e-08
2019,6.887667047816848e-09,2.321398828719623e-08
