year,moins_ADV omis_VERB,moins_ADV commis_VERB
1883,3.159669414998234e-09,2.401348808689363e-08
1884,0.0,2.2445769687351458e-08
1885,5.80107206715752e-09,3.3517306263775026e-08
1886,3.872078213618124e-09,9.680196200179125e-09
1887,5.876032105334161e-09,1.566941953967671e-08
1888,6.340614699951175e-10,2.2192152115962926e-08
1889,5.6386229019267375e-09,3.069916942877171e-08
1890,6.554386478008212e-10,2.6217545467943637e-08
1891,1.9122659011827636e-09,3.314594465564369e-08
1892,4.387958441043338e-09,2.0686091062316336e-08
1893,6.158416554491453e-10,2.771287377356657e-08
1894,6.301539290376468e-10,3.276800342177921e-08
1895,3.611168697403855e-09,2.7083764564395096e-08
1896,0.0,3.774098544795379e-08
1897,2.330685422435863e-09,3.437761009195128e-08
1898,1.6975064687230201e-09,3.281845906144554e-08
1899,7.738609753005221e-09,2.1004797901014172e-08
1900,2.07642125715779e-09,2.180242297811219e-08
1901,3.353243460679778e-09,3.073806453812722e-08
1902,9.820567692386817e-10,3.093478895266344e-08
1903,3.2401321625741275e-09,4.590187074882124e-08
1904,0.0,2.4723275870996986e-08
1905,1.0321518084666081e-09,2.838417501038748e-08
1906,1.0288369045596824e-09,2.1091157265118454e-08
1907,1.5428529565042481e-09,2.7257069490360664e-08
1908,0.0,2.2592390180875555e-08
1909,0.0,1.7053048750881317e-08
1910,0.0,1.60324518105881e-08
1911,5.320374141248863e-10,2.7133907565257687e-08
1912,0.0,2.1879568379290504e-08
1913,1.590896969716482e-09,2.2802856491921375e-08
1914,0.0,1.2723813114234872e-08
1915,3.534228465440492e-09,4.830112487752558e-08
1916,3.2962386153911893e-09,1.9777431248257926e-08
1917,1.0966424435210342e-09,2.8512703309502285e-08
1918,0.0,2.1824114071478107e-08
1919,0.0,1.8415697411455767e-08
1920,0.0,2.3473917920568965e-08
1921,5.300923255902035e-09,4.543648568500203e-09
1922,7.377935484775833e-10,1.1066902949607993e-08
1923,0.0,1.5923921736771263e-08
1924,2.578324886925998e-09,1.5469948877466777e-08
1925,2.1996355847875293e-09,1.8696901804560184e-08
1926,5.57306911730393e-09,8.916910765321973e-09
1927,0.0,1.3379070296082318e-08
1928,0.0,4.570416489713125e-09
1929,0.0,7.798284684668033e-09
1930,1.0503603542488804e-09,8.402882833991043e-09
1931,1.1405356659111021e-09,1.0264820993199919e-08
1932,0.0,1.6439305028370654e-08
1933,0.0,1.8353059516584835e-08
1934,0.0,2.7557634396657704e-08
1935,1.196828414151696e-09,2.2739740757060645e-08
1936,1.2124714565686645e-09,1.2124714565686645e-08
1937,0.0,7.554670666820584e-09
1938,0.0,9.075650453382877e-09
1939,1.5294050470515685e-09,1.2235240376412548e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,2.3612020783048138e-08
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,0.0,1.4516175816936538e-08
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,1.3071024262956144e-08
1946,0.0,1.1136883415474585e-08
1947,0.0,7.152522574216391e-09
1948,0.0,5.435944139264848e-09
1949,3.9268033269479474e-09,1.1780409536754632e-08
1950,3.190608444114673e-09,7.444753258312176e-09
1951,3.1984206394497505e-09,1.0661401539380222e-08
1952,1.0544803918932644e-09,1.1599284199803606e-08
1953,0.0,7.54167928107563e-09
1954,9.772536113672459e-10,6.840775057526116e-09
1955,2.815682353940474e-09,1.0324168187025862e-08
1956,0.0,1.1337483840634377e-08
1957,1.7670075402875796e-09,5.301022731885041e-09
1958,0.0,7.445019267748876e-09
1959,0.0,1.2401196514133517e-08
1960,0.0,1.314958364417862e-08
1961,6.948159270159238e-10,1.528595028332802e-08
1962,0.0,1.9025869768540815e-09
1963,6.466053248388448e-10,1.0992290633282664e-08
1964,6.083968329129164e-10,1.764350798794112e-08
1965,1.0944086747954884e-09,1.1491291473930687e-08
1966,0.0,8.308612464702492e-09
1967,9.860671168482327e-10,8.381570104631919e-09
1968,2.245707841908029e-09,8.533690198930799e-09
1969,1.3625273131978588e-09,7.2668124850849836e-09
1970,2.7592350626548523e-09,8.277704743875347e-09
1971,3.083038491169532e-09,7.707596338946132e-09
1972,4.104117490300041e-09,3.0780880067027283e-09
1973,2.205281512956958e-09,6.615844760915479e-09
1974,5.625571675160757e-10,4.500457340128605e-09
1975,1.7134440533084216e-09,1.028066431985053e-08
1976,1.142705374768127e-09,1.314111219841152e-08
1977,1.7630346071939584e-09,9.402850942308305e-09
1978,4.158414057542359e-09,4.752473081737207e-09
1979,1.7555920051037788e-09,5.266775904289034e-09
1980,2.2740602734216964e-09,4.548120546843393e-09
1981,2.5302198114474095e-09,4.427884725544118e-09
1982,5.586751949948621e-09,1.4898005495922462e-08
1983,1.2630632095778083e-09,3.157658134966823e-09
1984,0.0,5.219107812592938e-09
1985,3.609334831011779e-09,3.0077789148208467e-09
1986,0.0,6.593933843390687e-09
1987,6.110816852533674e-10,6.110816741511371e-09
1988,0.0,4.197587610832443e-09
1989,1.0976244357863152e-09,5.488121956886971e-09
1990,3.2691906959314565e-09,4.358920779878872e-09
1991,5.861465202094962e-10,5.8614650910726596e-09
1992,1.65298330578878e-09,6.060938417817852e-09
1993,3.323524566667402e-09,3.877445031719162e-09
1994,5.274926606624319e-10,1.5824779264761446e-09
1995,5.422450821690461e-10,4.337960657352369e-09
1996,1.067618438099771e-09,8.007138063703678e-09
1997,0.0,8.630809844589749e-09
1998,4.768129224785866e-10,3.337690568372409e-09
1999,4.570201161957499e-10,6.8553016596695215e-09
2000,8.836062992401139e-10,3.97622823555821e-09
2001,0.0,6.133696661692056e-09
2002,1.3143663935011318e-09,4.381221607729913e-09
2003,0.0,2.083461403401543e-09
2004,0.0,2.642874807889939e-09
2005,2.702249757291497e-09,7.205999352777326e-09
2006,0.0,1.1941880373456115e-08
2007,1.1983438685803094e-09,4.7933754743212376e-09
2008,8.514879357157668e-10,5.5346713878634546e-09
2009,9.53638501499654e-10,7.1522885392028e-09
2010,0.0,4.723792912386671e-09
2011,7.64794394481072e-10,4.971163480860241e-09
2012,1.0212758416727752e-09,5.446804340891731e-09
2013,2.789125042035323e-10,6.136075203500013e-09
2014,0.0,6.063246349441442e-09
2015,8.866301581811342e-10,5.763096222466402e-09
2016,8.285360175719347e-10,8.285359953674742e-09
2017,7.54683426862357e-10,4.528100561174142e-09
2018,1.290733298020541e-09,4.904786798931582e-09
2019,1.2754939326953263e-09,5.612172948588068e-09
