year,gros_ADJ anneaux_NOUN,gros_ADJ canaux_NOUN
1848,4.183515400768556e-08,3.218088684420195e-09
1849,3.77073661184113e-08,1.3407063903514427e-08
1850,1.8330290174617403e-08,1.2220192857625989e-08
1851,3.9341575330809064e-08,2.0638204034639784e-08
1852,2.7344290387532055e-08,1.6927417689771573e-08
1853,4.598387448595531e-08,8.957897534855874e-09
1854,4.520228102933288e-08,9.871762074453727e-09
1855,2.7065379271107304e-08,4.776243400783642e-09
1856,2.9509978460851016e-08,3.1063134287023786e-09
1857,2.6848299583548396e-08,3.124165814938351e-08
1858,4.0128142586581816e-08,2.495774786837046e-08
1859,5.855999418713509e-08,2.9025388315062628e-08
1860,3.3413442679375294e-08,6.865775947773045e-09
1861,1.7920662287451705e-08,1.8863854478468056e-08
1862,3.298130124562704e-08,8.584174260306554e-09
1863,3.5461809488879226e-08,9.989241434027463e-09
1864,3.835782536043553e-08,9.589456340108882e-09
1865,3.4830648587558244e-08,7.0602665935837194e-09
1866,7.20110691077025e-08,2.7247432754506917e-08
1867,3.88224918879132e-08,8.73506067478047e-09
1868,3.951899429921468e-08,2.5193358510477992e-08
1869,2.783605879130846e-08,5.6648822521765396e-08
1870,2.9243649279919737e-08,9.747882501187632e-09
1871,1.3807530230280918e-08,4.460894587055009e-08
1872,2.9027228620748247e-08,1.269941218851045e-08
1873,4.8486636927691507e-08,2.5141218884527916e-08
1874,4.241972462182275e-08,3.345781252050983e-08
1875,5.778742462325681e-08,4.863298030954866e-08
1876,4.957732002708326e-08,1.3603533943751245e-07
1877,3.277952487223956e-08,6.926993734168718e-08
1878,3.32149880932775e-08,3.744235144154118e-08
1879,4.643087336830831e-08,9.102894438228759e-08
1880,3.914886193001621e-08,1.906100379756026e-07
1881,2.9284532132578533e-08,1.4711990559135302e-07
1882,4.9249848643739824e-08,4.592215674392719e-08
1883,4.9922778799782463e-08,8.467914369703067e-08
1884,3.4328824227713994e-08,1.53159362525912e-07
1885,4.640857653726016e-08,1.6758653131887513e-08
1886,6.905206362262106e-08,3.87207848007165e-08
1887,5.027272109714431e-08,7.965287807110144e-08
1888,2.9166827175686194e-08,8.179392807505792e-08
1889,7.079604813498008e-08,6.265136676120164e-08
1890,2.818386235503567e-08,3.5393686204088226e-08
1891,3.7607897240832244e-08,2.8046567734918426e-08
1892,4.0745330665004076e-08,1.366535684610426e-07
1893,2.46336657738766e-08,6.466337509891673e-08
1894,2.520615716150587e-08,6.112492911825029e-08
1895,2.467631965430428e-08,6.259359253135699e-08
1896,2.889544248318998e-08,4.717623269812066e-08
1897,3.3212266714599536e-08,7.982597338695996e-08
1898,3.5647634177848886e-08,4.9793523970720344e-08
1899,3.814029270188257e-08,7.075300345604774e-08
1900,2.28406342728249e-08,4.6200373304827735e-08
1901,3.073806453812722e-08,5.756401222356544e-08
1902,2.7497589982772297e-08,3.83002145554201e-08
1903,2.2680925582108102e-08,3.348136701220028e-08
1904,3.547252447333449e-08,4.83716249277677e-08
1905,3.1996705729397945e-08,6.244518147013878e-08
1906,3.755254596171653e-08,4.6812079546043606e-08
1907,1.902852098112362e-08,5.348557152728972e-08
1908,3.3397444809679655e-08,6.286578013714461e-08
1909,2.7504917454734823e-08,3.960708028216686e-08
1910,3.90122991689168e-08,6.680188135987919e-08
1911,2.7133907565257687e-08,4.9479478292369095e-08
1912,2.917275843117295e-08,6.824341625133457e-08
1913,4.5075413623862914e-08,6.310557409960893e-08
1914,1.6741859454327823e-08,4.7546880210802556e-08
1915,2.238344798399794e-08,3.416420923940677e-08
1916,2.5271162940043723e-08,3.076489463182952e-08
1917,2.9609346086090227e-08,1.6449636319748606e-08
1918,3.101321510712296e-08,1.722956355365568e-08
1919,6.997964874244644e-08,1.012863304339362e-08
1920,2.5745588771997063e-08,3.407504323149624e-08
1921,3.180553775905537e-08,3.1048266180278006e-08
1922,3.541408943874558e-08,2.8036154731125862e-08
1923,2.653987074552333e-08,4.2463792482294593e-08
1924,3.867487308184536e-08,6.316896161706609e-08
1925,3.959344141435395e-08,6.598907020816114e-08
1926,1.89484357093761e-08,3.566764306128789e-08
1927,3.1217830098739796e-08,4.9056588125040435e-08
1928,1.82816659588525e-08,3.313552099371009e-08
1929,3.119313873867213e-08,3.4535258208734376e-08
1930,2.941009036305786e-08,1.2604324695075775e-08
1931,3.079446386777818e-08,2.2810713318222042e-08
1932,3.7262424257278326e-08,2.4110979879310435e-08
1933,2.982372038218273e-08,2.523545639121494e-08
1934,2.156684431042777e-08,2.3963160344919743e-08
1935,3.111753699158726e-08,1.0651773152403621e-07
1936,1.6974599503782883e-08,5.941110003959693e-08
1937,2.895957251780601e-08,3.021868266728234e-08
1938,1.9447821131279852e-08,2.9819993585533666e-08
1939,3.211750509990452e-08,7.188203454688846e-08
1940,3.550096039361961e-08,2.028626333583361e-08
1941,2.9515025090631752e-08,3.836953510472085e-08
1942,2.1239483061208375e-08,9.102635090130207e-08
1943,4.064529335323641e-08,1.7419411690866582e-08
1944,3.855823393905666e-08,3.855823393905666e-08
1945,3.0499055725385915e-08,7.189063211399116e-08
1946,3.3410650246423756e-08,1.3921104269343232e-08
1947,1.907339353124371e-08,1.6689218895749036e-08
1948,3.913879709216417e-08,7.066726936955092e-08
1949,1.47255123650325e-08,3.141442661558358e-08
1950,3.616023036556726e-08,1.0635361036293034e-08
1951,2.3455083209000804e-08,1.8124383771578323e-08
1952,1.8980646387944944e-08,3.585233443459401e-08
1953,2.9089333608567358e-08,3.770839640537815e-08
1954,2.7363100230104465e-08,1.2704297169818801e-08
1955,2.627970197011109e-08,1.5016972554349195e-08
1956,2.3547082506070183e-08,1.831439710997529e-08
1957,1.8553580005686854e-08,3.180613461495341e-08
1958,1.6544486669545222e-08,3.4743422361316334e-08
1959,2.0927018340444192e-08,3.100299039715537e-08
1960,1.038124963770315e-08,2.422291700554524e-08
1961,2.431855783413539e-08,1.667558180429296e-08
1962,3.4880759613997725e-08,1.331810839388936e-08
1963,2.651081842941494e-08,2.5217607557692645e-08
1964,2.9203047091641565e-08,5.2322128851756133e-08
1965,1.9699356812452606e-08,1.91521518644322e-08
1966,2.9357096309468034e-08,1.495550172592175e-08
1967,1.9228309611207806e-08,2.662381248796919e-08
1968,2.6050212653672133e-08,1.392338955241712e-08
1969,2.0892086283197386e-08,1.1808570121729645e-08
1970,2.7592349738370103e-08,5.978342709767048e-09
1971,2.8775026805760717e-08,4.1107179882260425e-09
1972,3.231992451446786e-08,1.6929485369132635e-08
1973,2.921997932503473e-08,5.513203671370093e-09
1974,2.0814615808717463e-08,8.438357568252286e-09
1975,2.513051278185685e-08,6.282628195464213e-09
1976,2.285410793945175e-08,1.1427053969725876e-08
1977,2.52701610747863e-08,1.057820764316375e-08
1978,2.970295653881294e-08,7.128709622605811e-09
1979,1.9896710057309974e-08,6.437170796402825e-09
1980,1.591842213599648e-08,8.527726080842513e-09
1981,2.5302197670384885e-08,1.2651099057237047e-09
1982,2.0484757001781873e-08,1.1173503899897241e-08
1983,2.462973291983417e-08,5.052252838311233e-09
1984,3.015484395518797e-08,1.1598016991243298e-09
1985,1.4437339324047116e-08,3.609334831011779e-09
1986,1.9182353483415682e-08,2.3977941854269602e-09
1987,1.9554613928107756e-08,1.5277041853778428e-08
1988,1.679035044332977e-08,1.798966087207532e-09
1989,2.140367705294466e-08,0.0
1990,1.471135746555774e-08,2.724325431913144e-09
1991,1.3481369798284959e-08,2.344586080837985e-09
1992,1.3774860363469088e-08,1.65298330578878e-09
1993,2.2710750613441633e-08,3.877445031719162e-09
1994,1.476979427650349e-08,4.747434001473039e-09
1995,1.4098372247417501e-08,2.7112254663563817e-09
1996,1.3879040139386234e-08,0.0
1997,1.5823152565985765e-08,1.438468344439059e-09
1998,2.193339376788117e-08,2.3840645013706308e-09
1999,2.422206613061917e-08,1.3710603763428253e-09
2000,1.1045078629479121e-08,4.4180314962005696e-10
2001,1.796296800193886e-08,2.190605918883648e-09
2002,1.62105191492401e-08,0.0
2003,1.750107614384433e-08,2.083461403401543e-09
2004,1.9821561281219147e-08,2.642874807889939e-09
2005,1.7114247796712334e-08,1.8014998381943315e-09
2006,1.8118715416903797e-08,2.8825228870488218e-09
2007,1.6377365241737607e-08,3.994479413904628e-09
2008,1.0217855006544596e-08,3.405951742863067e-09
2009,1.907277002999308e-08,1.0013204487790972e-08
2010,2.5036102968556406e-08,2.8342759250676863e-09
2011,2.2943831723409858e-08,1.529588788962144e-09
2012,3.43829533733242e-08,1.599998711299122e-08
2013,3.5421887645270544e-08,1.6734750252211938e-09
2014,3.529675751678951e-08,2.165445156521173e-09
2015,3.679515003796041e-08,6.206410940734486e-09
2016,3.5212782023563705e-08,1.2428040818690533e-09
2017,2.213737992917686e-08,2.5156112748447867e-09
2018,3.071945542387766e-08,3.0977600484760615e-09
2019,2.9081260066732284e-08,1.02039510174734e-09
