year,sommes_VERB ouverts_ADJ,sommes_VERB couverts_ADJ
1859,0.0,1.5276520048956854e-09
1860,0.0,5.492620580582752e-09
1861,4.715963730639317e-10,4.715963730639317e-10
1862,0.0,8.132375661773494e-09
1863,0.0,1.9978483312144135e-09
1864,0.0,3.835782358407869e-09
1865,0.0,5.177528628053096e-09
1866,0.0,5.838735717134114e-09
1867,0.0,3.88224918879132e-09
1868,0.0,3.951899252285784e-09
1869,0.0,2.9301114867763545e-09
1870,0.0,1.9495765002375265e-08
1871,8.496941816815706e-09,1.0621176826930423e-08
1872,0.0,7.861540751719076e-09
1873,0.0,7.183205141814142e-09
1874,0.0,7.169530746864439e-09
1875,0.0,7.437985338754061e-09
1876,0.0,6.650616057868319e-09
1877,0.0,3.710889595609501e-09
1878,2.4156354694326865e-09,4.831270938865373e-09
1879,0.0,1.221865097988939e-08
1880,0.0,3.8507077526617195e-09
1881,0.0,9.761510710859511e-09
1882,0.0,9.983077475794744e-09
1883,1.8958017378167824e-09,8.21514056781325e-09
1884,0.0,9.242375753615306e-09
1885,0.0,8.379326565943757e-09
1886,0.0,0.0
1887,0.0,7.1818169189441505e-09
1888,0.0,3.804368819970705e-09
1889,3.759081934617825e-09,6.265136742733546e-10
1890,0.0,6.554386366985909e-09
1891,0.0,9.561330394092238e-09
1892,6.268512375839919e-10,1.002961980134387e-08
1893,0.0,3.079208221734575e-09
1894,0.0,3.150769645188234e-09
1895,6.018614495673091e-10,2.4074457982692365e-09
1896,4.1279202278587945e-09,1.179405795248556e-09
1897,0.0,1.7480140668268973e-09
1898,0.0,1.0750873968845553e-08
1899,0.0,6.080336234504102e-09
1900,0.0,4.671947717582725e-09
1901,1.1177477832191585e-09,3.912117296778206e-09
1902,0.0,3.437198747846537e-09
1903,1.6200660812870638e-09,2.7001101354784396e-09
1904,5.374625189347171e-10,9.13686282189019e-09
1905,0.0,4.1286072338664326e-09
1906,0.0,7.716276506641861e-09
1907,5.142843373384665e-10,3.0857059130084963e-09
1908,0.0,1.964555629285769e-09
1909,0.0,1.1552065082298668e-08
1910,0.0,9.619471441624228e-09
1911,0.0,1.0108711201439746e-08
1912,1.0418842455450772e-09,1.0418842455450772e-09
1913,0.0,1.590896969716482e-09
1914,0.0,3.3483718020477227e-09
1915,0.0,1.295883844676382e-08
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,0.0,1.4256351654751143e-08
1918,6.89182577673364e-09,1.4932290071101306e-08
1919,1.8415696745321952e-09,3.6831393490643904e-09
1920,0.0,3.786115865267448e-09
1921,0.0,6.058197943303867e-09
1922,0.0,1.4755870969551665e-09
1923,0.0,2.1231896241147297e-09
1924,0.0,2.578324886925998e-09
1925,0.0,4.399271169575059e-09
1926,0.0,1.1146138456652466e-09
1927,1.1149224876660924e-09,6.689535148041159e-09
1928,0.0,4.570416489713125e-09
1929,0.0,6.684243825105796e-09
1930,1.0503603542488804e-09,1.0503603542488804e-09
1931,0.0,7.983749661377715e-09
1932,0.0,1.0959536611565568e-09
1933,8.02946331646126e-09,4.588264879146209e-09
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,0.0,1.196828414151696e-09
1936,0.0,1.091224355320719e-08
1937,0.0,1.2591118148108649e-09
1938,0.0,1.2965214457594243e-09
1939,0.0,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,3.5762612871081956e-09
1948,0.0,2.174377566888097e-09
1949,9.817008317369869e-10,2.945102384188658e-09
1950,0.0,1.0635361480382244e-09
1951,3.1984206394497505e-09,0.0
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,0.0,5.863521668203475e-09
1955,0.0,3.754243138587299e-09
1956,0.0,4.360570571293465e-09
1957,1.7670075402875796e-09,5.301022731885041e-09
1958,1.6544486891589827e-09,4.1361216673863055e-09
1959,4.650448914844674e-09,1.5501495642666896e-09
1960,7.612916519406099e-09,1.3841666701708277e-09
1961,2.779263708063695e-09,4.86371165564492e-09
1962,6.341956404476434e-10,1.9025869768540815e-09
1963,6.466053248388448e-10,1.2932106496776896e-09
1964,3.6503808864551957e-09,4.867174663303331e-09
1965,1.6416130677043839e-09,1.0944086747954884e-09
1966,3.3234448526542337e-09,8.862519607077957e-09
1967,2.9582012395223956e-09,2.9582012395223956e-09
1968,4.4914158503495116e-10,4.042274071025531e-09
1969,2.7250546263957176e-09,4.541757636644661e-09
1970,3.219107425067591e-09,5.058597540852361e-09
1971,3.5968783507200897e-09,2.569198631618974e-09
1972,3.0780880067027283e-09,2.0520587451500205e-09
1973,3.3079223804577396e-09,3.859242703185828e-09
1974,5.06301445213353e-09,2.2502286700643026e-09
1975,5.140332159925265e-09,2.8557400888473694e-09
1976,5.142174241967723e-09,5.142174241967723e-09
1977,5.876781727920388e-09,5.876781727920388e-09
1978,3.5643548113029055e-09,4.158414057542359e-09
1979,4.681578680276743e-09,5.851973350345929e-10
1980,2.8425752862659692e-09,6.253665585376211e-09
1981,4.427884725544118e-09,5.69299452024552e-09
1982,8.690503427999374e-09,1.2415004579935385e-09
1983,1.2630632095778083e-09,2.5261264191556165e-09
1984,3.479405208395292e-09,1.739702604197646e-09
1985,2.4062232206745193e-09,1.8046674155058895e-09
1986,5.994485352545098e-09,4.7955883708539204e-09
1987,6.721898593298192e-09,1.2221633705067347e-09
1988,9.594486094499644e-09,5.99655392008458e-09
1989,1.0427432250992297e-08,6.036934507847036e-09
1990,7.083246433836621e-09,4.90378582185258e-09
1991,4.10302547493302e-09,2.9307325455363298e-09
1992,9.91789939064347e-09,4.958949695321735e-09
1993,2.4372512896775334e-08,4.985286850001103e-09
1994,8.967375286772494e-09,5.274926606624319e-10
1995,2.1689803286761844e-09,2.7112254663563817e-09
1996,4.804283193493575e-09,4.270473752399084e-09
1997,1.3905194329311144e-08,1.917957792585412e-09
1998,4.7681290027412615e-09,4.291316191284977e-09
1999,7.769341614505265e-09,1.3710603763428253e-09
2000,8.83606254831193e-09,3.5344251969604557e-09
2001,8.762423675534592e-09,2.190605918883648e-09
2002,4.381221607729913e-09,4.81934359086722e-09
2003,8.750538071922165e-09,2.5001538617175356e-09
2004,3.9643119897903034e-09,1.3214374039449694e-09
2005,8.106749049829887e-09,2.702249757291497e-09
2006,1.0294725072412803e-08,3.706100981659688e-09
2007,3.595031605740928e-09,4.7933754743212376e-09
2008,8.089135583588813e-09,3.405951742863067e-09
2009,7.1522885392028e-09,6.198650481792356e-09
2010,4.723792912386671e-09,5.196172381261022e-09
2011,1.2619107536693264e-08,4.206369030868018e-09
2012,6.808505315092361e-09,7.829781267787439e-09
2013,1.2829975304384789e-08,1.1714325509615264e-08
2014,1.0827226226695075e-08,8.012147389990787e-09
2015,9.309617077235544e-09,4.211493376260478e-09
2016,7.663958356829426e-09,6.628288140575478e-09
2017,1.685459594114036e-08,7.54683426862357e-09
2018,9.035133530232997e-09,8.518839855753413e-09
2019,1.224474122096808e-08,6.377469219387422e-09
