year,moindres_ADJ anneaux_NOUN,moindres_ADJ canaux_NOUN
1994,0.0,0.0
1995,0.0,5.422450821690461e-10
1996,0.0,2.6690460952494277e-09
1997,0.0,0.0
1998,0.0,0.0
1999,0.0,0.0
2000,0.0,0.0
2001,0.0,0.0
2002,0.0,0.0
2003,0.0,0.0
2004,0.0,0.0
2005,0.0,2.702249757291497e-09
2006,0.0,8.235779835885637e-10
2007,0.0,3.994479469415779e-10
2008,0.0,0.0
2009,0.0,0.0
2010,0.0,0.0
2011,0.0,0.0
2012,0.0,0.0
2013,0.0,0.0
2014,0.0,1.0827225782605865e-09
2015,0.0,0.0
2016,4.1426800878596737e-10,4.1426800878596737e-10
2017,0.0,2.515611330355938e-10
2018,0.0,0.0
2019,0.0,0.0
