year,deux_DET ouverts_ADJ,deux_DET couverts_NOUN
1871,3.18635318130589e-09,7.965883064287027e-08
1872,9.675742873582749e-09,1.0099056746426527e-07
1873,1.1972008939764578e-09,6.82404510676804e-08
1874,0.0,8.543690910300938e-08
1875,1.1443054281912168e-09,5.4354506229259414e-08
1876,1.209202959984168e-09,6.650616146686161e-08
1877,6.184815992682502e-10,8.59689430754429e-08
1878,0.0,1.177622284131985e-07
1879,7.94212251520321e-09,1.1180065229154934e-07
1880,5.134277003548959e-09,1.0332732536255662e-07
1881,0.0,1.0946836681569039e-07
1882,6.655385131892899e-10,8.385784933118146e-08
1883,2.5277355764075082e-09,7.899173337655441e-08
1884,0.0,6.931781904029322e-08
1885,0.0,8.314870036940647e-08
1886,0.0,6.840671828989286e-08
1887,1.9586774424595887e-09,8.161155928831931e-08
1888,0.0,9.257297262088571e-08
1889,6.265136742733546e-10,7.518164268915939e-08
1890,0.0,9.962667446572482e-08
1891,3.824531802365527e-09,7.075384189647593e-08
1892,1.8805537127519756e-09,8.211751278963675e-08
1893,6.158416554491453e-10,5.2346539658465474e-08
1894,6.9316934414587195e-09,6.805662766673493e-08
1895,4.814891596538473e-09,6.740848235153862e-08
1896,1.179405795248556e-09,4.835563705007928e-08
1897,5.826713556089658e-10,8.507002113855577e-08
1898,2.8291773368493978e-09,6.959776666093376e-08
1899,2.2110313580014918e-09,8.788849470420246e-08
1900,6.22926377147337e-09,6.073532121675385e-08
1901,6.147612641171918e-09,5.868175723122704e-08
1902,5.4013122863239005e-09,5.548620851669739e-08
1903,0.0,5.130209146386733e-08
1904,0.0,4.030968803192536e-08
1905,2.580379465655369e-09,3.6641390810387975e-08
1906,3.0865106026567446e-09,3.858138497569996e-08
1907,2.057137349353866e-09,5.914269962659091e-08
1908,9.822778146428846e-10,6.38480583958767e-08
1909,5.500983557560346e-10,7.371318133664317e-08
1910,0.0,8.604082868401974e-08
1911,1.0640748282497725e-09,5.533189106898817e-08
1912,4.167536982180309e-09,3.386123859083767e-08
1913,1.060597942803554e-09,6.840856731082923e-08
1914,0.0,1.5268575737081846e-07
1915,0.0,5.1835352010698443e-08
1916,0.0,5.383856560570166e-08
1917,1.0966424435210342e-09,3.8382484413013174e-08
1918,1.1486376294556067e-09,8.270190754444684e-08
1919,9.207848372660976e-10,7.550435754399842e-08
1920,1.514446346106979e-09,5.6791735758565665e-08
1921,0.0,7.11838241684859e-08
1922,7.377935484775833e-10,1.114068245433586e-07
1923,0.0,7.537323298834053e-08
1924,0.0,8.250639904616719e-08
1925,0.0,1.0008341710943114e-07
1926,0.0,1.0700293007204209e-07
1927,0.0,1.0480271672719255e-07
1928,0.0,9.026572178605363e-08
1929,1.0026365515614089e-08,1.1251810327905787e-07
1930,1.0503603542488804e-09,1.0713675369089515e-07
1931,0.0,5.816732073782305e-08
1932,2.1919073223131136e-09,6.246936035125827e-08
1933,1.1470662197865522e-09,7.341223895451776e-08
1934,0.0,1.0783421799942516e-07
1935,0.0,1.2087966805296446e-07
1936,0.0,9.214783247557534e-08
1937,3.777335333410292e-09,5.0364473036523805e-08
1938,2.5930428915188486e-09,6.741911473540085e-08
1939,0.0,5.964679594683275e-08
1940,0.0,3.8036742644464994e-08
1941,5.9030051957620344e-09,4.7224043342453115e-08
1942,9.102635090130207e-09,5.461581231713808e-08
1943,0.0,9.000029255190611e-08
1944,3.2131861615880553e-09,8.996921607717923e-08
1945,4.357008087652048e-09,6.753362580269595e-08
1946,0.0,7.09976326618289e-08
1947,2.3841741914054637e-09,5.841226813352307e-08
1948,2.174377566888097e-09,8.371353832359318e-08
1949,2.945102384188658e-09,6.086545001338095e-08
1950,0.0,8.720996547140203e-08
1951,5.330700769690111e-09,8.529121586775545e-08
1952,1.0544803918932644e-09,7.381363076319758e-08
1953,6.464296653518886e-09,3.7708394184932104e-08
1954,7.818028890937967e-09,6.938500352049459e-08
1955,1.9709776921672528e-08,7.602342133594675e-08
1956,1.0465369904011368e-08,7.064124751821055e-08
1957,4.417518795207798e-09,4.329168623584678e-08
1958,1.6544486669545222e-08,6.783239758778592e-08
1959,1.3176271629333769e-08,9.22338974085335e-08
1960,2.6991250123842292e-08,9.689166452497844e-08
1961,2.501337270643944e-08,7.504012183856545e-08
1962,2.029426049432459e-08,6.659054108126838e-08
1963,2.198458126656533e-08,5.366824140651261e-08
1964,1.6426714211092985e-08,6.996563484129581e-08
1965,1.7510538796727815e-08,8.317505734156683e-08
1966,2.0494576702390077e-08,6.536108165811072e-08
1967,1.9721342781053863e-08,6.310829675504337e-08
1968,1.2126823101255013e-08,5.075300002488348e-08
1969,2.0892086283197386e-08,4.678010531722343e-08
1970,1.5635665207014426e-08,4.046878104846385e-08
1971,2.363662865434435e-08,4.98424572725753e-08
1972,2.3085661382538092e-08,4.719735047231666e-08
1973,1.7642252103655665e-08,5.402939606824475e-08
1974,1.518904291231138e-08,4.500457473355368e-08
1975,1.0851811893530794e-08,4.0551508817543436e-08
1976,9.712995741040231e-09,4.456550856124508e-08
1977,1.23412418062685e-08,3.4673013793451446e-08
1978,8.316828115084718e-09,4.039602163885547e-08
1979,1.462993370893173e-08,4.213420723431227e-08
1980,8.527726080842513e-09,3.2973873853592295e-08
1981,8.223214109648325e-09,4.744162107606087e-08
1982,1.738100685599875e-08,4.593551761189474e-08
1983,8.841442245000053e-09,5.620631327030168e-08
1984,9.858314165001048e-09,4.5232267265049586e-08
1985,1.6843562988810845e-08,6.07571355448755e-08
1986,9.591176741707841e-09,4.13619489769701e-08
1987,1.4054879038383206e-08,3.238732881882811e-08
1988,8.994830658082265e-09,4.1975876441391335e-08
1989,9.878619700032232e-09,4.1160916119942215e-08
1990,1.0352437129768077e-08,4.0320015826100786e-08
1991,8.7921980806982e-09,3.282420468764258e-08
1992,3.30596661157756e-09,2.810071531023084e-08
1993,8.862731881720265e-09,5.317638951396475e-08
1994,8.439882570598911e-09,5.01118033735537e-08
1995,4.880205572987961e-09,4.1752870216793525e-08
1996,1.5480466686312866e-08,3.3096172025182113e-08
1997,1.054876808126437e-08,2.9728345452006977e-08
1998,6.198567881199324e-09,3.719140706515134e-08
1999,6.398281460207045e-09,3.519054914136177e-08
2000,7.068850393920911e-09,4.50639209281789e-08
2001,7.0099388516098315e-09,3.592593778023456e-08
2002,1.752488598683044e-09,4.5126579806265e-08
2003,2.5001538617175356e-09,3.4168768259235094e-08
2004,2.642874807889939e-09,3.2595454557693415e-08
2005,6.305249655724765e-09,3.918261959334757e-08
2006,9.059357708451898e-09,3.87081655617294e-08
2007,5.592271090648637e-09,7.309897220864059e-08
2008,2.1287198670449925e-09,6.386159334681452e-08
2009,4.76819250749827e-09,6.389377960047682e-08
2010,7.558068837454357e-09,6.613310254977023e-08
2011,7.265546830836911e-09,1.0707121411712706e-07
2012,4.425528388196653e-09,1.3038287496880407e-07
2013,3.6258624991347688e-09,1.4029298345263896e-07
2014,2.815078836704288e-09,1.513646140927083e-07
2015,3.103205470367243e-09,1.60923381287148e-07
2016,6.006886099640951e-09,1.7440683031111348e-07
2017,2.264050280587071e-09,1.204977824187381e-07
2018,4.130346731301415e-09,1.5075765935623764e-07
2019,4.3366790158927415e-09,1.6351831355621016e-07
