year,les_DET arts_NOUN,les_DET quarts_NOUN
1872,1.4941161154524707e-05,3.882391883536229e-07
1873,1.4085666869334545e-05,3.7412527298386067e-07
1874,1.3083796467583397e-05,3.417476532874275e-07
1875,1.4717484404513925e-05,3.6217268029048455e-07
1876,1.550681874817883e-05,2.418405875559415e-07
1877,1.4830569810442285e-05,4.162381177508223e-07
1878,1.5379746734822675e-05,4.541394700297019e-07
1879,1.4357524932506749e-05,3.8855309369978386e-07
1880,1.5814214819442896e-05,2.592809904555793e-07
1881,1.3218479580245912e-05,3.270106176955778e-07
1882,1.2680505534490294e-05,2.988268033021768e-07
1883,1.3465247192812058e-05,3.2734174482129674e-07
1884,1.2563029784473656e-05,4.013831702565085e-07
1885,1.1432623679752396e-05,4.080087467883686e-07
1886,1.1437474427111738e-05,3.8527179491154584e-07
1887,1.0470436677678663e-05,4.6355366123407293e-07
1888,1.0316180208747028e-05,3.8487531917041906e-07
1889,1.1783468764292593e-05,2.8694325671096976e-07
1890,9.752272106311466e-06,4.0702738957065776e-07
1891,1.0514913597603481e-05,4.3472181054937664e-07
1892,9.610882955257694e-06,4.1309496090491393e-07
1893,9.34354917347946e-06,3.3132281007652864e-07
1894,9.87199143764883e-06,3.78092363639837e-07
1895,9.760387314372565e-06,4.5259981007461647e-07
1896,9.159855451912335e-06,3.986391501342723e-07
1897,9.584943903462317e-06,4.2185405391137465e-07
1898,8.932844764331094e-06,3.7628058890959437e-07
1899,8.955229617413352e-06,4.101463204619904e-07
1900,9.861443857062113e-06,3.3741846650059415e-07
1901,8.797234059443326e-06,3.6494465849301605e-07
1902,8.129957024038958e-06,4.831719300213422e-07
1903,8.98542670313418e-06,3.105126715752249e-07
1904,9.158898791383763e-06,3.2462737209471015e-07
1905,8.823349531894564e-06,3.1429021252193934e-07
1906,8.533173485147927e-06,2.659543429928135e-07
1907,8.792204837959616e-06,2.9468493067952295e-07
1908,8.725573898971106e-06,3.0745295021006314e-07
1909,9.237801570805004e-06,2.794499600611289e-07
1910,9.022529603441853e-06,3.3454383796538423e-07
1911,9.256918900746314e-06,2.9474872142998265e-07
1912,9.151911051219486e-06,3.068349148094285e-07
1913,9.327959091365301e-06,3.123461080889456e-07
1914,9.098865675127854e-06,3.843930755920155e-07
1915,6.676157671137162e-06,2.945190349379345e-07
1916,6.649611876241579e-06,3.3182134195897106e-07
1917,7.172041335934409e-06,3.8821143011347203e-07
1918,7.347834809934284e-06,3.801990455798432e-07
1919,8.460171187607557e-06,3.830464789800203e-07
1920,8.923875157051953e-06,3.097042728938959e-07
1921,8.51706920457218e-06,2.4535701914629726e-07
1922,9.132408621326249e-06,2.41996279015666e-07
1923,9.42165388551075e-06,2.473516000911502e-07
1924,1.0295251257730342e-05,2.965073511163041e-07
1925,9.82907121738208e-06,3.354444171321802e-07
1926,9.495395516978533e-06,2.931434384123577e-07
1927,1.0040991895721163e-05,3.679244269250148e-07
1928,9.32136433107189e-06,3.210717478552283e-07
1929,9.354599001198949e-06,2.7293994975252645e-07
1930,9.857632193188692e-06,3.0145343377085965e-07
1931,8.933815735190365e-06,4.55073733363065e-07
1932,8.575837512125872e-06,3.3974563251604195e-07
1933,8.592673040652699e-06,2.8561949072525294e-07
1934,8.714203261206421e-06,2.396316070019111e-07
1935,9.392709472422212e-06,2.8963248155378096e-07
1936,8.075059724887979e-06,2.6916866957549246e-07
1937,8.427235201224903e-06,2.3293568451876467e-07
1938,8.57259976783098e-06,2.541182091420069e-07
1939,7.879494802409681e-06,2.538812484687014e-07
1940,7.721459155618504e-06,3.14437092363562e-07
1941,8.886974484312304e-06,2.8924724304602023e-07
1942,9.824778160805181e-06,3.307290938892038e-07
1943,8.933254939336166e-06,2.78710573731189e-07
1944,8.026538850458564e-06,2.4420215005704904e-07
1945,9.822874602605225e-06,3.420251371011318e-07
1946,9.886768481237596e-06,3.341065131223786e-07
1947,9.142116141447332e-06,2.479541247879524e-07
1948,9.121513770082856e-06,2.3483277633573607e-07
1949,8.554540869454286e-06,2.493520083746148e-07
1950,8.55614837291796e-06,2.4354978078733325e-07
1951,9.28608102412909e-06,3.0171767306796937e-07
1952,7.6228390071264585e-06,2.5623872623725674e-07
1953,8.137471866120904e-06,2.9089334319110094e-07
1954,8.794305330184216e-06,2.5408594517273286e-07
1955,8.75301796554595e-06,2.6185845669601804e-07
1956,8.776084627015734e-06,3.2268222760478693e-07
1957,8.289032365382809e-06,2.4296353284825045e-07
1958,8.281343028215815e-06,2.9449186289554063e-07
1959,8.078604409433865e-06,2.0772004472036087e-07
1960,8.048929387882708e-06,2.235429210628581e-07
1961,8.60460033891286e-06,1.9732772482683458e-07
1962,8.677064656126277e-06,2.4353112415553824e-07
1963,8.478289188929011e-06,2.722208485295141e-07
1964,8.923356503487412e-06,3.0541522022531353e-07
1965,9.607814121181946e-06,2.2544818989445048e-07
1966,9.197079535283592e-06,2.4759664718487784e-07
1967,1.0728903589551919e-05,2.2975363123123316e-07
1968,1.2051366724108448e-05,2.618495316131231e-07
1969,1.0032289225136992e-05,2.806806449484611e-07
1970,9.81275927358638e-06,2.653464363788771e-07
1971,9.676116107470989e-06,2.3122788128659977e-07
1972,1.1419193810979777e-05,1.9443257004425618e-07
1973,8.860821026246413e-06,2.381704042875299e-07
1974,8.237524667720209e-06,2.030831431909519e-07
1975,8.102876968507644e-06,2.038998387909885e-07
1976,8.767978428636525e-06,2.1882808187712044e-07
1977,8.182243263377131e-06,2.5270161785329037e-07
1978,9.090887019169713e-06,2.3108899949164652e-07
1979,8.971660548695581e-06,2.2471578375871104e-07
1980,9.31341388366036e-06,2.5753733012834346e-07
1981,8.140982302506927e-06,2.1949657380559984e-07
1982,8.773683816798439e-06,2.2595308912798373e-07
1983,8.693663851033762e-06,2.399820120402296e-07
1984,9.239560128548874e-06,2.5979558415656356e-07
1985,8.697895367504316e-06,2.3039587837558884e-07
1986,9.26028118897193e-06,2.3258603309983528e-07
1987,9.099617415131434e-06,2.1815615891540574e-07
1988,9.411591150865206e-06,2.2007353006614494e-07
1989,1.0907094250001137e-05,2.3544044225332073e-07
1990,1.0592177801527214e-05,2.490033441659989e-07
1991,1.0199535211086186e-05,2.350447534382738e-07
1992,1.0690944463931373e-05,2.3968257334416876e-07
1993,1.062309159749475e-05,2.2766143104036018e-07
1994,1.0124694149737934e-05,2.5425147320845554e-07
1995,1.0446351197401782e-05,2.6461561208890316e-07
1996,1.0359101665358139e-05,2.2153082035458738e-07
1997,1.0175245122923116e-05,2.3015493155753575e-07
1998,1.0695867374010959e-05,2.488963346536366e-07
1999,1.1373402969638846e-05,2.230258191460166e-07
2000,1.1156412845991781e-05,2.553622291401325e-07
2001,1.0877672245612757e-05,1.835727694299294e-07
2002,1.142052967395557e-05,2.672545242887736e-07
2003,1.075191163835143e-05,2.6668307118171697e-07
2004,1.0760464988379681e-05,2.867519217630843e-07
2005,1.147014904745447e-05,2.621182195738925e-07
2006,1.1301548738629208e-05,2.7136894775736664e-07
2007,1.1538453314585695e-05,2.7322240647720264e-07
2008,1.0299172309657934e-05,2.9972376580644777e-07
2009,1.069553261601186e-05,3.099325240896178e-07
2010,8.610057506075464e-06,3.146046285706916e-07
2011,7.672417424942068e-06,3.927219083266209e-07
2012,6.899399060955602e-06,4.3642519553799275e-07
2013,6.206639849182238e-06,3.868516493810148e-07
2014,6.930074349043025e-06,4.5452694052983134e-07
2015,7.883028843025386e-06,4.324538487310292e-07
2016,8.182207324125557e-06,4.0556839131511424e-07
2017,5.813326005466024e-06,3.8212135677895276e-07
2018,6.161960971695635e-06,4.194883516106529e-07
2019,6.80807632846836e-06,3.7780129780173866e-07
