year,territoires_NOUN ouverts_ADJ,territoires_NOUN couverts_ADJ
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,3.396968040192405e-09
1868,0.0,5.9278488784286765e-09
1869,0.0,2.441759683335931e-09
1870,0.0,5.734048791339319e-10
1871,0.0,1.0621177271019633e-09
1872,0.0,1.2094678591978436e-09
1873,0.0,3.591602570907071e-09
1874,0.0,4.182226565063729e-09
1875,5.721527140956084e-10,5.149374260327022e-09
1876,0.0,6.04601479992084e-10
1877,0.0,0.0
1878,0.0,1.8117265465633636e-09
1879,0.0,6.109325489944695e-09
1880,0.0,0.0
1881,0.0,6.972507571312292e-10
1882,0.0,5.989846840748214e-09
1883,0.0,0.0
1884,0.0,0.0
1885,1.933690763067375e-09,1.2891271383708158e-09
1886,0.0,1.2906927748801422e-09
1887,1.9586774424595887e-09,6.528924512139156e-09
1888,6.340614699951175e-10,4.4384300679212174e-09
1889,0.0,1.2530273485467092e-09
1890,0.0,2.6217545912032847e-09
1891,6.374220040683554e-10,6.374220040683554e-10
1892,0.0,0.0
1893,1.0469308087124318e-08,1.847525021858587e-09
1894,0.0,1.2603078580752936e-09
1895,0.0,0.0
1896,0.0,8.845543852942228e-09
1897,5.826713556089658e-10,2.9133566670225264e-09
1898,0.0,3.960848538042683e-09
1899,0.0,0.0
1900,0.0,6.22926377147337e-09
1901,0.0,2.235495566438317e-09
1902,1.9641135384773634e-09,1.4730852093691738e-09
1903,5.400220270956879e-10,1.6200660812870638e-09
1904,0.0,5.374625189347171e-10
1905,1.0321518084666081e-09,4.1286072338664326e-09
1906,7.201858220895474e-09,7.201858220895474e-09
1907,2.5714217422034835e-09,4.114274698707732e-09
1908,4.911389073214423e-09,2.9468334439286537e-09
1909,1.1001967115120692e-09,2.7504918342913243e-09
1910,4.275320542035388e-09,1.068830179917768e-08
1911,0.0,3.7242617878519013e-09
1912,1.5628263128064646e-09,2.6047106693738442e-09
1913,0.0,4.242391771214216e-09
1914,1.0714789944188396e-08,1.3393487430235496e-09
1915,0.0,0.0
1916,2.197492410260793e-09,0.0
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,5.743188147278033e-09
1919,0.0,7.366278698128781e-09
1920,0.0,3.786115865267448e-09
1921,6.815472630705699e-09,8.330022005509363e-09
1922,0.0,2.2133805899215986e-09
1923,0.0,1.0615948120573648e-09
1924,3.867487219366694e-09,2.578324886925998e-09
1925,0.0,8.798542339150117e-09
1926,4.458455382660986e-09,4.458455382660986e-09
1927,0.0,5.574612327308159e-09
1928,2.2852082448565625e-09,5.713020723163709e-09
1929,8.912325100141061e-09,1.1140405931087116e-08
1930,3.1510811737689437e-09,8.402882833991043e-09
1931,0.0,2.2810713318222042e-09
1932,0.0,5.4797681947604815e-09
1933,0.0,5.735331320977366e-09
1934,0.0,7.188948103475923e-09
1935,0.0,5.98414207075848e-09
1936,1.2124714565686645e-09,2.9099314957647948e-08
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,3.8895642262559704e-09,2.463390735840676e-08
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,0.0,8.344609447874518e-09
1948,0.0,6.523132700664291e-09
1949,0.0,1.47255123650325e-08
1950,0.0,1.1698897850465073e-08
1951,0.0,1.0661401539380222e-08
1952,0.0,2.1089608281954497e-08
1953,0.0,2.2625037843226892e-08
1954,0.0,1.9545073115523337e-08
1955,0.0,2.5341140741375057e-08
1956,0.0,8.72114114258693e-09
1957,0.0,7.951533653738352e-09
1958,0.0,3.8052320405768114e-08
1959,3.100299128533379e-09,3.4878365084978213e-08
1960,0.0,8.997083078554624e-09
1961,0.0,1.111705483225478e-08
1962,0.0,1.2683912586908264e-08
1963,0.0,9.69907976156037e-09
1964,1.2167936658258327e-09,8.517555549758526e-09
1965,0.0,1.1491291473930687e-08
1966,0.0,5.539074976468328e-09
1967,1.9721342336964653e-09,2.465167803222812e-08
1968,0.0,2.3355362088750553e-08
1969,0.0,9.083515273289322e-09
1970,4.5987250119061684e-10,1.5175793066646293e-08
1971,5.138397485282553e-10,1.9525909777939887e-08
1972,0.0,1.539044092169206e-08
1973,1.6539611902288698e-09,1.8193572870472963e-08
1974,1.1251143350321513e-09,2.1377172032543967e-08
1975,0.0,2.9128548462153958e-08
1976,5.713526873840635e-10,3.828062844490887e-08
1977,1.7630346071939584e-09,1.645498848290572e-08
1978,5.940591352171509e-10,2.9108898402796513e-08
1979,0.0,1.1703946256602649e-08
1980,1.1370301367108482e-09,1.0233271119375331e-08
1981,1.2651099057237047e-09,1.5181319312773667e-08
1982,0.0,8.069752865935698e-09
1983,1.2630632095778083e-09,8.841442245000053e-09
1984,0.0,1.681712546997005e-08
1985,0.0,1.0828004270990732e-08
1986,0.0,1.6185110141009318e-08
1987,6.110816852533674e-10,1.2832715334809564e-08
1988,2.99827696004229e-09,1.6190695006912392e-08
1989,5.488122178931576e-10,1.8659616074501173e-08
1990,1.089730194969718e-09,1.2531897297662908e-08
1991,5.861465202094962e-10,1.2895223555631219e-08
1992,2.7549720282848966e-09,1.2672871640972971e-08
1993,1.661762283333701e-09,1.1078414630105726e-08
1994,1.5824779264761446e-09,1.0549853435293244e-08
1995,0.0,2.7112254663563817e-09
1996,3.736664311304594e-09,5.3380921904988554e-09
1997,4.315404922294874e-09,1.3425704992187093e-08
1998,6.675381136744818e-09,1.0966696883940585e-08
1999,3.656160929565999e-09,8.683382013430219e-09
2000,3.5344251969604557e-09,6.627047355323157e-09
2001,1.7524847129024579e-09,1.796296800193886e-08
2002,5.6955880012310445e-09,2.1906107150471144e-08
2003,2.5001538617175356e-09,1.583430631058036e-08
2004,2.2023955992267474e-09,1.497629043001325e-08
2005,6.305249655724765e-09,9.457874483587148e-09
2006,2.8825228870488218e-09,9.882935358973555e-09
2007,2.3966877371606188e-09,9.98619853476157e-09
2008,1.7029758714315335e-09,1.2772319202269955e-08
2009,1.907277002999308e-09,1.3350939020995156e-08
2010,4.2514138876015295e-09,9.447585824773341e-09
2011,9.177532511728259e-09,4.971163480860241e-09
2012,3.404252713057332e-10,2.1787217363566924e-08
2013,1.3945624655065103e-09,9.761937924679387e-09
2014,0.0,1.277612682315521e-08
2015,2.2165753954528356e-10,1.10828768384863e-08
2016,1.86420612280358e-09,9.32103016992869e-09
2017,1.509366853724714e-09,9.056201122348284e-09
2018,1.5488800242380307e-09,5.937373259712331e-09
2019,1.02039510174734e-09,1.785691416955615e-08
