year,nos_DET arts_NOUN,nos_DET quarts_NOUN
1861,3.923681894946185e-07,4.715963619617014e-09
1862,3.478849368854231e-07,1.8071945051545413e-09
1863,4.2154599866339737e-07,3.496234635136375e-09
1864,4.176208174833107e-07,6.712618905169165e-09
1865,2.767624440735972e-07,2.8241067262513297e-09
1866,2.899905249265089e-07,2.919367858567057e-09
1867,3.6541671555312405e-07,3.88224918879132e-09
1868,4.3372093450066984e-07,4.93987406535723e-10
1869,2.7787222955932833e-07,1.4650557433881772e-09
1870,2.471375095680628e-07,1.1468097582678638e-09
1871,2.3260377846057168e-07,3.18635318130589e-09
1872,2.6305926326131157e-07,6.047339295989218e-10
1873,2.3824298089891727e-07,2.9930022904522957e-09
1874,2.4973865864197364e-07,6.572069999322139e-09
1875,2.7692190007755357e-07,1.7164581422868253e-09
1876,2.714660718439177e-07,5.441413541973361e-09
1877,2.591437890941961e-07,1.2369631985365004e-09
1878,2.947075388171072e-07,3.6234530931267273e-09
1879,2.1565918462140843e-07,1.832797580370027e-09
1880,3.131909105391628e-07,2.5671385017744797e-09
1881,2.2521199100067335e-07,9.064259565150223e-09
1882,1.956683171044915e-07,3.3276925659464496e-09
1883,2.8437024701677416e-07,6.319338829996468e-09
1884,3.2678400785357553e-07,6.601696966868076e-10
1885,1.643637115300578e-07,3.86738152613475e-09
1886,1.664993745098542e-07,3.872078324640427e-09
1887,1.717107175336352e-07,3.9173548849191775e-09
1888,1.9148657059986363e-07,0.0
1889,2.2366537866247427e-07,3.132568371366773e-09
1890,1.8942176299718838e-07,6.554386366985909e-09
1891,2.8301537646768793e-07,1.1473596295275001e-08
1892,1.748914986166028e-07,6.268512375839919e-09
1893,1.8598417833581848e-07,1.2316833108982905e-09
1894,1.8022402148432093e-07,1.8904617871129403e-09
1895,1.8296587511734685e-07,1.8055843487019274e-09
1896,2.4118848918064373e-07,4.1279202278587945e-09
1897,1.6606134012331353e-07,5.244042200480692e-09
1898,2.1671498950937007e-07,6.790025652847476e-09
1899,1.86279388358912e-07,3.8693048765026106e-09
1900,1.8428239145773517e-07,1.038210628578895e-09
1901,1.7660414708409178e-07,5.029864968975062e-09
1902,1.4976366036201227e-07,0.0
1903,2.068284372658269e-07,3.2401321625741275e-09
1904,1.8649949851123893e-07,1.6123875568041512e-09
1905,1.6411214098788207e-07,1.5482277682110634e-09
1906,2.0782504761562848e-07,3.0865107691901983e-09
1907,1.4708531348439635e-07,1.5428530120153994e-09
1908,2.2395934617946978e-07,2.9468334439286537e-09
1909,2.123379602703146e-07,1.6502950117569526e-09
1910,1.945270775571828e-07,2.137660271017694e-09
1911,2.2132757115933543e-07,5.320374141248863e-10
1912,2.443218523051627e-07,5.209421227725386e-10
1913,2.7469486241216146e-07,1.590896969716482e-09
1914,2.1697449303914595e-07,5.357394972094198e-09
1915,2.8038212462888623e-07,2.9451904026700504e-08
1916,2.9446398785992756e-07,1.7579939060041738e-08
1917,3.476356527087887e-07,2.3029491202919417e-08
1918,2.7682167580422856e-07,2.756730310693456e-08
1919,2.495326918983132e-07,3.6831393490643904e-09
1920,2.370108482807609e-07,1.514446346106979e-09
1921,2.582306929399536e-07,7.572747429129834e-10
1922,2.670812599414596e-07,8.115729421831475e-09
1923,2.0594939131868273e-07,0.0
1924,2.1657929716312196e-07,2.578324886925998e-09
1925,2.3206155774779802e-07,6.598906754362588e-09
1926,1.6607746755603614e-07,3.343841648018042e-09
1927,2.2632926510723905e-07,2.2298449753321847e-09
1928,2.3766165035965514e-07,4.570416489713125e-09
1929,1.8604478202455255e-07,0.0
1930,1.8696414416652374e-07,3.1510811737689437e-09
1931,1.779235621057751e-07,1.596749932275543e-08
1932,1.600092351949911e-07,1.8631212572728373e-08
1933,1.812364562869817e-07,2.2941324395731044e-09
1934,1.5815686538189766e-07,2.3963160344919743e-09
1935,1.7952426389911125e-07,1.196828414151696e-09
1936,1.4185916663578269e-07,4.849885826274658e-09
1937,1.3976141044480528e-07,3.777335333410292e-09
1938,1.750303919578755e-07,3.8895642262559704e-09
1939,2.3246956271094632e-07,1.2235240376412548e-08
1940,1.6736167895992082e-07,2.5357829169792012e-09
1941,2.5382921808869696e-07,8.854508237732261e-09
1942,2.518395767481252e-07,0.0
1943,1.9741999435218816e-07,5.806470415592457e-09
1944,1.9279117680071067e-07,3.2131861615880553e-09
1945,1.4378126955705284e-07,6.535512131478072e-09
1946,2.422272178392859e-07,2.5057987684817817e-08
1947,1.6570010674676894e-07,2.3841741914054637e-09
1948,1.435089145296331e-07,8.697510045507784e-09
1949,1.1093219054458814e-07,6.8719057111366055e-09
1950,1.2868787369058055e-07,5.317680518146517e-09
1951,1.6951628722949863e-07,1.0661401539380222e-08
1952,1.0861147803353788e-07,2.1089607837865287e-09
1953,1.1743471595160315e-07,4.3095309543161875e-09
1954,1.3388374320300045e-07,4.886268056836229e-09
1955,1.1638153951665231e-07,7.508486277174597e-09
1956,1.2558443907018102e-07,8.72114158667614e-10
1957,1.1573899194594617e-07,3.534015080575159e-09
1958,8.189520706025633e-08,5.790570245522986e-09
1959,1.426137536952865e-07,2.325224457422337e-09
1960,1.2249874936642868e-07,9.689166802218097e-09
1961,1.0074831191531075e-07,6.948159270159238e-10
1962,1.4205982745707502e-07,1.2683912808952869e-09
1963,1.5130564090526377e-07,2.5864212993553792e-09
1964,1.308053247939256e-07,3.041984220075733e-09
1965,1.3023463463213147e-07,7.1136563306595235e-09
1966,1.3681514277052997e-07,2.769537488234164e-09
1967,1.355842309536115e-07,2.9582014060558492e-09
1968,1.679789585207203e-07,3.5931326802796093e-09
1969,1.6168658145687687e-07,7.72098823764722e-09
1970,1.3336302517874543e-07,3.6789800095249348e-09
1971,1.7624702985941099e-07,0.0
1972,2.021277903940799e-07,3.5911027485013847e-09
1973,1.0750747536647509e-07,2.205281512956958e-09
1974,9.507215814608116e-08,2.812785782069227e-09
1975,9.766630881813398e-08,1.7134440533084216e-09
1976,1.005580738677736e-07,2.285410749536254e-09
1977,1.1165885638320105e-07,2.3507127355770763e-09
1978,9.148510538015131e-08,1.7821774056514528e-09
1979,1.4454374586136964e-07,2.3407893401383717e-09
1980,7.333844465051698e-08,1.7055452605774235e-09
1981,8.602747048058745e-08,5.0604397339171214e-09
1982,1.173217938355009e-07,1.8622506869903077e-09
1983,9.788739774307942e-08,6.946847541655643e-09
1984,9.974294812309381e-08,4.059306057957457e-09
1985,9.444426463112165e-08,2.4062232206745193e-09
1986,9.351397256551763e-08,1.1988970927134801e-09
1987,8.494035141914935e-08,2.4443267410134695e-09
1988,1.0254107141172142e-07,2.398621523624911e-09
1989,7.90289598207039e-08,1.0976244357863152e-09
1990,7.519138423006666e-08,2.724325431913144e-09
1991,8.147436680872033e-08,6.4476117778156095e-09
1992,9.642402520881888e-08,4.4079553340736766e-09
1993,1.0524494076236124e-07,4.4313659408601325e-09
1994,1.1446590475472362e-07,3.164955852952289e-09
1995,8.838594756088725e-08,1.626735190995987e-09
1996,6.138805996869223e-08,5.3380921904988554e-09
1997,6.137465113909002e-08,4.794894370441227e-09
1998,7.056831252683082e-08,3.337690568372409e-09
1999,8.54627615343162e-08,2.285100553223174e-09
2000,1.0205652900552309e-07,3.976228346580513e-09
2001,9.813914303435922e-08,8.324302136486494e-09
2002,8.543381779801962e-08,6.133709984368352e-09
2003,7.542130342486075e-08,3.333538334260311e-09
2004,7.135761481702474e-08,5.285749615779878e-09
2005,8.422011443798283e-08,7.205999574821931e-09
2006,9.306430981403935e-08,4.1178899179428186e-09
2007,8.66802076782136e-08,9.18730247434496e-09
2008,7.493094011934431e-08,5.108927503272298e-09
2009,7.581426020308868e-08,5.245011980292702e-09
2010,7.274641583565611e-08,6.140930874920514e-09
2011,4.818204557555106e-08,2.6767803529281764e-09
2012,7.693611062120631e-08,8.851056776393307e-09
2013,6.080292508370277e-08,7.530637446961919e-09
2014,7.795602341431618e-08,1.1909948582911056e-08
2015,8.134831741557491e-08,7.758013967351651e-09
2016,1.2303759522325208e-07,5.178350026557865e-09
2017,4.125602554028163e-08,6.289028409156572e-09
2018,5.550153436839622e-08,8.776986526459751e-09
2019,6.224410059596508e-08,4.846876677788714e-09
