year,leurs_DET ouverts_ADJ,leurs_DET couverts_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,1.1905912700171939e-08
1802,0.0,0.0
1803,0.0,1.950339223455444e-09
1804,0.0,4.943701892301533e-09
1805,0.0,2.842877711017877e-09
1806,0.0,2.5935023018064385e-08
1807,0.0,0.0
1808,0.0,1.5862518409903714e-08
1809,0.0,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,1.2535383842049441e-08
1812,0.0,0.0
1813,0.0,8.627225156487839e-09
1814,0.0,1.5733386149463513e-08
1815,0.0,2.697223555614414e-09
1816,0.0,0.0
1817,0.0,9.341240669868967e-09
1818,0.0,3.5763532135746345e-09
1819,0.0,1.035105001712111e-09
1820,0.0,3.5599443393152796e-09
1821,9.86148829262845e-10,1.3806083387635226e-08
1822,0.0,1.804610860745015e-08
1823,9.882686891060644e-10,9.882686891060644e-10
1824,0.0,3.3684450784221553e-09
1825,0.0,3.3460683113162304e-08
1826,0.0,1.7615968683770689e-09
1827,0.0,9.217273055917019e-10
1828,0.0,7.337841001486822e-09
1829,0.0,1.1145129263923081e-08
1830,0.0,1.5655253093882493e-08
1831,0.0,3.1182412207897414e-09
1832,0.0,5.411987746839486e-09
1833,0.0,3.4750886612755494e-09
1834,0.0,2.8003592777992026e-09
1835,0.0,9.832014313815307e-09
1836,0.0,8.736974699274924e-09
1837,0.0,4.174734336004349e-09
1838,0.0,2.5248647617104325e-09
1839,0.0,3.4957374772659477e-09
1840,1.2739377330817092e-09,4.458782232319436e-09
1841,0.0,7.704658244733764e-09
1842,0.0,6.708265054555795e-09
1843,0.0,9.451057714215949e-09
1844,0.0,8.232841963717874e-09
1845,0.0,1.1718478631905782e-08
1846,0.0,9.367202125076801e-09
1847,0.0,1.4561703842730367e-08
1848,0.0,7.24069959545659e-09
1849,0.0,8.379414939696517e-10
1850,0.0,3.394498016007219e-09
1851,0.0,7.739326512989919e-09
1852,0.0,7.161600201754936e-09
1853,0.0,1.2541057081705276e-08
1854,0.0,1.558699391779328e-08
1855,0.0,4.2455496895854594e-09
1856,0.0,5.177189066341015e-09
1857,0.0,1.3180074809326925e-08
1858,0.0,1.9574704079872163e-09
1859,0.0,5.092173349652285e-09
1860,0.0,1.0985241161165504e-08
1861,0.0,1.4147890858851042e-08
1862,0.0,7.228778020618165e-09
1863,0.0,4.994620717013731e-09
1864,0.0,1.582260189536555e-08
1865,0.0,7.0602665935837194e-09
1866,0.0,8.758103353656566e-09
1867,0.0,8.73506067478047e-09
1868,0.0,3.951899252285784e-09
1869,4.883519144627257e-10,1.660396442559886e-08
1870,0.0,6.880858549607183e-09
1871,0.0,0.0
1872,0.0,5.442605477412599e-09
1873,0.0,1.855661402316855e-08
1874,0.0,6.572069999322139e-09
1875,0.0,1.4303817685856757e-08
1876,0.0,8.464420275799966e-09
1877,0.0,5.566334504436554e-09
1878,0.0,7.850815109122777e-09
1879,0.0,7.94212251520321e-09
1880,0.0,1.0268554007097919e-08
1881,0.0,8.367009307619355e-09
1882,0.0,6.655385131892899e-09
1883,0.0,8.847074184359371e-09
1884,0.0,3.9610181801208455e-09
1885,0.0,8.379326565943757e-09
1886,6.453463874400711e-10,3.872078213618124e-09
1887,6.528924623161458e-10,6.528924512139156e-09
1888,0.0,6.340614699951175e-09
1889,0.0,7.51816386923565e-09
1890,0.0,1.3108772956016423e-09
1891,0.0,1.529812720946211e-08
1892,0.0,1.4417578242387208e-08
1893,6.158416554491453e-10,8.621783287310336e-09
1894,0.0,1.2603078580752936e-08
1895,0.0,1.5046536461227333e-08
1896,0.0,1.8280790214930676e-08
1897,0.0,6.992056267307589e-09
1898,0.0,1.584339415217073e-08
1899,0.0,7.185851913504848e-09
1900,5.191053142894475e-10,1.142031713641245e-08
1901,0.0,2.738482152153665e-08
1902,4.910283846193408e-10,9.820567470342212e-09
1903,0.0,8.640351989441797e-09
1904,0.0,9.13686282189019e-09
1905,0.0,9.805441791854719e-09
1906,0.0,1.4403716441790948e-08
1907,0.0,7.714265004565846e-09
1908,0.0,1.7680999775393502e-08
1909,0.0,9.351672325408344e-09
1910,0.0,9.619471441624228e-09
1911,0.0,3.7242617878519013e-09
1912,0.0,9.89790061023399e-09
1913,0.0,1.590896836489719e-08
1914,6.696743715117748e-10,9.37544131218715e-09
1915,0.0,2.3561523843085297e-09
1916,0.0,7.69122365795738e-09
1917,0.0,2.1932848870420685e-09
1918,0.0,8.040463406189247e-09
1919,0.0,8.287063479883727e-09
1920,0.0,1.0601124422748853e-08
1921,0.0,1.1359120755116692e-08
1922,7.377935484775833e-10,5.164554894854234e-09
1923,0.0,1.6985516992917837e-08
1924,0.0,3.867487219366694e-09
1925,0.0,1.5397448649423495e-08
1926,0.0,1.8948435376309192e-08
1927,0.0,8.919379901328739e-09
1928,0.0,6.8556245125250825e-09
1929,0.0,1.5596569369336066e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,1.0264820993199919e-08
1932,0.0,1.2055489939655217e-08
1933,0.0,1.0323596200123575e-08
1934,0.0,1.3179738189705859e-08
1935,0.0,8.377798899061872e-09
1936,0.0,7.274828739411987e-09
1937,0.0,8.813782592653752e-09
1938,0.0,6.482607339819424e-09
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,1.4516175816936538e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,8.714016175304096e-09
1946,0.0,6.960552134671616e-09
1947,0.0,3.457052599742383e-08
1948,0.0,7.610321262063735e-09
1949,0.0,5.890204768377316e-09
1950,0.0,2.3397795700930146e-08
1951,0.0,1.3859822622919182e-08
1952,0.0,8.435843135146115e-09
1953,0.0,8.619061908632375e-09
1954,0.0,8.795282724349818e-09
1955,0.0,1.0324168187025862e-08
1956,0.0,9.593255967388359e-09
1957,0.0,1.1485549400447326e-08
1958,0.0,9.926692356998501e-09
1959,0.0,9.30089749662244e-09
1960,0.0,7.612916519406099e-09
1961,0.0,6.948159270159238e-09
1962,0.0,7.610347907416326e-09
1963,0.0,7.759263453976928e-09
1964,0.0,2.4335873316516654e-09
1965,0.0,8.20806533852192e-09
1966,5.539074754423723e-10,7.200797291773142e-09
1967,0.0,1.33119064660292e-08
1968,0.0,1.0330256650092906e-08
1969,1.8167031212712459e-09,9.991866889436096e-09
1970,0.0,1.0577067222072856e-08
1971,0.0,8.735275613958038e-09
1972,5.643161493651405e-09,1.2312352026810913e-08
1973,0.0,1.1577728109557484e-08
1974,0.0,1.4626486688484874e-08
1975,0.0,9.138368284311582e-09
1976,0.0,5.142174241967723e-09
1977,0.0,4.7014254711541525e-09
1978,0.0,7.72276909088987e-09
1979,0.0,5.266776015311336e-09
1980,0.0,7.95921106799824e-09
1981,0.0,3.795329828193417e-09
1982,1.2415004579935385e-09,9.311253101884631e-09
1983,0.0,1.4525227243211702e-08
1984,0.0,1.5657322549600394e-08
1985,0.0,7.218669662023558e-09
1986,0.0,9.591176741707841e-09
1987,6.110816852533674e-10,7.944062296871834e-09
1988,0.0,2.278690480750356e-08
1989,0.0,9.878619700032232e-09
1990,1.6345953479657283e-09,1.0352437129768077e-08
1991,0.0,8.7921980806982e-09
1992,5.509944167592096e-10,2.0386792698445788e-08
1993,1.1078414852150331e-09,1.2186256448387667e-08
1994,1.5824779264761446e-09,4.2199412852994556e-09
1995,0.0,1.5182862966867106e-08
1996,5.338092190498855e-10,6.939520069693117e-09
1997,0.0,1.1507746755512471e-08
1998,0.0,1.0966696883940585e-08
1999,4.570201161957499e-10,6.398281460207045e-09
2000,0.0,1.1045078629479121e-08
2001,4.3812117822561447e-10,1.4019877703219663e-08
2002,0.0,1.5772396722013582e-08
2003,8.333845835650777e-10,1.750107614384433e-08
2004,0.0,9.250062049659391e-09
2005,0.0,1.0358624402684313e-08
2006,2.8825228870488218e-09,1.1118302722934459e-08
2007,0.0,1.917350189728495e-08
2008,4.257439678578834e-10,2.426740586258802e-08
2009,0.0,2.62250594573743e-08
2010,0.0,2.7870379448735605e-08
2011,0.0,3.097417433650662e-08
2012,0.0,4.289358557230116e-08
2013,0.0,4.741512665829006e-08
2014,0.0,4.6123981412016235e-08
2015,0.0,3.8346755285023626e-08
2016,0.0,3.728412201198239e-08
2017,2.515611330355938e-10,4.578412782230146e-08
2018,0.0,4.1045319976174e-08
2019,0.0,4.617287802100023e-08
