year,avez_VERB assez_ADV,avez_VERB cassé_VERB
1907,1.650852681223114e-07,6.1714118260169926e-09
1908,1.596201428810673e-07,1.7680999775393502e-08
1909,1.512770495537552e-07,1.2102163715610459e-08
1910,1.9345824853189697e-07,1.7635697346918278e-08
1911,1.4045787111172103e-07,5.3203743632934675e-09
1912,1.6201299501972244e-07,8.856016364688912e-09
1913,1.3522624442430242e-07,1.6439267724877027e-08
1914,1.2924715520057362e-07,9.37544086809794e-09
1915,1.201637758185825e-07,5.890381071793627e-09
1916,1.1756584683553228e-07,5.493730803607377e-09
1917,1.1295416868506436e-07,7.676496771580332e-09
1918,1.0108011139209339e-07,9.189101035644853e-09
1919,8.471220525052559e-08,9.207848705727883e-09
1920,1.5068741276991204e-07,6.057785384427916e-09
1921,1.128339377487464e-07,6.815472630705699e-09
1922,1.7633266224947874e-07,2.4347187377316004e-08
1923,1.7834793197835097e-07,1.2739137744688378e-08
1924,1.7661525930634525e-07,1.5469948877466777e-08
1925,2.1446446396566898e-07,8.798542339150117e-09
1926,2.3183967812201445e-07,3.343841648018042e-09
1927,2.2186956982750417e-07,1.4493992672726108e-08
1928,1.805314582270512e-07,5.713020723163709e-09
1929,1.6376397127260134e-07,2.6736975300423182e-08
1930,1.7646054573106085e-07,2.100720708497761e-09
1931,1.0378874293337503e-07,2.0529641986399838e-08
1932,1.150751316458809e-07,2.1919073223131136e-09
1933,1.273243555033332e-07,1.8353059516584835e-08
1934,1.2820291317439114e-07,7.188948103475923e-09
1935,1.48406726907524e-07,5.98414207075848e-09
1936,1.1397231958198972e-07,9.699771652549316e-09
1937,1.44797851930889e-07,7.554670666820584e-09
1938,1.4261735259424313e-07,5.186085783037697e-09
1939,1.1164657109929976e-07,4.588215141154706e-09
1940,9.889553354014424e-08,5.0715658339584024e-09
1941,1.5052663115966425e-07,2.9515025978810172e-09
1942,1.274368912618229e-07,9.102635090130207e-09
1943,1.5387146845569077e-07,0.0
1944,1.1888788975511488e-07,6.4263723231761105e-09
1945,1.1763921747842687e-07,1.3071024262956144e-08
1946,1.6566113458793552e-07,2.7842208538686464e-09
1947,1.7404471464033122e-07,5.960435700558264e-09
1948,1.369857898225746e-07,1.4133454406817236e-08
1949,1.2173090624401084e-07,1.9634017078828947e-08
1950,1.35069086582007e-07,3.190608444114673e-09
1951,1.8017769320977095e-07,6.396841278899501e-09
1952,9.173979265142407e-08,8.435843135146115e-09
1953,1.335954635806047e-07,8.619061908632375e-09
1954,1.5538331865627697e-07,1.8567819282111486e-08
1955,1.4923116964382643e-07,1.0324168187025862e-08
1956,1.5436420142123097e-07,1.0465369904011368e-08
1957,1.0248643889099185e-07,9.718541527092839e-09
1958,1.6875377184533136e-07,8.272243334772611e-09
1959,1.7284168052356108e-07,1.007597205671118e-08
1960,1.6333166286131018e-07,1.5225833038812198e-08
1961,1.6328174012869567e-07,6.25334317660986e-09
1962,1.503043733919185e-07,7.610347907416326e-09
1963,1.687639894498716e-07,2.133797494252576e-08
1964,2.0928851540702453e-07,9.734349326606662e-09
1965,1.3078184224468714e-07,1.1491291473930687e-08
1966,1.5010893150702032e-07,1.8832853498906843e-08
1967,1.5136130571136164e-07,1.873527466500491e-08
1968,1.5225899119286623e-07,5.3896989093971115e-09
1969,1.3943196108812117e-07,9.083515273289322e-09
1970,1.3428277156890545e-07,9.657322941336588e-09
1971,1.3822288735809707e-07,8.221435976452085e-09
1972,1.3594889480827987e-07,6.669190977248718e-09
1973,1.4609990728331468e-07,1.1026407342740185e-08
1974,1.0576074771506683e-07,7.875800456247362e-09
1975,1.1365845864474977e-07,7.996072248772634e-09
1976,9.313048821013581e-08,1.0284348483935446e-08
1977,9.226547348362146e-08,4.7014254711541525e-09
1978,1.0277223339016928e-07,1.1881182260253809e-08
1979,1.457141394212158e-07,9.363157360553487e-09
1980,1.1370301677970929e-07,1.6486936260662333e-08
1981,9.488324081985411e-08,8.223214109648325e-09
1982,1.2166704266292072e-07,8.690503427999374e-09
1983,9.283514401658977e-08,1.6419821946556112e-08
1984,9.800324107800407e-08,1.333771937339634e-08
1985,8.9030258720868e-08,3.0077789148208467e-09
1986,1.4626544952989207e-07,7.792831269171074e-09
1987,9.227333208627897e-08,1.4054879038383206e-08
1988,1.0613900514044872e-07,1.0194141530917022e-08
1989,1.2293394036078098e-07,1.0427432250992297e-08
1990,8.499895187696893e-08,1.4166492867673242e-08
1991,1.1429857238454133e-07,6.4476117778156095e-09
1992,8.926109273943439e-08,9.91789939064347e-09
1993,9.749005158710133e-08,2.6034275180109034e-08
1994,1.0391605087534117e-07,5.802419433820205e-09
1995,8.513247706787297e-08,1.0302656505700725e-08
1996,8.594328448907618e-08,5.871901187504136e-09
1997,8.486963309906059e-08,9.110299181713799e-09
1998,8.487270264367908e-08,3.814503379828693e-09
1999,8.272063922731832e-08,7.769341614505265e-09
2000,1.0294013463862939e-07,7.95245647111642e-09
2001,8.587175415186721e-08,1.7524847351069184e-08
2002,9.945372880793002e-08,7.886198361006791e-09
2003,1.200073853624417e-07,9.167230530238157e-09
2004,1.0747690737389348e-07,4.404791198453495e-09
2005,1.1079224293553125e-07,9.007498746882447e-09
2006,1.0624155777350097e-07,8.64756888319107e-09
2007,1.637736630755171e-07,1.4380126422963713e-08
2008,1.9499073289352964e-07,1.1920831433087642e-08
2009,2.1409184114418167e-07,1.7165493915172192e-08
2010,2.210735203789227e-07,2.5036102968556406e-08
2011,3.135656925223884e-07,3.518054114692859e-08
2012,3.82978441848536e-07,3.676592896795228e-08
2013,3.823890324383683e-07,4.0442312609911824e-08
2014,4.05587883278713e-07,3.291476602385046e-08
2015,4.098448016520706e-07,4.1671619044336694e-08
2016,4.2545323708509386e-07,3.7076986814099655e-08
2017,3.682854980979755e-07,3.8740413543791874e-08
2018,3.735382279046462e-07,4.104532180804199e-08
2019,3.716789080954186e-07,3.7499521710060435e-08
