year,aviez_VERB ouvert_VERB,aviez_VERB couvert_VERB
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.2378401354217203e-09,0.0
1803,9.751696339321825e-09,0.0
1804,1.9774807569206132e-08,0.0
1805,0.0,0.0
1806,1.152667650217154e-08,0.0
1807,3.4163463169534225e-08,0.0
1808,2.2660739951163578e-09,0.0
1809,4.518061036407062e-09,0.0
1810,1.8721014072298203e-08,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,4.601186631703058e-08,0.0
1814,3.1466771410748606e-09,6.293354282149721e-09
1815,2.697223555614414e-09,5.394447111228828e-09
1816,3.476405652236281e-08,0.0
1817,2.1796227045456362e-08,0.0
1818,2.1458118837358597e-08,1.1921177378582115e-09
1819,1.2421260464634543e-08,0.0
1820,5.933240565525466e-09,1.1866481131050932e-09
1821,1.2819934447350079e-08,3.94459531705138e-09
1822,4.010246357211145e-09,0.0
1823,1.087095569118901e-08,0.0
1824,2.105278085196005e-08,0.0
1825,1.2327619813845558e-08,0.0
1826,1.4092774947016551e-08,8.807984341885344e-10
1827,1.2904182611350734e-08,9.217273055917019e-10
1828,1.559291185060374e-08,0.0
1829,5.143905745796928e-09,1.714635211591542e-09
1830,2.6092090266160994e-08,0.0
1831,1.091384405071949e-08,1.5591206103948707e-09
1832,1.488296597074168e-08,0.0
1833,6.950177322551099e-09,0.0
1834,1.213489042584115e-08,0.0
1835,4.5378527602224494e-09,0.0
1836,9.409050427677812e-09,0.0
1837,1.6698937344017395e-08,0.0
1838,1.2624323808552163e-08,0.0
1839,1.5381244722334486e-08,6.9914751765765e-10
1840,1.7198159341091923e-08,2.5478754661634184e-09
1841,1.2841097074556274e-08,1.2841097074556274e-09
1842,1.0062397137744483e-08,0.0
1843,1.1223130869097986e-08,0.0
1844,5.488561161115513e-09,0.0
1845,1.3392547515422848e-08,2.2320911785556063e-09
1846,1.6392604607062822e-08,0.0
1847,5.9325460100012606e-09,4.853901280910122e-09
1848,1.287235473768078e-08,0.0
1849,1.4245005175439474e-08,0.0
1850,4.752297222410107e-09,3.394498016007219e-09
1851,2.0638204034639784e-08,0.0
1852,1.1718981340891332e-08,0.0
1853,2.388772735173461e-08,0.0
1854,6.754363734984281e-09,1.0391328908454511e-09
1855,9.021793090369101e-09,0.0
1856,1.0354378687793542e-08,0.0
1857,9.763017949637742e-09,9.763018171682347e-10
1858,1.565976326389773e-08,3.9149408159744326e-09
1859,1.9859475841599306e-08,0.0
1860,6.865775947773045e-09,2.288591982591015e-09
1861,1.6034276129062164e-08,4.715963730639317e-10
1862,6.776979422085105e-09,0.0
1863,8.490855130105501e-09,0.0
1864,6.712618905169165e-09,4.794727948009836e-10
1865,1.2708479601997169e-08,2.3534221238463715e-09
1866,1.3137154475373336e-08,7.784980660119345e-09
1867,4.367530337390235e-09,0.0
1868,9.87974813071446e-10,0.0
1869,6.8369265804335555e-09,4.883519144627257e-10
1870,6.307453670473251e-09,5.734048791339319e-10
1871,5.735435593123839e-08,0.0
1872,1.5723081503438152e-08,0.0
1873,1.5563610844537834e-08,5.986004469882289e-10
1874,2.3898436563030145e-09,1.1949218281515073e-09
1875,8.010138330405425e-09,0.0
1876,7.859819461941697e-09,0.0
1877,1.793596560162314e-08,0.0
1878,2.4156354694326865e-09,1.8117265465633636e-09
1879,9.163987790827832e-09,0.0
1880,1.8611753915820373e-08,0.0
1881,3.4862537301449947e-09,6.972507571312292e-10
1882,5.989846840748214e-09,6.655385131892899e-10
1883,6.319338829996468e-09,0.0
1884,7.2618666635548834e-09,0.0
1885,1.353583467533781e-08,1.2891271383708158e-09
1886,6.4534639854230136e-09,6.453463874400711e-10
1887,2.6115698492645834e-09,0.0
1888,5.706553452000662e-09,0.0
1889,3.132568426877924e-09,0.0
1890,4.5880703680722945e-09,6.554386478008212e-10
1891,1.2748440081367107e-09,0.0
1892,9.402768341715273e-09,0.0
1893,1.1700991287000306e-08,0.0
1894,6.301539290376468e-09,6.301539290376468e-10
1895,3.611168697403855e-09,0.0
1896,2.358811590497112e-09,0.0
1897,4.078699600285063e-09,0.0
1898,7.921697076085366e-09,5.6583548957434e-10
1899,1.5477219506010442e-08,0.0
1900,6.22926377147337e-09,1.038210628578895e-09
1901,8.38310842965484e-09,0.0
1902,5.4013122863239005e-09,0.0
1903,0.0,0.0
1904,5.374625189347171e-09,0.0
1905,3.6125313851442797e-09,2.0643036169332163e-09
1906,3.0865106026567446e-09,5.144184522798412e-10
1907,6.685696440911215e-09,0.0
1908,6.875944702500192e-09,0.0
1909,1.1001967115120692e-09,2.2003934230241384e-09
1910,9.619471441624228e-09,0.0
1911,3.7242617878519013e-09,4.25629931299909e-09
1912,4.167536982180309e-09,0.0
1913,6.893886794756554e-09,0.0
1914,1.2054139020278853e-08,0.0
1915,7.068456930880984e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,1.0966424213165737e-08,0.0
1918,2.2972752589112133e-09,0.0
1919,1.8415696745321952e-09,9.207848372660976e-10
1920,5.300562211374427e-09,0.0
1921,3.0290989716519334e-09,0.0
1922,5.164555005876537e-09,7.377935484775833e-10
1923,5.307974060286824e-09,0.0
1924,0.0,0.0
1925,7.698724324711748e-09,0.0
1926,1.1146138456652466e-09,0.0
1927,1.1149224876660924e-09,0.0
1928,1.1426041224282812e-09,0.0
1929,1.3368487650211591e-08,0.0
1930,3.1510811737689437e-09,0.0
1931,5.7026783295555106e-09,2.2810713318222042e-09
1932,1.0959536611565568e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,0.0,0.0
1936,8.487299751891442e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,0.0
1947,0.0,1.1920870957027319e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,1.1780409536754632e-08,1.9634016634739737e-09
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,1.0661401539380222e-08,1.0661401761424827e-09
1952,5.272402070488624e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,9.772536557761669e-09,0.0
1955,3.754243138587299e-09,9.385607846468247e-10
1956,5.232684952005684e-09,8.72114158667614e-10
1957,3.534015080575159e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,7.750747821333448e-10,0.0
1960,4.844583401109048e-09,0.0
1961,4.86371165564492e-09,0.0
1962,6.976152100435229e-09,0.0
1963,2.5864212993553792e-09,0.0
1964,9.125952438182594e-09,6.083968329129164e-10
1965,3.830430195250756e-09,0.0
1966,1.1078149508847446e-09,0.0
1967,4.437302081328198e-09,0.0
1968,1.7965663401398047e-09,4.4914158503495116e-10
1969,4.087581828571274e-09,9.083515606356229e-10
1970,2.7592350626548523e-09,4.5987250119061684e-10
1971,4.1107179882260425e-09,0.0
1972,2.0520587451500205e-09,0.0
1973,1.6539611902288698e-09,1.102640756478479e-09
1974,3.3753431161187564e-09,0.0
1975,3.998036124386317e-09,0.0
1976,1.142705374768127e-09,5.713526873840635e-10
1977,6.464460078348111e-09,0.0
1978,3.5643548113029055e-09,0.0
1979,1.1703946700691858e-09,5.851973350345929e-10
1980,2.2740602734216964e-09,0.0
1981,1.2651099057237047e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,6.315316269933646e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,2.4062232206745193e-09,0.0
1986,4.196139880008332e-09,5.994485463567401e-10
1987,4.888653482026939e-09,6.110816852533674e-10
1988,2.398621523624911e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,2.1952488715726304e-09
1990,4.358920779878872e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,4.958949695321735e-09,0.0
1993,3.877445031719162e-09,0.0
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,3.795715741716776e-09,0.0
1996,2.135236876199542e-09,0.0
1997,5.274384040632185e-09,0.0
1998,2.86087753487152e-09,4.768129224785866e-10
1999,2.285100553223174e-09,0.0
2000,4.418031274155965e-09,0.0
2001,3.5049694258049158e-09,0.0
2002,3.066854992184176e-09,4.38122149670761e-10
2003,2.083461403401543e-09,0.0
2004,2.2023955992267474e-09,0.0
2005,6.305249655724765e-09,1.8014998381943315e-09
2006,4.941467679486777e-09,0.0
2007,4.7933754743212376e-09,3.994479469415779e-10
2008,4.257439734089985e-09,1.2772318758180745e-09
2009,2.384096253749135e-09,0.0
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,1.0324724186716594e-08,0.0
2012,1.1574459612972987e-08,3.744677901096338e-09
2013,9.761937924679387e-09,1.9523875849358774e-09
2014,1.147685946278898e-08,8.661780737106994e-10
2015,9.531274436369586e-09,1.10828768384863e-09
2016,1.1392370602436586e-08,1.2428040818690533e-09
2017,7.043711836018929e-09,1.1571811953103861e-08
2018,1.0842160058643913e-08,1.290733298020541e-09
2019,1.198964216797549e-08,2.55098775436835e-10
