year,avons_VERB assez_ADV,avons_VERB cassé_VERB
1800,5.219313266024983e-07,3.144164484325529e-09
1801,5.071918849353096e-07,1.0715321963061797e-07
1802,4.900870180790662e-07,4.475680270843441e-09
1803,5.363432933336298e-07,0.0
1804,4.375176274606929e-07,3.460591457837836e-08
1805,4.4348891492518305e-07,8.528632911009026e-09
1806,2.679952331163804e-07,2.881669125542885e-08
1807,2.932363827312656e-07,3.9857372513552036e-08
1808,5.665185085490521e-07,4.5321479902327155e-09
1809,3.411136049180641e-07,2.25903047379461e-08
1810,4.3058332721557235e-07,0.0
1811,3.484836668121716e-07,1.504245972228091e-08
1812,3.334010330036108e-07,2.6672082320544632e-09
1813,2.7894694198948855e-07,5.751483289628823e-09
1814,4.940283133691992e-07,3.1466771410748606e-09
1815,4.7471135644627793e-07,4.045835311217161e-08
1816,4.3339193211977545e-07,4.6352077731626196e-09
1817,4.0011647683968476e-07,1.2454987263765815e-08
1818,6.008273203406134e-07,1.1921176934492905e-08
1819,7.09046901192778e-07,5.175524897538253e-09
1820,5.565379410654714e-07,9.493184904840746e-09
1821,5.542156600313319e-07,3.648750634965836e-08
1822,6.085548989176459e-07,2.3058916553964082e-08
1823,4.80298581351235e-07,1.087095569118901e-08
1824,5.482144160851021e-07,4.126345132249298e-08
1825,4.578830328227923e-07,1.4088708866211164e-08
1826,5.082206939732714e-07,3.5231937367541377e-09
1827,4.940458211422083e-07,4.2399456390285195e-08
1828,4.3935324356425554e-07,3.0268594741755805e-08
1829,5.058174110672553e-07,5.3153691226270894e-08
1830,5.134922957950039e-07,7.305785310052215e-09
1831,6.08057064255263e-07,9.354723218280014e-09
1832,4.383710177080502e-07,1.488296597074168e-08
1833,5.838148808834376e-07,5.791814139399776e-09
1834,6.944890742488496e-07,8.401078055442213e-09
1835,5.68744212614547e-07,2.117664621437143e-08
1836,6.539289643114898e-07,2.016224964762614e-09
1837,7.062259328449727e-07,2.0177884252348122e-08
1838,6.444717541853606e-07,3.1560809521380406e-09
1839,6.488089070444403e-07,8.38977065598101e-09
1840,6.032095143382321e-07,1.1465439264668476e-08
1841,7.512041975132888e-07,1.926164561183441e-09
1842,6.231978204596089e-07,1.609983613093391e-08
1843,5.983700930300984e-07,6.497602011990011e-09
1844,6.213051619852195e-07,8.232841963717874e-09
1845,6.701853862978169e-07,8.37034175305007e-09
1846,7.171764195845753e-07,1.2879903366069811e-08
1847,5.533447620109655e-07,4.853901280910122e-09
1848,5.108715868118452e-07,3.378993085334514e-08
1849,7.48281763662817e-07,8.379414939696517e-10
1850,5.784224867966259e-07,1.8330290174617403e-08
1851,6.997640866757138e-07,2.0638204034639784e-08
1852,5.358178896130994e-07,5.208436348880241e-09
1853,5.547924502025126e-07,3.822036376277538e-08
1854,6.224406092769641e-07,3.117398783558656e-09
1855,5.832324063703709e-07,1.751289246954002e-08
1856,5.839869459123292e-07,1.1907535402144731e-08
1857,5.120703008287819e-07,1.3668225662399891e-08
1858,5.564109528677363e-07,1.7127865348243176e-08
1859,6.202267286425922e-07,2.036869339860914e-08
1860,6.444674909289461e-07,1.1442959468865865e-08
1861,6.144900908111595e-07,1.9807048445841247e-08
1862,6.316144549600722e-07,9.487771457372673e-09
1863,6.32318972293433e-07,3.995696662428827e-09
1864,6.213967367330042e-07,8.63051052846231e-09
1865,5.563489935411781e-07,9.413688495385486e-09
1866,5.989569444864173e-07,1.2650593461671633e-08
1867,5.925282948737731e-07,1.3102591012170706e-08
1868,6.500874292214576e-07,1.432563490055827e-08
1869,6.309506943580345e-07,1.3185501579471293e-08
1870,5.682442179022473e-07,5.160643912205387e-09
1871,6.436433181988832e-07,5.3105884134652115e-09
1872,6.156191147965728e-07,5.442605477412599e-09
1873,5.692690479008888e-07,5.387403856360606e-09
1874,5.741599125030916e-07,5.974609140757536e-10
1875,6.562591465808509e-07,5.721527251978387e-09
1876,5.725576102122432e-07,4.836811839936672e-09
1877,5.739508992519404e-07,4.9478527941460015e-09
1878,5.501609621205716e-07,9.662541877730746e-09
1879,5.35787819444522e-07,1.649517855639715e-08
1880,4.723534914319316e-07,6.417846254436199e-09
1881,4.943507860843965e-07,1.1156012114099667e-08
1882,5.909981837248779e-07,1.2645231528551903e-08
1883,5.213454414843e-07,1.8958017378167824e-09
1884,5.142721875017742e-07,2.6406787867472303e-09
1885,4.776215973834042e-07,1.353583467533781e-08
1886,5.408002721196681e-07,7.098810428374236e-09
1887,5.144792680766841e-07,7.1818169189441505e-09
1888,4.1087182012233825e-07,9.510921827882157e-09
1889,4.7113829282352526e-07,1.3156786771162388e-08
1890,4.6863863190083066e-07,1.0487018364813139e-08
1891,4.716922887837427e-07,1.211101796627645e-08
1892,5.271818963592523e-07,8.775916882086676e-09
1893,5.573367047873035e-07,4.310891643655168e-09
1894,4.833280513594218e-07,2.2055386850183822e-08
1895,4.5801655801369634e-07,4.213029924926559e-09
1896,3.9745975755067775e-07,7.66613794667137e-09
1897,5.02845352912118e-07,1.6897470089816125e-08
1898,5.652696586366801e-07,8.487532454637403e-09
1899,5.129592750563461e-07,4.4220627160029835e-09
1900,5.36754896529601e-07,9.863001082521805e-09
1901,4.716895602996374e-07,1.1736351446245408e-08
1902,4.0755355712462915e-07,4.910283735171106e-09
1903,4.509184066137095e-07,6.480264325148255e-09
1904,4.928531325276708e-07,1.1286712897629059e-08
1905,5.40331484444323e-07,4.1286072338664326e-09
1906,4.521738219409599e-07,2.0576738091193647e-09
1907,5.518270995708008e-07,4.6285588695127444e-09
1908,5.043996793574479e-07,1.8663278922304016e-08
1909,5.187427518649201e-07,9.351672325408344e-09
1910,4.815079819309176e-07,1.4429207162436342e-08
1911,5.341655651136534e-07,4.788336838146279e-09
1912,5.454264169202361e-07,5.730363294986773e-09
1913,5.186324187889113e-07,6.363587878865928e-09
1914,6.013675601934665e-07,6.696743604095445e-09
1915,5.478054276863986e-07,1.6493066468115103e-08
1916,6.614451990571979e-07,6.592477230782379e-09
1917,5.132286560183275e-07,2.52227767560953e-08
1918,6.39791153389524e-07,1.1486376294556067e-08
1919,5.966685989733378e-07,9.207848705727883e-09
1920,6.057785526536463e-07,7.572231730534895e-09
1921,5.687133466381056e-07,3.7863738810983705e-09
1922,5.349003231458482e-07,2.6560567079059183e-08
1923,5.382285621635674e-07,2.3355084977083607e-08
1924,5.98171368437761e-07,6.445812328337297e-09
1925,5.38910740033316e-07,5.499089184013428e-09
1926,4.893154823548684e-07,1.1146138456652466e-09
1927,5.273583383313962e-07,5.574612327308159e-09
1928,4.85606733491295e-07,2.9707706517001498e-08
1929,5.737309152209491e-07,1.6710609784809094e-08
1930,5.08374398577871e-07,9.453243521306831e-09
1931,4.584953501307609e-07,1.4826963656844327e-08
1932,5.238658218331693e-07,8.767629289252454e-09
1933,4.4391461528903164e-07,6.882397318719313e-09
1934,5.619361331810069e-07,3.5944740517379614e-09
1935,5.074552404948918e-07,3.590485242455088e-09
1936,4.971133193976129e-07,6.0623572828433225e-09
1937,4.797216206497978e-07,8.813782592653752e-09
1938,4.576720584736904e-07,1.2965214679638848e-08
1939,4.7564498117935727e-07,6.117620188206274e-09
1940,3.930463492451963e-07,1.0143131667916805e-08
1941,4.397738848638255e-07,1.1806010391524069e-08
1942,4.885080784333695e-07,6.068423541449874e-09
1943,5.25485575053608e-07,1.4516175816936538e-08
1944,4.884042823505297e-07,1.6065930807940276e-08
1945,5.337334982868924e-07,6.535512131478072e-09
1946,5.902548423364351e-07,1.3921104269343232e-08
1947,5.793543209620111e-07,7.152522574216391e-09
1948,5.979538286737807e-07,5.435944139264848e-09
1949,4.58454280760634e-07,1.9634016634739737e-09
1950,5.253868380350468e-07,6.381216888229346e-09
1951,5.160118234925903e-07,1.3859822622919182e-08
1952,4.2284662526981265e-07,7.381362632230548e-09
1953,4.438816745278018e-07,1.1851209791302608e-08
1954,4.387868841604359e-07,1.4658803948464083e-08
1955,4.270451654520002e-07,1.0324168187025862e-08
1956,4.848954517910897e-07,5.232684952005684e-09
1957,4.3645087544064154e-07,1.236905244894615e-08
1958,3.6894206800752727e-07,7.445019267748876e-09
1959,4.1156471297654207e-07,3.100299128533379e-09
1960,4.4846999003311794e-07,5.536666680683311e-09
1961,5.190274805499939e-07,1.320150300188061e-08
1962,4.724757616259012e-07,1.7123282347597524e-08
1963,4.6749565285608696e-07,1.0345685197421517e-08
1964,4.6055640723352553e-07,1.8251904876365188e-08
1965,4.377634752472659e-07,1.586892572902343e-08
1966,4.4811113752984966e-07,6.092982118843793e-09
1967,4.609863708537887e-07,8.874604162656397e-09
1968,5.048351567893405e-07,1.0779397818794223e-08
1969,4.2374600184302835e-07,7.72098829315837e-09
1970,4.566533959859953e-07,1.4256047897731605e-08
1971,3.828106116543495e-07,8.221435976452085e-09
1972,3.8219593534449814e-07,1.3338381954497436e-08
1973,4.0907971765591356e-07,7.1671650836435674e-09
1974,3.3472150562374736e-07,6.750686232237513e-09
1975,3.786711317843583e-07,7.4249242310031605e-09
1976,3.2567103858127666e-07,9.141642998145016e-09
1977,3.6083440591028193e-07,1.057820764316375e-08
1978,4.02772087682024e-07,7.72276909088987e-09
1979,3.815486593339301e-07,1.521513048885481e-08
1980,3.769254988128523e-07,1.0233271119375331e-08
1981,3.409471105442208e-07,8.223214109648325e-09
1982,3.7803690133841883e-07,1.5518756057986138e-08
1983,3.069243632580765e-07,1.136756910824488e-08
1984,3.224248814603925e-07,9.858314165001048e-09
1985,2.887467758228013e-07,1.3835783185811579e-08
1986,3.464812721176713e-07,4.196139880008332e-09
1987,2.6582054601931304e-07,9.777306964053878e-09
1988,2.782400940759544e-07,1.139345240375178e-08
1989,3.5014218724427337e-07,2.7440609784434855e-09
1990,2.9204770157775783e-07,1.6345952147389653e-08
1991,3.1476068329538975e-07,1.6998249918742658e-08
1992,2.6668129748941283e-07,1.3774860363469088e-08
1993,2.514800030439801e-07,4.985286850001103e-09
1994,2.89593458546733e-07,6.329911705904578e-09
1995,2.624466333145392e-07,1.0844901865425527e-08
1996,2.615665266603173e-07,6.939520069693117e-09
1997,2.3399084625452815e-07,1.054876808126437e-08
1998,2.574789732534555e-07,8.582632382569955e-09
1999,2.705559154492221e-07,1.2339542720951613e-08
2000,2.531532174998574e-07,2.164835422036049e-08
2001,2.6550142706582847e-07,1.5334240544007116e-08
2002,2.7119762080474175e-07,1.62105191492401e-08
2003,2.3584783548358246e-07,1.0000615446870142e-08
2004,2.6869227554016106e-07,8.369103632333008e-09
2005,2.2653860298760264e-07,1.1259373877692269e-08
2006,2.915465984187904e-07,1.317724773741702e-08
2007,2.959909295441321e-07,1.1583990655594789e-08
2008,2.856741900814086e-07,1.6178271167177627e-08
2009,2.827538025940157e-07,5.721831008997924e-09
2010,3.420026075673377e-07,9.919965293647692e-09
2011,3.1547767775919056e-07,1.2619107536693264e-08
2012,4.1804221950769715e-07,1.463828702696901e-08
2013,4.5239607970870566e-07,1.812931316180766e-08
2014,4.683857923737378e-07,2.3170263929728208e-08
2015,4.716872581411735e-07,1.8175917659846164e-08
