year,cieux_NOUN ouverts_ADJ,cieux_NOUN couverts_ADJ
1800,3.45858084394024e-08,0.0
1801,1.904946067554647e-08,0.0
1802,6.937304419807333e-08,0.0
1803,9.361628405812894e-08,1.950339223455444e-09
1804,6.179627254354614e-08,0.0
1805,1.0518647552970606e-07,0.0
1806,5.76333825108577e-08,0.0
1807,3.701041828563234e-08,0.0
1808,4.5321479458237945e-08,0.0
1809,4.969867006821005e-08,0.0
1810,7.95643071427321e-08,0.0
1811,7.019815129183371e-08,0.0
1812,4.267533171287141e-08,0.0
1813,5.1763349606659403e-08,0.0
1814,2.5173416684509675e-08,0.0
1815,1.10586166890414e-07,0.0
1816,5.3304887615013286e-08,0.0
1817,1.2143612915238577e-07,0.0
1818,1.1205906935707333e-07,0.0
1819,7.659776679602714e-08,0.0
1820,7.001224222591418e-08,0.0
1821,7.790576084243384e-08,0.0
1822,5.9151133768864383e-08,0.0
1823,7.412015112784331e-08,0.0
1824,4.0421340941065864e-08,0.0
1825,1.0038204845130849e-07,0.0
1826,3.258954150986426e-08,0.0
1827,4.5164637085814974e-08,0.0
1828,7.796455969710792e-08,0.0
1829,9.859152716451547e-08,0.0
1830,5.740259689801519e-08,0.0
1831,6.704218691311326e-08,0.0
1832,5.547287429408243e-08,0.0
1833,6.834341093053808e-08,0.0
1834,6.534171492766916e-08,9.334530925997342e-10
1835,8.924443761770817e-08,0.0
1836,7.997692924588407e-08,0.0
1837,7.444943017631545e-08,0.0
1838,5.428459104450667e-08,0.0
1839,7.410963576148788e-08,0.0
1840,7.197748458365183e-08,0.0
1841,5.3290553747586955e-08,0.0
1842,5.903273159191258e-08,0.0
1843,8.624090075404212e-08,0.0
1844,6.037417416004942e-08,0.0
1845,7.421703474008723e-08,1.674068439427856e-09
1846,6.791221895952049e-08,0.0
1847,5.878613684728862e-08,0.0
1848,5.229394250960695e-08,0.0
1849,6.703532151597358e-08,0.0
1850,4.616517301769818e-08,0.0
1851,4.514607243599755e-08,0.0
1852,6.836072374838409e-08,0.0
1853,7.644073085621983e-08,0.0
1854,1.0443285636263511e-07,0.0
1855,1.443486929986193e-07,0.0
1856,1.2735886034676014e-07,5.177189232874468e-10
1857,1.1520361198336104e-07,0.0
1858,5.627727428514362e-08,0.0
1859,6.670747110248954e-08,0.0
1860,7.277722180454305e-08,0.0
1861,6.036433780609585e-08,0.0
1862,5.1053245186949425e-08,0.0
1863,8.540801843537338e-08,0.0
1864,7.479775376850739e-08,0.0
1865,9.037141446288643e-08,0.0
1866,8.952727559297102e-08,9.731225825149181e-10
1867,5.774845490691405e-08,9.7056229719783e-10
1868,8.447184685067555e-08,0.0
1869,9.034510384253736e-08,0.0
1870,4.185855662086624e-08,1.7202146374017957e-09
1871,3.080141297573391e-08,0.0
1872,4.414557774889971e-08,2.4189357183956872e-09
1873,6.883905373511467e-08,1.1972008939764578e-09
1874,3.047050717297495e-08,0.0
1875,8.467860368455149e-08,0.0
1876,4.594971225735378e-08,0.0
1877,6.308512534580757e-08,6.184815992682502e-10
1878,4.287753085918666e-08,6.039088673581716e-10
1879,5.6205792797747733e-08,6.10932526790009e-10
1880,4.299957012676714e-08,5.776061406947974e-09
1881,2.091752193678076e-08,0.0
1882,5.923292589748996e-08,6.655385131892899e-10
1883,2.6541224329434954e-08,6.319338941018771e-10
1884,3.564916539744445e-08,6.601696966868076e-10
1885,3.3517306263775026e-08,3.2228177904158883e-09
1886,3.743009102663564e-08,6.453463874400711e-10
1887,2.8727267675776602e-08,6.528924623161458e-10
1888,3.867775077992519e-08,0.0
1889,2.6940087494153886e-08,0.0
1890,2.818386235503567e-08,0.0
1891,3.4420789774003424e-08,6.374220040683554e-10
1892,2.8835156484774416e-08,6.268512375839919e-10
1893,2.3401982796045218e-08,0.0
1894,4.2850468284783005e-08,3.780923574225881e-09
1895,2.4074457982692365e-08,0.0
1896,3.538217402399013e-08,5.89702897624278e-10
1897,2.0976168357833558e-08,0.0
1898,2.4330926606808134e-08,1.13167097914868e-09
1899,3.0954439012020885e-08,1.6582735185011188e-09
1900,2.543616095529444e-08,0.0
1901,3.3532433940663964e-08,0.0
1902,3.535404369259254e-08,9.820567692386817e-10
1903,2.9701211046173626e-08,0.0
1904,8.169430554261226e-08,0.0
1905,3.251278291038773e-08,0.0
1906,2.5206503273533798e-08,0.0
1907,4.165703160197154e-08,0.0
1908,3.634427958587594e-08,1.4734167219643268e-09
1909,4.345776982717098e-08,5.500983557560346e-10
1910,3.153048999671171e-08,0.0
1911,4.8415404574342347e-08,0.0
1912,3.1256526866751955e-08,0.0
1913,2.5454349739106874e-08,5.30298971401777e-10
1914,2.74566485103378e-08,0.0
1915,7.0684572639478915e-09,0.0
1916,1.9777431248257926e-08,0.0
1917,1.864292187292449e-08,0.0
1918,1.033773866510046e-08,0.0
1919,1.3811772170413406e-08,0.0
1920,5.2248399384779987e-08,7.572231730534895e-10
1921,1.9689144148404836e-08,0.0
1922,2.8036154453570106e-08,0.0
1923,3.078624910557437e-08,0.0
1924,2.191576153887098e-08,0.0
1925,2.639562701745035e-08,0.0
1926,2.2292276136148814e-08,1.1146138456652466e-09
1927,3.0102906833917586e-08,0.0
1928,2.7422499715434867e-08,0.0
1929,2.7851015937940815e-08,0.0
1930,1.4705044848462023e-08,0.0
1931,2.2810713318222042e-08,0.0
1932,4.4934101328664156e-08,0.0
1933,3.785318680726846e-08,0.0
1934,2.516131836216573e-08,0.0
1935,1.9149254626427137e-08,1.196828414151696e-09
1936,1.6974600391961303e-08,1.2124714565686645e-09
1937,2.2664012888640173e-08,1.2591118148108649e-09
1938,2.3337385357535823e-08,0.0
1939,2.141167065872196e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,4.3548527450809615e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.089252066321933e-08,0.0
1946,3.201854070766785e-08,1.3921104269343232e-09
1947,4.2915136333476767e-08,0.0
1948,3.044128504825494e-08,1.0871887834440486e-09
1949,1.2762110479513922e-08,0.0
1950,2.2334258886758107e-08,0.0
1951,4.797630737130021e-08,0.0
1952,1.7926167217297007e-08,0.0
1953,1.2928593307037772e-08,0.0
1954,3.029486150829541e-08,0.0
1955,2.1586898490966178e-08,0.0
1956,2.0930740252111946e-08,0.0
1957,2.3854601849393475e-08,0.0
1958,2.0680609225109947e-08,0.0
1959,2.635254203742221e-08,0.0
1960,3.3912081809361894e-08,0.0
1961,2.8487453451742084e-08,0.0
1962,3.0441389853308465e-08,0.0
1963,2.3277792138287623e-08,0.0
1964,5.597250751776528e-08,0.0
1965,3.556828309658755e-08,0.0
1966,2.4371929474575893e-08,5.539074754423723e-10
1967,2.3172577134911165e-08,0.0
1968,1.9762230407671666e-08,0.0
1969,2.9521425720657746e-08,0.0
1970,2.161400769473687e-08,9.197450023812337e-10
1971,3.6482622034483825e-08,5.138397485282553e-10
1972,2.616374894515161e-08,0.0
1973,2.6463377933438892e-08,0.0
1974,6.1881286761433785e-09,0.0
1975,2.2845920266689745e-08,5.711480177694739e-10
1976,1.542652228181396e-08,0.0
1977,1.23412418062685e-08,0.0
1978,2.554454192615907e-08,0.0
1979,1.872631549826309e-08,5.851973350345929e-10
1980,1.762396639737318e-08,5.685150683554241e-10
1981,1.3916208740916147e-08,6.325549528618524e-10
1982,2.4209259152918605e-08,0.0
1983,2.5261264635645375e-08,0.0
1984,1.5077421977593986e-08,0.0
1985,2.5265343372993243e-08,0.0
1986,2.098069995515317e-08,0.0
1987,2.9943002743948455e-08,0.0
1988,2.7584148076797987e-08,5.996553809062277e-10
1989,3.2928733961767875e-08,1.0976244357863152e-09
1990,2.8332984847168063e-08,5.44865097484859e-10
1991,2.4032007495122798e-08,5.861465202094962e-10
1992,2.314176583695371e-08,0.0
1993,2.2710750613441633e-08,0.0
1994,2.3737170395943252e-08,1.5824779264761446e-09
1995,1.843633246068066e-08,0.0
1996,1.975094132689037e-08,5.338092190498855e-10
1997,2.2536004284923195e-08,1.917957792585412e-09
1998,3.003921422717326e-08,2.86087753487152e-09
1999,1.965186502417282e-08,0.0
2000,2.2531960519600602e-08,1.3254094488601709e-09
2001,2.497290763070481e-08,4.3812117822561447e-10
2002,1.8839252602376177e-08,4.38122149670761e-10
2003,1.7501075810777422e-08,0.0
2004,2.3345392952123234e-08,0.0
2005,2.8373623006672233e-08,0.0
2006,2.1413026685124237e-08,0.0
2007,1.677681416012433e-08,0.0
2008,1.702975893635994e-08,0.0
2009,2.2887324035991696e-08,0.0
2010,1.511613750837526e-08,0.0
2011,3.7474926939395914e-08,0.0
2012,3.302125220483454e-08,1.3617010852229328e-09
2013,2.677560129171752e-08,0.0
2014,2.8150787700909063e-08,4.330890368553497e-10
2015,3.147537075420814e-08,1.10828768384863e-09
2016,3.81126570303536e-08,1.2428040818690533e-09
2017,3.421231414835191e-08,5.031222660711876e-10
2018,2.8912427396665663e-08,7.744400121190154e-10
2019,2.6785371032289618e-08,7.65296326310505e-10
