year,dernières_ADJ ouvertures_NOUN,dernières_ADJ couvertures_NOUN
1800,2.2009151834367913e-08,1.2576657937302116e-08
1801,3.5717739876872656e-08,4.7623651688866175e-09
1802,3.5805442166747525e-08,8.951360541686881e-09
1803,1.3652374342143503e-08,3.900678446910888e-09
1804,7.4155526164076946e-09,0.0
1805,5.685755422035754e-09,0.0
1806,1.152667650217154e-08,5.76333825108577e-09
1807,5.693910232196231e-09,0.0
1808,2.039466551195801e-08,4.5321479902327155e-09
1809,9.036122072814123e-09,0.0
1810,3.042164919975221e-08,0.0
1811,7.521229861140455e-09,5.0141535368197765e-09
1812,8.00162425207418e-09,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,2.3176038865813098e-09
1817,1.8682481339737933e-08,0.0
1818,1.1921177378582115e-09,5.960588467246453e-09
1819,1.7596784473994376e-08,1.035105001712111e-09
1820,2.966620371580575e-08,0.0
1821,2.9584464655840748e-08,9.86148829262845e-10
1822,3.5089655625597516e-08,1.0025615893027862e-09
1823,1.3835761869529506e-08,6.917880934764753e-09
1824,1.1789557774477544e-08,8.421112696055388e-10
1825,1.2327619813845558e-08,1.7610886082763955e-09
1826,5.284790383086602e-09,2.025836387531399e-08
1827,5.2538457140371975e-08,0.0
1828,3.8523666034961934e-08,6.420610709767516e-09
1829,2.4862210068476998e-08,1.1145129263923081e-08
1830,2.6092090266160994e-08,1.0436835840010872e-09
1831,2.8064171431196883e-08,0.0
1832,4.19429042608499e-08,0.0
1833,2.7800709290204395e-08,0.0
1834,8.401078055442213e-09,2.8003592777992026e-09
1835,1.9664028627630614e-08,3.781543966852041e-09
1836,2.2850549896702432e-08,5.376600054063374e-09
1837,3.061472142462662e-08,3.478945576063097e-09
1838,8.837027110075724e-09,2.5248647617104325e-09
1839,2.3771015378315496e-08,5.5931801412612e-09
1840,3.503328827036967e-08,7.0066574764382494e-09
1841,2.43980835534785e-08,3.852329122366882e-09
1842,1.9453969102301016e-08,0.0
1843,2.126487963494128e-08,0.0
1844,9.879410178825765e-09,3.841992946007622e-09
1845,4.3525776760589e-08,0.0
1846,2.5759806732139623e-08,5.854501328173001e-10
1847,3.182001862001016e-08,0.0
1848,8.04522137798358e-09,8.045221711050488e-10
1849,2.3462362719328667e-08,8.379414939696517e-10
1850,2.851378333446064e-08,2.0366988096043315e-09
1851,1.4188765717904062e-08,6.449438760824933e-10
1852,2.2135854038651814e-08,4.557382027314816e-09
1853,2.508211416341055e-08,1.7915795513800958e-09
1854,3.221311928314208e-08,3.63696517347023e-09
1855,2.7596072982305486e-08,2.653468555990912e-09
1856,1.346069211649592e-08,1.0354378465748937e-09
1857,3.172980811427806e-08,0.0
1858,1.2723557318849998e-08,0.0
1859,2.0877910955618972e-08,0.0
1860,3.112485202905191e-08,4.577183909670879e-10
1861,2.452301117727984e-08,0.0
1862,9.939570055905733e-09,2.2589932147099034e-09
1863,2.6970951694238465e-08,4.994620828036034e-10
1864,1.6302074357099627e-08,0.0
1865,1.7886009118228685e-08,0.0
1866,4.184427027098536e-08,0.0
1867,1.649955905236311e-08,4.85281148598915e-10
1868,1.1361710683388537e-08,4.93987406535723e-10
1869,1.2208797528501236e-08,1.4650557433881772e-09
1870,3.325748210158963e-08,5.734048791339319e-10
1871,1.1683295220166201e-08,0.0
1872,1.0280476914203973e-08,0.0
1873,1.3767810003173508e-08,2.3944017879529156e-09
1874,2.5690820137924675e-08,0.0
1875,4.005069165202713e-09,0.0
1876,1.3301232115736639e-08,0.0
1877,3.030559980743419e-08,1.2369631985365004e-09
1878,2.2344627481629686e-08,6.039088673581716e-10
1879,1.588424503040642e-08,3.665595160740054e-09
1880,1.7969970400599777e-08,5.134277003548959e-09
1881,2.8587281875047665e-08,3.4862537301449947e-09
1882,2.3293848627758962e-08,6.655385131892899e-10
1883,1.2006744043446815e-08,1.2638677882037541e-09
1884,2.1125430293977843e-08,1.9805090900604227e-09
1885,1.2891271161663553e-08,0.0
1886,2.19417763958063e-08,0.0
1887,3.1991731930247624e-08,6.528924623161458e-10
1888,1.8387781963724592e-08,2.53624587998047e-09
1889,1.8795409673089125e-08,1.2530273485467092e-09
1890,6.554386544621593e-08,6.554386478008212e-10
1891,2.7409146952095398e-08,0.0
1892,1.6924984080901595e-08,0.0
1893,3.079208221734575e-09,0.0
1894,7.561847148451761e-09,0.0
1895,9.629783193076946e-09,6.018614495673091e-10
1896,5.307326134129653e-09,0.0
1897,8.740070001067579e-09,0.0
1898,1.1882545614128048e-08,1.6975064687230201e-09
1899,1.4371703827009696e-08,0.0
1900,1.0901211489056095e-08,0.0
1901,1.7325090695408107e-08,0.0
1902,3.093478895266344e-08,0.0
1903,7.560307935250421e-09,0.0
1904,1.1286712897629059e-08,0.0
1905,1.909480928929952e-08,1.0321518084666081e-09
1906,6.6874399351490865e-09,0.0
1907,0.0,0.0
1908,1.080505640516094e-08,0.0
1909,1.3752458727367411e-08,1.6502950117569526e-09
1910,1.068830179917768e-08,0.0
1911,4.25629931299909e-09,1.0640748282497725e-09
1912,9.897900277167082e-09,1.0418842455450772e-09
1913,3.181793939432964e-09,0.0
1914,4.68772043404897e-09,0.0
1915,7.068456930880984e-09,2.3561523843085297e-09
1916,1.0987462051303964e-09,0.0
1917,0.0,0.0
1918,5.743188147278033e-09,0.0
1919,6.4454939163738345e-09,5.524709134618888e-09
1920,7.572231730534895e-09,7.572231730534895e-10
1921,4.543648568500203e-09,0.0
1922,1.549366501762961e-08,0.0
1923,8.492758496458919e-09,0.0
1924,6.445812328337297e-09,1.289162443462999e-09
1925,4.399271169575059e-09,0.0
1926,8.916910765321973e-09,0.0
1927,1.1149224654616319e-08,2.2298449753321847e-09
1928,9.14083297942625e-09,0.0
1929,1.6710609784809094e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.710803587684495e-08,0.0
1932,3.287861094491973e-09,0.0
1933,1.4911860191091364e-08,0.0
1934,2.3963160344919743e-09,0.0
1935,1.196828414151696e-09,0.0
1936,0.0,2.424942913137329e-09
1937,1.2591118370153254e-08,0.0
1938,3.8895642262559704e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,0.0,0.0
1944,1.6065930807940276e-08,0.0
1945,0.0,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,0.0,3.5762612871081956e-09
1948,1.0871887834440486e-09,0.0
1949,9.817008317369869e-10,0.0
1950,1.2762433776458693e-08,0.0
1951,0.0,1.0661401761424827e-09
1952,6.326882129314981e-09,1.0544803918932644e-09
1953,0.0,1.0773827385790469e-09
1954,3.9090144454689835e-09,0.0
1955,5.631364707880948e-09,3.754243138587299e-09
1956,3.488456634670456e-09,8.72114158667614e-10
1957,7.951533653738352e-09,0.0
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,5.425523585955716e-09,6.200598257066758e-09
1960,1.4533750203327145e-08,1.3841666701708277e-09
1961,4.16889545107324e-09,0.0
1962,8.8787386332001e-09,0.0
1963,8.405868889838075e-09,5.819448034571906e-09
1964,1.3384730657151067e-08,6.083968329129164e-10
1965,6.5664522708175355e-09,0.0
1966,6.092982118843793e-09,2.215629901769489e-09
1967,1.4791006197611978e-09,0.0
1968,2.6948494546985557e-09,3.1439910674890825e-09
1969,1.1808570121729645e-08,1.3625273131978588e-09
1970,3.219107425067591e-09,4.5987250119061684e-10
1971,1.541519245584766e-09,5.138397485282553e-10
1972,3.0780880067027283e-09,1.5390440033513642e-09
1973,5.513203782392395e-10,0.0
1974,3.937900228123681e-09,1.6876715580593782e-09
1975,3.4268881066168433e-09,0.0
1976,2.285410749536254e-09,0.0
1977,0.0,1.1753563677885381e-09
1978,4.752473081737207e-09,2.970295565063452e-09
1979,3.4526642878063285e-08,2.3407893401383717e-09
1980,7.95921106799824e-09,5.685150683554241e-10
1981,6.325549528618524e-10,1.2651099057237047e-09
1982,1.2415004579935385e-09,0.0
1983,1.2630632095778083e-09,4.4207211225000265e-09
1984,1.1598016991243298e-09,2.3196033982486597e-09
1985,3.0077789148208467e-09,8.421781494405423e-09
1986,4.7955883708539204e-09,2.997242676272549e-09
1987,6.721898593298192e-09,0.0
1988,2.398621523624911e-09,1.798966087207532e-09
1989,5.488122178931576e-10,1.0976244357863152e-09
1990,4.90378582185258e-09,2.179460389939436e-09
1991,6.4476117778156095e-09,1.7584396161396398e-09
1992,2.2039776670368383e-09,2.7549720282848966e-09
1993,7.200969598386564e-09,0.0
1994,2.637463358823311e-09,5.274926606624319e-10
1995,3.795715741716776e-09,5.422450821690461e-10
1996,2.135236876199542e-09,1.067618438099771e-09
1997,5.274384040632185e-09,9.58978896292706e-10
1998,1.43043876743576e-09,9.536258449571733e-10
1999,1.1425503210205079e-08,3.656160929565999e-09
2000,3.5344251969604557e-09,3.5344251969604557e-09
2001,2.190605918883648e-09,2.190605918883648e-09
2002,0.0,2.6287327870022636e-09
2003,2.083461403401543e-09,2.5001538617175356e-09
2004,3.0833537945085254e-09,2.2023955992267474e-09
2005,4.503749373441224e-09,1.3511248786457486e-09
2006,1.2353669198716943e-09,3.294311934354255e-09
2007,7.988958938831558e-10,1.997239706952314e-09
2008,6.811903485726134e-09,8.514879357157668e-10
2009,1.430457752249481e-09,4.76819250749827e-10
2010,2.8342759250676863e-09,4.723793023408973e-10
2011,3.823971805871906e-09,7.64794394481072e-10
2012,3.063827413996023e-09,6.808505426114664e-10
2013,1.3945624655065103e-09,2.5102124823206395e-09
2014,3.031623174720721e-09,1.0827225782605865e-09
2015,1.994917786518613e-09,6.649726325136385e-10
2016,2.4856081637381067e-09,2.0713399884186856e-09
2017,3.018733707449428e-09,1.2578056374223934e-09
2018,3.872199894061623e-09,1.290733298020541e-09
2019,3.3162841361900064e-09,2.2958890344426663e-09
