year,des_DET anneaux_NOUN,des_DET canots_NOUN
1800,1.3425581997239533e-06,8.237711099923217e-07
1801,1.4501401572886152e-06,5.500531987667756e-07
1802,1.1457741493359208e-06,9.555577378250746e-07
1803,1.612930532246537e-06,4.0957124269880296e-07
1804,1.1766010892255707e-06,6.006598027852306e-07
1805,1.0234359555383321e-06,2.814448922805468e-07
1806,1.3198045154538818e-06,4.351320352924404e-07
1807,8.683213170712634e-07,5.551562667349685e-07
1808,1.010668958301153e-06,4.872059164995335e-07
1809,1.2198765304560766e-06,5.896069819044669e-07
1810,1.0062545463540573e-06,4.844062386766268e-07
1811,1.469147008492655e-06,3.359482914078171e-07
1812,1.0162062835661345e-06,4.2141888911828573e-07
1813,1.0669001540009049e-06,3.393375038740487e-07
1814,1.2177640016375335e-06,3.3354776363125893e-07
1815,7.660115102225973e-07,3.8570295668449717e-07
1816,3.7035310924693476e-06,4.612031840878217e-07
1817,1.5817834118081464e-06,3.207159098295165e-07
1818,9.012410373543389e-07,3.4452201913559577e-07
1819,1.087895352469559e-06,4.0886648022819827e-07
1820,1.0988361740515984e-06,5.517913681529762e-07
1821,8.421710866457488e-07,3.086645730121518e-07
1822,7.830005870346213e-07,3.559093642024891e-07
1823,8.479345154910334e-07,4.970991369646072e-07
1824,9.886386305169026e-07,2.7621249198972464e-07
1825,1.0839500923509604e-06,4.164974463094495e-07
1826,9.829710592157426e-07,4.5977679064002075e-07
1827,9.420053170838827e-07,4.378204767618854e-07
1828,1.0612352845384976e-06,4.677873590708259e-07
1829,1.040783574879356e-06,3.7464780611173865e-07
1830,1.1428334936169904e-06,5.322786424954984e-07
1831,8.74666685746206e-07,3.2429707985670575e-07
1832,1.1189284840895652e-06,4.830198996330637e-07
1833,1.2857827798029575e-06,6.741671523258219e-07
1834,9.773253815126282e-07,5.105988343245826e-07
1835,1.2312707369233067e-06,3.342884937751478e-07
1836,1.008112549882867e-06,2.688299973740982e-07
1837,1.1605762084698767e-06,4.9331446816403e-07
1838,1.2131974784779231e-06,2.6258592500383315e-07
1839,8.620488758381839e-07,2.454007814733927e-07
1840,1.170111755044445e-06,3.267650168226055e-07
1841,1.0105943104576909e-06,2.5040138451615235e-07
1842,9.726984551150508e-07,3.910918575655842e-07
1843,7.525404654984413e-07,3.426008312601425e-07
1844,1.0131883776409722e-06,2.2448215908354996e-07
1845,8.86698236612915e-07,2.410658428431134e-07
1846,1.059664727520726e-06,2.2012925526837535e-07
1847,1.0301056878603276e-06,2.2867267635007238e-07
1848,9.364638318132279e-07,2.0273958423189242e-07
1849,9.125183062508313e-07,1.8853684324859898e-07
1850,9.280557726754068e-07,1.9891757929713094e-07
1851,9.113056869125558e-07,2.541078814033426e-07
1852,9.661649649217452e-07,2.037800754806085e-07
1853,9.680501698028365e-07,2.555986853280956e-07
1854,1.018869767221986e-06,1.6730040153234427e-07
1855,9.679853079092027e-07,2.080319347896875e-07
1856,8.925474137555511e-07,2.1330019261966982e-07
1857,8.791598151702829e-07,1.7817507691475498e-07
1858,1.333037403128401e-06,3.1759956797827726e-07
1859,9.965383203081046e-07,1.9197494172118468e-07
1860,9.795173596671702e-07,2.421330247415199e-07
1861,9.856363973881344e-07,2.900317559451082e-07
1862,1.024679281869112e-06,1.9879139090406284e-07
1863,7.936452348644707e-07,1.553327031444951e-07
1864,1.08744428217733e-06,2.737789781548372e-07
1865,9.681979094011695e-07,2.2734057925077877e-07
1866,1.290847158941233e-06,2.1846601860886494e-07
1867,1.1748657158250353e-06,2.732132760030481e-07
1868,1.459732732911334e-06,2.563794563315014e-07
1869,1.2228332106900552e-06,2.0706121750535544e-07
1870,1.1966959974074598e-06,1.9782467619577915e-07
1871,9.83521006858723e-07,1.5506919259777874e-07
1872,1.2632891461805684e-06,2.582213962654123e-07
1873,1.4031194321972862e-06,1.783829373103174e-07
1874,1.3669905456481501e-06,2.0552655755068372e-07
1875,1.3685893449633113e-06,2.1627372426280544e-07
1876,1.2944517351343166e-06,2.388175812662041e-07
1877,1.3142733621407388e-06,3.315061380959605e-07
1878,1.2362014647493424e-06,3.381889701614682e-07
1879,1.2554663477715167e-06,6.115434576514645e-07
1880,1.1423766572704608e-06,2.1307249298274655e-07
1881,1.3331434480789994e-06,3.0051508703721197e-07
1882,1.1427296335853043e-06,2.808572592272185e-07
1883,1.1975147309328804e-06,3.1723081761469984e-07
1884,1.3850360183198518e-06,2.9377552746012725e-07
1885,1.3290900966467234e-06,2.249526807052149e-07
1886,1.1216119659707147e-06,2.516850798883752e-07
1887,1.1941403634807557e-06,2.9641318910478276e-07
1888,1.1596984563766455e-06,2.7708484928723465e-07
1889,1.1621828708285875e-06,2.6814785591966483e-07
1890,1.0808183539268157e-06,3.323073869410109e-07
1891,9.650568912888957e-07,1.9377629012495845e-07
1892,9.390231561212659e-07,2.488599282202131e-07
1893,1.1386912355249024e-06,2.524950852844654e-07
1894,9.622450445334607e-07,2.1110157066850377e-07
1895,8.624674663337828e-07,2.690320783926836e-07
1896,8.639147619504683e-07,1.9755046665181908e-07
1897,1.0744460325895488e-06,1.887855143323236e-07
1898,8.578066257314276e-07,2.2124167919912452e-07
1899,9.264221461080524e-07,1.9401800344098774e-07
1900,9.084343250975735e-07,2.0297017577775023e-07
1901,8.483705915551809e-07,1.777219020837606e-07
1902,2.0981643586992504e-06,1.5320085733350197e-07
1903,9.38558281760038e-07,1.9116779581551668e-07
1904,8.362916599224945e-07,1.9402397466450338e-07
1905,8.86102338171213e-07,1.8991592654060696e-07
1906,9.19780191566133e-07,2.1091156443553416e-07
1907,9.236546780755361e-07,1.6919954415328675e-07
1908,9.70490468432672e-07,1.6944292902110192e-07
1909,8.036936804955985e-07,1.8483305197491973e-07
1910,1.0474534786197864e-06,1.5604919934020245e-07
1911,9.47026583375532e-07,1.5801511388247036e-07
1912,8.564288265233699e-07,1.6461770524500707e-07
1913,9.439321519977284e-07,1.6757447784954138e-07
1914,9.629917734343962e-07,2.2969831192654055e-07
1915,8.211191184770428e-07,2.1558794749410026e-07
1916,6.823213869466827e-07,2.0766303876484926e-07
1917,7.39137005822954e-07,2.3687476069511604e-07
1918,7.098580567799218e-07,2.791189466222477e-07
1919,6.2337131900847e-07,1.7494911874749164e-07
1920,6.565124763824315e-07,1.544735201974845e-07
1921,7.360710654324976e-07,1.7720229328332948e-07
1922,8.219020308786185e-07,1.44607529506402e-07
1923,9.14033137178194e-07,1.422537048156869e-07
1924,9.514018710632399e-07,2.0239849884973182e-07
1925,7.401773807202972e-07,2.012666495687654e-07
1926,8.025219759844049e-07,1.3375365526258065e-07
1927,7.670666519743463e-07,1.6389360824042853e-07
1928,6.695660177413743e-07,1.5996457936040542e-07
1929,8.154777688673676e-07,1.6153588955347686e-07
1930,8.339861174988528e-07,1.5020153742995035e-07
1931,9.557688969152878e-07,1.8476678231849064e-07
1932,7.518242117754426e-07,1.3809016685684128e-07
1933,7.777109232165458e-07,1.1814781841756883e-07
1934,6.757611501484462e-07,2.252537125713161e-07
1935,9.095895912025753e-07,1.6276866343645224e-07
1936,8.547923648904998e-07,1.3700927281590225e-07
1937,7.856857564547681e-07,1.4479785526155808e-07
1938,8.40145890634858e-07,1.4002431569792861e-07
1939,8.411727669965785e-07,1.2235240287594706e-07
1940,1.016848947266169e-06,1.6482588360844375e-07
1941,9.887533956032257e-07,2.0365367880970098e-07
1942,9.406056271643592e-07,4.976107046417155e-07
1943,9.116158441457856e-07,2.2935557986158983e-07
1944,1.0153667915346887e-06,2.666944425300244e-07
1945,6.644437231528855e-07,1.982438693204358e-07
1946,7.294658708190127e-07,1.5174004275309017e-07
1947,8.320768127845213e-07,1.9311810284250441e-07
1948,8.827972646230364e-07,1.6525270218892274e-07
1949,6.538127319544174e-07,1.1878580075119771e-07
1950,7.785084594758018e-07,1.074171525061729e-07
1951,6.844619822032882e-07,1.4819349147821015e-07
1952,8.973628160546809e-07,1.2864660758893365e-07
1953,7.240012092069037e-07,1.271311660389074e-07
1954,6.85054809324015e-07,1.2606572230566826e-07
1955,7.320773942609549e-07,9.573319781353007e-08
1956,8.162988596183141e-07,1.1686329881577251e-07
1957,7.863183313361333e-07,8.835038034504805e-08
1958,7.246485225209653e-07,1.3318312364063445e-07
1959,6.975673141340621e-07,8.138285068071127e-08
1960,7.253033338372461e-07,1.3357207695463558e-07
1961,6.308928419684889e-07,1.2298242202390952e-07
1962,7.293249737472252e-07,1.0210549516997958e-07
1963,6.304401978241003e-07,1.209151969661093e-07
1964,7.185166701617618e-07,1.1316181325327079e-07
1965,6.659476898818184e-07,1.0779925396775525e-07
1966,6.087443376046053e-07,1.1299712365797632e-07
1967,6.059382204881558e-07,1.104395144224668e-07
1968,6.274508219661357e-07,1.6034354555216623e-07
1969,6.344835430383e-07,1.389777901650291e-07
1970,5.205756519188753e-07,1.4807893933266314e-07
1971,7.121819045607936e-07,9.762955066605628e-08
1972,5.838106993394376e-07,1.1337624528096057e-07
1973,5.320241882600385e-07,1.1522596166102517e-07
1974,5.333041830368757e-07,1.1982467906790362e-07
1975,4.946141878292565e-07,9.481057139382187e-08
1976,5.650678058799485e-07,7.256179257453255e-08
1977,4.483984668013363e-07,8.227494552315306e-08
1978,5.45346277469605e-07,1.265345979106769e-07
1979,5.032697290019428e-07,1.0006874773260677e-07
1980,4.809637408342837e-07,1.193881660199736e-07
1981,5.420995954352748e-07,8.286470154494907e-08
1982,4.885304392132639e-07,1.0056153687543201e-07
1983,4.824901393973846e-07,1.029396528018367e-07
1984,4.772583892531657e-07,1.1366056407169367e-07
1985,5.125255491122971e-07,8.903025694451117e-08
1986,4.777604978301042e-07,9.351397300960684e-08
1987,4.4731178583390374e-07,1.301603989034561e-07
1988,3.9577255783740384e-07,1.0314072751427261e-07
1989,3.929495591137311e-07,1.092136288072254e-07
1990,4.3316776121571365e-07,1.1278707434669855e-07
1991,3.7806451302913047e-07,1.34227549963839e-07
1992,4.160007902598295e-07,1.1460684046227243e-07
1993,3.7223473015046693e-07,1.118919925602313e-07
1994,3.6871736419641366e-07,1.012785939558114e-07
1995,4.0559932834582924e-07,9.760411234793764e-08
1996,3.795383580751377e-07,9.395042499527051e-08
1997,3.3372465946257535e-07,8.391065087209881e-08
1998,3.8955614733993116e-07,1.0966696972758427e-07
1999,3.985215535351472e-07,1.0191548671656392e-07
2000,3.331195728151215e-07,7.952456559934262e-08
2001,3.8335604202188733e-07,9.594853445094031e-08
2002,4.026342592666765e-07,1.11283025905351e-07
2003,3.8085676035137794e-07,1.3459160852491436e-07
2004,3.4004987448099655e-07,1.215722416070264e-07
2005,3.512924635629133e-07,1.3105911778055201e-07
2006,3.8008125002875204e-07,1.1365375840455272e-07
2007,3.523130862603807e-07,9.027523484306244e-08
2008,4.334073677725314e-07,1.115449199673435e-07
2009,4.2103139819005264e-07,9.059565853064555e-08
2010,3.949090938704103e-07,1.2470813448572926e-07
2011,4.309616468134436e-07,1.6481319597971833e-07
2012,5.208506905773902e-07,1.6306369854390823e-07
2013,4.63831495878253e-07,1.4531341285817234e-07
2014,5.114781451709405e-07,1.3620650829437864e-07
2015,5.452775440062396e-07,1.4762392641642919e-07
2016,5.955102775345722e-07,2.0692686852896713e-07
2017,4.860161162412169e-07,1.1320251314117513e-07
2018,4.940927240681958e-07,1.4636916301213887e-07
2019,4.729531255520669e-07,1.0714148679369373e-07
