year,bois_NOUN ouverts_ADJ,bois_NOUN couverts_ADJ
1893,6.158416554491453e-10,4.3724757203822406e-08
1894,1.8904617871129403e-09,4.159015887239548e-08
1895,1.2037228991346183e-09,1.083350631425617e-08
1896,0.0,2.2408710664834075e-08
1897,0.0,1.1070755867592652e-08
1898,3.3950129374460403e-09,2.093591300322828e-08
1899,5.527578395003729e-10,1.492446166651007e-08
1900,5.191053142894475e-10,9.343895990276962e-09
1901,0.0,3.688567717929914e-08
1902,0.0,2.4060391012881155e-08
1903,2.7001101354784396e-09,2.1060859722865644e-08
1904,5.374625189347171e-10,3.7622375437251776e-08
1905,1.0321518084666081e-09,2.2707340008309984e-08
1906,0.0,1.7490227044447693e-08
1907,5.142843373384665e-10,2.3657078962457945e-08
1908,4.911389073214423e-10,2.9959473124563374e-08
1909,2.2003934230241384e-09,1.8703343540593664e-08
1910,1.068830135508847e-09,3.366815071181861e-08
1911,1.5961122423746588e-09,2.2877609140437016e-08
1912,0.0,2.135862686714063e-08
1913,5.30298971401777e-10,1.3787773589513108e-08
1914,1.3393487430235496e-09,1.7411533548283842e-08
1915,4.712304768617059e-09,1.2958838224719216e-08
1916,0.0,8.789969641043172e-09
1917,4.386569774084137e-09,1.0966424213165737e-08
1918,0.0,1.2635013924011673e-08
1919,0.0,8.287063479883727e-09
1920,0.0,1.0601124422748853e-08
1921,0.0,1.3630945261411398e-08
1922,0.0,2.8036155397259677e-08
1923,0.0,1.5923922180860473e-08
1924,3.867487219366694e-09,1.4180787211159895e-08
1925,0.0,1.5397448649423495e-08
1926,1.1146138456652466e-09,1.5604593173179637e-08
1927,1.1149224876660924e-09,1.56089151603922e-08
1928,0.0,2.170947821511504e-08
1929,3.342121912552898e-09,1.6710608896630674e-08
1930,1.0503603542488804e-09,2.520864805788392e-08
1931,0.0,1.1633463969928926e-07
1932,0.0,1.0959536500543265e-08
1933,0.0,1.1470662641954732e-08
1934,0.0,1.4377896206951846e-08
1935,5.98414207075848e-09,4.787313656606784e-09
1936,0.0,1.091224355320719e-08
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,0.0,1.5558256905023882e-08
1939,0.0,1.6823455517567254e-08
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,0.0,3.034211770724937e-09
1943,0.0,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,2.0881657292193267e-08
1947,7.152522574216391e-09,1.0728784083369192e-08
1948,1.0871887834440486e-09,4.348755133776194e-09
1949,1.9634016634739737e-09,2.1597418964347526e-08
1950,0.0,4.2541445921528975e-09
1951,5.330700769690111e-09,1.0661401539380222e-08
1952,0.0,1.1599284199803606e-08
1953,0.0,7.54167928107563e-09
1954,0.0,1.5636057781875934e-08
1955,1.8771215692936494e-09,3.754243138587299e-09
1956,3.488456634670456e-09,9.593255967388359e-09
1957,3.534015080575159e-09,1.0602045463770082e-08
1958,0.0,9.926692356998501e-09
1959,6.200598257066758e-09,5.425523585955716e-09
1960,3.460416619915918e-09,2.5607082676515347e-08
1961,6.948159270159238e-10,1.181187059273725e-08
1962,0.0,1.0147129914095387e-08
1963,5.819448034571906e-09,5.1728425987107585e-09
1964,1.2167936658258327e-09,2.9203047979819985e-08
1965,2.73602163147757e-09,9.849678406226303e-09
1966,3.8773522170743036e-09,3.8773522170743036e-09
1967,1.9721342336964653e-09,8.874604162656397e-09
1968,9.88111459321317e-09,1.3025106326836067e-08
1969,9.083515606356229e-10,9.537691053607134e-09
1970,4.5987250119061684e-10,1.1956685419534097e-08
1971,1.541519245584766e-09,1.798439086542203e-08
1972,1.5390440033513642e-09,1.128632298730281e-08
1973,8.821126051827832e-09,1.3783009400469837e-08
1974,2.2502286700643026e-09,3.4878542720662153e-08
1975,1.1422960355389478e-09,5.711480177694739e-09
1976,2.285410749536254e-09,9.141642998145016e-09
1977,2.3507127355770763e-09,2.3507127355770763e-09
1978,1.1881182704343018e-09,1.128712323605896e-08
1979,1.7555920051037788e-09,7.022368020415115e-09
1980,5.685150683554241e-10,5.6851505725319385e-09
1981,6.325549528618524e-10,5.060439622894819e-09
1982,3.1037510339615437e-09,1.6139506175960605e-08
1983,3.78918940668882e-09,1.136756910824488e-08
1984,2.8995041922996734e-09,7.538710988796993e-09
1985,3.609334831011779e-09,2.3460676956688076e-08
1986,1.1988970927134801e-09,8.392279760016663e-09
1987,1.2221633705067347e-09,9.166225112267057e-09
1988,1.798966087207532e-09,1.2592763276586538e-08
1989,3.841685636274406e-09,9.329807704183679e-09
1990,5.993515905799995e-09,1.198703181159999e-08
1991,1.1722930404189924e-09,5.8614650910726596e-09
1992,1.65298330578878e-09,1.4325855168806356e-08
1993,2.7696036575264316e-09,4.985286850001103e-09
1994,2.637463358823311e-09,8.439882570598911e-09
1995,3.253470381991974e-09,4.880205572987961e-09
1996,2.135236876199542e-09,6.4057106285986265e-09
1997,2.876936688878118e-09,6.233362714880286e-09
1998,3.337690568372409e-09,8.10582001520288e-09
1999,4.570201161957499e-10,4.524499175317942e-08
2000,1.3254094488601709e-09,6.627047355323157e-09
2001,4.3812117822561447e-10,1.095302959441824e-08
2002,2.1906108038649563e-09,1.3143664823189738e-08
2003,2.9168460979889232e-09,1.0833999475323708e-08
2004,0.0,4.228599692623902e-08
2005,2.702249757291497e-09,1.170974872621855e-08
2006,4.1178899179428186e-10,1.1530091548195287e-08
2007,1.997239706952314e-09,9.18730247434496e-09
2008,2.554463751636149e-09,1.6604014163590364e-08
2009,1.907277002999308e-09,1.0013204487790972e-08
2010,2.3618964561933353e-09,4.062462011233947e-08
2011,4.206369030868018e-09,1.9884653923440965e-08
2012,4.425528388196653e-09,1.8042539906559796e-08
2013,4.183687618564136e-09,1.840822605458925e-08
2014,1.9489005964601347e-09,1.2126492698882885e-08
2015,4.654808538617772e-09,1.440773989003219e-08
2016,1.86420612280358e-09,1.4292246497404903e-08
2017,1.7609279590047322e-09,1.2326495379966218e-08
2018,2.0651733656507076e-09,1.4972506789945328e-08
2019,2.2958890344426663e-09,1.6581420680950032e-08
