year,voulais_VERB ouvrir_VERB,voulais_VERB couvrir_VERB
1961,1.3896318540318475e-09,4.16889545107324e-09
1962,1.9025869768540815e-09,3.170978146727066e-09
1963,1.939815863494232e-09,2.5864212993553792e-09
1964,5.475571551727398e-09,6.083968329129164e-10
1965,0.0,2.188817349590977e-09
1966,1.6617224263271169e-09,3.3234448526542337e-09
1967,4.930335695263466e-09,1.4791006197611978e-09
1968,2.6948494546985557e-09,3.5931326802796093e-09
1969,3.6334062425424918e-09,9.083515606356229e-10
1970,7.3579600190498695e-09,4.1388523719376735e-09
1971,5.138397263237948e-09,2.0553589941130213e-09
1972,7.69522046084603e-09,1.0260293725750103e-09
1973,6.615844760915479e-09,5.513203782392395e-10
1974,6.1881286761433785e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,2.285410749536254e-09,3.9994687561772935e-09
1977,6.464460078348111e-09,1.7630346071939584e-09
1978,4.158414057542359e-09,2.3762365408686037e-09
1979,4.681578680276743e-09,8.192762912528906e-09
1980,3.97960553399912e-09,5.685150683554241e-10
1981,4.427884725544118e-09,5.060439622894819e-09
1982,3.7245013739806154e-09,5.586751949948621e-09
1983,0.0,6.946847541655643e-09
1984,4.059305780401701e-09,2.3196033982486597e-09
1985,1.2031116103372597e-09,6.015557829641693e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,6.110816741511371e-09,2.4443267410134695e-09
1988,1.798966087207532e-09,6.596209356501959e-09
1989,6.036934507847036e-09,4.390497743145261e-09
1990,2.179460389939436e-09,1.6345953479657283e-09
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,4.4079553340736766e-09,1.1019888335184191e-09
1993,6.093128224193833e-09,5.539207426075166e-10
1994,1.5824779264761446e-09,3.6924485691258724e-09
1995,2.7112254663563817e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,3.736664311304594e-09
1997,3.3564262480467733e-09,4.794894259418925e-09
1998,7.152193948201102e-09,2.3840645013706308e-09
1999,5.941261704833778e-09,5.0272213059088244e-09
2000,3.97622823555821e-09,8.836062992401139e-10
2001,7.886181485616817e-09,7.448059946568719e-09
2002,6.571832411594869e-09,3.504977197366088e-09
2003,2.083461403401543e-09,5.416999737661854e-09
2004,1.189293641346012e-08,1.3214374039449694e-09
2005,3.602999676388663e-09,0.0
2006,4.941467679486777e-09,4.529678854225949e-09
2007,7.589511241690161e-09,2.3966877371606188e-09
2008,9.79211112195344e-09,1.2772318758180745e-09
2009,7.1522885392028e-09,1.907277002999308e-09
2010,8.502827775203059e-09,9.447586046817946e-10
2011,1.1089518636708817e-08,5.353560705856353e-09
2012,1.4978711604385353e-08,3.744677901096338e-09
2013,1.7292574483462886e-08,2.7891249310130206e-09
2014,1.3642305063399363e-08,2.5985342766432495e-09
2015,2.127912424043643e-08,3.768178213903184e-09
2016,1.6156452176119274e-08,2.899876117012923e-09
2017,1.3584300795344006e-08,2.7671724911471074e-09
2018,2.5556520455438658e-08,3.0977600484760615e-09
2019,1.6581420680950032e-08,4.3366790158927415e-09
