year,yeux_NOUN ouverts_ADJ,yeux_NOUN couverts_ADJ
1863,5.479099058902648e-07,6.243276118311769e-08
1864,5.581063078352599e-07,4.2193605054308136e-08
1865,5.365802376311457e-07,3.7654753981541944e-08
1866,5.05537158135283e-07,5.060237384668653e-08
1867,5.211919429370937e-07,4.998396008204509e-08
1868,5.804351934646235e-07,4.100095551962113e-08
1869,5.962776841172968e-07,5.4695412643468444e-08
1870,4.828069108953059e-07,6.078091985273204e-08
1871,5.90537467815011e-07,4.885741589077952e-08
1872,4.1787113125302255e-07,4.7169248063028135e-08
1873,4.32788123727601e-07,4.7289436366781956e-08
1874,4.146378834724018e-07,3.345781252050983e-08
1875,4.937677811067687e-07,8.811151985810284e-08
1876,3.9359555681350855e-07,5.8041742079240066e-08
1877,4.780862858932977e-07,3.958282235316801e-08
1878,4.4387300590642553e-07,4.468925662859391e-08
1879,4.581994027530456e-07,4.581993806596074e-08
1880,5.082934191324995e-07,3.401458670282409e-08
1881,4.580937413845021e-07,5.2293806618308736e-08
1882,4.971572751255593e-07,7.320923600673268e-08
1883,4.5625625899603506e-07,4.486730631469982e-08
1884,4.918264169262443e-07,3.564916539744445e-08
1885,5.498127145786569e-07,2.707166935067562e-08
1886,5.478991056406812e-07,3.226731948302586e-08
1887,7.521320984360536e-07,2.415702127223085e-08
1888,5.998221581648977e-07,3.106901047544852e-08
1889,6.490681409010435e-07,4.322944491264025e-08
1890,4.306232028739032e-07,1.9007721618891082e-08
1891,5.201363784124169e-07,2.4859457381509742e-08
1892,5.466142947163632e-07,3.384996771771398e-08
1893,6.903584905959548e-07,3.387129066112493e-08
1894,5.053834641888244e-07,2.898708117982096e-08
1895,4.4597934212298185e-07,2.166701307260155e-08
1896,4.487639007066946e-07,3.538217541176891e-08
1897,4.201060335162765e-07,2.0393496669157685e-08
1898,4.3682499040187395e-07,1.9804241802034994e-08
1899,4.018549564221985e-07,2.3768587098516036e-08
1900,4.158033674039885e-07,3.0627212765921286e-08
1901,4.6386533392173135e-07,2.514932445629725e-08
1902,3.962599066653638e-07,1.816805017540446e-08
1903,4.482182878184915e-07,1.7280704867062013e-08
1904,4.993026916366716e-07,1.0749250378694342e-08
1905,4.1492501612339083e-07,1.7546580910465792e-08
1906,5.14418445618503e-07,1.3374879870298173e-08
1907,4.186274379369692e-07,2.0057088434555226e-08
1908,4.4300729440394093e-07,3.094175093920626e-08
1909,5.80903857239079e-07,2.4204327431220918e-08
1910,6.16180587331705e-07,1.6566866989364826e-08
1911,5.852411457674123e-07,2.8730021028877673e-08
1912,4.391542045567576e-07,2.344239469209697e-08
1913,3.9825452724517874e-07,2.4924052155483878e-08
1914,4.252432311280252e-07,1.7411533548283842e-08
1915,3.145463551845751e-07,1.295883844676382e-08
1916,4.834483320337313e-07,3.29623865980011e-08
1917,5.395480684455833e-07,1.7546279096336548e-08
1918,4.96211445266681e-07,4.3648228142956214e-08
1919,4.263233677193057e-07,3.498982437122322e-08
1920,4.6569225053971763e-07,2.1959472462640406e-08
1921,5.035876913250803e-07,2.7261890522822796e-08
1922,5.865458891918252e-07,2.5822775029382683e-08
1923,6.443880549156233e-07,3.3971034429924885e-08
1924,4.524960209861817e-07,2.5783249313349188e-08
1925,5.356112751098152e-07,4.5092529710188956e-08
1926,5.272123356769853e-07,3.901148470930593e-08
1927,7.570323927730271e-07,3.4562596340492746e-08
1928,5.553056161566872e-07,2.5137291359556002e-08
1929,5.603624595451606e-07,2.6736975966556997e-08
1930,4.4745352367758784e-07,2.310792734938616e-08
1931,4.3682516537302263e-07,1.4826963656844327e-08
1932,3.6824043381233906e-07,2.9590749406338546e-08
1933,4.0262023137671576e-07,2.294132506186486e-08
1934,4.3253505843665607e-07,3.9539214569117576e-08
1935,4.4043287061867886e-07,4.906996409204112e-08
1936,5.10450492097192e-07,1.4549657478823974e-08
1937,4.4572558977051813e-07,2.0145788592884628e-08
1938,5.549111889990854e-07,1.9447821797413667e-08
1939,4.5882151766818424e-07,1.8352860564618823e-08
1940,3.778316681746219e-07,3.0429395003750415e-08
1941,4.574829119974311e-07,2.9515026866988592e-08
1942,5.795344484305076e-07,2.730790527039062e-08
1943,6.241955796681964e-07,2.322588166236983e-08
1944,6.522768050132299e-07,9.639558484764166e-09
1945,8.365455697045832e-07,1.3071024262956144e-08
1946,7.308579821341255e-07,2.0881657292193267e-08
1947,7.390939726903412e-07,2.622591566137089e-08
1948,6.077385199532159e-07,1.3046265401328583e-08
1949,5.134295406605816e-07,2.3560820405776894e-08
1950,6.221686661422865e-07,2.5524866664738965e-08
1951,7.057847830616026e-07,2.8785785421980847e-08
1952,5.08259531128985e-07,2.214408867384776e-08
1953,6.119533710879921e-07,7.54167928107563e-09
1954,7.124178944550863e-07,2.14995790059902e-08
1955,6.034945858601759e-07,2.3464019172081407e-08
1956,6.436202502069222e-07,2.0930739808022736e-08
1957,6.07850581979541e-07,1.6786572132332367e-08
1958,6.468894573896655e-07,2.2335056470978998e-08
1959,6.456373036201057e-07,1.5501496086756106e-08
1960,6.616316516883103e-07,1.5225833038812198e-08
1961,6.329773127866645e-07,1.528595028332802e-08
1962,7.185436476930818e-07,3.0441389853308465e-08
1963,7.552350229644844e-07,1.681173822376536e-08
1964,6.546350004299484e-07,2.1293889318485526e-08
1965,6.840054318502098e-07,1.2585700148726175e-08
1966,8.530175246157512e-07,2.4371929141508986e-08
1967,7.222941458273624e-07,2.415864386318134e-08
1968,6.948220261371318e-07,2.6499354238707085e-08
1969,6.699092480744184e-07,2.361714024345929e-08
1970,5.412699572993063e-07,2.5292987260172595e-08
1971,6.453827161578829e-07,2.31227891278607e-08
1972,5.97662125123577e-07,1.898154344814884e-08
1973,6.086576931352283e-07,2.03988533842292e-08
1974,5.873096768915786e-07,1.518904291231138e-08
1975,4.706259533193702e-07,1.770558766267527e-08
1976,5.404996175073506e-07,1.4855169427896442e-08
1977,5.424269544640481e-07,1.9981058252405148e-08
1978,5.601977584035467e-07,1.900989232694883e-08
1979,6.214795984504917e-07,2.1652301285257636e-08
1980,6.617515531104345e-07,1.2507331226263574e-08
1981,7.027685278160334e-07,9.488324570483542e-09
1982,6.617197296776567e-07,5.586751949948621e-09
1983,7.205775691687677e-07,1.2630632539867293e-08
1984,6.64566353059115e-07,1.681712546997005e-08
1985,6.454693597390815e-07,1.6242006850575308e-08
1986,5.898573647300509e-07,1.3187867686781374e-08
1987,5.805275762327256e-07,1.3443797186596385e-08
1988,8.718989334965954e-07,1.139345240375178e-08
1989,7.743740724208692e-07,1.0976243913773942e-08
1990,7.115937918911186e-07,1.9070277801347402e-08
1991,5.820434658687645e-07,1.4067516929117119e-08
1992,7.438424702854718e-07,1.4876849085965205e-08
1993,7.084646043153953e-07,2.3264671966671813e-08
1994,6.730806276777912e-07,1.9517228722065738e-08
1995,8.5783170789e-07,1.4640617607142303e-08
1996,6.25624419825499e-07,1.4946657245218375e-08
1997,7.08205895705305e-07,1.3905194329311144e-08
1998,6.823192890692553e-07,1.6211639697338853e-08
1999,6.686204585548694e-07,1.553868322901053e-08
2000,6.675645565223931e-07,1.5463109903635086e-08
2001,6.799640530630313e-07,1.270551397425379e-08
2002,7.10196005115904e-07,1.4896152755738967e-08
2003,8.779706490713579e-07,1.6250998768896352e-08
2004,7.44850225942173e-07,1.1011977996133737e-08
2005,6.859210870402421e-07,1.7564623533417034e-08
2006,7.811637132704163e-07,2.0589450144825605e-08
2007,8.452318489560184e-07,1.8774054311165855e-08
2008,8.570225844550805e-07,1.6604014163590364e-08
2009,9.941680971792266e-07,1.907277002999308e-08
2010,1.205984375474145e-06,1.6533276081531767e-08
2011,1.4041624680771747e-06,2.1796640936599943e-08
2012,1.6074881195038415e-06,2.8936147700164838e-08
2013,1.7479446494661488e-06,2.7891250198308626e-08
2014,1.926596528534219e-06,3.291476602385046e-08
2015,1.804957330264756e-06,4.2779906020418146e-08
2016,1.7807310221940043e-06,4.059826663738164e-08
2017,1.8301072710613653e-06,2.792328501755037e-08
2018,2.0254186683388298e-06,3.226833494851533e-08
2019,1.879057585085775e-06,3.3417940414892655e-08
