year,leurs_DET ados_NOUN,leurs_DET cadeaux_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,2.3811825844433088e-09
1802,0.0,0.0
1803,0.0,5.851017448321727e-09
1804,0.0,1.9774807569206132e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,2.3401267590372754e-09
1811,2.5070767684098882e-09,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,1.4378708002027452e-08
1814,9.440030979135372e-09,0.0
1815,1.8880564667256294e-08,0.0
1816,2.3176038865813098e-08,0.0
1817,2.1796227045456362e-08,1.401186100480345e-08
1818,1.3113295338484932e-08,1.1921177378582115e-09
1819,0.0,6.210630232317271e-09
1820,5.933240565525466e-09,1.0679833017945839e-08
1821,0.0,5.9168927535324656e-09
1822,0.0,0.0
1823,9.882686891060644e-10,5.929612356680991e-09
1824,0.0,9.263223965660927e-09
1825,5.283265824829186e-09,2.0252519661312363e-08
1826,0.0,5.284790716153509e-09
1827,0.0,7.373818444733615e-09
1828,9.172301251858528e-10,6.420610709767516e-09
1829,1.714635211591542e-09,8.573175946935407e-09
1830,2.0873671680021744e-09,6.262101504006523e-09
1831,3.1182412207897414e-09,1.091384405071949e-08
1832,0.0,9.470978667991403e-09
1833,4.6334514003376626e-09,1.3900354645102198e-08
1834,1.8669061851994684e-09,1.6802156110884425e-08
1835,0.0,4.235329242874286e-08
1836,4.032449929525228e-09,2.2850549896702432e-08
1837,0.0,3.478945487245255e-08
1838,1.2624323808552163e-09,2.5879863585487328e-08
1839,2.0974426639952526e-09,2.6567605004856887e-08
1840,2.5478754661634184e-09,1.8472096741106725e-08
1841,0.0,1.0272877659645019e-08
1842,0.0,9.391571076378114e-09
1843,0.0,2.4809025944705354e-08
1844,0.0,1.811225303072206e-08
1845,5.580227946389016e-10,1.2834524554250493e-08
1846,0.0,2.2832555401919308e-08
1847,5.393223645455691e-10,8.629157832729106e-09
1848,0.0,2.494018680465615e-08
1849,0.0,1.508294644736452e-08
1850,0.0,3.869727649430388e-08
1851,2.579775504329973e-09,1.0319102017319892e-08
1852,0.0,6.510545436100301e-09
1853,0.0,3.2248433257109355e-08
1854,0.0,1.3508727469968562e-08
1855,5.306937111981824e-10,3.131092896069276e-08
1856,1.0354378465748937e-09,1.9673318973900678e-08
1857,0.0,2.8312753030945714e-08
1858,0.0,1.8595969208945462e-08
1859,0.0,3.7172863898149444e-08
1860,1.373155145145688e-09,1.6935580049448618e-08
1861,0.0,1.8863854478468056e-08
1862,1.3553959066214816e-09,1.9427341513278407e-08
1863,0.0,3.096664968893492e-08
1864,0.0,2.4932585773740357e-08
1865,0.0,1.694463946932956e-08
1866,9.731225825149181e-10,2.4328065451051373e-08
1867,0.0,2.135237053835226e-08
1868,0.0,2.0747471296544973e-08
1869,0.0,2.1487483792270723e-08
1870,0.0,2.2362790730312554e-08
1871,0.0,1.8056001360733376e-08
1872,0.0,1.5118348128950743e-08
1873,0.0,1.616221290134945e-08
1874,0.0,3.943242088411125e-08
1875,0.0,1.3731664694205392e-08
1876,0.0,3.3857682435467495e-08
1877,0.0,3.154256156268076e-08
1878,0.0,2.0532900657510567e-08
1879,0.0,3.176849006081284e-08
1880,6.417846254436199e-10,2.2462461446437487e-08
1881,0.0,2.7890029841159958e-08
1882,6.655385131892899e-10,3.1945848633085916e-08
1883,6.319338941018771e-10,1.4534479675365475e-08
1884,0.0,3.036780782394999e-08
1885,0.0,3.158361394639542e-08
1886,6.453463874400711e-10,3.226731948302586e-08
1887,0.0,3.982644181110828e-08
1888,0.0,3.423931782542411e-08
1889,0.0,4.009687515349469e-08
1890,2.6217545912032847e-09,3.5393686204088226e-08
1891,0.0,4.2707275382802834e-08
1892,0.0,2.5700900740943666e-08
1893,0.0,3.325545000487651e-08
1894,0.0,4.0329851458409394e-08
1895,6.018614495673091e-10,3.5509824414248214e-08
1896,0.0,3.833068973335685e-08
1897,0.0,5.127508018176741e-08
1898,0.0,3.281845906144554e-08
1899,0.0,4.2009595802028343e-08
1900,0.0,4.671947861911718e-08
1901,0.0,4.02389199738451e-08
1902,0.0,2.7988618367391638e-08
1903,0.0,4.3741785304973746e-08
1904,0.0,2.418581246388385e-08
1905,0.0,2.5287718585786934e-08
1906,5.144184522798412e-10,6.224462989479207e-08
1907,0.0,3.034277540336916e-08
1908,0.0,2.2592390180875555e-08
1909,5.500983557560346e-10,3.355599886845084e-08
1910,0.0,2.939282950364941e-08
1911,0.0,2.2345570727111408e-08
1912,0.0,2.5526164293410147e-08
1913,0.0,3.818152549683873e-08
1914,0.0,3.4823067096567684e-08
1915,0.0,3.7698438148936475e-08
1916,0.0,3.29623865980011e-08
1917,0.0,4.276905585243185e-08
1918,0.0,2.5270027848023346e-08
1919,0.0,2.4861190051073123e-08
1920,0.0,5.906340660999376e-08
1921,0.0,3.937828552125211e-08
1922,0.0,2.213380562166023e-08
1923,0.0,2.1231895797058087e-08
1924,0.0,5.027733596119077e-08
1925,0.0,3.849362140151413e-08
1926,0.0,3.78968714187522e-08
1927,0.0,6.578042488492031e-08
1928,0.0,3.7705934374798744e-08
1929,0.0,2.8965056131369238e-08
1930,0.0,6.19712636762415e-08
1931,0.0,1.4826963656844327e-08
1932,0.0,3.616647248350091e-08
1933,0.0,2.7529589274877253e-08
1934,0.0,2.875579241390369e-08
1935,0.0,3.8298510141032693e-08
1936,0.0,3.15242587589637e-08
1937,0.0,5.162358529542388e-08
1938,0.0,2.7226950249925608e-08
1939,0.0,2.141167065872196e-08
1940,0.0,2.028626333583361e-08
1941,0.0,2.3612020783048138e-08
1942,0.0,5.765002231150618e-08
1943,0.0,8.129058670647282e-08
1944,0.0,4.177142187700156e-08
1945,0.0,5.010559434026618e-08
1946,0.0,4.037120149291695e-08
1947,0.0,3.814678839475505e-08
1948,0.0,3.696441908118686e-08
1949,0.0,5.988375306742455e-08
1950,0.0,3.084254984742074e-08
1951,0.0,3.3050344683260846e-08
1952,0.0,3.4797853487589236e-08
1953,0.0,4.201792691560513e-08
1954,0.0,3.8112890621277984e-08
1955,0.0,3.2849627018549654e-08
1956,0.0,6.540856500869552e-08
1957,0.0,3.79906637815175e-08
1958,0.0,3.3916197683669935e-08
1959,0.0,3.797866554577922e-08
1960,0.0,4.982999923797138e-08
1961,0.0,4.377340301342514e-08
1962,0.0,4.756467220090599e-08
1963,0.0,3.814971250015731e-08
1964,0.0,3.711220658564329e-08
1965,0.0,3.6662690661160013e-08
1966,0.0,3.7665709662348945e-08
1967,0.0,4.338695247518842e-08
1968,0.0,2.6948494435963255e-08
1969,0.0,4.314669987959263e-08
1970,0.0,3.173120291521947e-08
1971,0.0,2.723350611688602e-08
1972,0.0,2.8215808356435446e-08
1973,0.0,4.07977067684584e-08
1974,5.625571675160757e-10,6.581918654546826e-08
1975,0.0,4.4549543609662123e-08
1976,5.713526873840635e-10,3.5423866062700426e-08
1977,0.0,5.1715679572073014e-08
1978,0.0,3.445542873237173e-08
1979,2.3407893401383717e-09,4.740098380473512e-08
1980,5.685150683554241e-10,3.69534786104353e-08
1981,0.0,5.566483451957538e-08
1982,0.0,3.7865762636535294e-08
1983,1.2630632095778083e-09,3.473423748623361e-08
1984,0.0,4.755187027472019e-08
1985,0.0,4.9327576467916856e-08
1986,0.0,4.555809018924606e-08
1987,0.0,5.010869941202145e-08
1988,0.0,4.9771397669928774e-08
1989,1.6464366536794728e-09,2.908704743731505e-08
