year,véritables_ADJ anneaux_NOUN,véritables_ADJ canaux_NOUN
1912,5.209421227725386e-10,2.1879568379290504e-08
1913,1.1666577037772186e-08,1.9090762748419365e-08
1914,8.705766774141921e-09,7.366418142140674e-09
1915,1.1780761921542648e-09,8.246533234057551e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,1.2063066989753679e-08
1918,0.0,3.44591288836682e-09
1919,3.6831393490643904e-09,1.1049418269237776e-08
1920,1.741613253614105e-08,6.057785384427916e-09
1921,1.5145494858259667e-09,1.8931869405491852e-08
1922,6.640141769764796e-09,1.696925089333945e-08
1923,2.1231896241147297e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,3.867487219366694e-09
1925,2.1996355847875293e-09,6.598906754362588e-09
1926,6.687683296036084e-09,1.4489979882625903e-08
1927,4.4596899506643695e-09,1.3379070296082318e-08
1928,6.8556245125250825e-09,4.570416489713125e-09
1929,3.342121912552898e-09,5.570202965543558e-09
1930,2.100720708497761e-09,1.05036033204442e-08
1931,1.1405356659111021e-09,1.2545892325022123e-08
1932,0.0,5.4797681947604815e-09
1933,3.4411986593596566e-09,8.02946331646126e-09
1934,3.5944740517379614e-09,1.4377896206951846e-08
1935,1.196828414151696e-09,1.3165112555668657e-08
1936,1.2124714565686645e-09,1.2124714565686645e-08
1937,7.554670666820584e-09,1.0072894518486919e-08
1938,5.186085783037697e-09,1.0372171566075394e-08
1939,7.647025235257843e-09,7.647025235257843e-09
1940,0.0,2.028626333583361e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,1.517105907566929e-08
1943,2.0322646676618206e-08,1.7419411690866582e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,8.714016175304096e-09
1946,6.960552134671616e-09,6.960552134671616e-09
1947,4.7683483828109274e-09,2.0265479960812627e-08
1948,0.0,1.6307831529616124e-08
1949,1.9634016634739737e-09,2.1597418964347526e-08
1950,3.190608444114673e-09,6.381216888229346e-09
1951,2.1322803522849654e-09,2.1322803078760444e-08
1952,3.1634410646574906e-09,2.5307528517259925e-08
1953,3.232148326759443e-09,9.69644453618912e-09
1954,3.9090144454689835e-09,8.795282724349818e-09
1955,7.508486277174597e-09,1.407841132561316e-08
1956,5.232684952005684e-09,5.232684952005684e-09
1957,1.7670075402875796e-09,9.718541527092839e-09
1958,1.6544486891589827e-09,1.4062814024384807e-08
1959,7.750747821333448e-10,1.007597205671118e-08
1960,1.3841666701708277e-09,5.536666680683311e-09
1961,1.3896318540318475e-09,9.72742331128984e-09
1962,4.43936931660005e-09,4.43936931660005e-09
1963,3.879631726988464e-09,3.2330267352165265e-09
1964,1.2167936658258327e-09,6.083968440151466e-09
1965,1.0944086747954884e-09,4.377634699181954e-09
1966,2.769537488234164e-09,4.985167390003653e-09
1967,4.930335584241163e-10,2.9582012395223956e-09
1968,2.6948494546985557e-09,4.042274071025531e-09
1969,2.7250546263957176e-09,1.8167031212712459e-09
1970,9.197450023812337e-10,9.197450023812337e-10
1971,0.0,7.707596338946132e-09
1972,5.130146862875051e-10,4.6171320100540925e-09
1973,5.513203782392395e-10,6.615844760915479e-09
1974,0.0,3.3753431161187564e-09
1975,5.711480177694739e-10,1.7134440533084216e-09
1976,1.7140580066410394e-09,3.4281160132820787e-09
1977,0.0,1.7630346071939584e-09
1978,0.0,3.5643548113029055e-09
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,5.685150683554241e-10,1.7055452605774235e-09
1981,1.2651099057237047e-09,6.325549528618524e-10
1982,6.207502289967692e-10,2.483000915987077e-09
1983,3.157658134966823e-09,1.89459470334441e-09
1984,0.0,1.1598016991243298e-09
1985,3.609334831011779e-09,3.0077789148208467e-09
1986,0.0,4.7955883708539204e-09
1987,6.110816852533674e-10,6.110816741511371e-09
1988,5.996553809062277e-10,5.396898483667201e-09
1989,5.488122178931576e-10,2.1952488715726304e-09
1990,1.6345953479657283e-09,3.814055737905164e-09
1991,3.5168792322792797e-09,2.9307325455363298e-09
1992,0.0,3.30596661157756e-09
1993,5.539207426075166e-10,1.1078414852150331e-09
1994,0.0,1.5824779264761446e-09
1995,3.253470381991974e-09,5.964695848348356e-09
1996,2.6690460952494277e-09,4.804283193493575e-09
1997,0.0,5.274384040632185e-09
1998,4.768129224785866e-10,5.72175506974304e-09
1999,0.0,5.0272213059088244e-09
2000,4.4180314962005696e-10,7.510653432518666e-09
2001,4.3812117822561447e-10,3.5049694258049158e-09
2002,8.76244299341522e-10,4.81934359086722e-09
2003,0.0,4.583615265119079e-09
2004,0.0,2.642874807889939e-09
2005,4.5037495954858286e-10,3.1526248278623825e-09
2006,0.0,4.117890028965121e-09
2007,3.994479469415779e-10,3.1955835755326234e-09
2008,4.257439678578834e-10,5.5346713878634546e-09
2009,0.0,3.814554005998616e-09
2010,0.0,3.3066551718974324e-09
2011,1.1471915639660324e-09,8.030340836739924e-09
2012,3.404252713057332e-10,5.7872298064864935e-09
2013,0.0,2.5102124823206395e-09
2014,8.661780737106994e-10,2.815078836704288e-09
2015,2.2165753954528356e-10,3.32486305154589e-09
2016,4.1426800878596737e-10,4.971216327476213e-09
2017,2.515611330355938e-10,3.5218559180094644e-09
2018,5.162933414126769e-10,1.8070267504555204e-09
2019,5.1019755087367e-10,1.53059265262101e-09
