year,prés_NOUN ouverts_ADJ,prés_NOUN couverts_ADJ
1853,0.0,5.3747388761848924e-09
1854,0.0,7.27393034694046e-09
1855,0.0,5.837630823180007e-09
1856,0.0,1.1389816201301528e-08
1857,0.0,1.0739319655783675e-08
1858,0.0,2.4468380654951716e-09
1859,0.0,3.5645213447565993e-09
1860,0.0,9.15436793036406e-09
1861,0.0,1.8863854922557266e-09
1862,3.6143890103090826e-09,8.584174260306554e-09
1863,5.9935452156878455e-09,8.490855130105501e-09
1864,0.0,6.712618905169165e-09
1865,0.0,7.0602665935837194e-09
1866,0.0,1.9462451650298362e-09
1867,4.367530337390235e-09,9.7056229719783e-10
1868,1.4819622196071691e-09,1.1361710683388537e-08
1869,0.0,5.860222973552709e-09
1870,5.734048791339319e-10,4.587239033071455e-09
1871,0.0,2.1242354542039266e-09
1872,0.0,3.628403577593531e-09
1873,0.0,2.9930022904522957e-09
1874,0.0,1.1949218503559678e-08
1875,4.005069165202713e-09,1.716458086775674e-09
1876,1.3905833817773328e-08,0.0
1877,3.710889595609501e-09,1.2369631985365004e-09
1878,1.2078177347163432e-09,6.6429977074733415e-09
1879,0.0,4.27652757650776e-09
1880,0.0,7.701415505323439e-09
1881,6.972507571312292e-10,3.4862537301449947e-09
1882,0.0,5.324308105514319e-09
1883,1.2638677882037541e-09,5.687405213450347e-09
1884,0.0,8.582206056928499e-09
1885,0.0,1.0313017106966527e-08
1886,0.0,1.936039106809062e-09
1887,0.0,6.528924623161458e-10
1888,6.340614699951175e-10,5.706553452000662e-09
1889,0.0,4.385595886446936e-09
1890,2.6217545912032847e-09,4.5880703680722945e-09
1891,0.0,1.2748440525456317e-08
1892,0.0,1.4417578242387208e-08
1893,0.0,8.621783287310336e-09
1894,0.0,5.041231432301174e-09
1895,0.0,4.814891596538473e-09
1896,0.0,8.255840455717589e-09
1897,0.0,1.5149455023788505e-08
1898,5.6583548957434e-10,5.092519295146758e-09
1899,0.0,7.738609753005221e-09
1900,0.0,1.2977633190303095e-08
1901,0.0,8.38310842965484e-09
1902,0.0,8.838511256215043e-09
1903,0.0,3.7801539676252105e-09
1904,0.0,8.061937784020756e-09
1905,0.0,8.257214467732865e-09
1906,0.0,7.716276506641861e-09
1907,4.6285588695127444e-09,1.697138252154673e-08
1908,1.964555629285769e-09,3.437972351250096e-09
1909,0.0,5.5009836685826485e-09
1910,5.344150677544235e-10,6.947395991829808e-09
1911,0.0,8.51259862599818e-09
1912,0.0,1.0418842677495377e-08
1913,2.121195885607108e-09,5.302989602995467e-09
1914,0.0,1.2054139020278853e-08
1915,0.0,1.5314990164938536e-08
1916,0.0,5.493730803607377e-09
1917,0.0,9.869782324756216e-09
1918,0.0,0.0
1919,0.0,1.6574126959767455e-08
1920,0.0,8.329454459499175e-09
1921,0.0,9.087297137000405e-09
1922,0.0,3.6889677978990676e-09
1923,0.0,0.0
1924,0.0,3.867487219366694e-09
1925,0.0,2.1996355847875293e-09
1926,0.0,3.343841648018042e-09
1927,0.0,8.919379901328739e-09
1928,0.0,2.2852082448565625e-09
1929,0.0,7.798284684668033e-09
1930,2.100720708497761e-09,6.302162347537887e-09
1931,0.0,2.2810713318222042e-09
1932,0.0,8.767629289252454e-09
1933,0.0,4.588264879146209e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,7.274828739411987e-09
1937,0.0,0.0
1938,0.0,3.8895642262559704e-09
1939,0.0,1.5294050470515685e-09
1940,0.0,0.0
1941,0.0,1.7709016475464523e-08
1942,0.0,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,1.1920870957027319e-09,5.960435700558264e-09
1948,0.0,3.2615663503321457e-09
1949,0.0,3.9268033269479474e-09
1950,0.0,3.190608444114673e-09
1951,1.0661401761424827e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,6.326882129314981e-09
1953,2.1547654771580937e-09,3.232148326759443e-09
1954,1.4658803948464083e-08,6.840775057526116e-09
1955,0.0,3.754243138587299e-09
1956,2.616342476002842e-09,5.232684952005684e-09
1957,8.835037590415595e-09,3.534015080575159e-09
1958,0.0,2.4816730892496253e-09
1959,0.0,8.525822714489095e-09
1960,0.0,8.305000243069571e-09
1961,0.0,3.47407969059077e-09
1962,0.0,3.805173953708163e-09
1963,6.466053248388448e-10,1.2932106496776896e-09
1964,0.0,6.6923653285755336e-09
1965,0.0,3.2832261354087677e-09
1966,0.0,4.431259803538978e-09
1967,4.930335584241163e-10,1.9721342336964653e-09
1968,0.0,2.245707841908029e-09
1969,4.5417578031781147e-10,4.541757636644661e-09
1970,0.0,4.1388523719376735e-09
1971,0.0,8.221435976452085e-09
1972,0.0,5.130146973897354e-09
1973,0.0,3.3079223804577396e-09
1974,5.625571675160757e-10,5.625571675160757e-10
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,0.0,1.7140580066410394e-09
1977,1.1753563677885381e-09,0.0
1978,0.0,1.1881182704343018e-09
1979,0.0,2.3407893401383717e-09
1980,0.0,2.8425752862659692e-09
1981,6.325549528618524e-10,6.325549417596221e-09
1982,0.0,1.2415004579935385e-09
1983,0.0,1.89459470334441e-09
1984,0.0,1.739702604197646e-09
1985,0.0,3.0077789148208467e-09
1986,1.7983456945813714e-09,2.997242676272549e-09
1987,6.110816852533674e-10,4.277571630240118e-09
1988,0.0,1.798966087207532e-09
1989,0.0,5.488121956886971e-09
1990,0.0,5.448650863826288e-09
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,5.509944167592096e-10,1.65298330578878e-09
1993,0.0,3.877445031719162e-09
1994,0.0,3.164955852952289e-09
1995,5.422450821690461e-10,3.795715741716776e-09
1996,5.338092190498855e-10,1.6014276571496566e-09
1997,0.0,3.3564262480467733e-09
1998,0.0,2.3840645013706308e-09
1999,0.0,3.656160929565999e-09
2000,0.0,3.97622823555821e-09
2001,0.0,1.3143635069212678e-09
2002,0.0,1.3143663935011318e-09
2003,4.1669229178253886e-10,3.7502307925763034e-09
2004,0.0,3.523833003171717e-09
2005,0.0,9.007499190971657e-10
2006,0.0,2.8825228870488218e-09
2007,1.1983438685803094e-09,3.994479413904628e-09
2008,0.0,1.1069342775726909e-08
2009,0.0,3.814554005998616e-09
2010,4.2514138876015295e-09,5.196172381261022e-09
2011,0.0,3.823971805871906e-09
2012,0.0,4.085103366691101e-09
2013,2.789125042035323e-10,5.020424964641279e-09
2014,2.1654451842767486e-10,6.9294245896855955e-09
2015,4.433150790905671e-10,5.984753581600444e-09
2016,4.1426800878596737e-10,8.078226088059637e-09
2017,2.515611330355938e-10,3.2702947017071438e-09
2018,5.162933414126769e-10,6.711813327342497e-09
2019,2.55098775436835e-10,5.101975730781305e-09
