year,dix_DET hôtes_NOUN,dix_DET côtes_NOUN
1886,0.0,2.8395241713496944e-08
1887,1.3057849246322917e-09,2.0239665943222462e-08
1888,0.0,1.9021843655764314e-08
1889,6.265136742733546e-10,1.3783300445435742e-08
1890,1.9663159989136147e-09,1.9663159989136147e-08
1891,0.0,3.187110042546237e-08
1892,0.0,1.002961980134387e-08
1893,6.158416554491453e-10,1.1085149687062312e-08
1894,5.671385139294216e-09,1.5753848003896564e-08
1895,1.8055843487019274e-09,1.3842813118003505e-08
1896,5.89702897624278e-10,1.1794058174530164e-08
1897,1.1653427112179315e-09,2.0976168357833558e-08
1898,5.6583548957434e-10,1.867257115595322e-08
1899,5.527578395003729e-10,2.1004797901014172e-08
1900,1.5573159428683425e-09,1.6092264076839058e-08
1901,3.353243460679778e-09,1.620734302321125e-08
1902,0.0,1.1293652790733688e-08
1903,0.0,6.48026410310365e-09
1904,2.1498500757388683e-09,2.7948050984605288e-08
1905,0.0,1.4450125540577119e-08
1906,0.0,1.18316245689698e-08
1907,0.0,1.7485666858885196e-08
1908,0.0,2.357466755142923e-08
1909,0.0,1.5952851484257735e-08
1910,0.0,4.275320542035388e-09
1911,0.0,1.3300935353122156e-08
1912,2.6047106693738442e-09,1.8753916974922902e-08
1913,0.0,2.598464909908671e-08
1914,0.0,2.4108278040557707e-08
1915,1.1780761921542648e-09,1.6493066468115103e-08
1916,0.0,1.8678685265172135e-08
1917,0.0,2.7416060532914344e-08
1918,2.2972752589112133e-09,4.594550517822427e-09
1919,0.0,2.9465114792515124e-08
1920,0.0,1.514446346106979e-09
1921,3.0290989716519334e-09,4.543648568500203e-09
1922,0.0,3.6889677978990676e-09
1923,0.0,1.5923922180860473e-08
1924,0.0,5.156649773851996e-09
1925,0.0,9.898360353588487e-09
1926,0.0,4.458455382660986e-09
1927,0.0,1.6723836537835268e-08
1928,0.0,9.14083297942625e-09
1929,1.1140406375176326e-09,1.1140405931087116e-08
1930,0.0,2.6259009189288918e-08
1931,0.0,1.710803587684495e-08
1932,0.0,2.849479585620429e-08
1933,0.0,9.176529758292418e-09
1934,1.1981580172459871e-09,1.3179738189705859e-08
1935,0.0,1.555876849579363e-08
1936,0.0,1.091224266502877e-08
1937,0.0,1.6368453148452033e-08
1938,0.0,1.6854778905894818e-08
1939,0.0,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,0.0,9.102635090130207e-09
1943,0.0,1.1612940831184915e-08
1944,3.2131861615880553e-09,0.0
1945,0.0,1.089252066321933e-08
1946,0.0,1.3921104269343232e-09
1947,0.0,3.5762612871081956e-09
1948,0.0,2.174377566888097e-09
1949,0.0,5.890204768377316e-09
1950,0.0,0.0
1951,0.0,9.595261474260042e-09
1952,0.0,3.1634410646574906e-09
1953,2.1547654771580937e-09,7.54167928107563e-09
1954,0.0,5.863521668203475e-09
1955,0.0,2.815682353940474e-09
1956,8.72114158667614e-10,8.72114158667614e-10
1957,0.0,9.718541527092839e-09
1958,0.0,1.6544486891589827e-09
1959,0.0,3.100299128533379e-09
1960,0.0,6.2287499602575735e-09
1961,0.0,6.948159270159238e-10
1962,1.2683912808952869e-09,1.9025869213429303e-09
1963,0.0,6.466053470433053e-09
1964,1.2167936658258327e-09,2.433587276140514e-09
1965,5.472043373977442e-10,1.860494691641179e-08
1966,0.0,1.495550172592175e-08
1967,4.930335584241163e-10,3.451234853457663e-09
1968,2.245707841908029e-09,1.6169096284102125e-08
1969,0.0,8.629339909305145e-09
1970,0.0,4.598724956395017e-09
1971,0.0,2.3636628765366652e-08
1972,1.0260293725750103e-09,2.257264597460562e-08
1973,5.513203782392395e-10,9.923766697284009e-09
1974,5.625571675160757e-10,2.812785782069227e-08
1975,5.711480177694739e-10,1.599214449754527e-08
1976,0.0,2.8567633814091664e-09
1977,1.7630346071939584e-09,7.639816612670103e-09
1978,0.0,1.485147826940647e-08
1979,2.925986564150662e-09,1.4629933375864823e-08
1980,1.1370301367108482e-09,5.116635615198817e-09
1981,0.0,4.427884725544118e-09
1982,6.207502289967692e-10,4.966001831974154e-09
1983,2.5261264191556165e-09,3.789189739755727e-09
1984,5.799008495621649e-10,1.449752107252067e-08
1985,6.015558051686298e-10,2.4062232761856706e-08
1986,5.994485463567401e-10,1.4386764779494854e-08
1987,1.2221633705067347e-09,3.0554083707556856e-09
1988,0.0,6.596209300990807e-09
1989,1.6464366536794728e-09,7.683371161526509e-09
1990,1.089730194969718e-09,1.9070277801347402e-08
1991,0.0,2.344586136349136e-09
1992,2.2039776670368383e-09,1.1019888335184191e-09
1993,1.1078414852150331e-09,2.2156829704300662e-09
1994,5.274926606624319e-10,1.5824779264761446e-09
1995,0.0,2.7112254663563817e-09
1996,5.338092190498855e-10,1.067618438099771e-09
1997,0.0,1.438468344439059e-09
1998,9.536258449571733e-10,1.9072516899143466e-09
1999,4.570201161957499e-10,1.8280804647829996e-09
2000,0.0,2.2090156370779823e-09
2001,0.0,8.762423564512289e-10
2002,8.76244299341522e-10,4.38122149670761e-10
2003,0.0,1.6667691671301554e-09
2004,0.0,4.404791253964646e-10
2005,0.0,0.0
2006,4.1178899179428186e-10,6.176834765891925e-09
2007,1.5977917877663117e-09,1.1983438408247338e-09
2008,4.257439678578834e-10,8.514879357157668e-10
2009,0.0,1.430457752249481e-09
2010,4.723793023408973e-10,1.4171379625338432e-09
2011,3.82397197240536e-10,3.0591774669019856e-09
2012,0.0,1.7021263287730903e-09
2013,2.789125042035323e-10,1.6734749697100426e-09
2014,2.1654451842767486e-10,3.031623174720721e-09
2015,0.0,2.43823286560918e-09
2016,2.0713400439298368e-10,6.214020409345267e-10
2017,0.0,1.2578056929335446e-09
2018,5.162933414126769e-10,3.097759937453759e-09
2019,0.0,3.0611854162643226e-09
