year,pouvez_VERB ouvrir_VERB,pouvez_VERB couvrir_VERB
1800,0.0,0.0
1801,2.6193008650921e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,1.950339223455444e-09,1.950339223455444e-09
1804,2.4718509905596875e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-08,0.0
1807,6.263301344233696e-08,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,1.1700633351097167e-08,0.0
1811,7.521229861140455e-09,0.0
1812,0.0,5.3344164641089264e-09
1813,0.0,0.0
1814,9.440030979135372e-09,0.0
1815,1.6183340889597275e-08,0.0
1816,0.0,0.0
1817,6.227493631882908e-09,0.0
1818,4.768470951432846e-09,2.384235475716423e-09
1819,2.070210003424222e-09,0.0
1820,1.1866481131050932e-08,1.1866481131050932e-09
1821,2.859831660373402e-08,9.86148829262845e-10
1822,2.105379337535851e-08,1.0025615893027862e-09
1823,4.941343334508019e-09,1.7788837070042973e-08
1824,1.431589158329416e-08,0.0
1825,6.163809906922779e-09,8.805443041381977e-10
1826,2.642395191543301e-09,8.807984341885344e-10
1827,5.530363722527909e-09,0.0
1828,5.503380862137419e-09,0.0
1829,1.2002446148073886e-08,3.429270423183084e-09
1830,7.305785310052215e-09,2.0873671680021744e-09
1831,1.870944643656003e-08,0.0
1832,2.705993829010822e-08,1.3529969367098715e-09
1833,2.89590715851773e-08,0.0
1834,4.667265685043276e-09,9.334530925997342e-10
1835,9.075705520444899e-09,1.5126175867408165e-09
1836,2.1506400216253496e-08,2.016224964762614e-09
1837,1.2524203896191466e-08,1.3915781860163179e-09
1838,8.2058102535143e-09,3.1560809521380406e-09
1839,1.1885507689157748e-08,8.38977065598101e-09
1840,5.732719632334238e-09,6.369688665408546e-10
1841,1.3483152372373297e-08,1.926164561183441e-09
1842,1.1404051036834062e-08,2.683306021822318e-09
1843,1.1813821920725331e-08,0.0
1844,1.4819115712327857e-08,3.2931368743049916e-09
1845,6.696273757711424e-09,0.0
1846,4.0981511517657054e-09,2.9272506640865004e-09
1847,2.0494249852731627e-08,2.6966118227278457e-09
1848,8.04522137798358e-09,8.04522137798358e-09
1849,7.54147322368226e-09,3.3517659758786067e-09
1850,1.968808760466345e-08,6.788996032014438e-09
1851,1.4188765717904062e-08,1.9348316282474798e-09
1852,7.812654523320361e-09,6.510545436100301e-10
1853,4.180352064508952e-09,1.1943863675867306e-09
1854,4.1565315633818045e-09,4.676098175337984e-09
1855,1.4328730202350926e-08,1.5920811335945473e-09
1856,6.73034605824796e-09,2.0708756931497874e-09
1857,6.345961978126979e-09,1.4644527812635033e-09
1858,1.3212924976357954e-08,3.9149408159744326e-09
1859,1.9859475841599306e-08,3.055304009791371e-09
1860,3.204028686809579e-08,9.154367819341758e-10
1861,2.357981898626349e-08,6.13075279431996e-09
1862,1.536115412648087e-08,9.035972525772706e-10
1863,1.6482248454963155e-08,9.989241656072068e-10
1864,1.102787461348953e-08,4.794727948009836e-10
1865,1.7886009118228685e-08,4.706844358715045e-10
1866,1.0704348518686402e-08,5.352174259343201e-09
1867,2.135237053835226e-08,4.367530337390235e-09
1868,8.397785578040384e-09,7.903798504571569e-09
1869,1.3185501579471293e-08,0.0
1870,1.6055336615750093e-08,0.0
1871,1.274541272522356e-08,0.0
1872,5.442605477412599e-09,9.071008832961525e-09
1873,9.577607151811662e-09,1.7958012854535355e-09
1874,7.766991494406739e-09,1.1949218281515073e-09
1875,1.5448122780981066e-08,1.1443054281912168e-09
1876,1.3301232115736639e-08,0.0
1877,1.4843558382438005e-08,0.0
1878,1.69094480639842e-08,1.2078177347163432e-09
1879,1.588424503040642e-08,6.10932526790009e-10
1880,7.059631101924424e-09,5.134277003548959e-09
1881,1.3945014920579979e-08,0.0
1882,4.6587693702804245e-09,0.0
1883,5.687405213450347e-09,3.791603475633565e-09
1884,2.3105940272216685e-08,6.601696966868076e-10
1885,9.023890079618013e-09,1.933690763067375e-09
1886,1.0325542199041138e-08,3.2267319927115068e-09
1887,9.793386546164129e-09,6.528924623161458e-10
1888,6.340614699951175e-09,0.0
1889,7.51816386923565e-09,1.2530273485467092e-09
1890,7.865263995654459e-09,0.0
1891,9.561330394092238e-09,0.0
1892,1.1283322720601063e-08,0.0
1893,7.390100087434348e-09,3.695050043717174e-09
1894,1.1342770278588432e-08,6.301539290376468e-10
1895,1.8657704714541978e-08,6.018614495673091e-10
1896,8.255840455717589e-09,0.0
1897,4.661370844871726e-09,5.826713556089658e-10
1898,7.355861253444118e-09,3.3950129374460403e-09
1899,1.1055156790007459e-08,5.527578395003729e-10
1900,1.038210584169974e-08,1.038210628578895e-09
1901,1.0059729937950124e-08,5.588738916095792e-10
1902,6.874397495693074e-09,1.9641135384773634e-09
1903,7.020286574288548e-09,1.0800440541913758e-09
1904,8.061937784020756e-09,1.6123875568041512e-09
1905,3.6125313851442797e-09,5.160758931310738e-09
1906,1.18316245689698e-08,0.0
1907,1.491424583832668e-08,5.142843373384665e-10
1908,3.437972351250096e-09,1.964555629285769e-09
1909,8.251475058784763e-09,5.500983557560346e-10
1910,5.34415089958884e-09,3.740905363258662e-09
1911,7.448523575703803e-09,1.0640748282497725e-09
1912,1.1981668990301841e-08,0.0
1913,9.015082902408267e-09,5.30298971401777e-10
1914,1.0045115850232378e-08,6.696743715117748e-10
1915,9.424609537234119e-09,1.1780761921542648e-09
1916,2.0876177231343718e-08,0.0
1917,7.676496771580332e-09,0.0
1918,4.594550517822427e-09,0.0
1919,1.1970202606903513e-08,0.0
1920,9.843901693784574e-09,0.0
1921,4.543648568500203e-09,0.0
1922,1.1804696775641332e-08,0.0
1923,1.5923921736771263e-08,1.0615948120573648e-09
1924,5.156649773851996e-09,1.289162443462999e-09
1925,9.898360353588487e-09,2.1996355847875293e-09
1926,0.0,0.0
1927,1.0034302277972529e-08,3.3447675740205796e-09
1928,1.2568645679778001e-08,0.0
1929,1.0026365515614089e-08,2.2280812750352652e-09
1930,9.453243521306831e-09,1.0503603542488804e-09
1931,1.8248570654577634e-08,2.2810713318222042e-09
1932,4.383814644626227e-09,1.0959536611565568e-09
1933,4.588264879146209e-09,2.2941324395731044e-09
1934,4.7926320689839486e-09,0.0
1935,4.787313656606784e-09,0.0
1936,8.487299751891442e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,5.186085783037697e-09,0.0
1939,4.588215141154706e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,0.0,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0
1945,8.714016175304096e-09,0.0
1946,6.960552134671616e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,9.784699273041042e-09,0.0
1949,4.908504269707237e-09,0.0
1950,1.1698897850465073e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,4.3095309543161875e-09,0.0
1954,1.172704333640695e-08,9.772536113672459e-10
1955,3.754243138587299e-09,0.0
1956,6.104799332717903e-09,0.0
1957,1.6786572132332367e-08,2.6505113659425206e-09
1958,2.4816730892496253e-09,1.6544486891589827e-09
1959,7.750747599288843e-09,0.0
1960,9.689166802218097e-09,2.076250060767393e-09
1961,5.55852741612739e-09,2.08444772553662e-09
1962,4.43936931660005e-09,6.341956404476434e-10
1963,8.405868889838075e-09,0.0
1964,8.517555549758526e-09,1.2167936658258327e-09
1965,9.302473458205895e-09,0.0
1966,5.539074976468328e-09,1.1078149508847446e-09
1967,7.395503320850594e-09,4.930335584241163e-10
1968,8.084548142051062e-09,1.7965663401398047e-09
1969,7.2668124850849836e-09,0.0
1970,1.2876429700270364e-08,4.1388523719376735e-09
1971,4.1107179882260425e-09,0.0
1972,1.2312352026810913e-08,5.130146862875051e-10
1973,3.3079223804577396e-09,0.0
1974,6.750686232237513e-09,0.0
1975,6.282628195464213e-09,1.1422960355389478e-09
1976,1.2569759455516305e-08,0.0
1977,1.057820764316375e-08,5.876781838942691e-10
1978,1.485147826940647e-08,1.7821774056514528e-09
1979,1.521513048885481e-08,1.1703946700691858e-09
1980,9.096241093686785e-09,5.685150683554241e-10
1981,1.2018544381930951e-08,0.0
1982,1.4898005495922462e-08,6.207502289967692e-10
1983,8.209910973278056e-09,1.89459470334441e-09
1984,1.333771937339634e-08,5.799008495621649e-10
1985,3.609334697785016e-08,3.609334831011779e-09
1986,1.1389522214244607e-08,5.994485463567401e-10
1987,7.332980445085013e-09,1.2221633705067347e-09
1988,9.594486094499644e-09,5.996553809062277e-10
1989,9.329808037250586e-09,5.488122178931576e-10
1990,9.80757164370516e-09,5.44865097484859e-10
1991,7.6199047072123e-09,5.861465202094962e-10
1992,1.1019888113139586e-08,5.509944167592096e-10
1993,4.985286850001103e-09,0.0
1994,1.002236071911966e-08,0.0
1995,7.0491861237087505e-09,1.626735190995987e-09
1996,1.0676184380997711e-08,0.0
1997,1.1507746755512471e-08,9.58978896292706e-10
1998,7.152193948201102e-09,1.9072516899143466e-09
1999,1.5081663917726473e-08,4.570201161957499e-10
2000,6.185244316725402e-09,0.0
2001,1.796296800193886e-08,0.0
2002,2.4534839937473407e-08,0.0
2003,2.1251306492331423e-08,4.1669229178253886e-10
2004,3.171449591832243e-08,8.809582507929292e-10
2005,5.989986817667159e-08,1.8014998381943315e-09
2006,3.500206346984669e-08,2.4707338397433887e-09
2007,6.790615003637868e-08,7.988958938831558e-10
2008,6.088139059556852e-08,1.2772318758180745e-09
2009,8.582746602314728e-08,1.907277002999308e-09
2010,8.408351703792505e-08,4.2514138876015295e-09
2011,1.0057046040401474e-07,3.823971805871906e-09
2012,1.0485098300705431e-07,3.4042526575461807e-09
2013,9.232003606030048e-08,4.462600067256517e-09
2014,9.441340864668746e-08,7.145969149746634e-09
2015,9.065793449281045e-08,3.103205470367243e-09
2016,8.968902420747327e-08,2.6927420293532123e-09
2017,8.905264081704445e-08,2.7671724911471074e-09
2018,9.473982487406829e-08,4.130346731301415e-09
2019,6.42848902998594e-08,4.591778068885333e-09
