year,mes_DET heures_NOUN,mes_DET coeurs_NOUN
1904,1.5263935893017333e-07,5.374625189347171e-10
1905,1.6617643777694369e-07,0.0
1906,2.829301459783551e-07,0.0
1907,2.44799348236846e-07,0.0
1908,1.7779228111969303e-07,4.911389073214423e-10
1909,2.3379179497906577e-07,0.0
1910,2.81102315091708e-07,0.0
1911,2.032382947492195e-07,5.320374141248863e-10
1912,1.8962293191204793e-07,0.0
1913,2.2696795665133607e-07,0.0
1914,2.0960808377878948e-07,0.0
1915,1.8967026615968052e-07,0.0
1916,1.5162697253323643e-07,0.0
1917,1.7546279407198995e-07,0.0
1918,2.0675477507836604e-07,0.0
1919,2.26513067025369e-07,0.0
1920,2.1353693080428116e-07,0.0
1921,1.976487059018872e-07,0.0
1922,2.1322234111664784e-07,0.0
1923,2.399204332981242e-07,0.0
1924,2.6169997846547943e-07,0.0
1925,2.9255152123042194e-07,0.0
1926,2.652780834999646e-07,0.0
1927,3.077186199185178e-07,0.0
1928,2.765101863033692e-07,0.0
1929,2.2726429604880138e-07,0.0
1930,2.3633107382181606e-07,0.0
1931,1.9160999187306516e-07,0.0
1932,2.0603928763129886e-07,0.0
1933,2.580899030046879e-07,0.0
1934,1.8451633110316834e-07,0.0
1935,1.7593377688029932e-07,0.0
1936,2.679561883489612e-07,0.0
1937,1.7879387070873776e-07,0.0
1938,2.1133298966358183e-07,0.0
1939,1.8964622849892976e-07,0.0
1940,1.3439649393376385e-07,0.0
1941,2.0660517563442227e-07,0.0
1942,2.0936061218002067e-07,0.0
1943,2.0032322911589517e-07,2.9032352077962287e-09
1944,2.0243073173276116e-07,0.0
1945,2.701345063194083e-07,0.0
1946,3.0348008639435875e-07,0.0
1947,3.2305558961276404e-07,0.0
1948,2.652740702657752e-07,0.0
1949,1.983035655683807e-07,0.0
1950,2.4780392937628903e-07,1.0635361480382244e-09
1951,2.622704813326493e-07,0.0
1952,2.2354983586492239e-07,0.0
1953,2.165539290110985e-07,0.0
1954,2.2965459312018766e-07,9.772536113672459e-10
1955,2.0460624483575884e-07,0.0
1956,1.8663242884464637e-07,0.0
1957,1.7139972774415924e-07,0.0
1958,2.1673277772471522e-07,0.0
1959,2.02294522910762e-07,7.750747821333448e-10
1960,2.3254000058869906e-07,0.0
1961,2.1608775280235193e-07,0.0
1962,2.1816329992541128e-07,0.0
1963,2.0497389086049367e-07,0.0
1964,2.5552666710337846e-07,0.0
1965,2.0082399615484192e-07,0.0
1966,2.0716140014531703e-07,0.0
1967,2.5834957928516644e-07,9.860671168482327e-10
1968,2.456804503170318e-07,0.0
1969,2.1119174009598396e-07,2.7250546263957176e-09
1970,1.8808785734458766e-07,0.0
1971,2.348247609695875e-07,2.0553589941130213e-09
1972,2.005887482781077e-07,0.0
1973,1.8855157646324727e-07,0.0
1974,1.642666954126959e-07,0.0
1975,1.51925378943929e-07,0.0
1976,2.165426626898892e-07,1.7140580066410394e-09
1977,1.5103329770171925e-07,5.876781838942691e-10
1978,2.0257416899482905e-07,0.0
1979,1.6268485891757223e-07,1.7555920051037788e-09
1980,1.6714342360169e-07,0.0
1981,1.8154326669739262e-07,6.325549528618524e-10
1982,1.5208380022002643e-07,6.207502289967692e-10
1983,1.503045268247405e-07,1.89459470334441e-09
1984,1.9078737906186305e-07,0.0
1985,1.6723251283767837e-07,0.0
1986,1.552571682328363e-07,0.0
1987,1.6682530434852794e-07,0.0
1988,1.577093650673156e-07,5.996553809062277e-10
1989,1.5805792219492076e-07,1.6464366536794728e-09
1990,1.6291465926299153e-07,0.0
1991,1.6646561740163435e-07,1.1722930404189924e-09
1992,1.6529832641554165e-07,0.0
1993,1.77808559542747e-07,1.661762283333701e-09
1994,1.651052047302315e-07,1.0549853213248639e-09
1995,1.5453984153479539e-07,0.0
1996,1.7562323928466128e-07,0.0
1997,1.448058128961094e-07,0.0
1998,1.9740055656747302e-07,1.43043876743576e-09
1999,1.8874930513002042e-07,0.0
2000,1.8688273351052942e-07,0.0
2001,1.86639629168317e-07,1.3143635069212678e-09
2002,1.7831571896831377e-07,1.3143663935011318e-09
2003,1.762608449196179e-07,0.0
2004,1.894060176477197e-07,4.404791253964646e-10
2005,1.7609660218909085e-07,0.0
2006,2.0260019029105791e-07,4.1178899179428186e-10
2007,2.4046767116425727e-07,0.0
2008,2.7247613967884554e-07,4.257439678578834e-10
2009,2.765551756489515e-07,4.76819250749827e-10
2010,3.8168246474512557e-07,0.0
2011,3.4071589444240047e-07,0.0
2012,4.1191456498501644e-07,0.0
2013,4.523960927538262e-07,2.789125042035323e-10
2014,4.755317581373042e-07,2.1654451842767486e-10
2015,5.022760085626743e-07,2.2165753954528356e-10
2016,5.532549455511404e-07,4.1426800878596737e-10
2017,4.7218025456263746e-07,0.0
2018,5.908977176449781e-07,1.290733298020541e-09
2019,5.397889933922428e-07,0.0
