year,terrains_NOUN ouverts_ADJ,terrains_NOUN couverts_ADJ
1800,1.5720821977538435e-08,1.2576657937302116e-08
1801,2.1430643926123594e-08,3.5717739876872656e-08
1802,1.3427040812530322e-08,0.0
1803,0.0,2.5354410126965377e-08
1804,0.0,3.707776485839531e-08
1805,0.0,4.8328921309348516e-08
1806,2.881669125542885e-09,4.3225035994964855e-08
1807,0.0,8.540865792383556e-09
1808,0.0,6.798221985349073e-09
1809,1.581321384946932e-08,7.90660692473466e-08
1810,2.3401266702194334e-08,3.042164919975221e-08
1811,2.5070767684098882e-09,3.760615285841595e-08
1812,2.6672082320544632e-09,4.800974906515876e-08
1813,2.8757416448144113e-09,2.8757416448144113e-09
1814,6.293354282149721e-09,5.349351184236184e-08
1815,0.0,1.3486118000116676e-08
1816,0.0,5.3304887615013286e-08
1817,1.0898113522728181e-08,4.0478710161551135e-08
1818,0.0,3.099506074022429e-08
1819,4.140420006848444e-09,7.14222423425781e-08
1820,5.933240565525466e-09,5.93324074316115e-08
1821,1.97229765852569e-09,3.4515210245444905e-08
1822,9.023054303725075e-09,2.606660132187244e-08
1823,4.941343334508019e-09,1.2847492847356534e-08
1824,9.263223965660927e-09,1.6000115010683658e-08
1825,7.924898959288385e-09,1.1447076175841175e-08
1826,7.0463874735082754e-09,4.227832306469281e-08
1827,7.373818444733615e-09,4.147772969531616e-08
1828,7.337841001486822e-09,5.1364885678140126e-08
1829,1.5431716349212365e-08,6.086955295359076e-08
1830,2.0873670791843324e-08,6.157733167810875e-08
1831,9.354723218280014e-09,4.677361786775691e-08
1832,3.111892965534935e-08,4.19429042608499e-08
1833,1.2741991461950875e-08,6.139323005527331e-08
1834,8.401078055442213e-09,2.8937046536725575e-08
1835,6.050470346963266e-09,4.5378527602224494e-08
1836,1.1425274948351216e-08,3.427582484505365e-08
1837,1.1828414692161004e-08,3.409366655660051e-08
1838,1.8936485712828244e-09,1.2624323808552163e-08
1839,1.3982950353153e-09,5.5931799636255164e-08
1840,1.9109065441114126e-09,3.184844388215424e-08
1841,3.852329122366882e-09,4.8796167106957e-08
1842,6.037438549100216e-09,4.092041550052272e-08
1843,2.3627644285539873e-09,3.721353891705803e-08
1844,1.6465684371524958e-09,4.445734802516199e-08
1845,2.2320911785556063e-09,5.970844085823046e-08
1846,2.3418005312692003e-09,3.8639708321852595e-08
1847,3.775256551818984e-09,4.0988499705463255e-08
1848,1.609044275596716e-08,4.424871846708811e-08
1849,8.379414939696517e-10,3.1841775438579134e-08
1850,9.504594444820214e-09,2.647708541303473e-08
1851,1.096404567135778e-08,4.1921353499674296e-08
1852,5.208436348880241e-09,3.450589147746541e-08
1853,1.4332636411040767e-08,2.9859659633757474e-08
1854,1.0391328908454511e-09,3.740878540270387e-08
1855,3.714855978387277e-09,2.3350523292720027e-08
1856,1.0354378687793542e-08,4.6076984006049315e-08
1857,6.345961978126979e-09,3.612316845647001e-08
1858,2.4468380654951716e-09,1.3212924976357954e-08
1859,3.5645213447565993e-09,4.124660435422811e-08
1860,3.661747127736703e-09,4.7602711106264906e-08
1861,6.6023493339173456e-09,3.395494019287071e-08
1862,2.710791813242963e-09,3.7047488632424574e-08
1863,4.994620717013731e-09,3.146611149418277e-08
1864,4.315255264231155e-09,2.7329949858767577e-08
1865,6.118897832863013e-09,2.9182434246877165e-08
1866,4.865612801552288e-09,3.3572728597164314e-08
1867,5.338092634588065e-09,3.0572714138088486e-08
1868,1.1361710683388537e-08,2.1241458370013788e-08
1869,1.4650557211837167e-08,2.7347706321734222e-08
1870,2.8670243956696595e-09,2.064257564882155e-08
1871,5.3105884134652115e-09,1.4869648623516696e-08
1872,9.071008832961525e-09,2.4794090336399677e-08
1873,1.0774807712721213e-08,5.267683889087493e-08
1874,5.974609251779839e-09,8.00597632633071e-08
1875,6.865832347102696e-09,3.432916173551348e-08
1876,4.232210137899983e-09,4.413590914964516e-08
1877,1.2369631985365004e-09,7.731019735501832e-08
1878,1.0870359723469392e-08,3.563062378475479e-08
1879,3.0546627449723474e-09,4.093248051617593e-08
1880,1.9253538763308597e-09,4.4924924225142604e-08
1881,6.972507571312292e-10,3.2073533162702006e-08
1882,5.989846840748214e-09,4.9249848643739824e-08
1883,2.5277355764075082e-09,3.222862687835004e-08
1884,1.9805090900604227e-09,2.8387297845711146e-08
1885,7.090199094506033e-09,2.707166935067562e-08
1886,1.936039106809062e-09,2.3232470169887165e-08
1887,5.876032105334161e-09,3.9173546184656516e-08
1888,3.1703073499755874e-09,4.057993407968752e-08
1889,6.265136742733546e-10,4.0723389105323804e-08
1890,1.0487018364813139e-08,3.604912635069013e-08
1891,5.736798147637501e-09,2.677172439291553e-08
1892,1.8805537127519756e-09,3.63573704476039e-08
1893,4.310891643655168e-09,2.5249507373814595e-08
1894,4.411077725308132e-09,3.0877544077156927e-08
1895,1.8055843487019274e-09,1.444467478961542e-08
1896,2.358811590497112e-09,1.47425724961181e-08
1897,1.1653427112179315e-09,3.903898004864459e-08
1898,2.8291773368493978e-09,2.0370077180587032e-08
1899,2.7637891975018647e-09,2.8743407654019393e-08
1900,2.07642125715779e-09,2.387884379118077e-08
1901,2.794369402536745e-09,2.459045056468767e-08
1902,5.4013122863239005e-09,2.1605249145295602e-08
1903,7.020286574288548e-09,2.3220946943069976e-08
1904,1.0749250378694342e-09,2.9022976022474722e-08
1905,2.0643036169332163e-09,2.4771644291377015e-08
1906,1.0288369045596824e-09,3.137952475640304e-08
1907,0.0,2.6228502036929058e-08
1908,4.911389073214423e-10,1.8663278922304016e-08
1909,1.1001967115120692e-09,1.6502950117569526e-08
1910,1.068830135508847e-09,2.8858414324872683e-08
1911,4.25629931299909e-09,2.074945903984826e-08
1912,4.167536982180309e-09,3.1777467768279166e-08
1913,7.954484182448596e-09,2.2802856491921375e-08
1914,6.696743604095445e-09,2.4108278040557707e-08
1915,4.712304768617059e-09,2.709575319670421e-08
1916,0.0,2.197492321442951e-08
1917,4.386569774084137e-09,1.6449636319748606e-08
1918,1.1486376294556067e-09,4.135095466040184e-08
1919,0.0,2.4861190439651182e-08
1920,3.028892692213958e-09,1.665890891899835e-08
1921,6.058197943303867e-09,2.3475516641724425e-08
1922,2.951174193910333e-09,2.1396012073182646e-08
1923,2.1231896241147297e-09,1.9108707505210987e-08
1924,1.289162443462999e-09,1.933743654092268e-08
1925,3.299453377181294e-09,1.9796720707176974e-08
1926,3.343841648018042e-09,3.232380052509143e-08
1927,2.2298449753321847e-09,1.4493992672726108e-08
1928,6.8556245125250825e-09,1.82816659588525e-08
1929,1.1140406375176326e-09,7.798284684668033e-09
1930,3.1510811737689437e-09,2.941009036305786e-08
1931,1.1405356659111021e-09,2.5091784650044247e-08
1932,5.4797681947604815e-09,3.835837958376942e-08
1933,1.1470662197865522e-09,1.9500125958415992e-08
1934,3.5944740517379614e-09,2.6359476379411717e-08
1935,8.377798899061872e-09,3.111753699158726e-08
1936,3.6374143697059935e-09,1.9399543305098632e-08
1937,1.2591118148108649e-09,1.3850230295986421e-08
1938,9.075650453382877e-09,3.630260181353151e-08
1939,3.058810094103137e-09,2.5999884911698246e-08
1940,0.0,2.7893612752905028e-08
1941,2.066051862925633e-08,4.7224041566096275e-08
1942,2.1239483061208375e-08,1.8205270180260413e-08
1943,0.0,2.322588166236983e-08
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,4.1763312808029696e-09,2.0881657292193267e-08
1947,1.1920870957027319e-09,2.1457568166738383e-08
1948,8.697510267552389e-09,2.174377655705939e-08
1949,3.9268033269479474e-09,1.0798709482173763e-08
1950,1.0635361036293034e-08,2.2334258886758107e-08
1951,0.0,2.0256663901818683e-08
1952,0.0,2.003512733494972e-08
1953,1.0773827385790469e-09,1.508335856215126e-08
1954,1.9545072227344917e-09,1.9545073115523337e-08
1955,4.6928039232341234e-09,1.0324168187025862e-08
1956,6.104799332717903e-09,2.1802854632824165e-08
1957,2.6505113659425206e-09,1.3252556385623393e-08
1958,5.790570245522986e-09,1.7371711180658167e-08
1959,2.325224457422337e-09,1.2401196514133517e-08
1960,4.844583401109048e-09,1.3841666479663672e-08
1961,6.25334317660986e-09,1.389631876236308e-08
1962,1.2683912808952869e-09,8.244543714397423e-09
1963,2.5864212993553792e-09,1.4225316924409981e-08
1964,7.909158661334459e-09,1.1559539991878864e-08
1965,4.924839203113152e-09,7.660860390501512e-09
1966,0.0,1.273987226824147e-08
1967,3.451234853457663e-09,8.874604162656397e-09
1968,2.6948494546985557e-09,6.287982134978165e-09
1969,4.541757636644661e-09,1.090021850558287e-08
1970,8.277704743875347e-09,1.4256047897731605e-08
1971,2.0553589941130213e-09,7.193756701440179e-09
1972,5.643161493651405e-09,9.234264020108185e-09
1973,3.859242703185828e-09,1.268036875501366e-08
1974,2.812785782069227e-09,6.1881286761433785e-09
1975,1.1422960355389478e-09,3.998036124386317e-09
1976,7.427584769459372e-09,9.141642998145016e-09
1977,4.7014254711541525e-09,5.289103821581875e-09
1978,5.346532105932056e-09,2.970295565063452e-09
1979,5.266775904289034e-09,1.0533551808578068e-08
1980,6.822181042309694e-09,5.116635559687666e-09
1981,2.1506869174459098e-08,8.223214109648325e-09
1982,6.2075020679230875e-09,1.2415004135846175e-08
1983,6.946847541655643e-09,1.1999100379966876e-08
1984,5.219107812592938e-09,1.0438215625185876e-08
1985,7.820225356169885e-09,3.609334831011779e-09
1986,4.196139880008332e-09,3.5966913891627428e-09
1987,1.4054879038383206e-08,3.6664902225425067e-09
1988,1.0793796967334401e-08,8.994830658082265e-09
1989,2.7440609784434855e-09,1.1525056464734007e-08
1990,5.993515905799995e-09,5.448650863826288e-09
1991,9.96449056600568e-09,4.10302547493302e-09
1992,2.7549720282848966e-09,7.162927584403178e-09
1993,4.4313659408601325e-09,5.539207315052863e-09
1994,4.2199412852994556e-09,1.002236071911966e-08
1995,3.795715741716776e-09,4.880205572987961e-09
1996,2.135236876199542e-09,6.4057106285986265e-09
1997,4.315404922294874e-09,3.3564262480467733e-09
1998,4.291316191284977e-09,5.2449422582867555e-09
1999,5.0272213059088244e-09,1.1882523409667556e-08
2000,1.7672125984802278e-09,8.83606254831193e-09
2001,2.6287270138425356e-09,8.324302136486494e-09
2002,6.133709984368352e-09,8.324320788233308e-09
2003,6.250384210204629e-09,4.166922806803086e-09
2004,4.404791198453495e-09,5.726228824443069e-09
2005,2.702249757291497e-09,5.854874363109275e-09
2006,2.0589450144825605e-09,4.941467679486777e-09
2007,1.997239706952314e-09,4.7933754743212376e-09
2008,1.7029758714315335e-09,8.51487946817997e-09
2009,4.76819250749827e-09,5.721831008997924e-09
2010,4.2514138876015295e-09,7.558068837454357e-09
2011,1.1471915639660324e-09,9.942326961720482e-09
2012,6.808505426114664e-10,6.808505315092361e-09
2013,5.29933741333366e-09,7.530637446961919e-09
2014,2.815078836704288e-09,6.9294245896855955e-09
2015,2.659890530054554e-09,7.536356427806368e-09
2016,3.935546111222266e-09,1.0149566520567532e-08
2017,1.2578056374223934e-09,4.779661555431858e-09
2018,3.614053500911041e-09,1.0325866384164328e-08
2019,9.183556137770665e-09,5.101975730781305e-09
