year,plats_NOUN ouverts_ADJ,plats_NOUN couverts_ADJ
1967,9.860671168482327e-10,5.916402479044791e-09
1968,0.0,1.2126822629410228e-08
1969,0.0,4.995933444718048e-09
1970,9.197450023812337e-10,1.5175793066646293e-08
1971,0.0,2.0553589941130213e-09
1972,0.0,7.182205497002769e-09
1973,0.0,6.6158443723374205e-09
1974,0.0,6.1881286761433785e-09
1975,1.7134440533084216e-09,2.2845920710778955e-09
1976,5.142174241967723e-09,2.856763492431469e-09
1977,0.0,2.938390863960194e-09
1978,0.0,3.5643548113029055e-09
1979,0.0,5.266775904289034e-09
1980,0.0,7.95921106799824e-09
1981,6.325549528618524e-10,3.795329828193417e-09
1982,0.0,4.345251713999687e-09
1983,0.0,5.68378455412244e-09
1984,2.3196033982486597e-09,4.639206796497319e-09
1985,6.015558051686298e-10,7.218669662023558e-09
1986,1.7983456945813714e-09,3.5966913891627428e-09
1987,0.0,3.0554083707556856e-09
1988,0.0,4.797243047249822e-09
1989,0.0,6.585746614717891e-09
1990,0.0,6.538381391862913e-09
1991,0.0,5.2753188484189195e-09
1992,0.0,6.060938417817852e-09
1993,1.1078414852150331e-09,5.539207315052863e-09
1994,0.0,7.912389854425328e-09
1995,0.0,2.1689803286761844e-09
1996,5.338092190498855e-10,4.804283193493575e-09
1997,9.58978896292706e-10,3.3564261370244708e-09
1998,0.0,6.198567992221626e-09
1999,4.570201161957499e-10,4.570201106446348e-09
2000,0.0,3.976228457602815e-09
2001,0.0,4.381211837767296e-09
2002,0.0,9.200565365130586e-09
2003,2.083461403401543e-09,5.000307390368164e-09
2004,0.0,5.726228824443069e-09
2005,4.5037495954858286e-10,3.15262471684008e-09
2006,2.0589450144825605e-09,1.6471560115860484e-08
2007,0.0,7.190063211481856e-09
2008,0.0,6.3861596011349775e-09
2009,0.0,5.245011536203492e-09
2010,0.0,5.668551850135373e-09
2011,0.0,8.795135286732148e-09
2012,6.808505426114664e-10,1.463828702696901e-08
2013,0.0,1.4503449996539075e-08
2014,0.0,1.4725027419615344e-08
2015,2.2165753954528356e-10,1.5294370214746777e-08
2016,2.0713400439298368e-10,2.237047169728612e-08
2017,0.0,1.1823373391450787e-08
2018,0.0,1.4198066722315161e-08
2019,0.0,1.198964216797549e-08
