year,plats_NOUN ouverts_ADJ,plats_NOUN couverts_ADJ
1800,0.0,1.2576657937302116e-08
1801,0.0,9.524730337773235e-09
1802,0.0,6.937304419807333e-08
1803,0.0,0.0
1804,0.0,2.4718509905596875e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,1.6380887757350138e-08
1811,0.0,8.273353557797236e-08
1812,0.0,2.6672083208723052e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,8.181360300341112e-08
1815,0.0,0.0
1816,0.0,6.952811659743929e-09
1817,0.0,0.0
1818,0.0,1.668964877410417e-08
1819,0.0,1.2421260464634543e-08
1820,0.0,5.933240565525466e-09
1821,0.0,3.944595405869222e-08
1822,0.0,1.9048670196752937e-08
1823,0.0,2.9648060007048116e-08
1824,0.0,3.3684450784221553e-09
1825,0.0,5.283265824829186e-09
1826,0.0,1.8496766784892316e-08
1827,0.0,1.3825909306319772e-08
1828,0.0,3.668920500743411e-09
1829,0.0,1.800366966620004e-08
1830,0.0,1.0436835395921662e-08
1831,0.0,9.354723218280014e-09
1832,0.0,1.8941957335982806e-08
1833,0.0,2.0850531967653296e-08
1834,0.0,8.401078055442213e-09
1835,0.0,5.7479468296151026e-08
1836,0.0,3.2259599436201825e-08
1837,0.0,4.174734336004349e-09
1838,0.0,1.3886756633496589e-08
1839,2.7965900706306e-09,1.6080392128969834e-08
1840,0.0,3.121147429396842e-08
1841,0.0,1.733548060656176e-08
1842,0.0,1.542900918138912e-08
1843,0.0,1.063243981747064e-08
1844,0.0,5.488561161115513e-09
1845,0.0,1.0044410636567136e-08
1846,0.0,1.9905304071698993e-08
1847,1.0786447290911383e-09,8.089835468183537e-09
1848,0.0,2.172209789819135e-08
1849,0.0,7.54147322368226e-09
1850,0.0,1.765138968323754e-08
1851,0.0,9.029214709244116e-09
1852,0.0,2.6042181744401205e-09
1853,5.971931837933653e-10,1.6721409812348043e-08
1854,0.0,2.1302223984775992e-08
1855,0.0,3.555647865027822e-08
1856,0.0,8.283502495043393e-09
1857,0.0,1.1715622250108026e-08
1858,0.0,2.202154192332273e-08
1859,0.0,1.323965115318515e-08
1860,1.373155145145688e-09,7.781213007262977e-09
1861,0.0,2.5466203368296192e-08
1862,0.0,1.9427341568789558e-08
1863,0.0,1.1487627737949424e-08
1864,0.0,8.151037178549814e-09
1865,0.0,1.3649848362717876e-08
1866,4.865612912574591e-10,1.4596838404656864e-08
1867,0.0,1.455843445796745e-08
1868,0.0,1.2843672791973404e-08
1869,0.0,6.348574999037737e-09
1870,0.0,9.17447806614291e-09
1871,0.0,1.274541272522356e-08
1872,0.0,1.7537283625301825e-08
1873,0.0,7.183205141814142e-09
1874,2.3898436563030145e-09,5.377148060148329e-09
1875,0.0,1.2015206607429718e-08
1876,0.0,1.269663130187837e-08
1877,0.0,9.27722432209066e-09
1878,0.0,2.4760263173106978e-08
1879,0.0,1.3440515367335593e-08
1880,0.0,1.7328185109022343e-08
1881,0.0,7.669758161910067e-09
1882,0.0,9.317538740560849e-09
1883,0.0,2.7805091562527195e-08
1884,0.0,2.0465261485469455e-08
1885,0.0,8.379326565943757e-09
1886,0.0,2.1296431285122708e-08
1887,0.0,2.3504128421336645e-08
1888,0.0,8.242799331981132e-09
1889,0.0,2.88196284614628e-08
1890,0.0,1.4419650640196124e-08
1891,0.0,3.4420789774003424e-08
1892,0.0,8.775916882086676e-09
1893,0.0,1.23168328869383e-08
1894,0.0,2.3315696040526745e-08
1895,0.0,1.023164486468886e-08
1896,0.0,8.845543852942228e-09
1897,0.0,2.7385553380554484e-08
1898,0.0,8.487532454637403e-09
1899,0.0,1.4371703827009696e-08
1900,1.038210628578895e-09,1.661137005726232e-08
1901,0.0,1.5089595406525547e-08
1902,2.455141867585553e-09,8.347482705062248e-09
1903,0.0,9.720396931811592e-09
1904,0.0,1.9348650681649815e-08
1905,0.0,1.1353670004154992e-08
1906,0.0,8.745113966313056e-09
1907,0.0,5.142843484406967e-09
1908,0.0,7.367083831866239e-09
1909,0.0,2.0903737407707013e-08
1910,0.0,2.3514262537105424e-08
1911,0.0,1.4365010070349626e-08
1912,0.0,1.510732161591477e-08
1913,0.0,7.954484182448596e-09
1914,1.3393487430235496e-09,4.3528835647066444e-08
1915,0.0,3.534228465440492e-09
1916,0.0,2.197492410260793e-09
1917,0.0,4.386569774084137e-09
1918,0.0,3.44591288836682e-09
1919,0.0,3.038589824200244e-08
1920,0.0,7.572231730534895e-09
1921,0.0,1.060184651180407e-08
1922,0.0,2.0658220023506146e-08
1923,0.0,2.229349149729387e-08
1924,0.0,3.738571052736006e-08
1925,0.0,3.079489729884699e-08
1926,1.1146138456652466e-09,6.687683296036084e-09
1927,0.0,6.689535148041159e-09
1928,0.0,2.0566874425753667e-08
1929,0.0,1.0026365515614089e-08
1930,0.0,1.7856125467119455e-08
1931,0.0,1.9389105432310316e-08
1932,0.0,2.082311922890767e-08
1933,0.0,8.02946331646126e-09
1934,0.0,2.6359476379411717e-08
1935,0.0,3.590485242455088e-09
1936,0.0,3.394919900756577e-08
1937,0.0,1.510934133364117e-08
1938,0.0,1.0372171566075394e-08
1939,0.0,6.117620188206274e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,5.9030051957620344e-09
1942,0.0,9.102635090130207e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,9.639558484764166e-09
1945,0.0,2.178504043826024e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,2.7418003867296648e-08
1948,0.0,2.174377655705939e-08
1949,0.0,4.908504269707237e-09
1950,1.0635361480382244e-09,8.508289184305795e-09
1951,0.0,4.264560704569931e-09
1952,0.0,1.0544803918932644e-09
1953,0.0,1.508335856215126e-08
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,0.0,5.631364707880948e-09
1956,2.616342476002842e-09,6.976913269340912e-09
1957,2.6505113659425206e-09,1.4136060322300636e-08
1958,8.272243445794913e-10,6.617794590102477e-09
1959,0.0,2.5577467255288866e-08
1960,2.076250060767393e-09,1.3149583255600561e-08
1961,0.0,9.03260666262895e-09
1962,0.0,6.976152100435229e-09
1963,0.0,3.2330267352165265e-09
1964,0.0,6.083968440151466e-09
1965,0.0,8.20806533852192e-09
1966,0.0,1.0524241922382771e-08
