year,trois_DET hôtes_NOUN,trois_DET côtes_NOUN
1800,0.0,1.2891074163690064e-07
1801,0.0,5.9529565277216534e-08
1802,0.0,1.320325679898815e-07
1803,0.0,2.02835281015723e-07
1804,0.0,2.026917798048089e-07
1805,1.7057265822018053e-08,3.439882050315646e-07
1806,0.0,4.034336598124355e-08
1807,0.0,7.971474502710407e-08
1808,0.0,9.970725756147658e-08
1809,0.0,4.0662548883574345e-08
1810,9.360507036149102e-09,6.084329839950442e-08
1811,0.0,7.270522450752992e-08
1812,0.0,7.734903562095496e-08
1813,0.0,2.013019195779009e-08
1814,0.0,9.754699448194515e-08
1815,0.0,1.2407228666688752e-07
1816,0.0,1.5296186006708012e-07
1817,0.0,2.693390968033782e-07
1818,0.0,8.583247534943439e-08
1819,1.035105001712111e-09,7.24573467891787e-08
1820,0.0,5.93324074316115e-08
1821,1.97229765852569e-09,6.804427243878308e-08
1822,0.0,1.5639960793123464e-07
1823,0.0,2.3817275973669894e-07
1824,0.0,8.336901657912676e-08
1825,3.258013947515792e-08,2.0604736050700012e-07
1826,2.2019960965735663e-08,1.4533173497977003e-07
1827,2.7651818612639545e-09,2.700660957088985e-07
1828,0.0,1.8344601926401083e-07
1829,2.571952872898464e-09,1.1488055662312036e-07
1830,0.0,1.085430940683807e-07
1831,0.0,2.4945930476860667e-07
1832,0.0,2.3406847704521283e-07
1833,0.0,1.054110185805257e-07
1834,9.334530925997342e-10,1.512194081065843e-07
1835,7.563087933704082e-10,2.0722860938349186e-07
1836,1.3441500135158435e-09,1.942296798951304e-07
1837,3.2006298056330706e-08,8.001574780536203e-08
1838,6.312161904276081e-09,1.0730675370496101e-07
1839,5.5931801412612e-09,9.368576492363445e-08
1840,1.9746035029299946e-08,1.0318895826699759e-07
1841,3.852329122366882e-09,6.420548714913821e-08
1842,3.3541325272778977e-09,1.4825265104434493e-07
1843,2.3627644840651385e-09,1.3172410989747974e-07
1844,2.7991662321369404e-08,8.397498874046505e-08
1845,2.7901139176833567e-09,7.031087145836779e-08
1846,8.196301859442201e-09,9.718472271380563e-08
1847,1.6179670936367074e-09,1.0570718256275313e-07
1848,1.930853166243196e-08,1.3194163273055892e-07
1849,1.6758829879393033e-09,1.5501917971505463e-07
1850,1.3577992064028876e-09,1.0862393651223101e-07
1851,5.8044946626978344e-09,7.287865955163397e-08
1852,1.0416872697760482e-08,1.1198137883638992e-07
1853,2.388772735173461e-09,1.5885338489063372e-07
1854,4.1565315633818045e-09,6.858277146193359e-08
1855,1.5920811335945473e-09,1.1409914435489554e-07
1856,5.177189343896771e-09,7.765783904822854e-08
1857,9.763018171682347e-10,1.3668224974061616e-07
1858,1.859596826525589e-08,7.193704026908776e-08
1859,1.2221216039165483e-08,1.2221215683894116e-07
1860,7.781213007262977e-09,8.559333605773212e-08
1861,5.659156698811785e-09,8.960331143725853e-08
1862,6.776979422085105e-09,6.731799828685325e-08
1863,1.897955925755923e-08,5.144459547246072e-08
1864,3.356309563606885e-09,1.4144447479935707e-07
1865,7.0602663715391145e-09,8.378183125046235e-08
1866,8.27154178484335e-09,9.877194107055232e-08
1867,2.91168689159349e-09,1.586869302627747e-07
1868,1.3337660198509127e-08,2.035228112706733e-07
1869,4.883519144627257e-10,1.372268911836727e-07
1870,6.307453670473251e-09,7.224901565905384e-08
1871,3.18635318130589e-09,1.5719341828202005e-07
1872,7.861540751719076e-09,1.0220003421324009e-07
1873,5.387403856360606e-09,1.1852289139024919e-07
1874,5.974609140757536e-10,8.48394492436455e-08
1875,1.716458086775674e-09,7.437985516389745e-08
1876,5.441413541973361e-09,9.129482236858166e-08
1877,5.566334504436554e-09,1.3668442799819047e-07
1878,9.662541877730746e-09,8.031987763779114e-08
1879,2.016077260691418e-08,7.453376893451491e-08
1880,7.701415505323439e-09,9.562590719269792e-08
1881,1.4642266066289267e-08,8.2972839265949e-08
1882,4.6587693702804245e-09,8.518892968822911e-08
1883,1.579834751908038e-08,9.794975702748232e-08
1884,3.9610181801208455e-09,9.044324578155738e-08
1885,1.2891271161663553e-08,1.4502680301120563e-07
1886,1.097088819790315e-08,9.16391869054678e-08
1887,5.223139754040318e-09,1.1752064132952711e-07
1888,8.876860135842435e-09,9.764546460289125e-08
1889,9.397704836544563e-09,1.0086870305681117e-07
1890,7.865263995654459e-09,1.0683650081277918e-07
1891,7.649063604731055e-09,9.752556695552528e-08
1892,4.387958441043338e-09,8.525176919960131e-08
1893,8.005941687372342e-09,7.944357349742859e-08
1894,5.671385139294216e-09,1.2035939822574448e-07
1895,4.814891596538473e-09,4.814891596538473e-08
1896,4.717623180994224e-09,8.196870460164263e-08
1897,1.1070755534525745e-08,6.93378900962216e-08
1898,5.09251940616906e-09,7.469028606710282e-08
1899,2.2110313580014918e-09,9.562710800992136e-08
1900,1.038210584169974e-08,9.603448158923555e-08
1901,6.706486921359556e-09,9.27730638977664e-08
1902,2.9461704187383475e-09,1.1391858567577628e-07
1903,5.400220270956879e-09,1.1070451710892826e-07
1904,3.2247751136083025e-09,6.879520242364379e-08
1905,5.676835002077496e-09,7.689530923116195e-08
1906,8.745113966313056e-09,8.333579026853499e-08
1907,2.2114226894132116e-08,7.765693632588722e-08
1908,9.822778146428846e-09,1.630581152323174e-07
1909,1.1001967115120692e-09,1.0396859284611537e-07
1910,9.085056262847502e-09,7.855901462683335e-08
1911,8.51259862599818e-09,6.810078900798544e-08
1912,7.814131564032323e-09,1.0054182675300893e-07
1913,5.833288518886093e-09,7.318125483379845e-08
1914,2.4108278040557707e-08,5.692232163401201e-08
1915,1.6493066468115103e-08,9.89584023614043e-08
1916,1.0987461607214755e-08,1.1756584683553228e-07
1917,3.289927441585405e-09,9.650453380860569e-08
1918,1.1486376294556067e-08,8.155327435588333e-08
1919,1.4732557507279864e-08,1.0312790188482523e-07
1920,6.815008557481406e-09,4.316172219631653e-08
1921,3.483463828501954e-08,6.891200104996997e-08
1922,2.3609393995371875e-08,9.369978365425524e-08
1923,1.8047111804975202e-08,7.218845032852528e-08
1924,2.8361574311297488e-08,6.961477394540339e-08
1925,9.898360353588487e-09,4.069325920674771e-08
1926,1.7833821530643945e-08,2.0731818006769487e-07
1927,2.6758140592164636e-08,9.365349029621939e-08
1928,1.3711249025050165e-08,6.170062127885956e-08
1929,8.912325100141061e-09,8.578113241952678e-08
1930,2.5208648168906223e-08,8.823026631521458e-08
1931,7.983749661377715e-09,7.185374872875627e-08
1932,9.863582839386709e-09,7.123698964051073e-08
1933,9.176529536247813e-09,5.735331143341682e-08
1934,1.677421224144382e-08,9.585264137967897e-08
1935,1.4361940969820353e-08,8.856530531176077e-08
1936,4.7286385917999496e-08,8.72979426524978e-08
1937,1.3850230295986421e-08,7.302848770152082e-08
1938,7.130867751836689e-08,6.093650917193827e-08
1939,1.8352860564618823e-08,1.6823454984660202e-07
1940,3.296517903095264e-08,8.368083825871508e-08
1941,5.9030051957620344e-09,1.0920559390115159e-07
1942,6.068423630267716e-08,7.58552971547033e-08
1943,4.3548528338988035e-08,8.709705690002068e-08
1944,5.1410978585408884e-08,7.711646965447017e-08
1945,3.267756198965799e-08,4.574858669670334e-08
1946,4.315542501132086e-08,9.605561768211146e-08
1947,1.4305044926388177e-08,8.702235998470087e-08
1948,2.391815279167986e-08,4.240036233227329e-08
1949,2.6505922789965553e-08,4.22131343214005e-08
1950,2.7651939404904624e-08,8.720996191868835e-08
1951,2.5587365115598004e-08,7.143139413301469e-08
1952,2.847097024805123e-08,7.592258499666826e-08
1953,1.939288907237824e-08,5.171437067463813e-08
1954,2.7363101118282884e-08,8.697557118964028e-08
1955,1.407841176970237e-08,8.916327498553756e-08
1956,2.2674968125357964e-08,4.883839421765401e-08
1957,1.767007518083119e-08,5.212672249399475e-08
1958,6.121460249808308e-08,4.963345984210221e-08
1959,1.3176271296266862e-08,4.2629114460623896e-08
1960,8.304999910002664e-09,4.9137916846575536e-08
1961,4.307858603169734e-08,2.709782087606527e-08
1962,7.610347740882872e-09,4.058852098864918e-08
1963,2.0044765847160306e-08,1.1250932940853886e-07
1964,6.692365217553231e-09,4.806334885643082e-08
1965,1.0944087081021792e-08,8.809989654467998e-08
1966,3.8219614806322966e-08,4.763604266599941e-08
1967,1.3311906132962292e-08,7.099683546618607e-08
1968,6.737123747768692e-09,4.671072584283564e-08
1969,8.629339909305145e-09,4.314669907468094e-08
1970,1.1496812946099055e-08,4.2768142805016396e-08
1971,7.707596449968435e-09,8.529739492502131e-08
1972,1.4364410994005539e-08,5.950970488610707e-08
1973,1.4334329778709076e-08,3.7489786497424404e-08
1974,1.125114318378806e-08,2.925297348799205e-08
1975,1.1422960355389478e-08,3.998035991159554e-08
1976,1.1998406601598788e-08,3.9994688449951354e-08
1977,1.2928919823629315e-08,3.58483685514166e-08
1978,1.7227714366185864e-08,3.326731246033887e-08
1979,5.851973128301324e-09,2.0481907392344567e-08
1980,9.096241093686785e-09,4.60497204812782e-08
1981,5.06043967840597e-09,3.4790524017225266e-08
1982,3.1037510339615437e-09,3.3520510811513304e-08
1983,5.052252838311233e-09,2.7155859227967483e-08
1984,8.698512410365566e-09,3.421415178950227e-08
1985,5.414002135495366e-09,5.173379813427914e-08
1986,5.3950369172106605e-09,2.4577391011249006e-08
1987,8.555143815591748e-09,2.8109757022054538e-08
1988,6.596209300990807e-09,3.4780011537449695e-08
1989,8.232182935330457e-09,4.50026007570159e-08
1990,1.0352437129768077e-08,2.50637938181697e-08
1991,7.033758464558559e-09,4.0444108784232213e-08
1992,9.366905084906563e-09,1.8182815253453555e-08
1993,1.1078414630105726e-08,3.3235245056051355e-08
1994,6.329912038971486e-09,2.479215588380157e-08
1995,1.4640617607142303e-08,3.0907970405280594e-08
1996,1.6548086456680267e-08,3.8434264881814784e-08
1997,1.4384683666435194e-08,2.7810388103510775e-08
1998,1.0489884516573511e-08,2.8608776236893618e-08
1999,5.941261704833778e-09,2.559312728411811e-08
2000,5.743440834038438e-09,3.1368023178934834e-08
2001,7.448059946568719e-09,1.4896119671092833e-08
2002,6.133709984368352e-09,1.4458030939135114e-08
2003,4.583615265119079e-09,2.2501383534212493e-08
2004,3.523833003171717e-09,2.3345393895812805e-08
2005,9.007498746882447e-09,2.2068373795036678e-08
2006,5.7650457740976435e-09,2.3471972365740612e-08
2007,2.7961355453243186e-09,3.195583597737084e-08
2008,8.089135583588813e-09,3.3633772655861094e-08
2009,4.76819250749827e-10,3.480780708109421e-08
2010,7.085689646135762e-09,4.7710311257276317e-08
2011,2.6767803251726008e-09,5.54475938496779e-08
2012,3.4042526575461807e-09,5.9233998594976356e-08
2013,3.904775169871755e-09,6.470770352873245e-08
2014,4.980523993225461e-09,6.041592048866562e-08
