year,pourrions_VERB oser_VERB,pourrions_VERB causer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,5.685755422035754e-09
1806,0.0,0.0
1807,0.0,1.1387820464392462e-08
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,0.0
1813,0.0,2.8757416448144113e-09
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,2.0051231786055723e-09
1823,0.0,9.882686891060644e-10
1824,0.0,0.0
1825,0.0,2.641632912414593e-09
1826,0.0,8.807984341885344e-10
1827,0.0,0.0
1828,0.0,9.172301251858528e-10
1829,0.0,1.0287811491593857e-08
1830,0.0,8.349468672008697e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,1.3529969367098715e-09
1833,0.0,9.266902800675325e-09
1834,0.0,7.467624740797874e-09
1835,0.0,7.563087933704082e-10
1836,0.0,2.016224964762614e-09
1837,0.0,0.0
1838,0.0,1.8936485712828244e-09
1839,0.0,6.9914751765765e-10
1840,0.0,0.0
1841,0.0,6.420548537278137e-10
1842,0.0,1.408735705865638e-08
1843,0.0,3.5441467538532834e-09
1844,0.0,3.2931368743049916e-09
1845,0.0,5.022205318283568e-09
1846,0.0,4.0981511517657054e-09
1847,5.393223645455691e-10,2.6966118227278457e-09
1848,0.0,2.413566457803995e-09
1849,0.0,2.1786478399121734e-08
1850,0.0,6.788996032014438e-10
1851,0.0,1.9348316282474798e-09
1852,0.0,3.906327261660181e-09
1853,0.0,2.9859659189668264e-09
1854,0.0,5.195664454227256e-10
1855,0.0,5.306937111981824e-10
1856,0.0,2.0708756931497874e-09
1857,0.0,9.763018171682347e-10
1858,0.0,1.3702292633865909e-08
1859,0.0,4.073738679721828e-09
1860,0.0,1.6935580049448618e-08
1861,0.0,3.3011746669586728e-09
1862,0.0,5.873382225018986e-09
1863,0.0,2.4973103585068657e-09
1864,4.794727948009836e-10,4.794728170054441e-09
1865,0.0,2.3534221238463715e-09
1866,3.4059290943133647e-09,3.8924903300596725e-09
1867,0.0,6.79393608038481e-09
1868,0.0,7.903798504571569e-09
1869,0.0,2.441759683335931e-09
1870,0.0,0.0
1871,0.0,1.6993883633631413e-08
1872,0.0,9.071008832961525e-09
1873,0.0,5.387403856360606e-09
1874,0.0,0.0
1875,0.0,7.437985338754061e-09
1876,0.0,3.02300739996042e-09
1877,0.0,9.895705588292003e-09
1878,0.0,7.2469061862534545e-09
1879,0.0,6.109325489944695e-09
1880,0.0,5.134277003548959e-09
1881,0.0,6.2752567586699115e-09
1882,0.0,9.983077475794744e-09
1883,0.0,1.2638677882037541e-09
1884,0.0,6.601696966868076e-10
1885,0.0,1.0313017106966527e-08
1886,0.0,1.936039106809062e-09
1887,0.0,3.264462256069578e-09
1888,0.0,6.974675947901687e-09
1889,0.0,1.0024218788373673e-08
1890,1.3108772956016423e-09,1.1142456735058204e-08
1891,0.0,8.92390783491237e-09
1892,6.268512375839919e-10,8.775916882086676e-09
1893,0.0,6.15841644346915e-09
1894,0.0,1.7014155417882648e-08
1895,0.0,5.416753268150387e-09
1896,2.358811590497112e-09,7.076434549446731e-09
1897,0.0,1.981082675683865e-08
1898,0.0,7.921697076085366e-09
1899,0.0,2.1004797901014172e-08
1900,0.0,5.710158568206225e-09
1901,0.0,1.0059729937950124e-08
1902,0.0,9.329538919189417e-09
1903,5.400220270956879e-10,5.400220270956879e-09
1904,1.0749250378694342e-09,5.374625189347171e-10
1905,0.0,3.096455536422127e-09
1906,0.0,4.629765903985117e-09
1907,0.0,1.1828539925318182e-08
1908,0.0,1.080505640516094e-08
1909,1.1001967115120692e-09,2.0353638774395222e-08
1910,0.0,7.481810726517324e-09
1911,0.0,1.0640748282497725e-09
1912,0.0,3.646594803896619e-09
1913,0.0,2.6514948014977335e-09
1914,0.0,5.357394972094198e-09
1915,0.0,0.0
1916,0.0,6.592477230782379e-09
1917,0.0,1.2063066989753679e-08
1918,0.0,1.2635013924011673e-08
1919,9.207848372660976e-10,7.366278698128781e-09
1920,0.0,1.1358347151713133e-08
1921,0.0,1.2873671018098776e-08
1922,0.0,9.591316185719734e-09
1923,0.0,1.5923921736771263e-08
1924,1.289162443462999e-09,6.445812328337297e-09
1925,0.0,3.299453377181294e-09
1926,0.0,6.687683296036084e-09
1927,0.0,1.2264147031260109e-08
1928,0.0,1.4853853258500749e-08
1929,0.0,6.684243825105796e-09
1930,0.0,6.302162347537887e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,6.575722188983946e-09
1933,0.0,8.02946331646126e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,1.196828414151696e-09
1936,0.0,3.6374143697059935e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.1668692678767911e-08
1939,0.0,1.2235240376412548e-08
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,0.0,2.3612020783048138e-08
1942,0.0,6.068423541449874e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,1.6065930807940276e-08
1945,0.0,1.089252066321933e-08
1946,0.0,9.744772988540262e-09
1947,0.0,1.907339353124371e-08
1948,0.0,8.697510267552389e-09
1949,0.0,1.2762110479513922e-08
1950,0.0,8.508289184305795e-09
1951,0.0,1.3859822622919182e-08
1952,0.0,1.0544803918932644e-09
1953,0.0,1.0773827385790469e-09
1954,1.9545072227344917e-09,1.3681550115052232e-08
1955,0.0,3.754243138587299e-09
1956,0.0,6.104799332717903e-09
1957,8.835037701437898e-10,8.835037590415595e-09
1958,0.0,4.9633461784992505e-09
1959,0.0,2.325224457422337e-09
1960,0.0,3.460416619915918e-09
1961,0.0,5.55852741612739e-09
1962,0.0,3.170978146727066e-09
1963,0.0,3.879631726988464e-09
1964,0.0,6.083968440151466e-09
1965,0.0,2.73602163147757e-09
1966,0.0,5.539074976468328e-09
1967,0.0,1.9721342336964653e-09
1968,0.0,4.4914158503495116e-10
1969,0.0,3.1792304344691047e-09
1970,0.0,5.518470125309705e-09
1971,0.0,9.24911525146399e-09
1972,5.130146862875051e-10,4.104117490300041e-09
1973,0.0,7.1671650836435674e-09
1974,0.0,2.812785782069227e-09
1975,0.0,4.569184142155791e-09
1976,0.0,5.142174241967723e-09
1977,0.0,4.11374712072643e-09
1978,0.0,1.0099005187669263e-08
1979,0.0,1.7555920051037788e-09
1980,0.0,2.8425752862659692e-09
1981,0.0,6.325549417596221e-09
1982,1.8622506869903077e-09,3.1037510339615437e-09
1983,0.0,2.5261264191556165e-09
1984,0.0,3.479405208395292e-09
1985,0.0,1.2031116103372597e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,1.2221633705067347e-09,4.277571630240118e-09
1988,2.99827696004229e-09,2.398621523624911e-09
1989,1.0976244357863152e-09,4.939309850016116e-09
1990,0.0,2.179460389939436e-09
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,5.509944167592096e-10,5.509944167592096e-10
1993,5.539207426075166e-10,2.7696036575264316e-09
1994,5.274926606624319e-10,3.164955852952289e-09
1995,0.0,4.880205572987961e-09
1996,5.338092190498855e-10,6.939520069693117e-09
1997,4.79489448146353e-10,4.315404922294874e-09
1998,1.9072516899143466e-09,3.814503379828693e-09
1999,1.3710603763428253e-09,1.8280804647829996e-09
2000,3.092622158362701e-09,1.7672125984802278e-09
2001,2.6287270138425356e-09,2.190605918883648e-09
2002,4.38122149670761e-10,4.381221607729913e-09
2003,1.2500769308587678e-09,3.333538334260311e-09
2004,0.0,3.9643119897903034e-09
2005,0.0,1.3511248786457486e-09
2006,1.2353669198716943e-09,5.353256948836815e-09
2007,7.988958938831558e-10,2.7961355453243186e-09
2008,1.2772318758180745e-09,3.405951742863067e-09
2009,1.907277002999308e-09,3.814554005998616e-09
2010,1.4171379625338432e-09,2.8342759250676863e-09
2011,0.0,4.971163480860241e-09
2012,1.0212758416727752e-09,5.446804340891731e-09
2013,0.0,6.414987652192394e-09
2014,0.0,6.496335469563519e-09
2015,1.5516027351836215e-09,4.211493376260478e-09
2016,2.0713400439298368e-10,6.421154274960372e-09
2017,5.031222660711876e-10,1.7609279590047322e-09
2018,1.8070267504555204e-09,4.904786798931582e-09
2019,7.65296326310505e-10,5.612172948588068e-09
