year,véritables_ADJ ouvertures_NOUN,véritables_ADJ couvertures_NOUN
1967,9.860671168482327e-10,0.0
1968,8.982831700699023e-10,0.0
1969,2.7250546263957176e-09,0.0
1970,1.3796175313274261e-09,0.0
1971,1.541519245584766e-09,5.138397485282553e-10
1972,2.565073486948677e-09,0.0
1973,1.102640756478479e-09,0.0
1974,0.0,0.0
1975,5.711480177694739e-10,1.1422960355389478e-09
1976,5.713526873840635e-10,0.0
1977,0.0,0.0
1978,5.940591352171509e-10,5.940591352171509e-10
1979,0.0,0.0
1980,2.8425752862659692e-09,5.685150683554241e-10
1981,6.325549417596221e-09,0.0
1982,1.2415004579935385e-09,0.0
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,0.0,0.0
1985,1.8046674155058895e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,0.0
1987,3.6664902225425067e-09,1.8332451112712533e-09
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,5.488122178931576e-10,1.0976244357863152e-09
1990,4.90378582185258e-09,0.0
1991,5.861465202094962e-10,5.861465202094962e-10
1992,2.2039776670368383e-09,1.1019888335184191e-09
1993,5.539207426075166e-10,0.0
1994,0.0,5.274926606624319e-10
1995,2.1689803286761844e-09,0.0
1996,2.135236876199542e-09,0.0
1997,3.835915585170824e-09,9.58978896292706e-10
1998,1.43043876743576e-09,4.768129224785866e-10
1999,1.8280804647829996e-09,4.570201161957499e-10
2000,8.836062992401139e-10,0.0
2001,3.5049694258049158e-09,0.0
2002,2.6287327870022636e-09,0.0
2003,1.6667691671301554e-09,2.083461403401543e-09
2004,2.2023955992267474e-09,0.0
2005,2.702249757291497e-09,9.007499190971657e-10
2006,3.706100981659688e-09,0.0
2007,5.991719120856942e-09,1.1983438685803094e-09
2008,1.7029758714315335e-09,0.0
2009,3.814554005998616e-09,0.0
2010,3.7790344187271785e-09,0.0
2011,2.6767803529281764e-09,0.0
2012,1.3617010852229328e-09,3.404252713057332e-10
2013,5.578250084070646e-10,8.367375126105969e-10
2014,8.661780737106994e-10,4.330890368553497e-10
2015,6.649726325136385e-10,2.2165753954528356e-10
2016,1.86420612280358e-09,0.0
2017,0.0,5.031222660711876e-10
2018,1.290733298020541e-09,0.0
2019,7.65296326310505e-10,2.55098775436835e-10
