year,bords_NOUN ouverts_ADJ,bords_NOUN couverts_ADJ
1877,6.184815992682502e-10,6.80329748092845e-09
1878,6.039088673581716e-10,1.1474268646338714e-08
1879,0.0,1.4051448005147904e-08
1880,0.0,1.0268554007097919e-08
1881,0.0,1.673401861523871e-08
1882,0.0,1.6638463051776853e-08
1883,0.0,2.0221884611260066e-08
1884,0.0,9.902545450302114e-09
1885,1.2891271383708158e-09,7.7347630522695e-09
1886,0.0,9.034849313138693e-09
1887,6.528924623161458e-10,5.876032105334161e-09
1888,0.0,7.60873763994141e-09
1889,6.265136742733546e-10,1.9421923624918236e-08
1890,6.554386478008212e-10,1.6385966361553983e-08
1891,6.374220040683554e-10,4.461953917456185e-09
1892,0.0,7.522214851007902e-09
1893,0.0,2.46336657738766e-08
1894,0.0,1.071261657159539e-08
1895,2.4074457982692365e-09,1.3240951446391591e-08
1896,0.0,1.1794058174530164e-08
1897,0.0,9.322741689743452e-09
1898,0.0,9.619203211741478e-09
1899,0.0,2.3215829259015663e-08
1900,0.0,1.245852754294674e-08
1901,0.0,6.706486921359556e-09
1902,9.820567692386817e-10,8.347482705062248e-09
1903,0.0,8.640352433531007e-09
1904,0.0,4.837162670412454e-09
1905,0.0,1.0837593933388234e-08
1906,1.5432553013283723e-09,1.0288369267641428e-08
1907,0.0,4.6285588695127444e-09
1908,0.0,8.349361202419914e-09
1909,0.0,1.1001967337165297e-08
1910,0.0,8.550641084070776e-09
1911,0.0,1.5961122423746588e-09
1912,0.0,1.0418842677495377e-08
1913,0.0,6.893886794756554e-09
1914,6.696743715117748e-10,1.0714789944188396e-08
1915,1.1780761921542648e-09,8.246533234057551e-09
1916,0.0,0.0
1917,0.0,2.1932848870420685e-09
1918,0.0,1.1486376294556067e-09
1919,0.0,9.207848372660976e-10
1920,0.0,3.028892692213958e-09
1921,7.572747429129834e-10,4.543648568500203e-09
1922,0.0,1.4755870969551665e-09
1923,0.0,7.431163684401554e-09
1924,0.0,3.867487219366694e-09
1925,0.0,1.3197813508725176e-08
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,1.1149224876660924e-09,1.4493992672726108e-08
1928,0.0,1.0283437212876834e-08
1929,0.0,2.2280812750352652e-09
1930,0.0,4.201441416995522e-09
1931,0.0,6.843213995466613e-09
1932,0.0,9.863582839386709e-09
1933,5.735331320977366e-09,0.0
1934,4.7926320689839486e-09,5.990790086229936e-09
1935,0.0,5.98414207075848e-09
1936,0.0,1.091224355320719e-08
1937,2.5182236296217297e-09,6.295559185076627e-09
1938,0.0,2.5930428915188486e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,1.7709016475464523e-08
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,2.322588166236983e-08
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,1.1136883415474585e-08
1947,0.0,3.5762612871081956e-09
1948,0.0,1.3046265401328583e-08
1949,0.0,1.47255123650325e-08
1950,0.0,9.571825110299415e-09
1951,0.0,6.396841278899501e-09
1952,0.0,9.490323193972472e-09
1953,0.0,0.0
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,1.8771215692936494e-09,7.508486277174597e-09
1956,0.0,3.488456634670456e-09
1957,8.835037701437898e-10,8.835037701437898e-10
1958,1.6544486891589827e-09,3.3088973783179654e-09
1959,0.0,7.750747821333448e-10
1960,0.0,4.844583401109048e-09
1961,0.0,3.47407969059077e-09
1962,0.0,6.341956293454132e-09
1963,0.0,6.466053470433053e-09
1964,0.0,4.867174663303331e-09
1965,0.0,1.6416130677043839e-09
1966,0.0,3.3234448526542337e-09
1967,0.0,9.860671168482327e-10
1968,4.4914158503495116e-10,4.491415683816058e-09
1969,4.5417578031781147e-10,5.450109252791435e-09
1970,4.5987250119061684e-10,5.058597540852361e-09
1971,1.0276794970565106e-09,2.0553589941130213e-09
1972,1.5390440033513642e-09,2.0520587451500205e-09
1973,0.0,4.9618833486420044e-09
1974,0.0,0.0
1975,0.0,5.140332159925265e-09
1976,0.0,3.4281160132820787e-09
1977,0.0,1.1753563677885381e-09
1978,0.0,2.3762365408686037e-09
1979,1.1703946700691858e-09,1.1703946700691858e-09
1980,0.0,4.548120546843393e-09
1981,0.0,1.8976649140967083e-09
1982,0.0,2.483000915987077e-09
1983,0.0,2.5261264191556165e-09
1984,5.799008495621649e-10,2.3196033982486597e-09
1985,6.015558051686298e-10,1.2031116103372597e-09
1986,0.0,1.7983456945813714e-09
1987,0.0,6.110816852533674e-10
1988,0.0,5.99655392008458e-09
1989,2.7440609784434855e-09,2.7440609784434855e-09
1990,5.44865097484859e-10,1.6345953479657283e-09
1991,3.51687923227928e-08,1.1722930404189924e-09
1992,0.0,2.2039776670368383e-09
1993,3.877445031719162e-09,3.877445031719162e-09
1994,0.0,2.637463358823311e-09
1995,5.422450821690461e-10,3.795715741716776e-09
1996,0.0,1.6014276571496566e-09
1997,0.0,2.3974471297094624e-09
1998,3.337690568372409e-09,4.768129224785866e-10
1999,9.140402323914998e-10,5.484241505371301e-09
2000,4.4180314962005696e-10,3.97622823555821e-09
2001,8.762423564512289e-10,4.3812117822561447e-10
2002,4.38122149670761e-10,1.752488598683044e-09
2003,1.2500769308587678e-09,3.7502307925763034e-09
2004,4.404791253964646e-10,1.3214374039449694e-09
2005,0.0,1.8014998381943315e-09
2006,2.8825228870488218e-09,1.6471559671771274e-09
2007,0.0,7.988958938831558e-10
2008,0.0,1.2772318758180745e-09
2009,4.76819250749827e-10,2.860915504498962e-09
2010,9.447586046817946e-10,3.3066551718974324e-09
2011,1.529588788962144e-09,2.6767803529281764e-09
2012,6.808505426114664e-10,2.0425516833455504e-09
2013,2.789125042035323e-10,2.7891249310130206e-09
2014,8.661780737106994e-10,2.5985342766432495e-09
2015,0.0,4.876465897751814e-09
2016,4.1426800878596737e-10,4.349814286541687e-09
2017,1.0062445321423752e-09,4.024978128569501e-09
2018,0.0,6.195520096952123e-09
2019,0.0,3.5713827450933877e-09
